"autoId","textId","dialectId","sentenceAb","sentenceCh","sentenceOrder"
"187182","15222","1","Maherek namicudad tu cacudaden i laviyi’.","家庭課業在夜裡完成。","5"
"187183","15222","1","Pakungku ci ina i tamiyanan a malekaka.","媽媽給我們姊妹講故事。","6"
"187184","15223","1","Misavelavelat ku vuis i kakarayan,","天上的星星閃閃發光，","1"
"187185","15223","1","Ira ku malikatay.","有的明亮，","2"
"187186","15223","1","Ira ku makahemay.","有的朦朧，","3"
"187187","15223","1","Savelevelatsa ku vuis i kakarayan.","天上的星星閃閃發光，","4"
"187188","15223","1","Matiya’ u misakemutay nu wawa.","好像淘氣的小孩。","5"
"187189","15224","1","Masatereptu ku urad.","雨停了!","1"
"187190","15224","1","Masadaktu ku talakal ni Adek.","彩虹出現了!","2"
"187191","15224","1","Lahngangay, kulawlaway, langdaway.......","紅的、黃的、綠的...。","3"
"187192","15224","1","Uwa! Vangcal ku talakal ni Adek.","哇!彩虹真的好漂亮唷!","4"
"187193","15225","1","Micael tu aluvu ci vaki aci vayi’.","爺爺奶奶披掛著肩袋，","1"
"187194","15225","1","Ay! Ay! Ay!","唉!唉!唉!","2"
"187195","15225","1","Vangcal kira aluvu.","披掛肩袋方便又帥氣，","3"
"187196","15225","1","Pacumud han ni vaki aci vayi ku kamay i aluvu.","爺爺奶奶手伸肩袋裡，","4"
"187197","15225","1","Ira:tu ku icep i kamay nuheni.","他們手上就有檳榔。","5"
"187198","15226","2","Nipahafay ci Kacaw to waco^ cecay, malitemoh nora waco i lalan ko cecay a fafoy.","卡照養了一隻狗，狗在路上看見一隻豬。","1"
"187199","15226","2","Tooran nora waco a mikalat, madoka’ koya fafoy.","那隻狗追著豬咬，豬受傷。","2"
"187200","15226","2","Paka’araw ko i kilangay a posi, kekekek sa a matawa.","樹上貓看了之後，笑哈哈。","3"
"187201","15227","2","Kailisinan a dafak, cica’dong ca Panay aci Tipos to makapahay a losid no Pangcah.","豐年祭的早上，Panay和Tipos穿著Pangcah漂亮的服飾。","1"
"187202","15227","2","Mipatala kako aci ina to toron ato dateng.","媽媽和我準備toron和很多的菜。","2"
"187203","15227","2","Salipahak sa ko finawlan i papotal a romadiw, anoca masakero.","大家開心地唱歌和跳舞。","3"
"187204","15228","2","I kaniharan, tala’alo mifoting to sakaranam.","清晨，到溪間抓魚早餐用。","1"
"187205","15228","2","I kalahokan, talapala midateng to sakalahok.","中午，到田間採野菜中餐用。","2"
"187206","15228","2","I lotok a midongec to sakalafi.","下午，到山間採藤心晚餐用。","3"
"187207","15228","2","I’alo, i pala, i lotok ko pingsiyang no Pangcah.","溪間、田間、山間是阿美族人的冰箱。","4"
"187208","15228","2","Wata: lipahak ko’orip no Pangcah a finacadan.","哇!阿美族人的生活多麼快樂!","5"
"187209","15229","2","O cidal ko sakafana’ to kalahokan.","看見太陽知道中午了；","1"
"187210","15229","2","O soni no faow^ ko sakafana’ a talaomah.","聽見蟲鳴知道要工作了；","2"
"187211","15229","2","O soni no takelolo ko sakafana’ a taloma’.","聽見鳥聲就知道回家。","3"
"187212","15229","2","Tadamalalok ko Pangcah a finacadan!","阿美族人真是勤奮的民族啊!","4"
"187213","15230","2","Mifoting ci mama i riyar, adihay ko foting, ’orang ato kalang.","爸爸出海去捕魚，捕得好多的魚、蝦和螃蟹。","1"
"187214","15230","2","Mahemek ci ina, kekekek sa matawa ca faki aci fayi.","媽媽看得很高興，叔叔阿姨也笑哈哈。","2"
"187215","15230","2","Wata! ci mama ako.","爸爸你真了不起!","3"
"187216","15231","2","Tata’ang ko mata no takora’.","青蛙的眼睛大。","1"
"187217","15231","2","Makapah ko sapikpik no ’adipangpang.","蝴蝶的翅膀真漂亮。","2"
"187218","15231","2","Karaya’ ko cepi’ no pari^ri’.","蟋蟀的腿好長。","3"
"187219","15231","2","Masakero ko dadipis.","蟑螂在跳舞。","4"
"187220","15231","2","Wong wong sa a tomangic ko likes.","蚊子嗡嗡在哭泣。","5"
"187221","15232","2","I ka’ayaw no loma’, ira ko riyar,","我家前面有海洋，","1"
"187222","15232","2","I kaikor no loma’, ira ko lotok,","我家後面有山頭，","2"
"187223","15232","2","Masadak ko cidal, lomowad kako.","太陽升起我起床，","3"
"187224","15232","2","Malikat ko folad, mafoti’ ko posi.","月光明亮貓睡覺，","4"
"187225","15232","2","Pakimad ci ina i takowanan.","媽媽為我講故事。","5"
"187226","15233","2","O fo’is i kakarayan, samiyamiyat sa a malikat.","天上的星星，一閃一閃亮晶晶。","1"
"213431","15233","2","Ira ko malikatay, ira ko madodemay.","有的好明亮，有的好朦朧。","2"
"213432","15233","2","O fo’is i kakarayan, samiyatmiyat sa mato matawaay.","天上的星星，閃閃地像是在微笑。","3"
"213433","17174","2","Masalaw ko ’orad, sadak sa ko tarakar ni Idek.","雨兒不見了，彩虹出現了。","1"
"213434","17174","2","Kahengangay, kaliyalaway, kangdaway.","紅的、黃的、綠的。","2"
"213435","17174","2","Makapah ko tarakar ni Idek!","彩虹真的好漂亮!","3"
"213436","17175","2","Mica’elay to ’alofo^ ci akong a ci ama.","爺爺奶奶愛披上情人袋。","1"
"213437","17175","2","Aciyah!, tada makapahay kora ’alofo^.","唉呀呀!那個情人袋真漂亮。","2"
"213438","17175","2","Soo’ han na akong ko kamay i ’alofo^.","只要爺爺奶奶把手伸進袋子裡。","3"
"213439","17175","2","Iraay to ko ’icep i kamay na akong.","檳榔就在爺爺奶奶的手裡。","4"
"213440","17176","3","Mipahafay ci Kacaw to cecay a waco.","卡照養了一隻狗，","1"
"213441","17176","3","Malitemoh nira i lalan ko cecay a fafoy.","在路上遇到一隻豬，","2"
"213442","17176","3","La’opang no waco a mikalat.","這隻豬被狗追著跑，","3"
"213443","17176","3","Madoka’ koya fafoy.","豬被狗咬傷了，","4"
"213444","17176","3","Paka’ araw ko i kilangay a posi. Ha ha ha sa a matawa.","樹上的貓兒笑哈哈。","5"
"213445","17177","3","Ci ca’edong ca Panay aci Tipos to makapahay a losid no Pangcah,","Panay和Tipos穿著Pangcah的服飾，很漂亮我很羨慕。","1"
"213446","17177","3","Mipatala kako ato ci ina to toron ato dateng,","媽媽和我準備麻糬和很多的菜，","2"
"213447","17177","3","Salipahak sa ko’ alomanay a tamdaw i papotal a romadiw ato masakero.","大家在廣場開心地唱歌和跳舞。","3"
"213448","17178","3","Lidafak tayra i ’alo mifoting to sakaranam.","清晨早起，到溪澗抓魚早餐用，","1"
"213449","17178","3","I kalahokan tayra i omah midateng to sakalahok,","中午時分到田邊採野菜中餐用，","2"
"213450","17178","3","I lotok a midongec to sakalafi.","下午到山上採藤心晚餐用，","3"
"213451","17178","3","I ’alo, i omah i lotok ko pingsiyang no Pangcah.","溪澗、田邊、山上是阿美族人的冰箱，","4"
"213452","17178","3","Watah: lipahak ko ’orip no Pangcah a tamdaw.","哇!阿美族人的生活多麼快樂逍遙。","5"
"213453","17179","3","O cidal ko sakafana’ to kalahokan.","看到太陽知道中午了，","1"
"213454","17179","3","O soni no fao ko sakafana’ a tayra ’omah.","聽到蟲鳴知道要工作了，","2"
"213455","17179","3","O soni no takelolo ko sakafana’ a minokay.","聽到鳥聲就知道要回家，","3"
"213456","17179","3","Tadamalalok ko Pangcah a tamdaw!","阿美族人真是勤奮啊!","4"
"213457","17180","3","Mifoting ci mama i riyar, adihay ko foting, ’afar ato kalang.","爸爸出海去捕魚，捕得魚、蝦和螃蟹，","1"
"213458","17180","3","Mahemek ci ina,","媽媽看得很高興，","2"
"213459","17180","3","Ke’ke’ke’ sa matawa ca faki aci fai.","叔叔阿姨笑哈哈，","3"
"213460","17180","3","Idahi ci mama ako.","我的爸爸真了不起。","4"
"213461","17181","3","Tata’ang ko mata no takola’.","青蛙哥哥眼睛大，","1"
"213462","17181","3","Makapah ko sapikpik no ’adipangpang.","蝴蝶姐姐真漂亮，","2"
"213463","17181","3","Kakaya’ ko cepi’ no tanikay.","蟋蟀弟弟腿好長，","3"
"213464","17181","3","Masakero ko dadipis.","蟑螂表姐在跳舞，","4"
"213465","17181","3","Wongawong sa tomangic ko likes.","蚊子嗡嗡在哭泣。","5"
"213466","17182","3","I ka’ayaw no loma’ ira ko riyar,","我家前面有海洋，","1"
"213467","17182","3","I kaikor no loma’ ira ko lotok,","我家後面有山頭，","2"
"213468","17182","3","Masadak ko cidal lomowad to kako.","太陽升起我起床，","3"
"213469","17182","3","Malikat ko fo’is mafoti’ to ko posi.","星光點點貓睡覺，","4"
"213470","17182","3","Pakimad ci ina i takowanan.","媽媽為我說故事。","5"
"213471","17183","3","Samiyamiyat sa malikat,","天上的星星，一閃一閃亮晶晶，","1"
"213472","17183","3","Ira ko malikatay,","有的好明亮，","2"
"213473","17183","3","Ira ko madodemay,","有的好朦朧，","3"
"213474","17183","3","Fo’is no kakarayan,","天上的星星，","4"
"213475","17183","3","Samiyatmiyat sa a matawa.","閃閃像是在微笑。","5"
"213476","17184","3","Tomerep to ko ’orad,","雨兒停了，","1"
"213477","17184","3","Masadak to ko tilo ni Idek,","彩虹出現了，","2"
"213478","17184","3","Kahengangay kaliyaway kangdaway,","紅的、黃的、綠的，","3"
"213479","17184","3","Makapah ko tilo ni Idek.","彩虹真的好漂亮。","4"
"213480","17185","3","Aciyah! tada makapahay kora tafolod.","唉呀呀!情人袋很漂亮。","1"
"213481","17185","3","Pacomod han ni faki aci fai ko kamay i tafolod.","只要爺爺和奶奶把手伸進袋子裡。","2"
"213482","17185","3","Iraay to ko ’icep i kamay nangra.","檳榔就在爺爺奶奶的手裡。","3"
"213843","17247","4","Ila ko waco ni Kacaw,","卡照飼養一隻狗，","1"
"213844","17247","4","Pakaaraw to diyong i lalan,","看見路上有隻豬，","2"
"213845","17247","4","Repelen nira mikalat,","跑去咬著牠不放，","3"
"213846","17247","4","Maaraw no posi ^k^k sa matawa.","貓兒見了笑哈哈。","4"
"213847","17248","4","Mitangtang to faes to dateng ko wina,","媽媽煮菜又蒸飯，","1"
"213848","17248","4","Panay aci Tipos,","Panay與Tipus，","2"
"213849","17248","4","Siriko’ to makapahay alosaysay,","穿著漂亮的禮服，","3"
"213850","17248","4","Lipahak sa lomadiw makero.","快樂歌唱和跳舞。","4"
"213851","17249","4","I’alo mifoting sakaranam,","到溪澗捉魚當早餐，","1"
"213852","17249","4","I hadhad midateng sakalahok,","在野地採菜當中餐，","2"
"213853","17249","4","I tokos midongec sakalafi,","上山取藤心當晚餐，","3"
"213854","17249","4","Waw~ pingsiyang ko hekal,","哇鳴~大地當冰箱，","4"
"213855","17249","4","Kainalan ko orip no Amis.","阿美族生活真令人羨慕。","5"
"213856","17250","4","Monihal lomowad mawmah,","黎明起來就開始工作，","1"
"213857","17250","4","Tatenok ko cidal pasela’,","中午時躲豔陽喘口氣，","2"
"213858","17250","4","Toemanto na taha loma’","等天黑了才回到家裡，","3"
"213859","17250","4","Malalokay ko Amis.","阿美族人真勤勞。","4"
"213860","17251","4","Talariyal mifoting ko wama,","爸爸出海去捕魚，","1"
"213861","17251","4","Masalil ko foting ko afar ato karang,","捕得魚、蝦和螃蟹，","2"
"213862","17251","4","Mahemek ko wina a pakaaraw,","媽媽看得很高興，","3"
"213863","17251","4","Lipahak ko faki ato fai,","叔叔阿姨笑哈哈，","4"
"213864","17251","4","I:dahiayto kiso ama!","爸爸你真了不起!","5"
"213865","17252","4","Taangay mata a takora,","大大眼睛的青蛙哥哥，","1"
"213866","17252","4","Makapahay ko riko’ a adipangpang,","漂亮衣裳的蝴蝶姐姐，","2"
"213867","17252","4","Koedaway cepi’ a takinay,","腿好細長的蟋蟀弟弟，","3"
"213868","17252","4","Hali^feray a dadipis,","愛上飛舞的蟑螂表姐，","4"
"213869","17252","4","Ong ong sanay tomangic a rikes.","嗡嗡在哭泣的蚊子妹。","5"
"213870","17253","4","Ila ko riyal, ila ko tokos,","有海洋，有山頭，","1"
"213871","17253","4","Kasadak no cidal lomowadto kako.","太陽升起我就起床。","2"
"213872","17253","4","Matediay ko folad, mafoti’ay ko posi,","月光正明亮，貓兒在睡覺，","3"
"213873","17253","4","Paini ko wina to kimad nira.","媽媽給我講故事。","4"
"213874","17254","4","Samiyamiyat sa matedi,","一閃一閃亮晶晶，","1"
"213875","17254","4","Ila ko malikatay,","有的好明亮，","2"
"213876","17254","4","Ila ko maapohay,","有的好朦朧，","3"
"213877","17254","4","Foi’s i kakarayan,","天上的星星，","4"
"213878","17254","4","Samiyatmiyat sa masedi.","閃閃好似在微笑。","5"
"213879","17255","4","Malahedaw ko ’orad,","雨兒不見了，","1"
"213880","17255","4","Sadak sa ko talakar ni Idek,","彩虹出現了，","2"
"213881","17255","4","Kahengangay, koheraay, kangdaway,","紅的、黃的、綠的，","3"
"213882","17255","4","Talakar ni Idek tadamakapah.","彩虹真的好漂亮。","4"
"213883","17256","4","Maolah si alofo ko fofo ato mamo,","爺爺奶奶喜歡穿戴揹袋，","1"
"213884","17256","4","Ay yay yay~ makapahay alofo,","哎呀呀!好漂亮的揹袋，","2"
"213885","17256","4","Pasoso’ sa to kamay i alofo,","手伸進揹袋裡，","3"
"213886","17256","4","Ilato i kamay ni fofo aci mamo ko icep.","檳榔就出現在爺爺奶奶的手裡。","4"
"214347","17373","5","Mipakaen ci Kacaw tocecay a waco.","卡照養了一隻狗，","1"
"214348","17373","5","Malalitemoh i lalan tocecay a diyong.","在路上看見一隻豬；","2"
"214349","17373","5","Tooren no waco a mikalat.","那隻豬被這隻狗追著跑，","3"
"214350","17373","5","Madoka’ koya diyong.","豬被狗咬傷，","4"
"214351","17373","5","Ma’alaw no i kilangay a ngiyaw, kekekek sa a matawa.","樹上的貓看見了，笑哈哈。","5"
"214352","17374","5","Kalikodaan a papacem,","豐年祭的早上，","1"
"214353","17374","5","ci ca’dong ca Panay aci Tipos to makapahay a losid no ’Amis.","Panay和Tipos穿著'Amis的服飾，看起來很漂亮。","2"
"214354","17374","5","Misaday kako ato wina to hemay ato dateng.","媽媽和我準備糯米糕和很多菜。","3"
"214355","17374","5","Salipahak sa ko ’alomanay a tamdaw i papotal a romadiw anoca makero.","大家開心的在廣場上唱歌和跳舞。","4"
"214356","17375","5","I kaniharan tala ’alo mifoting to sakalanam.","清晨早起，到溪澗抓魚早餐用，","1"
"214357","17375","5","I kalahokan talaomah midateng to sakalahok.","中午時分，到田間採野菜中餐用，","2"
"214358","17375","5","I lotok a midongec to sakalafi.","下午到山間採藤心晚餐用，","3"
"214359","17375","5","I ’alo, i omah i lotok ko pingsiyang no ’Amis.","溪間、田間、山間是阿美族人的冰箱，","4"
"214360","17375","5","Wata: lipahak ko nika’orip no ’Amis a finacadan.","哇!阿美族人的生活多麼快樂。","5"
"214361","17376","5","O cidal ko sakafana’ to kalahokan.","看到太陽知道中午了，","1"
"214362","17376","5","O honi no fao ko sakafana’ a talaomah.","聽到蟲鳴知道要工作了，","2"
"214363","17376","5","O honi no taklolo ko sakafana’ a minokay.","聽到鳥聲就知道回家，","3"
"214364","17376","5","Tadamalalok ko ’Amis a finacadan.","阿美族人真是勤奮的民族啊!","4"
"214365","17377","5","Mifoting ko wama i riyar.","爸爸出海去捕魚，","1"
"214366","17377","5","Adihay ko foting,’afal ato kalang.","捕得魚、蝦和螃蟹，","2"
"214367","17377","5","Mahemek ko wina.","媽媽看了很高興，","3"
"214368","17377","5","kekekek sa matawa cafaki aci faiy.","叔叔阿姨笑哈哈，","4"
"214369","17377","5","Ki:ya! tadamaan to ko wama ako.","我的爸爸真了不起。","5"
"214370","17378","5","Tata’ang ko mata no takora’.","青蛙哥哥眼睛大，","1"
"214371","17378","5","Makapah ko sapikpik no ’adipangpang.","蝴蝶姐姐翅膀真漂亮，","2"
"214372","17378","5","To’edaw ko cepi’ no tanikay.","蟋蟀弟弟腿好長，","3"
"214373","17378","5","Makero ko dadipis.","蟑螂表姐在跳舞，","4"
"214374","17378","5","Wong wong sa a tomangic ko likes.","蚊子嗡嗡在哭泣。","5"
"214375","17379","5","I ka’ayaw no loma’ ira ko riyar.","我家前面有海洋，","1"
"214376","17379","5","I ka ikor no loma’ ira ko lotok.","我家後面有山頭，","2"
"214377","17379","5","Masadak ko cidal lomowad kako.","太陽升起，我起床；","3"
"214378","17379","5","Malikat ko folad mafot’ ko ngiyaw.","月光明亮，貓睡覺。","4"
"214379","17379","5","Mi tawciker ko wina i takowanan.","媽媽為我講故事。","5"
"214380","17380","5","Felatfelat sa malikat ko fo’is no kakalayan.","一閃一閃亮晶晶，","1"
"214381","17380","5","Ira ko malikatay,","有的好明亮，","2"
"214382","17380","5","Ira ko madodemay,","有的好朦朧，","3"
"214383","17380","5","Fo’is no kakalayan,","天上的星星，","4"
"214384","17380","5","Felatfelat sa a matawa.","閃閃好似在微笑。","5"
"214385","17381","5","Masa’sa’ ko ’orad.","雨兒不見了，","1"
"214386","17381","5","Sadak sa ko talakar ni Idek.","彩虹出現了。","2"
"214387","17381","5","Kahengangay, kaliywliawway, langdaway.","紅的、黃的、綠的，","3"
"214388","17381","5","Makapah ko talakar ni Idek.","彩虹真的好漂亮。","4"
"214389","17382","5","Mica^layay to ’alofo ca fofo.","爺爺奶奶愛披情人袋。","1"
"214390","17382","5","Aciah! Tada makapahay kora ’alofo.","唉呀呀!情人袋很漂亮。","2"
"214391","17382","5","Soso’ han na fofo ko kamay i ’alofo.","只要爺爺奶奶把手伸進袋子裡。","3"
"214392","17382","5","Iraay to ko ’icep i kamay na fofo.","檳榔就在爺爺奶奶的手裡。","4"
"229621","17607","6","nanu qani?","這是什麼?","1"
"229622","17607","6","qani ga lukus.","這是衣服。","2"
"229623","17607","6","nanu qani?","這是什麼?","3"
"229624","17607","6","qani ga yopun.","這是褲子。","4"
"229625","17607","6","nanu qani?","這是什麼?","5"
"229626","17607","6","yamin ru qbubu qani.","這是鞋子和帽子。","6"
"229627","17608","6","cyux maki rgyax qalang maku,","我的部落位於深山中，","1"
"229628","17608","6","cingay balay qulih ru qsinuw nya,","有很多的溪魚和山產，","2"
"229629","17608","6","wah cisan qalang maku.","歡迎光臨我的部落。","3"
"229630","17609","6","syaw ngasal maku ga, kya qutux hopa balay na qhuniq.","在我們家旁邊有一棵大樹。","1"
"229631","17609","6","nanu cyux maki yatux qhuniq? yapic cyux maki yatux qhuniq.","大樹上有什麼?大樹上有飛鼠。","2"
"229632","17609","6","nanu cyux maki yatux qhuniq? yungay cyux maki yatux qhuniq.","大樹上有什麼?大樹上有猴子。","3"
"229633","17609","6","nanu cyux maki yatux qhuniq? qhnyaq cyux maki yatux qhuniq.","大樹上有什麼?大樹上有小鳥。","4"
"229634","17610","6","kyalun saku yaba.","我告訴爸爸說，","1"
"229635","17610","6","hata lngyaq syaw llyung.","我們到河邊去戲水好嗎?","2"
"229636","17610","6","pngan saku na yaba mu ru tehoq sami syaw llyung la.","爸爸就背著我來到小河邊，","3"
"229637","17610","6","tltuw balay qsya nya!","好清涼的溪水啊!","4"
"229638","17610","6","sbing balay qsya nya!","好甘甜的溪水啊!","5"
"229639","17611","6","mpanga na kiri yaki.","祖母背著背簍，","1"
"229640","17611","6","kya trakis kiri nya.","背簍裡有小米，","2"
"229641","17611","6","kya singut kiri nya.","背簍裡有樹豆，","3"
"229642","17611","6","blaq balay niqun trakis ru singut.","小米和樹豆都非常好吃。","4"
"229643","17612","6","pongan ke na bnkis raran.","聽從前的老人家說過，","1"
"229644","17612","6","kya qutux hopa balay tunux.","有一顆很巨大的岩石，","2"
"229645","17612","6","cyux surux beh syaw na pinsbkan.","目前正矗立在瑞岩部落邊(南投縣仁愛鄉力行村)","3"
"229646","17612","6","tunux qani ga puqin na Tayal.","這顆岩石是泰雅族的起源。","4"
"229647","17613","6","masoq hopa qwalax.","大雨停止了，","1"
"229648","17613","6","hmtuw wagi lga.","等到太陽出現時，","2"
"229649","17613","6","blaq utux ta ga,","咱們的運氣好的話，","3"
"229650","17613","6","musa ta ktan hongu na utux.","咱們即將會看見彩虹。","4"
"229651","17614","6","qoli ga qoli.","老鼠呀老鼠。","1"
"229652","17614","6","mswa su kwan balay.","為什麼你那麼膽小。","2"
"229653","17614","6","qoli ga qoli.","老鼠呀老鼠。","3"
"229654","17614","6","mswa cipoq balay rozyaq su.","為什麼你的眼睛總是那麼小。","4"
"229655","17614","6","qoli ga qoli.","老鼠呀老鼠。","5"
"229656","17614","6","mswa qruyux balay ngungu su.","為什麼你的尾巴會那麼長呢。","6"
"229657","17614","6","qoli ga qoli.","老鼠呀老鼠。","7"
"229658","17614","6","laxi uwah quryaq maniq qaya ngasal ku ma?","不要再到我們家偷吃東西了好嗎?","8"
"229659","17615","6","baq qmaluq qu mlikuy na Tayal.","泰雅男人會打獵，","1"
"229660","17615","6","baq tminun qu knerin na Tayal.","泰雅女人會織布，","2"
"229661","17615","6","yasa baqun ptasan la.","就可以紋面。","3"
"229662","17616","6","pongan ke na bnkis qalang ga.","聽過部落的老人家說過，","1"
"229663","17616","6","raran ga kya sazing wagi ma.","從前我們部落有兩個太陽，","2"
"229664","17616","6","yasa kilux balay krryax pi.","所以每天都非常的炎熱，","3"
"229665","17616","6","wahan nha mu qutux lga.","後來他們去射下一個以後，","4"
"229666","17616","6","thay mya misu qani la.","就剩下像現在這樣了。","5"
"229813","17620","7","witux! witux! witux!","太陽!太陽!太陽!","1"
"229814","17620","7","smbu na Tayan ku witux ka utux.","泰雅人射下一個太陽。","2"
"229815","17620","7","kyan gbyan la.","從此以後有了晚上。","3"
"229816","17621","7","nanu ku haniy?","這是什麼?","1"
"229817","17621","7","latan ku haniy.","這是衣服。","2"
"229818","17621","7","nanu ku haniy?","這是什麼?","3"
"229819","17621","7","yupun ku haniy.","這是褲子。","4"
"229820","17621","7","nanu ku haniy?","這是什麼?","5"
"229821","17621","7","yamin ru bubing ku haniy.","這是鞋子和帽子。","6"
"229822","17622","7","bbawi ru mmtasi ku rgyax.","高聳而深綠的山脈。","1"
"229823","17622","7","p’yux ku khawni ru k’man.","很多樹木和草。","2"
"229824","17622","7","Nguhuw Ruma ku lalu nku alang muw.","他的名字叫努呼路瑪。","3"
"229825","17623","7","kung bbawi tikay! kung bbawi tikay!","再高一點，再高一點!","1"
"229826","17623","7","tpanga sku hngali ni yaba.","騎在爸爸的肩膀上。","2"
"229827","17623","7","thogus ru spanga kung ni yaba la.","溜下來讓爸爸背我。","3"
"229828","17623","7","gmapih mnnangi iy mhu’in la.","趴下來，嗯...... 死翹翹了。","4"
"229829","17623","7","plaka! plaka!","飛呀!飛呀!","5"
"229830","17624","7","mhtuw sku yamay ku sazing ka tmalung ru utux ka knayrin,","兩個男人和一個女人從石頭蹦出來，","1"
"229831","17624","7","mhngi sku’ gaya nku knayrin ku yangaw,","蒼蠅停留在女人大腿內側，","2"
"229832","17624","7","t’aring iy kya la ga,","此後，","3"
"229833","17624","7","memaw iy hbayaw ku Tayan la.","泰雅族就繁衍了後代。","4"
"229834","17625","7","byating! byating!","月亮!月亮!","1"
"229835","17625","7","tmurun ku byating la mtmurun balay!","月圓了，好圓好圓!","2"
"229836","17625","7","tmurun ku byating balay.","好圓好圓的月亮。","3"
"229837","17625","7","rahu ku byating balay.","月亮好大唷。","4"
"229838","17625","7","txiy! gmluw kuzing ku byating.","看!月亮一直跟著我。","5"
"229839","17625","7","byating p’abi si la. sgagay ta la.","月亮，我要睡覺了。晚安。","6"
"229840","17626","7","hawngu na Lyutux! hawngu na Lyutux!","神靈之橋!神靈之橋!","1"
"229841","17626","7","pspung su inlungan na Tayan ku hawngu na Lyutux.","由神靈橋裁定泰雅人的良善。","2"
"229842","17626","7","ini ta mhmut ga,","不要胡作非為，","3"
"229843","17626","7","phinas ta sku hawngu na Lyutux.","就可以通過神靈之橋。","4"
"229844","17627","7","awlit,","老鼠，","1"
"229845","17627","7","sgalan nku awlit ku mki sku k’yuw ka ini sluy.","喜歡住在黑洞裡，","2"
"229846","17627","7","gbyan ga muwah iy mkuri na nni’un,","晚上出來偷吃食物，","3"
"229847","17627","7","ci! ci! ci! ci! maha iy hmuwaw,","吱吱吱吱地叫，","4"
"229848","17627","7","spapak ru ini samiy abi kwara.","吵得我們睡不著覺。","5"
"229849","17628","7","ba iy mlyap ku tmalung na Tayan.","泰雅男人會打獵，","1"
