"ramud","spouse","配偶","https://ilrdc.tw/tow/2022/audio/word/1/04_07.wav"
"kadavu","daughter’s husband","女婿","https://ilrdc.tw/tow/2022/audio/word/1/04_08.wav"
"ali","wife’s brother","舅子","https://ilrdc.tw/tow/2022/audio/word/1/04_09.wav"
"ali","sister-in-law","弟媳","https://ilrdc.tw/tow/2022/audio/word/1/04_10.wav"
"ali","older brother’s wife","嫂嫂","https://ilrdc.tw/tow/2022/audio/word/1/04_11.wav"
"kadavu","daughter-in-law","媳婦","https://ilrdc.tw/tow/2022/audio/word/1/04_12.wav"
"vaki/vayi","grandchild","孫子/孫女","https://ilrdc.tw/tow/2022/audio/word/1/04_13.wav"
"maramuday","husband and wife","夫妻","https://ilrdc.tw/tow/2022/audio/word/1/04_14.wav"
"vavainay","husband","丈夫","https://ilrdc.tw/tow/2022/audio/word/1/04_15.wav"
"cingkie","in-law","姻親","https://ilrdc.tw/tow/2022/audio/word/1/04_16.wav"
"malekaka","sibling","兄弟姊妹","https://ilrdc.tw/tow/2022/audio/word/1/04_17.wav"
"kaka tu vavainayan","brother","兄長","https://ilrdc.tw/tow/2022/audio/word/1/04_18.wav"
"kaka","brother and sister","(哥哥；姊姊)通稱","https://ilrdc.tw/tow/2022/audio/word/1/04_19.wav"
"kaka tu vavahiyan","older sister","姊姊","https://ilrdc.tw/tow/2022/audio/word/1/04_20.wav"
"kaka tu vavainayan","older brother","哥哥","https://ilrdc.tw/tow/2022/audio/word/1/04_21.wav"
"sava","brother and sister","(弟弟；妹妹)通稱","https://ilrdc.tw/tow/2022/audio/word/1/04_22.wav"
"sava tu vavainayan","younger brother","弟弟","https://ilrdc.tw/tow/2022/audio/word/1/04_23.wav"
"sava tu vavahiyan
","younger sister","妹妹","https://ilrdc.tw/tow/2022/audio/word/1/04_24.wav"
"vaki","uncle","(伯父；叔叔；舅舅)通稱","https://ilrdc.tw/tow/2022/audio/word/1/04_25.wav"
"vayi","aunt","(伯母；嬸嬸；舅母)通稱  ","https://ilrdc.tw/tow/2022/audio/word/1/04_26.wav"
"ngangan","name","名字","https://ilrdc.tw/tow/2022/audio/word/1/05_01.wav"
"vavainayan a wawa","boy","男孩","https://ilrdc.tw/tow/2022/audio/word/1/05_02.wav"
"vavahiyan a wawa
","girl","女孩","https://ilrdc.tw/tow/2022/audio/word/1/05_03.wav"
"cavay","friend","朋友","https://ilrdc.tw/tow/2022/audio/word/1/05_04.wav"
"wawa","child","孩童","https://ilrdc.tw/tow/2022/audio/word/1/05_05.wav"
"matuasay  ","elderly people","老人家","https://ilrdc.tw/tow/2022/audio/word/1/05_06.wav"
"vavahi","female","女性","https://ilrdc.tw/tow/2022/audio/word/1/05_07.wav"
"vavainay","male","男性","https://ilrdc.tw/tow/2022/audio/word/1/05_08.wav"
"tamdaw","people","人","https://ilrdc.tw/tow/2022/audio/word/1/05_09.wav"
"ising","doctor","醫生","https://ilrdc.tw/tow/2022/audio/word/1/05_10.wav"
"pasevana’ay","teacher","老師","https://ilrdc.tw/tow/2022/audio/word/1/05_11.wav"
"ada","enemy","敵人","https://ilrdc.tw/tow/2022/audio/word/1/05_12.wav"
"sakakaay","sir","長官","https://ilrdc.tw/tow/2022/audio/word/1/05_13.wav"
"lumuwa","hooliganism","流氓","https://ilrdc.tw/tow/2022/audio/word/1/05_14.wav"
"kincal","police","警察","https://ilrdc.tw/tow/2022/audio/word/1/05_15.wav"
"Tangavulan","ethnic group (Taiwan), "plain tribes","平埔族","https://ilrdc.tw/tow/2022/audio/word/1/05_16.wav"
"Ngayngay","Hakka people","客家人","https://ilrdc.tw/tow/2022/audio/word/1/05_17.wav"
"syawcang","principal","校長","https://ilrdc.tw/tow/2022/audio/word/1/05_18.wav"
"Taywan","Min Nan (Taiwanese)","閩南人","https://ilrdc.tw/tow/2022/audio/word/1/05_19.wav"
"kapah","young people","青年","https://ilrdc.tw/tow/2022/audio/word/1/05_20.wav"
"senghu","(spiritual) father","神父","https://ilrdc.tw/tow/2022/audio/word/1/05_21.wav"
"siwni","sister","修女","https://ilrdc.tw/tow/2022/audio/word/1/05_22.wav"
"Hulam","mainlander","外省人","https://ilrdc.tw/tow/2022/audio/word/1/05_23.wav"
"kaying ","miss","小姐","https://ilrdc.tw/tow/2022/audio/word/1/05_24.wav"
"micudaday","student","學生","https://ilrdc.tw/tow/2022/audio/word/1/05_25.wav"
"tangila","ear","耳朵","https://ilrdc.tw/tow/2022/audio/word/1/06_01.wav"
"cepi’","thigh","大腿","https://ilrdc.tw/tow/2022/audio/word/1/06_02.wav"
"mata","eye","眼睛","https://ilrdc.tw/tow/2022/audio/word/1/06_03.wav"
"pising ","face","臉","https://ilrdc.tw/tow/2022/audio/word/1/06_04.wav"
"nguyus","mouth","嘴巴","https://ilrdc.tw/tow/2022/audio/word/1/06_05.wav"
"tangal","head","頭","https://ilrdc.tw/tow/2022/audio/word/1/06_06.wav"
"kanus","fingernail","指甲","https://ilrdc.tw/tow/2022/audio/word/1/06_07.wav"
"kamay","hand","手","https://ilrdc.tw/tow/2022/audio/word/1/06_08.wav"
"tireng","body","身體","https://ilrdc.tw/tow/2022/audio/word/1/06_09.wav"
"ngangusuan","nose","鼻子","https://ilrdc.tw/tow/2022/audio/word/1/06_10.wav"
"kuku’","foot","腳","https://ilrdc.tw/tow/2022/audio/word/1/06_11.wav"
"wadis","teeth","牙齒","https://ilrdc.tw/tow/2022/audio/word/1/06_12.wav"
"vukes","hair","頭髮","https://ilrdc.tw/tow/2022/audio/word/1/06_13.wav"
"remes ","blood","血","https://ilrdc.tw/tow/2022/audio/word/1/06_14.wav"
"titi","meat","肉","https://ilrdc.tw/tow/2022/audio/word/1/06_15.wav"
"laway","forehead","額頭","https://ilrdc.tw/tow/2022/audio/word/1/06_16.wav"
"tiyad","belly","肚子","https://ilrdc.tw/tow/2022/audio/word/1/06_17.wav"
"cucu","breast","乳房","https://ilrdc.tw/tow/2022/audio/word/1/06_18.wav"
"heci nu vatac","calf","小腿肚","https://ilrdc.tw/tow/2022/audio/word/1/06_19.wav"
"avala","shoulder","肩膀","https://ilrdc.tw/tow/2022/audio/word/1/06_20.wav"
"ngaruy","chin","下巴","https://ilrdc.tw/tow/2022/audio/word/1/06_21.wav"
"kulul","back","背部","https://ilrdc.tw/tow/2022/audio/word/1/06_22.wav"
"vanges","skin","皮","https://ilrdc.tw/tow/2022/audio/word/1/06_23.wav"
"valuhang","thoracic cavity","胸腔","https://ilrdc.tw/tow/2022/audio/word/1/06_24.wav"
"panga  ","male genitalia","男性生殖器","https://ilrdc.tw/tow/2022/audio/word/1/06_25.wav"
"puki","female genitalia","女性生殖器","https://ilrdc.tw/tow/2022/audio/word/1/06_26.wav"
"vala’","lung","肺","https://ilrdc.tw/tow/2022/audio/word/1/06_27.wav"
"valucu’","heart","心臟","https://ilrdc.tw/tow/2022/audio/word/1/06_28.wav"
"ciku ","elbow","手肘","https://ilrdc.tw/tow/2022/audio/word/1/06_29.wav"
"ngangay","saliva","口水","https://ilrdc.tw/tow/2022/audio/word/1/06_30.wav"
"tusur","knee","膝蓋","https://ilrdc.tw/tow/2022/audio/word/1/06_31.wav"
"duka","wound","傷口","https://ilrdc.tw/tow/2022/audio/word/1/06_32.wav"
"vituka","stomach","胃","https://ilrdc.tw/tow/2022/audio/word/1/06_33.wav"
"atay","liver","肝臟","https://ilrdc.tw/tow/2022/audio/word/1/06_34.wav"
" teluhu’","phlegm","痰","https://ilrdc.tw/tow/2022/audio/word/1/06_35.wav"
"viruek","goiter","甲狀腺腫","https://ilrdc.tw/tow/2022/audio/word/1/06_36.wav"
"simal","grease","油脂","https://ilrdc.tw/tow/2022/audio/word/1/06_37.wav"
"vaduwac","rib","肋骨","https://ilrdc.tw/tow/2022/audio/word/1/06_38.wav"
"vesi","gallbladder","膽囊","https://ilrdc.tw/tow/2022/audio/word/1/06_39.wav"
"tarudu’","thumb","拇指","https://ilrdc.tw/tow/2022/audio/word/1/06_40.wav"
"takulaw","throat","喉嚨","https://ilrdc.tw/tow/2022/audio/word/1/06_41.wav"
"sema","tongue","舌頭","https://ilrdc.tw/tow/2022/audio/word/1/06_42.wav"
"tatelecan","waist","腰部","https://ilrdc.tw/tow/2022/audio/word/1/06_43.wav"
"tarudu’","finger","手指","https://ilrdc.tw/tow/2022/audio/word/1/06_44.wav"
"sangitngit ","front tooth","門牙","https://ilrdc.tw/tow/2022/audio/word/1/06_45.wav"
"tanang","sweat","汗水","https://ilrdc.tw/tow/2022/audio/word/1/06_46.wav"
"liel","neck","脖子","https://ilrdc.tw/tow/2022/audio/word/1/06_47.wav"
"nguset","nasal mucus","鼻涕","https://ilrdc.tw/tow/2022/audio/word/1/06_48.wav"
"ngangelngelan","joint","關節","https://ilrdc.tw/tow/2022/audio/word/1/06_49.wav"
"menah","buttocks","臀部","https://ilrdc.tw/tow/2022/audio/word/1/06_50.wav"
"saripa’","the sole of the foot","腳掌","https://ilrdc.tw/tow/2022/audio/word/1/06_51.wav"
"ailuc","neck","後頸","https://ilrdc.tw/tow/2022/audio/word/1/06_52.wav"
"kakirian","armpit","腋窩","https://ilrdc.tw/tow/2022/audio/word/1/06_53.wav"
"vuwa’","kidney","腎臟","https://ilrdc.tw/tow/2022/audio/word/1/06_54.wav"
"vilvil","lip","嘴唇","https://ilrdc.tw/tow/2022/audio/word/1/06_55.wav"
"vanuh","fur","毛","https://ilrdc.tw/tow/2022/audio/word/1/06_56.wav"
"pulut","tail","尾巴","https://ilrdc.tw/tow/2022/audio/word/1/07_01.wav"
"vavuy","pig","豬","https://ilrdc.tw/tow/2022/audio/word/1/07_02.wav"
"wacu","dog","狗","https://ilrdc.tw/tow/2022/audio/word/1/07_03.wav"
"siri","sheep","羊","https://ilrdc.tw/tow/2022/audio/word/1/07_04.wav"
"nani","cat","貓","https://ilrdc.tw/tow/2022/audio/word/1/07_05.wav"
"ayam","bird","鳥","https://ilrdc.tw/tow/2022/audio/word/1/07_06.wav"
"vuting","fish","魚","https://ilrdc.tw/tow/2022/audio/word/1/07_07.wav"
"ayam","chicken","雞","https://ilrdc.tw/tow/2022/audio/word/1/07_08.wav"
"ungay","monkey","猴子","https://ilrdc.tw/tow/2022/audio/word/1/07_09.wav"
"rarapa","cattle","牛","https://ilrdc.tw/tow/2022/audio/word/1/07_10.wav"
"edu","mice (collectively)","老鼠(統稱)","https://ilrdc.tw/tow/2022/audio/word/1/07_11.wav"
"tatakula’","frog","青蛙","https://ilrdc.tw/tow/2022/audio/word/1/07_12.wav"
"tuul","owl","貓頭鷹","https://ilrdc.tw/tow/2022/audio/word/1/07_13.wav"
"alem ","pangolin (manis pentadactylata)","穿山甲","https://ilrdc.tw/tow/2022/audio/word/1/07_14.wav"
"vavuy nu lutuk","boar","山豬","https://ilrdc.tw/tow/2022/audio/word/1/07_15.wav"
"vanul nu umah","feral pigeon","野鴿子","https://ilrdc.tw/tow/2022/audio/word/1/07_16.wav"
"cirekay","insect (collectively)","蟲(統稱)","https://ilrdc.tw/tow/2022/audio/word/1/07_17.wav"
"rarukuh","turtle","烏龜","https://ilrdc.tw/tow/2022/audio/word/1/07_18.wav"
"uner","snake","蛇","https://ilrdc.tw/tow/2022/audio/word/1/07_19.wav"
"rapic","flying squirrel","飛鼠","https://ilrdc.tw/tow/2022/audio/word/1/07_20.wav"
"lukedaw","leopard","豹","https://ilrdc.tw/tow/2022/audio/word/1/07_21.wav"
"kararayan","sambar (cervus eldii)","水鹿","https://ilrdc.tw/tow/2022/audio/word/1/07_22.wav"
"tumay","bear","熊","https://ilrdc.tw/tow/2022/audio/word/1/07_23.wav"
"mancel","muntiacus reevesi","山羌","https://ilrdc.tw/tow/2022/audio/word/1/07_24.wav"
"dadipis","cockroach","蟑螂","https://ilrdc.tw/tow/2022/audio/word/1/07_25.wav"
"veded","dragonfly","蜻蜓","https://ilrdc.tw/tow/2022/audio/word/1/07_26.wav"
"adipapang","butterfly","蝴蝶","https://ilrdc.tw/tow/2022/audio/word/1/07_27.wav"
"velalutung","spider","蜘蛛","https://ilrdc.tw/tow/2022/audio/word/1/07_28.wav"
"panga","male reproductive organs","雄性動物生殖器官","https://ilrdc.tw/tow/2022/audio/word/1/07_29.wav"
"kapurus","squirrel","松鼠","https://ilrdc.tw/tow/2022/audio/word/1/07_30.wav"
"kalavaw","vole","田鼠","https://ilrdc.tw/tow/2022/audio/word/1/07_31.wav"
"likes","mosquitoe","蚊子","https://ilrdc.tw/tow/2022/audio/word/1/07_32.wav"
"kutu","head louse","頭蝨","https://ilrdc.tw/tow/2022/audio/word/1/07_33.wav"
"lalangaw","fly","蒼蠅","https://ilrdc.tw/tow/2022/audio/word/1/07_34.wav"
"udal","honeybee","蜜蜂","https://ilrdc.tw/tow/2022/audio/word/1/07_35.wav"
"sapalamu","male (animal)","雄性(動物)","https://ilrdc.tw/tow/2022/audio/word/1/07_36.wav"
"vulekan","suckling pig","乳豬","https://ilrdc.tw/tow/2022/audio/word/1/07_37.wav"
"taduk","duck","鴨","https://ilrdc.tw/tow/2022/audio/word/1/07_38.wav"
"atikak","earthworm","蚯蚓","https://ilrdc.tw/tow/2022/audio/word/1/07_39.wav"
"kaketi ","wasp","土蜂","https://ilrdc.tw/tow/2022/audio/word/1/07_41.wav"
"urang ","shrimp","蝦","https://ilrdc.tw/tow/2022/audio/word/1/07_42.wav"
"tasyang
","elephant","大象","https://ilrdc.tw/tow/2022/audio/word/1/07_43.wav"
"sevayu","horse","馬","https://ilrdc.tw/tow/2022/audio/word/1/07_44.wav"
"raang","female (animal)","雌性(動物)","https://ilrdc.tw/tow/2022/audio/word/1/07_45.wav"
"kalang","crab","螃蟹","https://ilrdc.tw/tow/2022/audio/word/1/07_46.wav"
"dadacdac ","cicada","蟬","https://ilrdc.tw/tow/2022/audio/word/1/07_47.wav"
"tatakung","hundred-pace snake","百步蛇","https://ilrdc.tw/tow/2022/audio/word/1/07_48.wav"
"sakuvad ","wing","翅膀","https://ilrdc.tw/tow/2022/audio/word/1/07_49.wav"
"pedaduki","bat","蝙蝠","https://ilrdc.tw/tow/2022/audio/word/1/07_50.wav"
"kacumuli","snail","蝸牛","https://ilrdc.tw/tow/2022/audio/word/1/07_51.wav"
"ciluciluk","sparrow","麻雀","https://ilrdc.tw/tow/2022/audio/word/1/07_52.wav"
"verarangad","stag beetle","鍬形蟲","https://ilrdc.tw/tow/2022/audio/word/1/07_53.wav"
"palang","eagle","老鷹","https://ilrdc.tw/tow/2022/audio/word/1/07_54.wav"
"lalunah","ant","螞蟻","https://ilrdc.tw/tow/2022/audio/word/1/07_55.wav"
"tataruwa","goose","鵝","https://ilrdc.tw/tow/2022/audio/word/1/07_56.wav"
"ayam nu nanum","waterbird","水鳥","https://ilrdc.tw/tow/2022/audio/word/1/07_57.wav"
"dipung","nest","窩巢","https://ilrdc.tw/tow/2022/audio/word/1/07_58.wav"
"tatekuh","hornet","虎頭蜂","https://ilrdc.tw/tow/2022/audio/word/1/07_59.wav"
"atimela","flea","跳蚤","https://ilrdc.tw/tow/2022/audio/word/1/07_60.wav"
"kakuhkuh ","cobra","眼鏡蛇","https://ilrdc.tw/tow/2022/audio/word/1/07_61.wav"
"ak’ak","crow","烏鴉","https://ilrdc.tw/tow/2022/audio/word/1/07_62.wav"
"tutuy","puppy","幼犬","https://ilrdc.tw/tow/2022/audio/word/1/07_63.wav"
"puhung","horn","(動物的)角","https://ilrdc.tw/tow/2022/audio/word/1/07_64.wav"
"ririk","grasshopper","蚱蜢","https://ilrdc.tw/tow/2022/audio/word/1/07_65.wav"
"pawli","banana","香蕉","https://ilrdc.tw/tow/2022/audio/word/1/08_01.wav"
"savak","paddy","稻穀","https://ilrdc.tw/tow/2022/audio/word/1/08_02.wav"
"kilang","tree","樹","https://ilrdc.tw/tow/2022/audio/word/1/08_03.wav"
"tali","taro","芋頭","https://ilrdc.tw/tow/2022/audio/word/1/08_04.wav"
"tevus","sugar cane","甘蔗","https://ilrdc.tw/tow/2022/audio/word/1/08_05.wav"
"papah","leaf","葉子","https://ilrdc.tw/tow/2022/audio/word/1/08_06.wav"
"vunga","sweet potato","甘藷","https://ilrdc.tw/tow/2022/audio/word/1/08_07.wav"
"kama","tangerine","柑橘","https://ilrdc.tw/tow/2022/audio/word/1/08_08.wav"
"varu","flower","花朵","https://ilrdc.tw/tow/2022/audio/word/1/08_09.wav"
"tamurak","pumpkin","南瓜","https://ilrdc.tw/tow/2022/audio/word/1/08_10.wav"
" talud","weed","雜草","https://ilrdc.tw/tow/2022/audio/word/1/08_11.wav"
"taviras","corn","玉米","https://ilrdc.tw/tow/2022/audio/word/1/08_12.wav"
"icep","betel nut","檳榔","https://ilrdc.tw/tow/2022/audio/word/1/08_13.wav"
"awul","bamboo","竹子","https://ilrdc.tw/tow/2022/audio/word/1/08_14.wav"
"caang","branch","樹枝","https://ilrdc.tw/tow/2022/audio/word/1/08_15.wav"
"heci","fruit","(植物的)果實","https://ilrdc.tw/tow/2022/audio/word/1/08_16.wav"
"tevu’","bamboo shoot","竹筍","https://ilrdc.tw/tow/2022/audio/word/1/08_17.wav"
"vaniw","edible mushroom","香菇","https://ilrdc.tw/tow/2022/audio/word/1/08_18.wav"
"paringad","pineapple","鳳梨","https://ilrdc.tw/tow/2022/audio/word/1/08_19.wav"
"rengus","grass","草","https://ilrdc.tw/tow/2022/audio/word/1/08_20.wav"
"uway","rattan","藤類","https://ilrdc.tw/tow/2022/audio/word/1/08_21.wav"
"rupas","peach","桃子","https://ilrdc.tw/tow/2022/audio/word/1/08_22.wav"
"sunsuli","plum","李子","https://ilrdc.tw/tow/2022/audio/word/1/08_23.wav"
"lusay","fruit","水果","https://ilrdc.tw/tow/2022/audio/word/1/08_24.wav"
"tatapangan","treetop","樹頭","https://ilrdc.tw/tow/2022/audio/word/1/08_25.wav"
"tatangila ","agaric","木耳","https://ilrdc.tw/tow/2022/audio/word/1/08_26.wav"
" tumatu/kamuraw","tomatoe","蕃茄","https://ilrdc.tw/tow/2022/audio/word/1/08_27.wav"
"lamit","root","樹根","https://ilrdc.tw/tow/2022/audio/word/1/08_28.wav"
"caracar","wild lily","野百合","https://ilrdc.tw/tow/2022/audio/word/1/08_29.wav"
"tavayar","giant elephant's ear","姑婆芋","https://ilrdc.tw/tow/2022/audio/word/1/08_30.wav"
"vidawul","cucumber","胡瓜","https://ilrdc.tw/tow/2022/audio/word/1/08_31.wav"
"lukut","bird-nest fern","山蘇","https://ilrdc.tw/tow/2022/audio/word/1/08_32.wav"
"ningcing","carrot","胡蘿蔔","https://ilrdc.tw/tow/2022/audio/word/1/08_33.wav"
"ingcay","cabbage","空心菜","https://ilrdc.tw/tow/2022/audio/word/1/08_34.wav"
"lumingay","yard-long bean","長豆","https://ilrdc.tw/tow/2022/audio/word/1/08_35.wav"
"naniwac","green bean","綠豆","https://ilrdc.tw/tow/2022/audio/word/1/08_36.wav"
"mungi","wheat","麥","https://ilrdc.tw/tow/2022/audio/word/1/08_37.wav"
"kenaw","green onion","蔥","https://ilrdc.tw/tow/2022/audio/word/1/08_38.wav"
"lutuc nu rara’","bean sprout","豆芽","https://ilrdc.tw/tow/2022/audio/word/1/08_39.wav"
"paysyangko","passion fruit","百香果","https://ilrdc.tw/tow/2022/audio/word/1/08_40.wav"
"kuletu","yam","山藥","https://ilrdc.tw/tow/2022/audio/word/1/08_41.wav"
"vahedil","cypress","檜木","https://ilrdc.tw/tow/2022/audio/word/1/08_42.wav"
"sapal ","seedling","幼苗","https://ilrdc.tw/tow/2022/audio/word/1/08_43.wav"
"sapaluma","seed","種子","https://ilrdc.tw/tow/2022/audio/word/1/08_44.wav"
"kamacal","wild strawberry","野草莓","https://ilrdc.tw/tow/2022/audio/word/1/08_45.wav"
