"kota ka swaDrekai.","我們魯凱族","https://web.klokah.tw/text/sound/24833/413671.mp3"
"kai lralralrakelrini ikai nga ’akaidra twakesikesi nga, lro ikai ka makocingale ka vaga ki lraretesa, lro tokalra lisilisiya ki cekelre wa kelra ki’aele, lra mani kai tabekelre kai omase Taromak,","也有部分的族人因為工作的緣故，舉家都搬遷到在外地居住，孩子也在外地讀書，但是只要家族有要事，或是部落的豐收祭一定會回來參與。","https://web.klokah.tw/text/sound/25583/423169.mp3"
"si kai droma kai swa Dre kai yakai mita Balangaw ka, twalrai Veday kelra mwa Ka’alwa maele ki so’Ariva.","目前居住在台東的魯凱族除了東魯凱，也有從霧台到嘉蘭村與排灣族共居住的了。","https://web.klokah.tw/text/sound/25583/423170.mp3"
"lramani kai aro abekelra kai vagata ka ango Dradekai, si odrava lro ikaita ’akaino takai sarare karimoro,","我們的語言為何會逐漸消失，除了現代的問題，也有與他族共同居住逐漸被同化的了，為了讓我們族群能延續，我們要鼓勵我們的子孫，","https://web.klokah.tw/text/sound/25583/423171.mp3"
"ki vagata si kakoza ta, ’akakeceng ki lralralraketa si lraganeta, ni kai kamodo kai naganeta ka swa Drekai.","努力學習我們的語言及文化，讓我們魯凱族能綿延不斷。","https://web.klokah.tw/text/sound/25583/423172.mp3"
"kai Taromak thingalre sa taikala sa vaga.kota ka ango Dradekai kai vagata, swa talawa swa ’ana’anaza swa taliyoga, si kai vagata lra makakaelra sa madraw, inilinga kai swa taliyoga kai taitolwa kai cekelre,","我們魯凱族的語言別分成東魯凱及西魯凱，我們的語言差異非常的大，尤其是西魯凱的三個村的差異更多，","https://web.klokah.tw/text/sound/25585/423187.mp3"
"miyalrini makaelraelra sa madraw kai vagalrini, konai ki swa’ana’anaza,","而居住在南邊的我們還是可以溝通，","https://web.klokah.tw/text/sound/25585/423253.mp3"
"malralreketeana maki lawlawgo kilrala, si ko natarwarodranga kai soTaromak maligilri. sa taikala sa vaga ki bazabaza,","而我們居住在東魯凱的會更多的外來語言，","https://web.klokah.tw/text/sound/25585/423254.mp3"
"Talraralribeka so’Ariva Mwamiyami Songaw, yakai kwadra maligilri ki vaga ki Ngaingay,","有卑南語、排灣語、阿美語、布農語及客家語，","https://web.klokah.tw/text/sound/25585/423255.mp3"
"amaniyaini sa saramolidokwa kai natarwarodranga, lrakaligilri sa maka la sa vaga sa bazabaza, si kai yasanenga kai maro tarwarodranga,","當時老人家們也都很會說其他族群的話，尤其是說客家語。","https://web.klokah.tw/text/sound/25585/423256.mp3"
"kai maro lravavalrake taliligilringa sana avaga, si kai thingalre ki vagata lro ikai daane,","而現在我們的孩子也大部分都說國語了，回到家很少用自己的母語和家人溝通了，","https://web.klokah.tw/text/sound/25585/423257.mp3"
"ma Lawtiyatiyana makawrivariva kadro kacalisilisiya, lramani kwadra ta’akakocingale ngata, mala swa wliyoli ki vagata ni kai kamodo miya, takala kai takakeceng ki yata ka kakozaneta miyamiya, kai kakeceng kicakwa ki vaga, kaivaga makociyacingalenga, lro kadrwa ka vaga kadrwaka kakoza,","而母語及文字是非常重要的，如果沒有自己的語言也將會失去自己的傳統，這樣我的族群也會逐漸消失，為了讓東魯凱語能傳承下去，","https://web.klokah.tw/text/sound/25585/423258.mp3"
"sita kakeceng makanaele kicakwa ki vagata siki ’acase, si ala ’odriyadringai mala ’wacase ki tatomatomananeta, ki kakozaneta si thingalre mala ’elraelra ki lralralrake si lragane, sana kaitakakeceng ai kamodo kai vagata si kai kakozaneta.","我們一起努力，我們一定要將語言復興起來，鼓勵子孫們學習我們的語言及傳統。","https://web.klokah.tw/text/sound/25585/423259.mp3"
"Tatwalraza ki soTaromake ko Motokotoko si ’Adraliyo.kai tradrosa ka lramataka takatakako Motokotoko agiagiko ’Adraliyo,","在以前有二位姊弟，姐姐叫Motokotoko，弟弟名叫’Adraliyo，","https://web.klokah.tw/text/sound/25591/423260.mp3"
"sa ikai Kariyalra lra kelra kwadra telrebe saele ki yakaomasa, sikai lramataka ilrata mobere lraiya si davace mwa Kindo’oro,","那時還居住在叫kariyalra的一個地方，那是大洪水淹沒了整個人類，而這二個姊弟逃跑到叫Kindo’oro山去，","https://web.klokah.tw/text/sound/25591/423261.mp3"
"sa kaseadrenga ilrata silra’e sa tasikesaza sa taikaiya sa acilray lramaiya, si lradavace mwa kidringai kawai Angebaw, si ikainga idra cekecekelra nga,","當洪水退去時，他們就去尋找靠近水源的地方叫Angebaw 然後就居住那裏了，","https://web.klokah.tw/text/sound/25591/423262.mp3"
"siko Motokotoko lra kawriva ki agini lro miyata kikai lra kaita kamodo lraiya, ta ma’a’alaingi mataka lraiya lra maikai,","姐姐Motokotoko對弟弟’Adraliyo說，如果我們繼續這樣下去我們一定會滅亡，我們勉強試著在一起吧！","https://web.klokah.tw/text/sound/25591/423263.mp3"
"si lro tolralrake lro kai kaboti ka ma’ilray kai kathariri ,sa kadrawnga kwadra lralrake ta ’a lravalrava idra,","一開始他們生的孩子不是腳跛、就是眼瞎，當孩子們逐漸長大時，","https://web.klokah.tw/text/sound/25591/423264.mp3"
"maswatama idra maswatina lraiya, lra ’alravalrava, ara kathariringa si tolralralrakenga satakala, satakalanga lra kainganai molawdro mwa Tai belreng,","他們又勉強試著隔代在一起，那時所生的孩子才慢慢的正常起來，人口也逐漸的多了起來，於是又遷移到叫Tai belreng的地方居住。","https://web.klokah.tw/text/sound/25591/423265.mp3"
"sa ikai nga ’akaidra aro takalanga kwadra lraomase lraikai ka eea ka vaiyana, lra kabene idra korira lra kaithingalre sa ai ’ikakwa lra takala ka wa ’acay, lrakaita kawto ka sakawcekelra lraiya si ilrata davace talrelra,","有一天瘟疫傳染到整個部落，有很多的人死亡，於是大家害怕會整個族群滅亡，又遷移到Madorodoro這個地方，當人數逐漸增加時，","https://web.klokah.tw/text/sound/25591/423266.mp3"
"lra davace mwa Madorodoro sa ’arotakalanga lra talrelrana mwa Tamawlrolroca, lra ikai dra ni daylri lidokwa sa tawawaneta bwabalithi sa lramanema, lra kainganainga mo Kabaliva si ikainga kabaliva.","因為Madorodoro這個地方平原不多無法居住，於是又搬遷到Tamawlrolroca，因為Tamawlrolroca地比較平整，而後來為了更靠近水源，可以耕作及交換物品，於是又遷移更靠近水源的地方叫kabaliva，於是我們就居住在這裏了。","https://web.klokah.tw/text/sound/25591/423267.mp3"
"Takelra mo’olravinga ki soTaromak. kotaka soTaromak sa(民國30年) twalraita ’irilra kelra mo ’Olravinga,","我們東魯凱在民國30年時，從’irilra搬遷到’Olravinga，","https://web.klokah.tw/text/sound/25592/423284.mp3"
"sa tawkelrakelrata ka matiyakorota mobangabang ’aramoro, twa dadaane tocacane akolikoli ki Dri’ong, vwasavasale to hikogiyo madreseseng kai cacekecekelre to kaelelea,","剛搬過來時，我們過得非常辛苦，一邊蓋房子 ，一邊耕田，還要義務勞動，幫日本人蓋飛機場及修建馬路，","https://web.klokah.tw/text/sound/25592/423285.mp3"
"si kai Dri’ong lra kadalrame ceelre ki tamiya, ki likodranga ki cekelrenai, wa deethe sa legelege, si adrosaka drakeralre lra kidre medreme sa dare’e sa koba,","日本人非常喜歡我的部落，因為我們的部落後面有山，又有兩條河流，","https://web.klokah.tw/text/sound/25592/423286.mp3"
"sa sarakaikaiya kicabiri sa lrakwang kawai Kalra’elra’e, lra tohotohotoho to toninir to kaelra sa kisiya, swalisali sa lramanema idra sarakaikaiya todaane.","於是想在部落的後面叫Kalra’elra’e的地方蓋專門製作槍的兵工廠，於是日本人打通隧道讓汽車可以通過，可以載蓋房子的東西。","https://web.klokah.tw/text/sound/25592/423287.mp3"
"sikai saka talrwavalre ki drakeralre ai ’ikai Marohabang dware’e sa Hacedingsiyo, lra dawlro ki cekelre ki ’osakaele swali idra siminto idra tatitiki idra sarakaikaiya,","於是想在Marohabang的地方興建發電廠，就叫部落的族人義務勞動搬水泥和要做馬路的東西，","https://web.klokah.tw/text/sound/25592/423288.mp3"
"asi lroiyata kadrwana ka mathariri ka kaelea, lra ara omaomase swali kadrwa ka sa’obelese, lro tole’eng ki hacedinsiyo ai ’aswalalanga ’odingki nomiya lraiya kwadra Dri’ong,","日本人對族人說，如果我們蓋好發電廠，會優先給你們用電，","https://web.klokah.tw/text/sound/25592/423290.mp3"
"si sa kaiyana le’eng lra kiyala ki tama cacabira lra davace kai Dri’ong, lra kelrakai Lawtiya mobalithi le’ele’ele’eng, sa le’eng dware’e lra twatamiya idra takawriva ki Dri’ong,","但是當時日本人與外省人正在打戰，後來日本人戰敗，由外省人接收完成蓋好發電廠，就如日本人說的，發電廠蓋好就讓我們優先使用，","https://web.klokah.tw/text/sound/25592/423291.mp3"
"sa(民國39年) lraikai nga ka dinki naiya cekelre lredra, si kwadra yakai daane Hacedinsiyo twatwatoma,","到了民國39年整個部落就有電了，而在那裏工作的，","https://web.klokah.tw/text/sound/25592/423293.mp3"
"wa dawlrw sa droma sa kacalisiya tako ’elraelraelra lro thingalrenga, ai kalralreketenga ikai sicengecengenga.","無論是掃地的或做工的原住民，他們教會他們工作以後，就讓他們在發電廠負責各項的工作了。","https://web.klokah.tw/text/sound/25592/423294.mp3"
"taki ’atakesiya ki tatocacana. sa aDri’ong twalrai Kabaliva, si kelranga molidokwa si kelranga ’Olravinga,","當時部落還是日本人管理尚未光復的時候，我們從Kablaiva遷移到’Olravinga（現今東興村）","https://web.klokah.tw/text/sound/25594/423306.mp3"
"kai Dri’ong lra ’atakesikesi idra tato cacana, idra ta’odrolidroliya si ta’o sababobwa ki ’agay,","日本人教導我們種田種稻的技術，當時種田是非常的辛苦的，","https://web.klokah.tw/text/sound/25594/423309.mp3"
"sa tocacaane lra kidolo ’aramoro araomaomase, ani mikakwa si sara ikai ka caanenai miya,","無論是插秧、施肥、割稻全部是用人工人力，","https://web.klokah.tw/text/sound/25594/423310.mp3"
"si ’aro kisilrang ki sakwa ikainga lidokwa ki bazabaza miya, ki samamalrini lro amawng lro dramadramare amwa vwasavasale.","而當時大家是互相呼喊比較，希望能盡快有自己的稻田。","https://web.klokah.tw/text/sound/25594/423311.mp3"
"miya kai akoliya ki Di’ong si kai tato cacaana, ka maelra kadadaea lenelenege lro wa idra ’aro tatitiki amala rwaedre arakai ’kwadra madraw ’aramoro amalaidra angato ’awa domolro si twa’oy,","即使是日本人義務勞動要種的田地也一樣是石頭地。
剛開始開墾種田時，大部分是石頭地，較小的石頭把它壘成石頭圍牆，較大一點的把它集中以後用木頭燒，","https://web.klokah.tw/text/sound/25594/423312.mp3"
"lro tholrakeng lra ala idra acilry ’awa thorodroko, ka mwatrekabe lra kalralrekete mala mwala,","燒燙以後就用水澆，燒燙的石頭用水澆以後，就會裂開於是就搬移壘成石頭牆，","https://web.klokah.tw/text/sound/25594/423313.mp3"
"si kwadra madrawnga ’aramoro ’alainginga, sisa le’eng vwasale lrai silra’eana sa daee si ’odae, kwadra,","無法搬移的大石頭，也只好留在原處了，","https://web.klokah.tw/text/sound/25594/423314.mp3"
"lro odalre kathalimo kai acilray, ’awa ’odaane ki tato cacane lra ’arosidae si kalralre kete ’alaing ’odroli sa ’agay.","如果下雨的時候，就讓泥水進入剛開墾的地中，就這樣慢慢的就有泥土了，於是就可以勉強的種稻了。","https://web.klokah.tw/text/sound/25594/423315.mp3"
"lrai mori ’aisonga mobolra ki raceve, sakiyalrangai sa saro korokodro, ki cacane idra kangkang idra zipizipi idra kakara,","為了能夠有錢買要使用的犁田工具，於是部落的族人就到山中採集野菜等販賣，有了錢就購買開墾用的犁粑，","https://web.klokah.tw/text/sound/25594/423316.mp3"
"lra ikainga ka cacane ki soTaromak si ’odrolinga sa ’agay, lra ’aro kathariringa kai tacekecekelraneta ka so Taromak ’akelrangakai yasa.","就這樣我們就慢慢有了稻田可以種稻，我們的部落也就越來越好到至今。","https://web.klokah.tw/text/sound/25594/423323.mp3"
"’alakwa Taromk. kai ’alakwa ki soTaromak yakai ka, lrangkothabara valalisen lra ikai ka, ’wa marodrang ka amani ka wa bolobolo,","Taromak的男子聚會所，是未婚男青年及青少年受教育的地方，","https://web.klokah.tw/text/sound/25596/423324.mp3"
"si kaivai ka tama bolobolwa sa lraswalralray, kadro mwa dadaane ka lrabaibay, kai ’alakwa ka maro sivetainga, ka sa’adra nga lwa sa cekelre, lro ikai ka ’abere lro ikai ka atomana cekelre,","而由部落的耆老負責教育，女子是不能進入的，男子聚會所的就好比是在軍中當兵一樣，如過部落有任何意外災難或任何的的事，","https://web.klokah.tw/text/sound/25596/423325.mp3"
"amwa ka swa ’ala kwa ’osakaele, sika sawalray niya sana 13 ka caylri, mwa ’alakwaneta avalalisen, lrai kibolota taratolo ka caylri, kata siya kesaesai wa’ece kata, ’wa driyadringai kwane sa aga,","男子聚會所的青年就會去幫忙，男孩在13歲的時候，就要進入男子聚會所接受3年的訓練，在這期間無法舒適的睡覺，也無法好好的吃飯，","https://web.klokah.tw/text/sound/25596/423326.mp3"
"wa kococota dikilri lra masilrasilrangta ’okidrin, lro maeleleta kwane sa aga masilrasilrangta isadra, kata wairiro’o, si kwadra maribi kwane ka mabocoko.","大家擠在一起用蹲或跪的用湯匙吃飯，也沒有菜可配來吃，吃得快的就可以吃飽。","https://web.klokah.tw/text/sound/25596/423327.mp3"
"si lro kanekaneta sana ikaika tangea ka aetheka, lra sarareta makanaele si davace, kata siya ki’iki’ing odrava lro kalra kecela, kata mabanabanaw ’odriyadringai,","吃飯時只要有一人打嗝了，大家就要立刻放下碗筷，立刻跑步離開，也不可以穿衣服，無論是在冬天也一樣，也沒有辦法好好的洗澡。","https://web.klokah.tw/text/sound/25596/423328.mp3"
"lro ikai ka vaga ka ’abere cekelre, odravalro kabociyaciyaka amalata ’wala, idra labota si davace tako gegege, ki macata dwavace lwabwalre, kaivai ka amani kwadra makociyacingalenga, kwadra cengecenge ki swa ’alakwa, si lro maka ’olodoso ngata ki taratolo ka caylri, lrai ’abangesarenga mita.","只要一聽到部落裡有任何的事，無論是在半夜即時是揉著惺忪的眼睛，是立刻拿起自己的刀立刻跑過去，這就是男子 聚會所任務，完成了3年的新青年訓練，就可以晉升為青年了，","https://web.klokah.tw/text/sound/25596/423329.mp3"
"si lrai ’adolota, idra asa’abangesara mita idra ’agase idra ka’ilriya, lrai kelra irobo kai sakacekelreta cecelre mita, ka wa bangesangesar, lrai tilribi maecebe kai maro lravavalrake kai tarwarodranga, lrai matare ngeangeata kai siki’iki’ing mwa ki’ilri, lrai davaceta lwabwalre mwa mabanaw,","晉升的時候，部落的族人都會到場觀禮，晉升儀式時，新青年們未穿著上衣依序排好，耆老們、長輩、就用「咬人狗」、「咬人貓」的這種植物打在身上，於是新青年會用力跑步回家洗澡，","https://web.klokah.tw/text/sound/25596/423330.mp3"
"si kwadra marodrawdrangeta ka ’adolo, ’akala’a sa timo idra asa mabanavaneta, lra ’aroki’alalrangeta si odravalro maka ’itolro yakaiyana.","而家中的父母已準備好了洗澡用鹽水，即便是過了一星期，身上的刺痛、皮膚癢依然是還在的。","https://web.klokah.tw/text/sound/25596/423331.mp3"
"lisi ki Taromak . twalisiya niya kai vaga ka makocingale ’aramoro, kata maka ’a’iyaiya matiya okolrodro ai wata mo’iyaiya,","所謂的禁忌是非常的困難用語言來說，我們不能隨便觸犯，那是非常可怕，","https://web.klokah.tw/text/sound/25600/423466.mp3"
"si kai nata rwarodranga twa kocingale ’aramoro ki lro ’alranga lro ’acay lro eea’e lro ’odrolita sa manema, tara ’asalisisiyana lra ki dramare,","如果觸犯我們就會如禁忌所說的一樣，我們的祖先對於結婚、死亡、慶典、或種植任何東西的時候非常的重視，一定會做祭拜的儀式。","https://web.klokah.tw/text/sound/25600/423467.mp3"
"si lro momawmata lro wata mobolra walro’o kiraceve kata wa baseaseng kiyazameta,","如果我們要上山打獵、採集可賣的植物時，不可以打噴嚏要鳥占，","https://web.klokah.tw/text/sound/25600/423468.mp3"
"si kai azazame ka taikala yakai kai tralekaw tokerekere borisisi, madadomo lidridro bakorare thithothor talawlray, lra kilralata idra ta vavaga idra mathariri idra malrisi, idra yaviri idra yavana idra tavavaga,","但是鳥有很多種類叫聲也不同，公的繡眼畫眉鳥、母的繡眼畫眉鳥等，我們要聽鳥叫聲來占好的吉利的、還是不好的不吉利的，或是鳥叫聲是在右邊或左邊，","https://web.klokah.tw/text/sound/25600/423469.mp3"
"lro kathariri kai azamaeta masolrivateta, lro momawmata lro alro’ota ka wa ’anata, lro kalrisi kai azameta amwata mo’iyaiya kadolra ’wacay,","如果鳥占是好的，我們就會很順利，如果上山打獵時一定會有收穫，如果鳥占是不好的，我們一定會遇到不好的，甚至於受傷或是死亡。","https://web.klokah.tw/text/sound/25600/423470.mp3"
"inilinga kai lisi ki beceng sa wa ’acay, makocingale ’aramoro, lro kibecengeta kata ’wa balibaliyo twalisiya sa’a’a cay,","即時是小米也非常多的禁忌，剛採收的小米我們不可以帶回家，那是不吉利的如果一不小心，我們也會死亡，","https://web.klokah.tw/text/sound/25600/423479.mp3"
"lro matikilribake ka wa’acay, kai kiyara’oy kataiyaga twamako, si kai kiyarakai saacilray katai kalralrekete arakai waga ongolro twalisiya, ai watamiya atakamaniya ’wacay.","當部落有因火災而死亡的，我們就不可以抽菸，因有死於水災的，我們就不可以可以用水煮飯或是喝水，以免就像他們一樣死於水災。","https://web.klokah.tw/text/sound/25600/423480.mp3"
"lro wata kibeceng lro mobaliyota, bibi ta lro ikai ka beceng miya, lro maka ’asalisi nga malralreketeta ’obaliyo,","當我們去採收小米要回家時，一定要拍拍自己的衣服，避免有任何一粒的小米在身上，如果祭拜儀式完了才可以帶回家，","https://web.klokah.tw/text/sound/25600/423481.mp3"
"si kata malra kalraleketa ana waga si kane, lro ’asalisinga maka dila ai kalralreketengata tobava twabay tokalalisiya.","這時我們也不能煮來吃，除非做完「嚐薪」拜拜儀式，才可以釀酒、做阿粨、慶祝豐收祭。","https://web.klokah.tw/text/sound/25600/423482.mp3"
"maka katalriyodro. konai ka soTaromak ki takelra molidokwa, ikai ki ’olravinga ki cekelrenai,","我們Taromak部落從舊部落遷移到平原，就到了’Olravinag（今東興村），","https://web.klokah.tw/text/sound/25602/423458.mp3"
"yakai ka drosa ka drakeralre, maka bawro si maka drakeralre, lro kalra draidraza tasietetea sa omase,","有二條河是一到了夏天就擠滿了人，一條是「利嘉溪」，另外一條是「大南溪」，會有許多的人來到這裡，有的浸泡在水裡，","https://web.klokah.tw/text/sound/25602/423459.mp3"
"kelra modrerem lrwawlrangoy tako mabanaw, lwakoykoylri tako akakam sa botolro icicibi sa borasi, kadrwa ka tasa kaiya drakeralre.","有的游泳或是洗澡，也有釣魚、烤肉、燜地瓜的，整條溪是人滿為患，沒有多餘的地方可讓人再擠進來。","https://web.klokah.tw/text/sound/25602/423460.mp3"
"si naiya Taromak kadrwa ka mwadraw ka taki vaevanga, si kai maka katalriyodro niya kai eeana kai drakeralre, madradreseng kadrakera siya Molrawnga, si kai acilray ma thaithariringa, naiya ka swa Balangalangaw,","在我們Taromak部落沒有很多或很大的地方可以遊玩，但是有一條「桑樹溪」是全台東水質最好的，","https://web.klokah.tw/text/sound/25602/423461.mp3"
"takelrakelra kivaevang wagaga toko dralriyalriya, avaevaevaere wakakame ikai ki Molrawnga, lramani kai kiya sososo ki sinikadromana ki soso, silra’engata ki lralraceng si ala kilraceng si twairoro’a, kai takesikesi, tako avaevaevaere ikai ki mangangengerece,","「桑樹溪」與「大南溪」在Molrawnga這個地方交匯，研究Taromak文化及傳說故事的研究學者，會在這裡採集野菜煮來吃，也有的學生會來這裡遊玩及避暑。","https://web.klokah.tw/text/sound/25602/423462.mp3"
"yakai kwadra amwa ki nacekelrenai, Kabakiva ceelre tako kisososo idra tamiya ko nadroma, ki tato dadaana rwaedre wawbo walribi,","也有的會到我們的舊部落Kabaliva遊玩、探討及研究我們文化及石板屋，","https://web.klokah.tw/text/sound/25602/423463.mp3"
"si ikai lro kelra ka tama ’osalre ma ka tololro, yakai kwadra maka ’itolro isolraswlrai, si ’osakaelele naiya robo idra alribi, idra asara kaiya nenai swawli ’elra todaane, kelra kelra mawbalibalithi,","有的是20個人來3天，也有的是來7天，然後會在這裡過夜，並且幫我們採集重建石板屋的材料，石板，也學習如何蓋房子，有時也到深山中採集野菜並煮來吃，","https://web.klokah.tw/text/sound/25602/423464.mp3"
"si lro amawngo lrai twa’oy si ma’elraelra idra naganelrini idra cekelre sa swaino, manema kwadra takesikesini, tako senasenay mati ’ea’eraw, ikailro daedaedare’e todadadaang ki cakwakwa, ikai lro kilraceng ki maka obolra si twairo’a si kanekane.","到了晚上會生起火來，互相介紹自己的姓名、哪裡人、及所學習的或就讀的學校，還一邊的唱歌非常得熱鬧快樂。","https://web.klokah.tw/text/sound/25602/423465.mp3"
"’asini legelege. ko nadroma kai natarwarodranga, kadrwa ka nidaedare’a si lrangalrangay, twa lavalavai eaea’e ’odrolidroli idra asa cekecekelra nelrini,","從前我們的祖先沒有在製作或販賣，都是在工作或播種生活所需的，","https://web.klokah.tw/text/sound/25604/423452.mp3"
"lro maka le’eng ki ato lavaza, idra ta’ocoga nelrini, wa davace mobolra kiraceve si lrangai idra ovai, tokoy, ’atro, lro kalra tokonoza, lra wa ki tokonoy, si bolrokoi si ’avay, lrokaredam lra lrangai,","當工作完畢有空閒的時候，會到山上採集野菜及山產並拿來賣，有黃藤、鼠薯、樋草，如果是愛玉的季節，就會採集愛玉削皮後曬太陽，曬乾了以後再拿來賣錢，","https://web.klokah.tw/text/sound/25604/423453.mp3"
"si tako tokotokolo, lro ’ana sa kisisi, akece, onwang, kwadra langici si kababai wa lrangalrangai,","在山上也一邊狩獵，如果獵到山羊、山羌、水鹿就販賣牠們的獸皮","https://web.klokah.tw/text/sound/25604/423454.mp3"
"lro ’ana sa toboro kwadra lrawng si sawalraini ka ma kocingale, kwadra, lro ’anasa comai kwadra ’adoini miya madrawka ’aiso,","如果獵到的是公水鹿，牠的鹿角及鹿鞭是非常貴的，如果獵到的是熊，熊膽是可以賣很多的錢，","https://web.klokah.tw/text/sound/25604/423455.mp3"
"si kwadra bolrabolray lro mwadaylri tokolo, lro ’ana wakame , lra kalriya’ai si kelra oodo mobaliyo, lro kelra baliyo lra dawdawlro idra lraretesa sa’agiyagisi, si bai ’acamacama ’akiso’ili, konai ka swa Dekai kai nata rwarodranga,","如果到很遠的地方狩獵，就會在山上燻烤所獵到的山肉，這樣背起來也會比較輕，我們魯凱族的祖先說過，如果我們獵到任何的山產，不可以自私要與人分享，","https://web.klokah.tw/text/sound/25604/423456.mp3"
"lro ikai ka manemaneta kata maicicili sa omase, maki so’iso’ilita, inilinga lro alro’ota si ’ana, lro kima dradresengeta sa omase, wa baita ’wakane, lro kaita bai’wakane ka sakabolrabolrang katai ’ananga.","回到家後邀請親戚朋友、鄰居一起分享，並且分成一份一份的送給他們，即使是在下山的途中與人相遇，也要與巧遇的人分享並送他一份，如果沒有這樣的分享，以後再也不會獵到任何的獵物。","https://web.klokah.tw/text/sound/25604/423457.mp3"
"beceng si kabava ki Taromak. kai saroiga ki Taromak, twalrai ko nadroma beceng ’agay, ngodrangodro, borasi, tay, radisi, karedrang, taramonage, bae.","我們Taromak的植物從以前就有小米、稻米、玉米、地瓜、芋頭、花生、樹豆、南瓜、和紅藜。","https://web.klokah.tw/text/sound/25608/423493.mp3"
