"record","sha256","source_label","target_label"
"GLOSBE_STATIC_d538663cb04d42f9ee25","4a594f09c3049291b1ee95e30c7e6238bfc47573e302aac52a4efa82438b2f98","14 ","14 "
"GLOSBE_STATIC_75529ba7beae928c86b8","4a594f09c3049291b1ee95e30c7e6238bfc47573e302aac52a4efa82438b2f98","14 ","14 "
"GLOSBE_STATIC_797d149d7cd9efe38927","4a594f09c3049291b1ee95e30c7e6238bfc47573e302aac52a4efa82438b2f98","4 ","4 "
"GLOSBE_STATIC_07c188f922861bffacdd","0b7bc1ee04a3a0c88000df8dd50005edae9cfeec6f77411569a0fa033942ebae","17 ","17 "
"GLOSBE_STATIC_ae010400cb883b2ceaf0","ed0d5fc79675d89471bd4944c90bdfb016f4857f73aac81009a9bd0271d84a35","10 ","10 "
"GLOSBE_STATIC_36d5b49018fda3195206","ed0d5fc79675d89471bd4944c90bdfb016f4857f73aac81009a9bd0271d84a35","13 ","13 "
"GLOSBE_STATIC_ef289ab4a6d42dca6a85","a0815ab4eb7987d37dbfd1a4b8a8f9754a0091f7ae8de14affd58ed6b368cfbf","5, 6. (1) ","5, 6. (a) "
"GLOSBE_STATIC_fe670696410500eb0375","53c3dd57cfabaaad646ba54ac03b78a40e229c641e153bc1550c71e7317a7ba1","14 ","14 "
"GLOSBE_STATIC_e728854c2b6e63533900","ade9cfeba73b3c15c56b723cb1b5bd236de0e37f5140f52af198d4f1df147cca","13 ","13 "
"GLOSBE_STATIC_eaaf19c16d0009afa766","ade9cfeba73b3c15c56b723cb1b5bd236de0e37f5140f52af198d4f1df147cca","8 ","8 "
"GLOSBE_STATIC_d11d05536763df51cfdb","ade9cfeba73b3c15c56b723cb1b5bd236de0e37f5140f52af198d4f1df147cca","13 ","13 "
"GLOSBE_STATIC_2e43a2fa9317b2b6867c","ade9cfeba73b3c15c56b723cb1b5bd236de0e37f5140f52af198d4f1df147cca","14 ","14 "
"GLOSBE_STATIC_d5cbab95302e91964400","ff0a9f9e7d0715daab0b45fbef3f83b354d5598f1a7f11f8bd8fed96e916c0ca","9 ","9 "
"GLOSBE_STATIC_2aa19bfc1d099c3d5caf","ff0a9f9e7d0715daab0b45fbef3f83b354d5598f1a7f11f8bd8fed96e916c0ca","13 ","13 "
"GLOSBE_STATIC_882b3b8babae096ecff5","ff0a9f9e7d0715daab0b45fbef3f83b354d5598f1a7f11f8bd8fed96e916c0ca","7 ","7 "
"GLOSBE_STATIC_1e66874a7d96b340f316","ff0a9f9e7d0715daab0b45fbef3f83b354d5598f1a7f11f8bd8fed96e916c0ca","(2) ","(b) "
"GLOSBE_STATIC_18b649c6397f5194972f","dc97b8d970cbb64d9137640309c8f02b4f39cc8345dd475932945aa581cd3386","12 ","12 "
"GLOSBE_STATIC_c1a5720550aa3de321c0","dc97b8d970cbb64d9137640309c8f02b4f39cc8345dd475932945aa581cd3386","14 ","14 "
"GLOSBE_STATIC_eb3baf02d71d9c8d1451","dc97b8d970cbb64d9137640309c8f02b4f39cc8345dd475932945aa581cd3386","18. (1) ","18. (a) "
"GLOSBE_STATIC_03276f724a0a3023be2a","8aa455d3acb2a5ebe6ba94c12ab1a390f11528ca17946ab4365022ad40f57951","15 ","15 "
"GLOSBE_STATIC_ded36c8378497a07f863","8aa455d3acb2a5ebe6ba94c12ab1a390f11528ca17946ab4365022ad40f57951","2 ","2 "
"GLOSBE_STATIC_d300162a0c8901fa32ee","8aa455d3acb2a5ebe6ba94c12ab1a390f11528ca17946ab4365022ad40f57951","3 ","3 "
"GLOSBE_STATIC_390b510560c7e9ef23f2","253ba43e2aa9d04e40adbdb9a1676a9bb5094b1591f5405b7eaa5644db2319b3","17 ","17 "
"GLOSBE_STATIC_5116db9173009e79c425","253ba43e2aa9d04e40adbdb9a1676a9bb5094b1591f5405b7eaa5644db2319b3","14 ","14 "
"GLOSBE_STATIC_6e6247e03560c1a8cbf8","dd4caba88843fd8abdd5ace5a919a772dc924816b5d78121961ed6a3f672b670","22 ","22 "
"GLOSBE_STATIC_b724f80dbd8399f368b4","dd4caba88843fd8abdd5ace5a919a772dc924816b5d78121961ed6a3f672b670","(2) ","(b) "
"GLOSBE_STATIC_692adb56ccf1734e44ab","391ba567e87dd652f6357c8b8099a5184276d795daa57757f9768bd3f360ac63","3 ","3 "
"GLOSBE_STATIC_934c010d9eeef0ccbc1e","391ba567e87dd652f6357c8b8099a5184276d795daa57757f9768bd3f360ac63","7 ","7 "
"GLOSBE_STATIC_3a1d7a648987140e0e29","e01f5e57c75c4f2e19237bf1b5dc3d64394d81a46393844d3199e5afc5d0d8da","18 ","18 "
"GLOSBE_STATIC_ad4fdb1c365d4e5070aa","9f59bcb44854225beb081784e9721568add7e0fb146cab0830041cc0fa6891c8","19 ","19 "
"GLOSBE_STATIC_820cce12ef7b0316d39a","9f59bcb44854225beb081784e9721568add7e0fb146cab0830041cc0fa6891c8","12. (1) ","12. (a) "
"GLOSBE_STATIC_2630d096fcefa543623a","f3de9571ee006ca397d999a8042ff5a484f261e0559958971e8ca01544762bf0","8 ","8 "
"GLOSBE_STATIC_986755c81d6093864ff2","f3de9571ee006ca397d999a8042ff5a484f261e0559958971e8ca01544762bf0","17 ","17 "
"GLOSBE_STATIC_66a6d05a8cc8a325a9da","8b610a5ba7001e491707bd20f70c99def8cf877eb384f67fd17a1f65ec2e6245","2 ","2 "
"GLOSBE_STATIC_7bbce4548e131beabd10","8b610a5ba7001e491707bd20f70c99def8cf877eb384f67fd17a1f65ec2e6245","15 ","15 "
"GLOSBE_STATIC_6e331dd320a89fe890dc","8b610a5ba7001e491707bd20f70c99def8cf877eb384f67fd17a1f65ec2e6245","6 ","6 "
"GLOSBE_STATIC_4fe19256ad5591f19f19","33b992624b4bbef867b8142cdcd6db960dcf5ed55c334d37ccb27697e15c04ee","3 ","3 "
"GLOSBE_STATIC_8d5823a02a5e4c36a8fc","7e49613634e223fcd9b9e5bfbdde06780688de2a3b4a0721dbd8347032cfded1","16 ","16 "
"GLOSBE_STATIC_714851b86519fc559d93","7e49613634e223fcd9b9e5bfbdde06780688de2a3b4a0721dbd8347032cfded1","15 ","15 "
"GLOSBE_STATIC_cb1253cce0b401d6f6e6","7e49613634e223fcd9b9e5bfbdde06780688de2a3b4a0721dbd8347032cfded1","2 ","2 "
"GLOSBE_STATIC_f805b3b3935b0191d4b0","7e49613634e223fcd9b9e5bfbdde06780688de2a3b4a0721dbd8347032cfded1","(2) ","(b) "
"GLOSBE_STATIC_2c15dcc53368c66e9c0c","7bde8cdea66ba1293a9c502abd16685601bc752e01aa0d869e605bac94cd109d","8 ","8 "
"GLOSBE_STATIC_aeeb6a2457085adcd2de","7bde8cdea66ba1293a9c502abd16685601bc752e01aa0d869e605bac94cd109d","17 ","17 "
"GLOSBE_STATIC_d80ae7f7b9194d6c7036","e58f646b9326680e8e5fc1a0162c483df0c8fc6f197b9d97ba7848a6edeab87e","10 ","10 "
"GLOSBE_STATIC_0bc6d9768ec7d9699865","e58f646b9326680e8e5fc1a0162c483df0c8fc6f197b9d97ba7848a6edeab87e","8 ","8 "
"GLOSBE_STATIC_785bb32c1139c3dc267e","7f86733009eaa8624076e4dea6d678a06393b38ac12d86c88ccd044f75a447a7","3 ","3 "
"GLOSBE_STATIC_7e1582374f5b61bc18d4","7f86733009eaa8624076e4dea6d678a06393b38ac12d86c88ccd044f75a447a7","5 ","5 "
"GLOSBE_STATIC_8a98385094894915c9d1","2980397be994f3bc10717b4c8ea2b3072806a2de3f29ea5c877d06bf7c261a19","4. (1) ","4. (a) "
"GLOSBE_STATIC_6abadbe3a96683c19839","2980397be994f3bc10717b4c8ea2b3072806a2de3f29ea5c877d06bf7c261a19","8 ","8 "
"GLOSBE_STATIC_ff5a19d9d64f7b97c3d3","2980397be994f3bc10717b4c8ea2b3072806a2de3f29ea5c877d06bf7c261a19","2 ","2 "
"GLOSBE_STATIC_21d4e9a62a5aa80f4b27","b46f26410bc43e6dd8c3affcbc05ee971a49251d8b498d9820abd52880be426c","5, 6. (1) ","5, 6. (a) "
"GLOSBE_STATIC_216e2adf2f7479c3a3da","07566194b7b40b91db20063d48385c41341f5bc7e8e965701bd91fbb7b52556d","14 ","14 "
"GLOSBE_STATIC_f51c07f81f5f6aee8ce8","07566194b7b40b91db20063d48385c41341f5bc7e8e965701bd91fbb7b52556d","30 ","30 "
"GLOSBE_STATIC_170e9cb371f6919fbb5c","66fdc585eca6ab8e5276327643f24744db2113d4c245992146065f09735e178f","22 ","22 "
"GLOSBE_STATIC_e3925335b1dde0c0c013","91da00cf2f55be329f3d413a6edb67dc1eae33e6a6ff20d2c51681a1f859f259","17 ","17 "
"GLOSBE_STATIC_caff0fad733e70ceda3b","bc6041aade103d3a0f66ed0cf916d25bd6156eb3336968a6ce249e315ac08809","(3) ","(c) "
"GLOSBE_STATIC_3a88a2648201f0c91a4c","05509e145f7cc2d2d7d1aed5376272ff546866f46f81d98da8d06d6a63a81d33","16 ","16 "
"GLOSBE_STATIC_bfe398c4477fbed86d62","5ef5d27605b0e20b47ac40f747d92676c06f99b3f95c7e3f19192187a68fe9cb","12 ","12 "
"GLOSBE_STATIC_6acfd39242948b023e38","4e7064d79c776594c386f08b0be36a78925a13ef62fd043d7685aee4a0a92781","15 ","15 "
"GLOSBE_STATIC_6702725e41718666a7c1","4d2f12d1e95d12e108906c36e34390a828171c5a4ff9110c11c173615c474035","2, 3. (1) ","2, 3. (a) "
"GLOSBE_STATIC_e1d2b938036d520ff951","4d2f12d1e95d12e108906c36e34390a828171c5a4ff9110c11c173615c474035","28 ","28 "
"GLOSBE_STATIC_c04b08793709674e7657","4d2f12d1e95d12e108906c36e34390a828171c5a4ff9110c11c173615c474035","4 ","4 "
"GLOSBE_STATIC_baef04191352485bde96","f374533c29a39ad3ec4f5d3ceac8adf3920ed220881b4c60861ca158bb997b49","8 ","8 "
"GLOSBE_STATIC_9bb760184d75d2c9532d","8b8fdcec0a13d008abf7486d0b71e80cc95d8ac2f9074eb6e160884e0db68664","9, 10. (1) ","9, 10. (a) "
"GLOSBE_STATIC_9756e58afe7e7c9fd2f1","8b8fdcec0a13d008abf7486d0b71e80cc95d8ac2f9074eb6e160884e0db68664","19 ","19 "
"GLOSBE_STATIC_4955d31fa47813be9cff","8b8fdcec0a13d008abf7486d0b71e80cc95d8ac2f9074eb6e160884e0db68664","20 ","20 "
"GLOSBE_STATIC_80d0cab1241de9147f67","81ad553b77c53a7bcb34dc585b0659e3184a3b6a7042268cfe3d55646817f2df","7 ","7 "
"GLOSBE_STATIC_02f60515f240d197a007","81ad553b77c53a7bcb34dc585b0659e3184a3b6a7042268cfe3d55646817f2df","(2) ","(b) "
"GLOSBE_STATIC_7677df98d0adcb4ee8b9","81ad553b77c53a7bcb34dc585b0659e3184a3b6a7042268cfe3d55646817f2df","14 ","14 "
"GLOSBE_STATIC_3e52e998d020611a3856","81ad553b77c53a7bcb34dc585b0659e3184a3b6a7042268cfe3d55646817f2df","18 ","18 "
"GLOSBE_STATIC_a9c34cd9dbe3d7c4fc35","af8c50e300f355aeab343ef83e0a2dde3f593c60d01a5b4ec43fbcda329cbb73","13 ","13 "
"GLOSBE_STATIC_b776b7fdfccda198a69e","af8c50e300f355aeab343ef83e0a2dde3f593c60d01a5b4ec43fbcda329cbb73","9 ","9 "
"GLOSBE_STATIC_c303d5fba53c0e3342bd","af8c50e300f355aeab343ef83e0a2dde3f593c60d01a5b4ec43fbcda329cbb73","8 ","8 "
"GLOSBE_STATIC_2fbc7330595365737b37","af8c50e300f355aeab343ef83e0a2dde3f593c60d01a5b4ec43fbcda329cbb73","13 ","13 "
"GLOSBE_STATIC_56ff70d594ef19347615","940ce475389f545e45b0b573d5db855721318940a941033aead42f034f0c023a","10 ","10 "
"GLOSBE_STATIC_7362c5b27d649f7473c0","940ce475389f545e45b0b573d5db855721318940a941033aead42f034f0c023a","12 ","12 "
"GLOSBE_STATIC_520c7b70eb70c02d9b03","63378784780cdefb1674f5ddd8d81a92ad279a2eeb7a8c764b62d7fa8bf6945e","7 ","7 "
"GLOSBE_STATIC_47c99e7f9d5b469a2013","068b20d7aa5a280819990305d930343aaf356edbb815814504482af76bd9a36d","10 ","10 "
"GLOSBE_STATIC_0fb819a16192481b92bf","068b20d7aa5a280819990305d930343aaf356edbb815814504482af76bd9a36d","6 ","6 "
"GLOSBE_STATIC_e834720871ca048fa0a9","068b20d7aa5a280819990305d930343aaf356edbb815814504482af76bd9a36d","11 ","11 "
"GLOSBE_STATIC_46cb88d6ed5eb5d20fcf","068b20d7aa5a280819990305d930343aaf356edbb815814504482af76bd9a36d","6 ","6 "
"GLOSBE_STATIC_39f797e8d1d874e567b4","b4319c9141203bc42e42f73cc48160a798ce64cfac6c608f40d8c3d43dec54b7","(2) ","(b) "
"GLOSBE_STATIC_d940ec9844bf4cdb7bab","b4319c9141203bc42e42f73cc48160a798ce64cfac6c608f40d8c3d43dec54b7","16 ","16 "
"GLOSBE_STATIC_8f61423e6a18157a1023","46ba8ef5c4b0046399d92641a379ca4b8908be935fe780f23a15d7d10f77aefd","3 ","3 "
"GLOSBE_STATIC_f337842f929a1a377549","46ba8ef5c4b0046399d92641a379ca4b8908be935fe780f23a15d7d10f77aefd","32 ","32 "
"GLOSBE_STATIC_c7e3420dc6db34793d7b","5d1a39a1796578e1c97a0a73f7997a5a216319f4e704332268172fa216db3e8a","7 ","7 "
"GLOSBE_STATIC_5479e8b178f75444e203","5d1a39a1796578e1c97a0a73f7997a5a216319f4e704332268172fa216db3e8a","8 ","8 "
"GLOSBE_STATIC_44880d7b9cf6a6c6bd6a","902a389f6d1d0c6b18c9c567c508cbec262bb795e488383c15c40b88251c0f1b","6 ","6 "
"GLOSBE_STATIC_6c570853a89c4313e843","902a389f6d1d0c6b18c9c567c508cbec262bb795e488383c15c40b88251c0f1b","8 ","8 "
"GLOSBE_STATIC_3a5af274a83c4b41ad51","902a389f6d1d0c6b18c9c567c508cbec262bb795e488383c15c40b88251c0f1b","(2) ","(b) "
"GLOSBE_STATIC_e5f997b74813be1b0174","902a389f6d1d0c6b18c9c567c508cbec262bb795e488383c15c40b88251c0f1b","25 ","25 "
"GLOSBE_STATIC_3a030ad32c457f32c5f3","6bf3625673fca0e42a8e2e3eaf1e684aa0ee385886cb660943a7c3c8d2983b1e","8 ","8 "
"GLOSBE_STATIC_ad06f7099a9d5140b2d0","6bf3625673fca0e42a8e2e3eaf1e684aa0ee385886cb660943a7c3c8d2983b1e","10 ","10 "
"GLOSBE_STATIC_410f206e9b5642cda4d9","ff4a2693500f43e0f32e282f11985a93005705916d247bda9ac00287b84cd995","(2) ","(b) "
"GLOSBE_STATIC_bc7d9e025bf3328e9832","ff4a2693500f43e0f32e282f11985a93005705916d247bda9ac00287b84cd995","13 ","13 "
"GLOSBE_STATIC_901584e9790f552e3a1e","ff4a2693500f43e0f32e282f11985a93005705916d247bda9ac00287b84cd995","3 ","3 "
"GLOSBE_STATIC_195597f8772e3d6140d7","ff4a2693500f43e0f32e282f11985a93005705916d247bda9ac00287b84cd995","9 ","9 "
"GLOSBE_STATIC_2507b69aad3cd1fbac6e","ff4a2693500f43e0f32e282f11985a93005705916d247bda9ac00287b84cd995","23 ","23 "
"GLOSBE_STATIC_79a0284a91d69915a5f3","625d087a0da6ef931e2949e28e0463ecca769d962ca714a46517e1b6b4989e9b","7 ","7 "
"GLOSBE_STATIC_c95a6329b48599978879","625d087a0da6ef931e2949e28e0463ecca769d962ca714a46517e1b6b4989e9b","3 ","3 "
"GLOSBE_STATIC_f58950a5e68695ace2d6","625d087a0da6ef931e2949e28e0463ecca769d962ca714a46517e1b6b4989e9b","13 ","13 "
"GLOSBE_STATIC_ec3340effbfc96669510","625d087a0da6ef931e2949e28e0463ecca769d962ca714a46517e1b6b4989e9b","7 ","7 "
"GLOSBE_STATIC_5e9e5611d130cdd99139","7101198b2e39b0266bc49b661e31020be29940cc4b43d369b361258c705156db","12 ","12 "
"GLOSBE_STATIC_ad05114209cd77d155cb","7101198b2e39b0266bc49b661e31020be29940cc4b43d369b361258c705156db","2 ","2 "
"GLOSBE_STATIC_acc09ec3a291486c1c7b","7101198b2e39b0266bc49b661e31020be29940cc4b43d369b361258c705156db","15 ","15 "
"GLOSBE_STATIC_f09ce73d690b1bf5932b","df99cd51cbaf59fc4003e9175d250406760e98b7e41e12a3e8b9014e86ffe026","17 ","17 "
"GLOSBE_STATIC_2d0953d87ac30bb4d453","1a463fc4e74393ba927388e1359a755faeafb029211fd23a31e016b13df3cb4f","13 ","13 "
"GLOSBE_STATIC_23bb268a00920cd60325","1a463fc4e74393ba927388e1359a755faeafb029211fd23a31e016b13df3cb4f","4 ","4 "
"GLOSBE_STATIC_160fada5c67a398c86d0","1a463fc4e74393ba927388e1359a755faeafb029211fd23a31e016b13df3cb4f","15 ","15 "
"GLOSBE_STATIC_ad2e66ca722e4ded6f61","1a463fc4e74393ba927388e1359a755faeafb029211fd23a31e016b13df3cb4f","8 ","8 "
"GLOSBE_STATIC_10319cad330b7ba29ae3","0c19be0ee28c85f6b1b1d171781f8a3da0e1b0cb77705e7bb6de5f0d8fff35ea","(2) ","(b) "
"GLOSBE_STATIC_bc9a101153e59aa5aa5d","0c19be0ee28c85f6b1b1d171781f8a3da0e1b0cb77705e7bb6de5f0d8fff35ea","15 ","15 "
"GLOSBE_STATIC_2179890eaec181a81cc6","df7c3335c4632676c7865aebe935e38ca9d4f949bf16be68e21977b345e16599","6, 7. (1) ","6, 7. (a) "
"GLOSBE_STATIC_c9a199260fbfa52ecabc","df7c3335c4632676c7865aebe935e38ca9d4f949bf16be68e21977b345e16599","(2) ","(b) "
"GLOSBE_STATIC_df792cb0a2f90b6f8a91","ce050f0d6f313b228c3f190c38defd3049112d279af32e758933ae7a1269bc77","(2) ","(b) "
"GLOSBE_STATIC_c0c41df49f9d7af53dcc","77c0ebed3c542b720958ff7571babf040cbaa4ee988735b8de5842b7e9f2639f","17 ","17 "
"GLOSBE_STATIC_fb40c840d780e67c6b50","77c0ebed3c542b720958ff7571babf040cbaa4ee988735b8de5842b7e9f2639f","(2) ","(b) "
"GLOSBE_STATIC_ea29d9d46298fd51f606","492a36246b1769d94bb2f0286f61aaab60c9ae7dc33f780c303cceb78f52f0f1","4, 5. (1) ","4, 5. (a) "
"GLOSBE_STATIC_6e1281b37b50a5da5c36","65d9bf1c4416bb9424ab0564c2bd20b74376c34bb9fdb8207bfdb3645399220c","4. (1) ","4. (a) "
"GLOSBE_STATIC_d7157a9f070071eab22c","65d9bf1c4416bb9424ab0564c2bd20b74376c34bb9fdb8207bfdb3645399220c","7, 8. (1) ","7, 8. (a) "
"GLOSBE_STATIC_7ad61b244135324333e9","a914503db518f0a8981e5077987f9bcb4819525078854fc3a76acba72eab1e5d","1, 2. (1) ","1, 2. (a) "
"GLOSBE_STATIC_e83debe4e30cba20a7c3","a914503db518f0a8981e5077987f9bcb4819525078854fc3a76acba72eab1e5d","8. (1) ","8. (a) "
"GLOSBE_STATIC_d992b81e9da902e563be","a914503db518f0a8981e5077987f9bcb4819525078854fc3a76acba72eab1e5d","15 ","15 "
"GLOSBE_STATIC_91124c8b77f157cb661d","a914503db518f0a8981e5077987f9bcb4819525078854fc3a76acba72eab1e5d","(2) ","(b) "
"GLOSBE_STATIC_7f19f0918198f03da24d","5cf9804b0b9aff37f960fe940c8ead22c25aad8ce9e0750553f413cd39724934","9, 10. (1) ","9, 10. (a) "
"GLOSBE_STATIC_2f27e09c6013a45bf16a","5cf9804b0b9aff37f960fe940c8ead22c25aad8ce9e0750553f413cd39724934","9 ","9 "
"GLOSBE_STATIC_2eaddc0358f97216eaf2","ed14c856b0612a26fd6dd1e7c13bbf6d344c15927c9a81f78a72819df7d43cfb","12-14. (1) ","12-14. (a) "
"GLOSBE_STATIC_e416194cc51eeda97a4f","ed14c856b0612a26fd6dd1e7c13bbf6d344c15927c9a81f78a72819df7d43cfb","(2) ","(b) "
"GLOSBE_STATIC_7246dd971ec9b05d15b9","ef4a28bb2ddd438c44adb65f9daf51c80a712bd99eb33618dbd515d288914139","2 ","2 "
"GLOSBE_STATIC_910123844c4fede7b319","4c838a0706abe5e555b5ad0a8c4b6e69600dfe5eacdf64d883d390e1855b0835","27 ","27 "
"GLOSBE_STATIC_bdbb3ce3d553050eef08","a6bcfafe4c1917006e4ea9b208755a511c600fc4c6a3a773d21822abed6d1d83","20 ","20 "
"GLOSBE_STATIC_25674be59307aacff330","a6bcfafe4c1917006e4ea9b208755a511c600fc4c6a3a773d21822abed6d1d83","10 ","10 "
"GLOSBE_STATIC_c439cf34db8f995ad680","a2b433e3de9a00159c65c8c99b4aa84f49411793d1afbd2ce0e66df38f367acc","18 ","18 "
"GLOSBE_STATIC_1f7dc74d6f3d64d1e847","a2b433e3de9a00159c65c8c99b4aa84f49411793d1afbd2ce0e66df38f367acc","(2) ","(b) "
"GLOSBE_STATIC_63d0c360209c59b210e2","a2b433e3de9a00159c65c8c99b4aa84f49411793d1afbd2ce0e66df38f367acc","14, 15. (1) ","14, 15. (a) "
"GLOSBE_STATIC_e15494349b666be55b5d","0c47057773cdf33f702d8f2c8c40c85ae539e1f661d5ae0f3d114d78576758cb","2, 3. (1) ","2, 3. (a) "
"GLOSBE_STATIC_5845b64aaf0d4cf0f587","0c47057773cdf33f702d8f2c8c40c85ae539e1f661d5ae0f3d114d78576758cb","12-14. (1) ","12-14. (a) "
"GLOSBE_STATIC_affd1f0e293b3ead901f","0c47057773cdf33f702d8f2c8c40c85ae539e1f661d5ae0f3d114d78576758cb","7 ","7 "
"GLOSBE_STATIC_eb0b9ae6a6b45ad85b85","0c47057773cdf33f702d8f2c8c40c85ae539e1f661d5ae0f3d114d78576758cb","11 ","11 "
"GLOSBE_STATIC_c9e9081406903f2649b8","0c47057773cdf33f702d8f2c8c40c85ae539e1f661d5ae0f3d114d78576758cb","14, 15 (1) ","14, 15. (a) "
"GLOSBE_STATIC_4739d0ceec2183869527","0c47057773cdf33f702d8f2c8c40c85ae539e1f661d5ae0f3d114d78576758cb","11 ","11 "
"GLOSBE_STATIC_881e05e17d4638ad92f2","0c47057773cdf33f702d8f2c8c40c85ae539e1f661d5ae0f3d114d78576758cb","18 ","18 "
"GLOSBE_STATIC_ac6c539d0a5ecbd64bf0","246626098a73658e9262f0e3c7591ec8d548647fc0c7f98865baec0f48d3d934","3 ","3 "
"GLOSBE_STATIC_27377720a1289820688c","246626098a73658e9262f0e3c7591ec8d548647fc0c7f98865baec0f48d3d934","10 ","10 "
"GLOSBE_STATIC_460ea689177174a1a4a5","246626098a73658e9262f0e3c7591ec8d548647fc0c7f98865baec0f48d3d934","3. (1) ","3. (a) "
"GLOSBE_STATIC_5817d94984960aab2ee8","246626098a73658e9262f0e3c7591ec8d548647fc0c7f98865baec0f48d3d934","1, 2. (1) ","1, 2. (a) "
"GLOSBE_STATIC_97d59eeca18fdfe5e7d8","246626098a73658e9262f0e3c7591ec8d548647fc0c7f98865baec0f48d3d934","16 ","16 "
"GLOSBE_STATIC_bedf3a0df763ca9bccb5","246626098a73658e9262f0e3c7591ec8d548647fc0c7f98865baec0f48d3d934","10 ","10 "
"GLOSBE_STATIC_f5183df77e7c8c97b454","76dbb5d94ec6e8be5a781b563d27bc2fd7a1d54742154f8e4d72d3980a6b92f6","3 ","3 "
"GLOSBE_STATIC_81d9f2e9abae65c5eac9","a0a32ffbfb867129250ff18d17c19057b0b3938600b147f814debc93513b82f3","18 ","18 "
"GLOSBE_STATIC_e5a2b2a265601c6a626b","a0a32ffbfb867129250ff18d17c19057b0b3938600b147f814debc93513b82f3","9 ","9 "
"GLOSBE_STATIC_2b5c8aa59783d920ce1d","98cfc118be05425deb4c26c1ec5a694314f0b1b2b5479ed5c142a90473da368a","17 ","17 "
"GLOSBE_STATIC_7410cbf74ff2d11282d6","98cfc118be05425deb4c26c1ec5a694314f0b1b2b5479ed5c142a90473da368a","14 ","14 "
"GLOSBE_STATIC_d6175a928812607d34d5","98cfc118be05425deb4c26c1ec5a694314f0b1b2b5479ed5c142a90473da368a","16 ","16 "
"GLOSBE_STATIC_4bbeac08a8da6e9f7320","7e525e8d6f47182c2a5b3abce576ad3156d9762463cbdacc446df427a2c23a7e","(2) ","(b) "
"GLOSBE_STATIC_51fb80f7f1f5759d0673","7e525e8d6f47182c2a5b3abce576ad3156d9762463cbdacc446df427a2c23a7e","6 ","6 "
"GLOSBE_STATIC_3224280208104ee24542","7e525e8d6f47182c2a5b3abce576ad3156d9762463cbdacc446df427a2c23a7e","16 ","16 "
"GLOSBE_STATIC_d8040556e22b6a0dbe8e","7e525e8d6f47182c2a5b3abce576ad3156d9762463cbdacc446df427a2c23a7e","6 ","6 "
"GLOSBE_STATIC_f3bf32bc9af5b1371d4a","18485427c9fdf52c57a5a4514eb0d406d809780bef2f42a72673dad0c46b13aa","22 ","22 "
"GLOSBE_STATIC_80a31efbde0921212a40","f0a77501983e4d7acf4adef069306a2d726ccd797ec5256c430e416dc9345f85","9 ","9 "
"GLOSBE_STATIC_166fe4e32aaa4aaa24c4","5e44b911fc14333dc8504d60ce4f347a9fd56a466430434fedf4eee6bf01af66","5 ","5 "
"GLOSBE_STATIC_7de7102fde3c145eb2da","5e44b911fc14333dc8504d60ce4f347a9fd56a466430434fedf4eee6bf01af66","(2) ","(b) "
"GLOSBE_STATIC_799856e32c62115872b3","5e44b911fc14333dc8504d60ce4f347a9fd56a466430434fedf4eee6bf01af66","24 ","24 "
"GLOSBE_STATIC_1903a86a6e0998f4aa12","5e44b911fc14333dc8504d60ce4f347a9fd56a466430434fedf4eee6bf01af66","8 ","8 "
"GLOSBE_STATIC_5d8183ac66864c230442","e991a6cd4f89bdca8dca66883fb4aa871d774ece255ab2030fc3a69a58aa0cbe","(2) ","(b) "
"GLOSBE_STATIC_a626889902618867ed84","e991a6cd4f89bdca8dca66883fb4aa871d774ece255ab2030fc3a69a58aa0cbe","18 ","18 "
"GLOSBE_STATIC_b3d82b70137de4cd7ca6","e991a6cd4f89bdca8dca66883fb4aa871d774ece255ab2030fc3a69a58aa0cbe","2 ","2 "
"GLOSBE_STATIC_0ebfba3d95937a795d6a","3832b2c0dc2e633a8a7fadcc05c1198482babf96e46b55ee7e020753a902c80d","16 ","16 "
"GLOSBE_STATIC_6198cd7e9c4671a83870","3832b2c0dc2e633a8a7fadcc05c1198482babf96e46b55ee7e020753a902c80d","(2) ","(b) "
"GLOSBE_STATIC_df1d3fbf26dffacf6133","3832b2c0dc2e633a8a7fadcc05c1198482babf96e46b55ee7e020753a902c80d","4 ","4 "
"GLOSBE_STATIC_92a8117419ab00b4b84a","cfd7807748ba9ecf3dd3ee663180898aa79b8318d94d6cfea740338e09b37306","25 ","25 "
"GLOSBE_STATIC_ffab5ad7a9be1a9089c1","cfd7807748ba9ecf3dd3ee663180898aa79b8318d94d6cfea740338e09b37306","14 ","14 "
"GLOSBE_STATIC_0f02f81b32c045f887be","cfd7807748ba9ecf3dd3ee663180898aa79b8318d94d6cfea740338e09b37306","13 ","13 "
"GLOSBE_STATIC_ed8d09ef52f4db0b7e2a","cfd7807748ba9ecf3dd3ee663180898aa79b8318d94d6cfea740338e09b37306","9 ","9 "
"GLOSBE_STATIC_69996f0de81ae5fe128a","cfd7807748ba9ecf3dd3ee663180898aa79b8318d94d6cfea740338e09b37306","8 ","8 "
"GLOSBE_STATIC_e654acf1d25ab47c3c80","c099a20524eec4a5a3062ce98a0b5c574a47b82ef5bba2c02e225460e0e2639d","3. (1) ","3. (a) "
"GLOSBE_STATIC_7a3fde89f19b765aee21","bfdaf0ae8854640b24f77ae4cd61732f6508ed2b05a307ef0ecec056e9a78604","14 ","14 "
