"sinsi, ’inava u ziya?","老師，您好嗎？","https://web.klokah.tw/ninew/sound/01/01/01-B-1.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/01/01/02-C-2-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/01/02-C-2-4.mp3"
"intaw mu, a temakakesi?","他也是學生嗎？","https://web.klokah.tw/ninew/sound/01/01/02-B-3.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/01/01/02-C-3-1.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/02-C-3-2.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/02-C-3-3.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/01/01/02-C-3-4.mp3"
"amelri, intaw mu, a sinsi.","不是，他是老師。","https://web.klokah.tw/ninew/sound/01/01/02-B-4.mp3"
"amelri","不是","https://web.klokah.tw/ninew/sound/01/01/02-C-4-1.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/01/01/02-C-4-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/02-C-4-3.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/02-C-4-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/01/01/02-C-4-5.mp3"
"katikezir! katikezir ziya!","起立！請起立！","https://web.klokah.tw/ninew/sound/01/01/03-B-1.mp3"
"katikezir","起立","https://web.klokah.tw/ninew/sound/01/01/03-C-1-1.mp3"
"katikezir","起立","https://web.klokah.tw/ninew/sound/01/01/03-C-1-2.mp3"
"ziya","還","https://web.klokah.tw/ninew/sound/01/01/03-C-1-3.mp3"
"rengay! rengay ziya! talram ziya marengay!","說！請說！請說說看！","https://web.klokah.tw/ninew/sound/01/01/03-B-2.mp3"
"rengay","說","https://web.klokah.tw/ninew/sound/01/01/03-C-2-1.mp3"
"rengay","說","https://web.klokah.tw/ninew/sound/01/01/03-C-2-2.mp3"
"ziya","還","https://web.klokah.tw/ninew/sound/01/01/03-C-2-3.mp3"
"talram","試試","https://web.klokah.tw/ninew/sound/01/01/03-C-2-4.mp3"
"ziya","還","https://web.klokah.tw/ninew/sound/01/01/03-C-2-5.mp3"
"marengay","說","https://web.klokah.tw/ninew/sound/01/01/03-C-2-6.mp3"
"kinger! kingeri! kingkingeri ziya!","聽！請聽！聽聽看！","https://web.klokah.tw/ninew/sound/01/01/03-B-3.mp3"
"kinger","聽","https://web.klokah.tw/ninew/sound/01/01/03-C-3-1.mp3"
"kingeri","請聽","https://web.klokah.tw/ninew/sound/01/01/03-C-3-2.mp3"
"kingkingeri","聽聽","https://web.klokah.tw/ninew/sound/01/01/03-C-3-3.mp3"
"ziya","還","https://web.klokah.tw/ninew/sound/01/01/03-C-3-4.mp3"
"kayan! kayan lra!","坐！請坐下！","https://web.klokah.tw/ninew/sound/01/01/03-B-4.mp3"
"kayan","坐下","https://web.klokah.tw/ninew/sound/01/01/03-C-4-1.mp3"
"kayan","坐下","https://web.klokah.tw/ninew/sound/01/01/03-C-4-2.mp3"
"lra","還","https://web.klokah.tw/ninew/sound/01/01/03-C-4-3.mp3"
"i eman u?","你是誰？","https://web.klokah.tw/ninew/sound/01/01/04-B-1.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/04-C-1-1.mp3"
"eman","誰；什麼","https://web.klokah.tw/ninew/sound/01/01/04-C-1-2.mp3"
"u","你","https://web.klokah.tw/ninew/sound/01/01/04-C-1-3.mp3"
"i Uratr ku.","我是Uratr。","https://web.klokah.tw/ninew/sound/01/01/04-B-2.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/04-C-2-1.mp3"
"Uratr","（人名）","https://web.klokah.tw/ninew/sound/01/01/04-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/01/04-C-2-3.mp3"
"i Puni tu ngadan?","他的名字是Puni嗎？","https://web.klokah.tw/ninew/sound/01/01/04-B-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/04-C-3-1.mp3"
"Puni","（人名）","https://web.klokah.tw/ninew/sound/01/01/04-C-3-2.mp3"
"tu","他","https://web.klokah.tw/ninew/sound/01/01/04-C-3-3.mp3"
"ngadan","名字","https://web.klokah.tw/ninew/sound/01/01/04-C-3-4.mp3"
"amelri, i Pilray tu ngadan.","不是，他的名字是Pilray。","https://web.klokah.tw/ninew/sound/01/01/04-B-4.mp3"
"amelri","不是","https://web.klokah.tw/ninew/sound/01/01/04-C-4-1.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/04-C-4-2.mp3"
"Pilray","（人名）","https://web.klokah.tw/ninew/sound/01/01/04-C-4-3.mp3"
"tu","他","https://web.klokah.tw/ninew/sound/01/01/04-C-4-4.mp3"
"ngadan","名字","https://web.klokah.tw/ninew/sound/01/01/04-C-4-5.mp3"
"a ma’inayan mu?","你們是男生嗎？","https://web.klokah.tw/ninew/sound/01/01/05-B-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/05-C-1-1.mp3"
"ma’inayan","男生","https://web.klokah.tw/ninew/sound/01/01/05-C-1-2.mp3"
"mu","你們","https://web.klokah.tw/ninew/sound/01/01/05-C-1-3.mp3"
"a vavayan mi.","我們是女生。","https://web.klokah.tw/ninew/sound/01/01/05-B-2.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/05-C-2-1.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/01/01/05-C-2-2.mp3"
"mi","我們","https://web.klokah.tw/ninew/sound/01/01/05-C-2-3.mp3"
"i Puni mu, a ma’inayan?","Puni是男生嗎？","https://web.klokah.tw/ninew/sound/01/01/05-B-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/05-C-3-1.mp3"
"Puni","（人名）","https://web.klokah.tw/ninew/sound/01/01/05-C-3-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/05-C-3-3.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/05-C-3-4.mp3"
"ma’inayan","男生","https://web.klokah.tw/ninew/sound/01/01/05-C-3-5.mp3"
"amelri, a vavayan intaw.","不，他是女生。","https://web.klokah.tw/ninew/sound/01/01/05-B-4.mp3"
"amelri","不是","https://web.klokah.tw/ninew/sound/01/01/05-C-4-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/05-C-4-2.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/01/01/05-C-4-3.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/01/01/05-C-4-4.mp3"
"ulra ku suwan a saya.","我有一隻狗。","https://web.klokah.tw/ninew/sound/01/01/06-B-1.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/01/06-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/01/06-C-1-2.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/01/01/06-C-1-3.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/06-C-1-4.mp3"
"saya","一","https://web.klokah.tw/ninew/sound/01/01/06-C-1-5.mp3"
"a ’uze’uzem ku suwan.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/01/01/06-B-2.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/06-C-2-1.mp3"
"’uze’uzem","黑色的","https://web.klokah.tw/ninew/sound/01/01/06-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/01/06-C-2-3.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/01/01/06-C-2-4.mp3"
"sahar ku zaku suwan.","我很喜歡我的狗。","https://web.klokah.tw/ninew/sound/01/01/06-B-3.mp3"
"sahar","喜歡","https://web.klokah.tw/ninew/sound/01/01/06-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/01/06-C-3-2.mp3"
"zaku","我的","https://web.klokah.tw/ninew/sound/01/01/06-C-3-3.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/01/01/06-C-3-4.mp3"
"na suwan mu, sahar kaninku.","狗也喜歡我。","https://web.klokah.tw/ninew/sound/01/01/06-B-4.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/01/01/06-C-4-1.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/01/01/06-C-4-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/06-C-4-3.mp3"
"sahar","喜歡","https://web.klokah.tw/ninew/sound/01/01/06-C-4-4.mp3"
"kaninku","我","https://web.klokah.tw/ninew/sound/01/01/06-C-4-5.mp3"
"ulra i iyan i sinsi?","老師在哪裡？","https://web.klokah.tw/ninew/sound/01/01/07-B-1.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/01/07-C-1-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/07-C-1-2.mp3"
"iyan","哪裡","https://web.klokah.tw/ninew/sound/01/01/07-C-1-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/07-C-1-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/01/01/07-C-1-5.mp3"
"ulra i kani a.","在這裡。","https://web.klokah.tw/ninew/sound/01/01/07-B-2.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/01/07-C-2-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/07-C-2-2.mp3"
"kani","這裡","https://web.klokah.tw/ninew/sound/01/01/07-C-2-3.mp3"
"a","[助]","https://web.klokah.tw/ninew/sound/01/01/07-C-2-4.mp3"
"ulra i iyan nu impis?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/01/01/07-B-3.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/01/07-C-3-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/07-C-3-2.mp3"
"iyan","哪裡","https://web.klokah.tw/ninew/sound/01/01/07-C-3-3.mp3"
"nu","你","https://web.klokah.tw/ninew/sound/01/01/07-C-3-4.mp3"
"impis","鉛筆","https://web.klokah.tw/ninew/sound/01/01/07-C-3-5.mp3"
"ulra i kaziyu ku impis.","我的鉛筆在那裡。","https://web.klokah.tw/ninew/sound/01/01/07-B-4.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/01/07-C-4-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/07-C-4-2.mp3"
"kaziyu","那裡","https://web.klokah.tw/ninew/sound/01/01/07-C-4-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/01/07-C-4-4.mp3"
"impis","鉛筆","https://web.klokah.tw/ninew/sound/01/01/07-C-4-5.mp3"
"a eman i ini?","這是什麼？","https://web.klokah.tw/ninew/sound/01/01/08-B-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/08-C-1-1.mp3"
"eman","什麼","https://web.klokah.tw/ninew/sound/01/01/08-C-1-2.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/08-C-1-3.mp3"
"ini","這","https://web.klokah.tw/ninew/sound/01/01/08-C-1-4.mp3"
"i ini mu, a etu.","這是桌子。","https://web.klokah.tw/ninew/sound/01/01/08-B-2.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/08-C-2-1.mp3"
"ini","這","https://web.klokah.tw/ninew/sound/01/01/08-C-2-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/08-C-2-3.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/08-C-2-4.mp3"
"etu","桌子","https://web.klokah.tw/ninew/sound/01/01/08-C-2-5.mp3"
"iziyu na lipad mu, aluzun?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/01/01/08-B-3.mp3"
"iziyu","那","https://web.klokah.tw/ninew/sound/01/01/08-C-3-1.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/01/01/08-C-3-2.mp3"
"lipad","椅子","https://web.klokah.tw/ninew/sound/01/01/08-C-3-3.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/08-C-3-4.mp3"
"aluzun","重的","https://web.klokah.tw/ninew/sound/01/01/08-C-3-5.mp3"
"ai, salaw aluzun.","是的，很重。","https://web.klokah.tw/ninew/sound/01/01/08-B-4.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/01/01/08-C-4-1.mp3"
"salaw","很，非常","https://web.klokah.tw/ninew/sound/01/01/08-C-4-2.mp3"
"aluzun","重的","https://web.klokah.tw/ninew/sound/01/01/08-C-4-3.mp3"
"i eman iziyu na trau?","那個人是誰？","https://web.klokah.tw/ninew/sound/01/01/09-B-1.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/09-C-1-1.mp3"
"eman","誰；什麼","https://web.klokah.tw/ninew/sound/01/01/09-C-1-2.mp3"
"iziyu","那","https://web.klokah.tw/ninew/sound/01/01/09-C-1-3.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/01/01/09-C-1-4.mp3"
"trau","人","https://web.klokah.tw/ninew/sound/01/01/09-C-1-5.mp3"
"i inani.","是我媽媽。","https://web.klokah.tw/ninew/sound/01/01/09-B-2.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/09-C-2-1.mp3"
"inani","我的媽媽","https://web.klokah.tw/ninew/sound/01/01/09-C-2-2.mp3"
"kiyakarun za eman i taina?","你的媽媽是做什麼工作的？","https://web.klokah.tw/ninew/sound/01/01/09-B-3.mp3"
"kiyakarun","做（工）","https://web.klokah.tw/ninew/sound/01/01/09-C-3-1.mp3"
"za","[斜]","https://web.klokah.tw/ninew/sound/01/01/09-C-3-2.mp3"
"eman","什麼","https://web.klokah.tw/ninew/sound/01/01/09-C-3-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/09-C-3-4.mp3"
"taina","你的媽媽","https://web.klokah.tw/ninew/sound/01/01/09-C-3-5.mp3"
"a muwa’uma i inani.","我的媽媽是務農的。","https://web.klokah.tw/ninew/sound/01/01/09-B-4.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/09-C-4-1.mp3"
"muwa’uma","務農的","https://web.klokah.tw/ninew/sound/01/01/09-C-4-2.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/01/09-C-4-3.mp3"
"inani","我的媽媽","https://web.klokah.tw/ninew/sound/01/01/09-C-4-4.mp3"
"i itras kana etu mu, ulra a valray?","桌上有書嗎？","https://web.klokah.tw/ninew/sound/01/01/10-B-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/10-C-1-1.mp3"
"itras","上面","https://web.klokah.tw/ninew/sound/01/01/10-C-1-2.mp3"
"kana","[斜]","https://web.klokah.tw/ninew/sound/01/01/10-C-1-3.mp3"
"etu","桌子","https://web.klokah.tw/ninew/sound/01/01/10-C-1-4.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/10-C-1-5.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/01/10-C-1-6.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/10-C-1-7.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/01/01/10-C-1-8.mp3"
"i itras kana etu mu, ulra a valray teluwa.","桌上有三本書。","https://web.klokah.tw/ninew/sound/01/01/10-B-2.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/01/01/10-C-2-1.mp3"
"itras","上面","https://web.klokah.tw/ninew/sound/01/01/10-C-2-2.mp3"
"kana","[主]","https://web.klokah.tw/ninew/sound/01/01/10-C-2-3.mp3"
"etu","桌子","https://web.klokah.tw/ninew/sound/01/01/10-C-2-4.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/10-C-2-5.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/01/10-C-2-6.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/01/01/10-C-2-7.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/01/01/10-C-2-8.mp3"
"teluwa","三","https://web.klokah.tw/ninew/sound/01/01/10-C-2-9.mp3"
"na saya mu, zemiyar, na zuwaya mu, ’uze’uzem.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/01/01/10-B-3.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/01/01/10-C-3-1.mp3"
"saya","一","https://web.klokah.tw/ninew/sound/01/01/10-C-3-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/10-C-3-3.mp3"
"zemiyar","紅色的","https://web.klokah.tw/ninew/sound/01/01/10-C-3-4.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/01/01/10-C-3-5.mp3"
"zuwaya","二","https://web.klokah.tw/ninew/sound/01/01/10-C-3-6.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/10-C-3-7.mp3"
"’uze’uzem","黑色的","https://web.klokah.tw/ninew/sound/01/01/10-C-3-8.mp3"
"na zemiyar na valray mu, ni eman?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/01/01/10-B-4.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/01/01/10-C-4-1.mp3"
"zemiyar","紅色的","https://web.klokah.tw/ninew/sound/01/01/10-C-4-2.mp3"
"na","[連]","https://web.klokah.tw/ninew/sound/01/01/10-C-4-3.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/01/01/10-C-4-4.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/10-C-4-5.mp3"
"ni","[屬]","https://web.klokah.tw/ninew/sound/01/01/10-C-4-6.mp3"
"eman","誰的","https://web.klokah.tw/ninew/sound/01/01/10-C-4-7.mp3"
"na zemiyar mu, tu valray ni sinsi.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/01/01/10-B-5.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/01/01/10-C-5-1.mp3"
"zemiyar","紅色的","https://web.klokah.tw/ninew/sound/01/01/10-C-5-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/01/10-C-5-3.mp3"
"tu","他","https://web.klokah.tw/ninew/sound/01/01/10-C-5-4.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/01/01/10-C-5-5.mp3"
"ni","[屬]","https://web.klokah.tw/ninew/sound/01/01/10-C-5-6.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/01/01/10-C-5-7.mp3"
"kaniyam mu, lralruwatr mi trau.","我的家有五個人。","https://web.klokah.tw/ninew/sound/01/02/01-B-1.mp3"
"kaniyam","我們","https://web.klokah.tw/ninew/sound/01/02/01-C-1-1.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/02/01-C-1-2.mp3"
"lralruwatr","五人","https://web.klokah.tw/ninew/sound/01/02/01-C-1-3.mp3"
"mi","我們","https://web.klokah.tw/ninew/sound/01/02/01-C-1-4.mp3"
"trau","人","https://web.klokah.tw/ninew/sound/01/02/01-C-1-5.mp3"
"i imulri, i amalri, i inani, i wadilri na vavayan zi inku.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/01/02/01-B-2.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/02/01-C-2-1.mp3"
"imulri","我的祖父，祖母","https://web.klokah.tw/ninew/sound/01/02/01-C-2-2.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/02/01-C-2-3.mp3"
"amalri","我的爸爸","https://web.klokah.tw/ninew/sound/01/02/01-C-2-4.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/02/01-C-2-5.mp3"
"inani","我的媽媽","https://web.klokah.tw/ninew/sound/01/02/01-C-2-6.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/02/01-C-2-7.mp3"
"wadilri na vavayan","我的妹妹","https://web.klokah.tw/ninew/sound/01/02/01-C-2-8.mp3"
"zi","和","https://web.klokah.tw/ninew/sound/01/02/01-C-2-9.mp3"
"inku","我","https://web.klokah.tw/ninew/sound/01/02/01-C-2-10.mp3"
"temakesi ku kana palrivak na takesiyan.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/01/02/01-B-3.mp3"
"temakesi","讀書","https://web.klokah.tw/ninew/sound/01/02/01-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/02/01-C-3-2.mp3"
"kana","[斜]","https://web.klokah.tw/ninew/sound/01/02/01-C-3-3.mp3"
"palrivak na takesiyan","國民小學","https://web.klokah.tw/ninew/sound/01/02/01-C-3-4.mp3"
"i wadilri na vavayan mu, temakesi kana yociyēng.","我的妹妹在幼稚園讀書。","https://web.klokah.tw/ninew/sound/01/02/01-B-4.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/02/01-C-4-1.mp3"
"wadilri na vavayan","我的妹妹","https://web.klokah.tw/ninew/sound/01/02/01-C-4-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/02/01-C-4-3.mp3"
"temakesi","讀書","https://web.klokah.tw/ninew/sound/01/02/01-C-4-4.mp3"
"kana","[斜]","https://web.klokah.tw/ninew/sound/01/02/01-C-4-5.mp3"
"yociyēng","幼稚園","https://web.klokah.tw/ninew/sound/01/02/01-C-4-6.mp3"
"ina semavalran.","媽媽早安。","https://web.klokah.tw/ninew/sound/01/02/02-B-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/01/02/02-C-1-1.mp3"
"semavalran","早安","https://web.klokah.tw/ninew/sound/01/02/02-C-1-2.mp3"
"Ulay semavalran, alamu kenamaya ta.","Ulay早安，我們來吃早餐。","https://web.klokah.tw/ninew/sound/01/02/02-B-2.mp3"
"Ulay","（人名）","https://web.klokah.tw/ninew/sound/01/02/02-C-2-1.mp3"
"semavalran","早安","https://web.klokah.tw/ninew/sound/01/02/02-C-2-2.mp3"
"alamu","來","https://web.klokah.tw/ninew/sound/01/02/02-C-2-3.mp3"
"kenamaya","吃早餐","https://web.klokah.tw/ninew/sound/01/02/02-C-2-4.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/01/02/02-C-2-5.mp3"
"haremay lra, misausa ku ziya.","等一下，我要先刷牙。","https://web.klokah.tw/ninew/sound/01/02/02-B-3.mp3"
"haremay","等一下","https://web.klokah.tw/ninew/sound/01/02/02-C-3-1.mp3"
"lra","[完成貌]","https://web.klokah.tw/ninew/sound/01/02/02-C-3-2.mp3"
"misausa","刷牙","https://web.klokah.tw/ninew/sound/01/02/02-C-3-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/02/02-C-3-4.mp3"
"ziya","還","https://web.klokah.tw/ninew/sound/01/02/02-C-3-5.mp3"
"inu mu, ri’enup mu.","你也要洗臉喔。","https://web.klokah.tw/ninew/sound/01/02/02-B-4.mp3"
"inu","你","https://web.klokah.tw/ninew/sound/01/02/02-C-4-1.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/01/02/02-C-4-2.mp3"
"ri’enup","洗臉","https://web.klokah.tw/ninew/sound/01/02/02-C-4-3.mp3"
"mu","[助]","https://web.klokah.tw/ninew/sound/01/02/02-C-4-4.mp3"
"ai, malrazam ku.","好的，我知道。","https://web.klokah.tw/ninew/sound/01/02/02-B-5.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/01/02/02-C-5-1.mp3"
"malrazam","知道","https://web.klokah.tw/ninew/sound/01/02/02-C-5-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/02/02-C-5-3.mp3"
"kiumalra ku ziya, pidaya nu ’ami?","請問你幾歲？","https://web.klokah.tw/ninew/sound/01/02/03-B-1.mp3"
"kiumalra","請問","https://web.klokah.tw/ninew/sound/01/02/03-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/02/03-C-1-2.mp3"
"ziya","[未完成貌]","https://web.klokah.tw/ninew/sound/01/02/03-C-1-3.mp3"
"pidaya","多少","https://web.klokah.tw/ninew/sound/01/02/03-C-1-4.mp3"
"nu","你","https://web.klokah.tw/ninew/sound/01/02/03-C-1-5.mp3"
"’ami","歲","https://web.klokah.tw/ninew/sound/01/02/03-C-1-6.mp3"
"pulu’ ku ’ami harem.","我今年十歲。","https://web.klokah.tw/ninew/sound/01/02/03-B-2.mp3"
"pulu’","十","https://web.klokah.tw/ninew/sound/01/02/03-C-2-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/01/02/03-C-2-2.mp3"
"’ami","歲","https://web.klokah.tw/ninew/sound/01/02/03-C-2-3.mp3"
"harem","現在；今天","https://web.klokah.tw/ninew/sound/01/02/03-C-2-4.mp3"
"papida mu maruwadiyadi?","你們有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/01/02/03-B-3.mp3"
"papida","幾個","https://web.klokah.tw/ninew/sound/01/02/03-C-3-1.mp3"
"mu","你們","https://web.klokah.tw/ninew/sound/01/02/03-C-3-2.mp3"
"maruwadiyadi","兄弟姊妹","https://web.klokah.tw/ninew/sound/01/02/03-C-3-3.mp3"
"ulra i ivalri na ma’inayan a zazuwa zi sasa i wadilri na vavayan.","我有兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/01/02/03-B-4.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/01/02/03-C-4-1.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/01/02/03-C-4-2.mp3"
"ivalri na ma’inayan","我的哥哥","https://web.klokah.tw/ninew/sound/01/02/03-C-4-3.mp3"
