"Sinsiy pcbaq biru, lokah su ga.","老師，你好嗎？","https://web.klokah.tw/ninew/sound/16/01/01-B-1.mp3"
"sozyan maku balay.","我喜歡牠。","https://web.klokah.tw/ninew/sound/16/01/06-B-3.mp3"
"sozyan","喜歡","https://web.klokah.tw/ninew/sound/16/01/06-C-3-1.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/01/06-C-3-2.mp3"
"balay","非常","https://web.klokah.tw/ninew/sound/16/01/06-C-3-3.mp3"
"pongan saku nya ke’ uzi.","牠也聽從我。","https://web.klokah.tw/ninew/sound/16/01/06-B-4.mp3"
"pongan","聽從","https://web.klokah.tw/ninew/sound/16/01/06-C-4-1.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/01/06-C-4-2.mp3"
"nya","[虛]","https://web.klokah.tw/ninew/sound/16/01/06-C-4-3.mp3"
"ke’","話","https://web.klokah.tw/ninew/sound/16/01/06-C-4-4.mp3"
"uzi","也","https://web.klokah.tw/ninew/sound/16/01/06-C-4-5.mp3"
"cyux inu Sinsiy pcbaq/psbaq biru.","老師在哪裡？","https://web.klokah.tw/ninew/sound/16/01/07-B-1.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/01/07-C-1-1.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/16/01/07-C-1-2.mp3"
"Sinsiy pcbaq/psbaq biru","老師","https://web.klokah.tw/ninew/sound/16/01/07-C-1-3.mp3"
"nyux maki sqani.","他在這裡。","https://web.klokah.tw/ninew/sound/16/01/07-B-2.mp3"
"nyux","在","https://web.klokah.tw/ninew/sound/16/01/07-C-2-1.mp3"
"maki","[虛]","https://web.klokah.tw/ninew/sound/16/01/07-C-2-2.mp3"
"sqani","這裡","https://web.klokah.tw/ninew/sound/16/01/07-C-2-3.mp3"
"cyux maki inu qu Enpit su.","你的筆在哪裡？","https://web.klokah.tw/ninew/sound/16/01/07-B-3.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/01/07-C-3-1.mp3"
"maki","[虛]","https://web.klokah.tw/ninew/sound/16/01/07-C-3-2.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/16/01/07-C-3-3.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/01/07-C-3-4.mp3"
"Enpit","筆","https://web.klokah.tw/ninew/sound/16/01/07-C-3-5.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/01/07-C-3-6.mp3"
"nyux sqani qu Enpit maku.","我的筆在這裡。","https://web.klokah.tw/ninew/sound/16/01/07-B-4.mp3"
"nyux","在","https://web.klokah.tw/ninew/sound/16/01/07-C-4-1.mp3"
"sqani","這裡","https://web.klokah.tw/ninew/sound/16/01/07-C-4-2.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/01/07-C-4-3.mp3"
"Enpit","筆","https://web.klokah.tw/ninew/sound/16/01/07-C-4-4.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/01/07-C-4-5.mp3"
"nanu qani hiya.","這是什麼？","https://web.klokah.tw/ninew/sound/16/01/08-B-1.mp3"
"nanu","什麼","https://web.klokah.tw/ninew/sound/16/01/08-C-1-1.mp3"
"qani","這","https://web.klokah.tw/ninew/sound/16/01/08-C-1-2.mp3"
"hiya","它","https://web.klokah.tw/ninew/sound/16/01/08-C-1-3.mp3"
"qani ga Hanray.","這是桌子。","https://web.klokah.tw/ninew/sound/16/01/08-B-2.mp3"
"qani","這","https://web.klokah.tw/ninew/sound/16/01/08-C-2-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/01/08-C-2-2.mp3"
"Hanray","桌子","https://web.klokah.tw/ninew/sound/16/01/08-C-2-3.mp3"
"usuw qu thekan qasa.","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/16/01/08-B-3.mp3"
"usuw","重的","https://web.klokah.tw/ninew/sound/16/01/08-C-3-1.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/01/08-C-3-2.mp3"
"thekan","椅子","https://web.klokah.tw/ninew/sound/16/01/08-C-3-3.mp3"
"qasa","那","https://web.klokah.tw/ninew/sound/16/01/08-C-3-4.mp3"
"aw, usuw balay.","是的，很重。","https://web.klokah.tw/ninew/sound/16/01/08-B-4.mp3"
"aw","是的","https://web.klokah.tw/ninew/sound/16/01/08-C-4-1.mp3"
"usuw","重的","https://web.klokah.tw/ninew/sound/16/01/08-C-4-2.mp3"
"balay","非常","https://web.klokah.tw/ninew/sound/16/01/08-C-4-3.mp3"
"ima qu squliq qasa hiya.","那個人是誰？","https://web.klokah.tw/ninew/sound/16/01/09-B-1.mp3"
"ima","誰","https://web.klokah.tw/ninew/sound/16/01/09-C-1-1.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/01/09-C-1-2.mp3"
"squliq","人","https://web.klokah.tw/ninew/sound/16/01/09-C-1-3.mp3"
"qasa","那","https://web.klokah.tw/ninew/sound/16/01/09-C-1-4.mp3"
"hiya","他","https://web.klokah.tw/ninew/sound/16/01/09-C-1-5.mp3"
"squliq qasa ga yaya maku.","那個人是我的媽媽。","https://web.klokah.tw/ninew/sound/16/01/09-B-2.mp3"
"squliq","人","https://web.klokah.tw/ninew/sound/16/01/09-C-2-1.mp3"
"qasa","那","https://web.klokah.tw/ninew/sound/16/01/09-C-2-2.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/01/09-C-2-3.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/16/01/09-C-2-4.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/01/09-C-2-5.mp3"
"nanu cyux nya pcyuwagun.","她是做什麼工作？","https://web.klokah.tw/ninew/sound/16/01/09-B-3.mp3"
"nanu","什麼","https://web.klokah.tw/ninew/sound/16/01/09-C-3-1.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/01/09-C-3-2.mp3"
"nya","他","https://web.klokah.tw/ninew/sound/16/01/09-C-3-3.mp3"
"pcyuwagun","做的事（工作）","https://web.klokah.tw/ninew/sound/16/01/09-C-3-4.mp3"
"hiya ga cyux m’Kanggox.","她是護士。","https://web.klokah.tw/ninew/sound/16/01/09-B-4.mp3"
"hiya","他","https://web.klokah.tw/ninew/sound/16/01/09-C-4-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/01/09-C-4-2.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/01/09-C-4-3.mp3"
"m’Kanggox","成為護士","https://web.klokah.tw/ninew/sound/16/01/09-C-4-4.mp3"
"cyux ki’an biru qu babaw Hanray brwan qasa.","桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/16/01/10-B-1.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/01/10-C-1-1.mp3"
"ki’an","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-1-2.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/16/01/10-C-1-3.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-1-4.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/16/01/10-C-1-5.mp3"
"Hanray brwan","書桌","https://web.klokah.tw/ninew/sound/16/01/10-C-1-6.mp3"
"qasa","那","https://web.klokah.tw/ninew/sound/16/01/10-C-1-7.mp3"
"cyugal biru cyux maki sa babaw na Hanray brwan.","桌子的上面有三本書。","https://web.klokah.tw/ninew/sound/16/01/10-B-2.mp3"
"cyugal","三","https://web.klokah.tw/ninew/sound/16/01/10-C-2-1.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/16/01/10-C-2-2.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/01/10-C-2-3.mp3"
"maki","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-2-4.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-2-5.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/16/01/10-C-2-6.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-2-7.mp3"
"Hanray brwan","書桌","https://web.klokah.tw/ninew/sound/16/01/10-C-2-8.mp3"
"qutux ga mtalah, sazing ga mqalux.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/16/01/10-B-3.mp3"
"qutux","一","https://web.klokah.tw/ninew/sound/16/01/10-C-3-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-3-2.mp3"
"mtalah","紅色的","https://web.klokah.tw/ninew/sound/16/01/10-C-3-3.mp3"
"sazing","二","https://web.klokah.tw/ninew/sound/16/01/10-C-3-4.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-3-5.mp3"
"mqalux","黑色的","https://web.klokah.tw/ninew/sound/16/01/10-C-3-6.mp3"
"biru ni ima/nima qu mtalah hiya.","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/16/01/10-B-4.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/16/01/10-C-4-1.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-4-2.mp3"
"ima/nima","誰的","https://web.klokah.tw/ninew/sound/16/01/10-C-4-3.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-4-4.mp3"
"mtalah","紅色的","https://web.klokah.tw/ninew/sound/16/01/10-C-4-5.mp3"
"hiya","它","https://web.klokah.tw/ninew/sound/16/01/10-C-4-6.mp3"
"biru mtalah ga biru ni Sinsiy pcbaq/psbaq biru sa.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/16/01/10-B-5.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/16/01/10-C-5-1.mp3"
"mtalah","紅色的","https://web.klokah.tw/ninew/sound/16/01/10-C-5-2.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-5-3.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/16/01/10-C-5-4.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-5-5.mp3"
"Sinsiy pcbaq/psbaq biru","老師","https://web.klokah.tw/ninew/sound/16/01/10-C-5-6.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/16/01/10-C-5-7.mp3"
"magal hi kwara ngasal maku.","我們一家有五個人。","https://web.klokah.tw/ninew/sound/16/02/01-B-1.mp3"
"magal","五","https://web.klokah.tw/ninew/sound/16/02/01-C-1-1.mp3"
"hi","人；身體","https://web.klokah.tw/ninew/sound/16/02/01-C-1-2.mp3"
"kwara","全部","https://web.klokah.tw/ninew/sound/16/02/01-C-1-3.mp3"
"ngasal","家","https://web.klokah.tw/ninew/sound/16/02/01-C-1-4.mp3"
"maku","我們","https://web.klokah.tw/ninew/sound/16/02/01-C-1-5.mp3"
"yaki, yaba, yaya, sswe maku kneril ru kuzing.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/16/02/01-B-2.mp3"
"yaki","祖母","https://web.klokah.tw/ninew/sound/16/02/01-C-2-1.mp3"
"yaba","爸爸","https://web.klokah.tw/ninew/sound/16/02/01-C-2-2.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/16/02/01-C-2-3.mp3"
"sswe maku kneril","我的妹妹","https://web.klokah.tw/ninew/sound/16/02/01-C-2-4.mp3"
"ru","和","https://web.klokah.tw/ninew/sound/16/02/01-C-2-5.mp3"
"kuzing","我（獨立式）","https://web.klokah.tw/ninew/sound/16/02/01-C-2-6.mp3"
"cyux saku mqwas biru pqwasan biru laqi cikuy.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/16/02/01-B-3.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/02/01-C-3-1.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/02/01-C-3-2.mp3"
"mqwas biru","讀書","https://web.klokah.tw/ninew/sound/16/02/01-C-3-3.mp3"
"pqwasan biru laqi cikuy","國民小學","https://web.klokah.tw/ninew/sound/16/02/01-C-3-4.mp3"
"sswe maku kneril ga nyux mqbaq biru uzi.","我的妹妹也是在讀書。","https://web.klokah.tw/ninew/sound/16/02/01-B-4.mp3"
"sswe maku kneril","我的妹妹","https://web.klokah.tw/ninew/sound/16/02/01-C-4-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/16/02/01-C-4-2.mp3"
"nyux","在","https://web.klokah.tw/ninew/sound/16/02/01-C-4-3.mp3"
"mqbaq biru","讀書","https://web.klokah.tw/ninew/sound/16/02/01-C-4-4.mp3"
"uzi","也","https://web.klokah.tw/ninew/sound/16/02/01-C-4-5.mp3"
"cyux maki pqwasan biru yaba ru yaya maku uzi.","我的爸爸和媽媽也在學校。","https://web.klokah.tw/ninew/sound/16/02/01-B-5.mp3"
"cyux","有；在","https://web.klokah.tw/ninew/sound/16/02/01-C-5-1.mp3"
"maki","[虛]","https://web.klokah.tw/ninew/sound/16/02/01-C-5-2.mp3"
"pqwasan biru","學校","https://web.klokah.tw/ninew/sound/16/02/01-C-5-3.mp3"
"yaba","爸爸","https://web.klokah.tw/ninew/sound/16/02/01-C-5-4.mp3"
"ru","和","https://web.klokah.tw/ninew/sound/16/02/01-C-5-5.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/16/02/01-C-5-6.mp3"
"maku","我；我的","https://web.klokah.tw/ninew/sound/16/02/01-C-5-7.mp3"
"uzi","也","https://web.klokah.tw/ninew/sound/16/02/01-C-5-8.mp3"
"aya mziboq su.","媽媽，你早。","https://web.klokah.tw/ninew/sound/16/02/02-B-1.mp3"
"aya","媽媽","https://web.klokah.tw/ninew/sound/16/02/02-C-1-1.mp3"
"mziboq","早","https://web.klokah.tw/ninew/sound/16/02/02-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/02/02-C-1-3.mp3"
"Sayun, mziboq su uzi.","Sayun，你也早。","https://web.klokah.tw/ninew/sound/16/02/02-B-2.mp3"
"Sayun","（人名）","https://web.klokah.tw/ninew/sound/16/02/02-C-2-1.mp3"
"mziboq","早","https://web.klokah.tw/ninew/sound/16/02/02-C-2-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/02/02-C-2-3.mp3"
"uzi","也","https://web.klokah.tw/ninew/sound/16/02/02-C-2-4.mp3"
"uwah, klama ta ha, usa su mqwas biru.","來，我們吃早餐，你要去上學。","https://web.klokah.tw/ninew/sound/16/02/02-B-3.mp3"
"uwah","來","https://web.klokah.tw/ninew/sound/16/02/02-C-3-1.mp3"
"klama","早餐","https://web.klokah.tw/ninew/sound/16/02/02-C-3-2.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/16/02/02-C-3-3.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/16/02/02-C-3-4.mp3"
"usa","去","https://web.klokah.tw/ninew/sound/16/02/02-C-3-5.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/02/02-C-3-6.mp3"
"mqwas biru","讀書","https://web.klokah.tw/ninew/sound/16/02/02-C-3-7.mp3"
"naga saku cikay ha, hala saku mima rqyas ru qba ha.","等我一下，我去洗臉和洗手。","https://web.klokah.tw/ninew/sound/16/02/02-B-4.mp3"
"naga","等","https://web.klokah.tw/ninew/sound/16/02/02-C-4-1.mp3"
"saku","我","https://web.klokah.tw/ninew/sound/16/02/02-C-4-2.mp3"
"cikay","一下","https://web.klokah.tw/ninew/sound/16/02/02-C-4-3.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/16/02/02-C-4-4.mp3"
"hala saku","我去","https://web.klokah.tw/ninew/sound/16/02/02-C-4-5.mp3"
"mima","洗","https://web.klokah.tw/ninew/sound/16/02/02-C-4-6.mp3"
"rqyas","臉","https://web.klokah.tw/ninew/sound/16/02/02-C-4-7.mp3"
"ru","和","https://web.klokah.tw/ninew/sound/16/02/02-C-4-8.mp3"
"qba","手","https://web.klokah.tw/ninew/sound/16/02/02-C-4-9.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/16/02/02-C-4-10.mp3"
"aw, n-gaw misu.","好，我等你。","https://web.klokah.tw/ninew/sound/16/02/02-B-5.mp3"
"aw","是的","https://web.klokah.tw/ninew/sound/16/02/02-C-5-1.mp3"
"n-gaw","等","https://web.klokah.tw/ninew/sound/16/02/02-C-5-2.mp3"
"misu","你","https://web.klokah.tw/ninew/sound/16/02/02-C-5-3.mp3"
"pqutay misu cikay ha, pira kawas su la.","請問你，今年幾歲了？","https://web.klokah.tw/ninew/sound/16/02/03-B-1.mp3"
"pqutay","請問","https://web.klokah.tw/ninew/sound/16/02/03-C-1-1.mp3"
"misu","你","https://web.klokah.tw/ninew/sound/16/02/03-C-1-2.mp3"
"cikay","一下","https://web.klokah.tw/ninew/sound/16/02/03-C-1-3.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/16/02/03-C-1-4.mp3"
"pira","多少","https://web.klokah.tw/ninew/sound/16/02/03-C-1-5.mp3"
"kawas","年齡","https://web.klokah.tw/ninew/sound/16/02/03-C-1-6.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/02/03-C-1-7.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/02/03-C-1-8.mp3"
"mopuw/mawpuw kawas maku la.","我已經十歲了。","https://web.klokah.tw/ninew/sound/16/02/03-B-2.mp3"
"mopuw/mawpuw","十","https://web.klokah.tw/ninew/sound/16/02/03-C-2-1.mp3"
"kawas","年齡","https://web.klokah.tw/ninew/sound/16/02/03-C-2-2.mp3"
"maku","我","https://web.klokah.tw/ninew/sound/16/02/03-C-2-3.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/16/02/03-C-2-4.mp3"
"pira qu qsuyan ki sswe su.","你有幾位兄弟姊妹？","https://web.klokah.tw/ninew/sound/16/02/03-B-3.mp3"
"pira","有幾","https://web.klokah.tw/ninew/sound/16/02/03-C-3-1.mp3"
"qu","[虛]","https://web.klokah.tw/ninew/sound/16/02/03-C-3-2.mp3"
"qsuyan","哥哥，姊姊","https://web.klokah.tw/ninew/sound/16/02/03-C-3-3.mp3"
"ki","和","https://web.klokah.tw/ninew/sound/16/02/03-C-3-4.mp3"
"sswe","弟弟，妹妹","https://web.klokah.tw/ninew/sound/16/02/03-C-3-5.mp3"
"su","你","https://web.klokah.tw/ninew/sound/16/02/03-C-3-6.mp3"
