"Nga’ay ho, singsi?","你好嗎，老師？","https://web.klokah.tw/ninew/sound/25/01/01-B-1.mp3"
"Ci Mayaw ko ngangan nira?","他的名字是Mayaw嗎？","https://web.klokah.tw/ninew/sound/25/01/04-B-3.mp3"
"Ci","[主]","https://web.klokah.tw/ninew/sound/25/01/04-C-3-1.mp3"
"Mayaw","（人名）","https://web.klokah.tw/ninew/sound/25/01/04-C-3-2.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/04-C-3-3.mp3"
"ngangan","名字","https://web.klokah.tw/ninew/sound/25/01/04-C-3-4.mp3"
"nira","他","https://web.klokah.tw/ninew/sound/25/01/04-C-3-5.mp3"
"Caayay, ci Kacaw ko ngangan nira.","不是，他的名字叫Kacaw。","https://web.klokah.tw/ninew/sound/25/01/04-B-4.mp3"
"Caayay","不是","https://web.klokah.tw/ninew/sound/25/01/04-C-4-1.mp3"
"ci","[主]","https://web.klokah.tw/ninew/sound/25/01/04-C-4-2.mp3"
"Kacaw","（人名）","https://web.klokah.tw/ninew/sound/25/01/04-C-4-3.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/04-C-4-4.mp3"
"ngangan","名字","https://web.klokah.tw/ninew/sound/25/01/04-C-4-5.mp3"
"nira","他","https://web.klokah.tw/ninew/sound/25/01/04-C-4-6.mp3"
"O fa’inayan kako.","我是男生。","https://web.klokah.tw/ninew/sound/25/01/05-B-1.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/05-C-1-1.mp3"
"fa’inayan","男生","https://web.klokah.tw/ninew/sound/25/01/05-C-1-2.mp3"
"kako","你","https://web.klokah.tw/ninew/sound/25/01/05-C-1-3.mp3"
"O fafahiyan kami.","我們是女生。","https://web.klokah.tw/ninew/sound/25/01/05-B-2.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/05-C-2-1.mp3"
"fafahiyan","女生","https://web.klokah.tw/ninew/sound/25/01/05-C-2-2.mp3"
"kami","我們","https://web.klokah.tw/ninew/sound/25/01/05-C-2-3.mp3"
"O fa’inayan ci Panay?","Panay是男生嗎？","https://web.klokah.tw/ninew/sound/25/01/05-B-3.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/05-C-3-1.mp3"
"fa’inayan","男生","https://web.klokah.tw/ninew/sound/25/01/05-C-3-2.mp3"
"ci","[主]","https://web.klokah.tw/ninew/sound/25/01/05-C-3-3.mp3"
"Panay","（人名）","https://web.klokah.tw/ninew/sound/25/01/05-C-3-4.mp3"
"Caayay, o fafahiyan cingra.","不是，她是女生。","https://web.klokah.tw/ninew/sound/25/01/05-B-4.mp3"
"Caayay","不是","https://web.klokah.tw/ninew/sound/25/01/05-C-4-1.mp3"
"o","[名]","https://web.klokah.tw/ninew/sound/25/01/05-C-4-2.mp3"
"fafahiyan","女生","https://web.klokah.tw/ninew/sound/25/01/05-C-4-3.mp3"
"cingra","她","https://web.klokah.tw/ninew/sound/25/01/05-C-4-4.mp3"
"Ira ko waco ako.","我有一隻狗。","https://web.klokah.tw/ninew/sound/25/01/06-B-1.mp3"
"Ira","有；在","https://web.klokah.tw/ninew/sound/25/01/06-C-1-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/06-C-1-2.mp3"
"waco","狗","https://web.klokah.tw/ninew/sound/25/01/06-C-1-3.mp3"
"ako","我","https://web.klokah.tw/ninew/sound/25/01/06-C-1-4.mp3"
"O kohetingay ko cengel nira.","牠是黑色的。","https://web.klokah.tw/ninew/sound/25/01/06-B-2.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/06-C-2-1.mp3"
"kohetingay","黑色","https://web.klokah.tw/ninew/sound/25/01/06-C-2-2.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/06-C-2-3.mp3"
"cengel","顏色","https://web.klokah.tw/ninew/sound/25/01/06-C-2-4.mp3"
"nira","牠","https://web.klokah.tw/ninew/sound/25/01/06-C-2-5.mp3"
"Maolah kako i cingraan.","我很喜歡牠。","https://web.klokah.tw/ninew/sound/25/01/06-B-3.mp3"
"Maolah","很喜歡","https://web.klokah.tw/ninew/sound/25/01/06-C-3-1.mp3"
"kako","我","https://web.klokah.tw/ninew/sound/25/01/06-C-3-2.mp3"
"i","[介]","https://web.klokah.tw/ninew/sound/25/01/06-C-3-3.mp3"
"cingraan","牠","https://web.klokah.tw/ninew/sound/25/01/06-C-3-4.mp3"
"Maolah cingra i takowanan.","牠也很喜歡我。","https://web.klokah.tw/ninew/sound/25/01/06-B-4.mp3"
"Maolah","很喜歡","https://web.klokah.tw/ninew/sound/25/01/06-C-4-1.mp3"
"cingra","牠","https://web.klokah.tw/ninew/sound/25/01/06-C-4-2.mp3"
"i","[介]","https://web.klokah.tw/ninew/sound/25/01/06-C-4-3.mp3"
"takowanan","我","https://web.klokah.tw/ninew/sound/25/01/06-C-4-4.mp3"
"Icowa ko singsi iso?","你的老師在哪裡呢？","https://web.klokah.tw/ninew/sound/25/01/07-B-1.mp3"
"Icowa","在哪裡","https://web.klokah.tw/ninew/sound/25/01/07-C-1-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/07-C-1-2.mp3"
"singsi","老師","https://web.klokah.tw/ninew/sound/25/01/07-C-1-3.mp3"
"iso","你，妳（的）","https://web.klokah.tw/ninew/sound/25/01/07-C-1-4.mp3"
"Ira ini cingra.","他在這裡。","https://web.klokah.tw/ninew/sound/25/01/07-B-2.mp3"
"Ira","有；在","https://web.klokah.tw/ninew/sound/25/01/07-C-2-1.mp3"
"ini","這裡","https://web.klokah.tw/ninew/sound/25/01/07-C-2-2.mp3"
"cingra","她","https://web.klokah.tw/ninew/sound/25/01/07-C-2-3.mp3"
"Icowa ko rawang namo?","你們的教室在哪裡？","https://web.klokah.tw/ninew/sound/25/01/07-B-3.mp3"
"Icowa","在哪裡","https://web.klokah.tw/ninew/sound/25/01/07-C-3-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/07-C-3-2.mp3"
"rawang","教室","https://web.klokah.tw/ninew/sound/25/01/07-C-3-3.mp3"
"namo","你們","https://web.klokah.tw/ninew/sound/25/01/07-C-3-4.mp3"
"Iraw ka’amisay a rawang.","在那邊，北邊那一間。","https://web.klokah.tw/ninew/sound/25/01/07-B-4.mp3"
"Iraw","在那邊","https://web.klokah.tw/ninew/sound/25/01/07-C-4-1.mp3"
"ka’amisay","北方向","https://web.klokah.tw/ninew/sound/25/01/07-C-4-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/25/01/07-C-4-3.mp3"
"rawang","間","https://web.klokah.tw/ninew/sound/25/01/07-C-4-4.mp3"
"O maan konian?","這是什麼？","https://web.klokah.tw/ninew/sound/25/01/08-B-1.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/08-C-1-1.mp3"
"maan","什麼","https://web.klokah.tw/ninew/sound/25/01/08-C-1-2.mp3"
"konian","這是","https://web.klokah.tw/ninew/sound/25/01/08-C-1-3.mp3"
"O parad koni, o ’anengan koni.","這是桌子，這是椅子。","https://web.klokah.tw/ninew/sound/25/01/08-B-2.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/08-C-2-1.mp3"
"parad","桌子","https://web.klokah.tw/ninew/sound/25/01/08-C-2-2.mp3"
"koni","這個","https://web.klokah.tw/ninew/sound/25/01/08-C-2-3.mp3"
"o","[名]","https://web.klokah.tw/ninew/sound/25/01/08-C-2-4.mp3"
"’anengan","椅子","https://web.klokah.tw/ninew/sound/25/01/08-C-2-5.mp3"
"koni","這個","https://web.klokah.tw/ninew/sound/25/01/08-C-2-6.mp3"
"Kareteng kora ’anengan?","那個椅子很重嗎？","https://web.klokah.tw/ninew/sound/25/01/08-B-3.mp3"
"Kareteng","很重","https://web.klokah.tw/ninew/sound/25/01/08-C-3-1.mp3"
"kora","那個","https://web.klokah.tw/ninew/sound/25/01/08-C-3-2.mp3"
"’anengan","椅子","https://web.klokah.tw/ninew/sound/25/01/08-C-3-3.mp3"
"Kareteng ko parad, kahemaw ko ’anengan.","桌子很重，椅子很輕。","https://web.klokah.tw/ninew/sound/25/01/08-B-4.mp3"
"Kareteng","重的","https://web.klokah.tw/ninew/sound/25/01/08-C-4-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/08-C-4-2.mp3"
"parad","桌子","https://web.klokah.tw/ninew/sound/25/01/08-C-4-3.mp3"
"kahemaw","輕的","https://web.klokah.tw/ninew/sound/25/01/08-C-4-4.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/08-C-4-5.mp3"
"’anengan","椅子","https://web.klokah.tw/ninew/sound/25/01/08-C-4-6.mp3"
"Cima kora tamdaw?","那個人是誰？","https://web.klokah.tw/ninew/sound/25/01/09-B-1.mp3"
"Cima","是誰","https://web.klokah.tw/ninew/sound/25/01/09-C-1-1.mp3"
"kora","那個","https://web.klokah.tw/ninew/sound/25/01/09-C-1-2.mp3"
"tamdaw","人","https://web.klokah.tw/ninew/sound/25/01/09-C-1-3.mp3"
"O ina ako cingra.","她是我的媽媽。","https://web.klokah.tw/ninew/sound/25/01/09-B-2.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/09-C-2-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/25/01/09-C-2-2.mp3"
"ako","我（的）","https://web.klokah.tw/ninew/sound/25/01/09-C-2-3.mp3"
"cingra","她","https://web.klokah.tw/ninew/sound/25/01/09-C-2-4.mp3"
"Mimanay ko tayal nira?","她做什麼工作？","https://web.klokah.tw/ninew/sound/25/01/09-B-3.mp3"
"Mimanay","做什麼的","https://web.klokah.tw/ninew/sound/25/01/09-C-3-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/09-C-3-2.mp3"
"tayal","工作","https://web.klokah.tw/ninew/sound/25/01/09-C-3-3.mp3"
"nira","她","https://web.klokah.tw/ninew/sound/25/01/09-C-3-4.mp3"
"O malasingsiay cingra.","她是老師。","https://web.klokah.tw/ninew/sound/25/01/09-B-4.mp3"
"O","[名]","https://web.klokah.tw/ninew/sound/25/01/09-C-4-1.mp3"
"malasingsiay","當老師","https://web.klokah.tw/ninew/sound/25/01/09-C-4-2.mp3"
"cingra","她","https://web.klokah.tw/ninew/sound/25/01/09-C-4-3.mp3"
"Icowa mateli iso ko impic?","鉛筆你放在哪裡？","https://web.klokah.tw/ninew/sound/25/01/10-B-1.mp3"
"Icowa","在哪裡","https://web.klokah.tw/ninew/sound/25/01/10-C-1-1.mp3"
"mateli","放置","https://web.klokah.tw/ninew/sound/25/01/10-C-1-2.mp3"
"iso","你","https://web.klokah.tw/ninew/sound/25/01/10-C-1-3.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/01/10-C-1-4.mp3"
"impic","鉛筆","https://web.klokah.tw/ninew/sound/25/01/10-C-1-5.mp3"
"Ira i fafaed no parad mateli ako.","我放置在桌子上面。","https://web.klokah.tw/ninew/sound/25/01/10-B-2.mp3"
"Ira","有","https://web.klokah.tw/ninew/sound/25/01/10-C-2-1.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/25/01/10-C-2-2.mp3"
"fafaed","上面","https://web.klokah.tw/ninew/sound/25/01/10-C-2-3.mp3"
"no","[介]","https://web.klokah.tw/ninew/sound/25/01/10-C-2-4.mp3"
"parad","桌子","https://web.klokah.tw/ninew/sound/25/01/10-C-2-5.mp3"
"mateli","放置","https://web.klokah.tw/ninew/sound/25/01/10-C-2-6.mp3"
"ako","我","https://web.klokah.tw/ninew/sound/25/01/10-C-2-7.mp3"
"Nima kora kahengangay a impic?","紅色鉛筆是誰的？","https://web.klokah.tw/ninew/sound/25/01/10-B-3.mp3"
"Nima","是誰","https://web.klokah.tw/ninew/sound/25/01/10-C-3-1.mp3"
"kora","那個","https://web.klokah.tw/ninew/sound/25/01/10-C-3-2.mp3"
"kahengangay","紅色的","https://web.klokah.tw/ninew/sound/25/01/10-C-3-3.mp3"
"a","[介]","https://web.klokah.tw/ninew/sound/25/01/10-C-3-4.mp3"
"impic","鉛筆","https://web.klokah.tw/ninew/sound/25/01/10-C-3-5.mp3"
"No singsiay kora kahengangay a impic.","紅色鉛筆是老師的。","https://web.klokah.tw/ninew/sound/25/01/10-B-4.mp3"
"No","[屬]","https://web.klokah.tw/ninew/sound/25/01/10-C-4-1.mp3"
"singsiay","老師的","https://web.klokah.tw/ninew/sound/25/01/10-C-4-2.mp3"
"kora","那個","https://web.klokah.tw/ninew/sound/25/01/10-C-4-3.mp3"
"kahengangay","紅色的","https://web.klokah.tw/ninew/sound/25/01/10-C-4-4.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/25/01/10-C-4-5.mp3"
"impic","鉛筆","https://web.klokah.tw/ninew/sound/25/01/10-C-4-6.mp3"
"Lalima ko paro no loma’ niyam.","我們的家有五個人。","https://web.klokah.tw/ninew/sound/25/02/01-B-1.mp3"
"Lalima","五","https://web.klokah.tw/ninew/sound/25/02/01-C-1-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/01-C-1-2.mp3"
"paro","成員","https://web.klokah.tw/ninew/sound/25/02/01-C-1-3.mp3"
"no","[屬]","https://web.klokah.tw/ninew/sound/25/02/01-C-1-4.mp3"
"loma’","家","https://web.klokah.tw/ninew/sound/25/02/01-C-1-5.mp3"
"niyam","我們（的）","https://web.klokah.tw/ninew/sound/25/02/01-C-1-6.mp3"
"Ira ko ama, o mama, o ina ato fafahiyan a safa ako.","有祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/25/02/01-B-2.mp3"
"Ira","有","https://web.klokah.tw/ninew/sound/25/02/01-C-2-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/01-C-2-2.mp3"
"ama","祖母","https://web.klokah.tw/ninew/sound/25/02/01-C-2-3.mp3"
"o","[名]","https://web.klokah.tw/ninew/sound/25/02/01-C-2-4.mp3"
"mama","爸爸","https://web.klokah.tw/ninew/sound/25/02/01-C-2-5.mp3"
"o","[名]","https://web.klokah.tw/ninew/sound/25/02/01-C-2-6.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/25/02/01-C-2-7.mp3"
"ato","和","https://web.klokah.tw/ninew/sound/25/02/01-C-2-8.mp3"
"fafahiyan","女人","https://web.klokah.tw/ninew/sound/25/02/01-C-2-9.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/25/02/01-C-2-10.mp3"
"safa","妹妹","https://web.klokah.tw/ninew/sound/25/02/01-C-2-11.mp3"
"ako","我","https://web.klokah.tw/ninew/sound/25/02/01-C-2-12.mp3"
"Mitilid kako i kosiyaw pitilidan.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/25/02/01-B-3.mp3"
"Mitilid","讀書","https://web.klokah.tw/ninew/sound/25/02/01-C-3-1.mp3"
"kako","我","https://web.klokah.tw/ninew/sound/25/02/01-C-3-2.mp3"
"i","[介]","https://web.klokah.tw/ninew/sound/25/02/01-C-3-3.mp3"
"kosiyaw","國小","https://web.klokah.tw/ninew/sound/25/02/01-C-3-4.mp3"
"pitilidan","學校","https://web.klokah.tw/ninew/sound/25/02/01-C-3-5.mp3"
"Mitilid i yociyen ko fafahiyan a safa ako.","我的妹妹在幼稚園讀書。","https://web.klokah.tw/ninew/sound/25/02/01-B-4.mp3"
"Mitilid","讀書","https://web.klokah.tw/ninew/sound/25/02/01-C-4-1.mp3"
"i","[介]","https://web.klokah.tw/ninew/sound/25/02/01-C-4-2.mp3"
"yociyen","幼稚園","https://web.klokah.tw/ninew/sound/25/02/01-C-4-3.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/01-C-4-4.mp3"
"fafahiyan","女人","https://web.klokah.tw/ninew/sound/25/02/01-C-4-5.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/25/02/01-C-4-6.mp3"
"safa","妹妹","https://web.klokah.tw/ninew/sound/25/02/01-C-4-7.mp3"
"ako","我","https://web.klokah.tw/ninew/sound/25/02/01-C-4-8.mp3"
"Calaw kalomowad to maranam.","Calaw起床吃早餐了。","https://web.klokah.tw/ninew/sound/25/02/02-B-1.mp3"
"Calaw","（人名）","https://web.klokah.tw/ninew/sound/25/02/02-C-1-1.mp3"
"kalomowad","起床","https://web.klokah.tw/ninew/sound/25/02/02-C-1-2.mp3"
"to","了","https://web.klokah.tw/ninew/sound/25/02/02-C-1-3.mp3"
"maranam","早餐","https://web.klokah.tw/ninew/sound/25/02/02-C-1-4.mp3"
"Aka ho, malali’op ho kako.","等一下，我去洗臉一下。","https://web.klokah.tw/ninew/sound/25/02/02-B-2.mp3"
"Aka","不","https://web.klokah.tw/ninew/sound/25/02/02-C-2-1.mp3"
"ho","[助]","https://web.klokah.tw/ninew/sound/25/02/02-C-2-2.mp3"
"malali’op","洗臉","https://web.klokah.tw/ninew/sound/25/02/02-C-2-3.mp3"
"ho","[助]","https://web.klokah.tw/ninew/sound/25/02/02-C-2-4.mp3"
"kako","我","https://web.klokah.tw/ninew/sound/25/02/02-C-2-5.mp3"
"Harakaten, maapacaw to mitilid.","快一點，上學遲到了。","https://web.klokah.tw/ninew/sound/25/02/02-B-3.mp3"
"Harakaten","快一點","https://web.klokah.tw/ninew/sound/25/02/02-C-3-1.mp3"
"maapacaw","遲到","https://web.klokah.tw/ninew/sound/25/02/02-C-3-2.mp3"
"to","了","https://web.klokah.tw/ninew/sound/25/02/02-C-3-3.mp3"
"mitilid","上學","https://web.klokah.tw/ninew/sound/25/02/02-C-3-4.mp3"
"Hai, mafana’ to kako.","好的，我知道。","https://web.klokah.tw/ninew/sound/25/02/02-B-4.mp3"
"Hai","好的","https://web.klokah.tw/ninew/sound/25/02/02-C-4-1.mp3"
"mafana’","知道","https://web.klokah.tw/ninew/sound/25/02/02-C-4-2.mp3"
"to","了","https://web.klokah.tw/ninew/sound/25/02/02-C-4-3.mp3"
"kako","我","https://web.klokah.tw/ninew/sound/25/02/02-C-4-4.mp3"
"Pina to ko mihecaan iso?","請問，你今年幾歲？","https://web.klokah.tw/ninew/sound/25/02/03-B-1.mp3"
"Pina","多少","https://web.klokah.tw/ninew/sound/25/02/03-C-1-1.mp3"
"to","了","https://web.klokah.tw/ninew/sound/25/02/03-C-1-2.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/03-C-1-3.mp3"
"mihecaan","年齡","https://web.klokah.tw/ninew/sound/25/02/03-C-1-4.mp3"
"iso","你，妳（的）","https://web.klokah.tw/ninew/sound/25/02/03-C-1-5.mp3"
"Mo^etep to ko mihecaan ako.","我今年十歲。","https://web.klokah.tw/ninew/sound/25/02/03-B-2.mp3"
"Mo^etep","十","https://web.klokah.tw/ninew/sound/25/02/03-C-2-1.mp3"
"to","了","https://web.klokah.tw/ninew/sound/25/02/03-C-2-2.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/03-C-2-3.mp3"
"mihecaan","歲","https://web.klokah.tw/ninew/sound/25/02/03-C-2-4.mp3"
"ako","我","https://web.klokah.tw/ninew/sound/25/02/03-C-2-5.mp3"
"Papina kamo malakaka?","你有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/25/02/03-B-3.mp3"
"Papina","多少","https://web.klokah.tw/ninew/sound/25/02/03-C-3-1.mp3"
"kamo","你們，妳們","https://web.klokah.tw/ninew/sound/25/02/03-C-3-2.mp3"
"malakaka","兄弟姊妹","https://web.klokah.tw/ninew/sound/25/02/03-C-3-3.mp3"
"Tatosa ko kaka ako to fa’inayan, cecay ko safa ako to fafahiyan.","我有兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/25/02/03-B-4.mp3"
"Tatosa","二個","https://web.klokah.tw/ninew/sound/25/02/03-C-4-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/03-C-4-2.mp3"
"kaka","哥哥","https://web.klokah.tw/ninew/sound/25/02/03-C-4-3.mp3"
"ako","我的","https://web.klokah.tw/ninew/sound/25/02/03-C-4-4.mp3"
"to","[受]","https://web.klokah.tw/ninew/sound/25/02/03-C-4-5.mp3"
"fa’inayan","男的","https://web.klokah.tw/ninew/sound/25/02/03-C-4-6.mp3"
"cecay","一","https://web.klokah.tw/ninew/sound/25/02/03-C-4-7.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/03-C-4-8.mp3"
"safa","弟弟，妹妹","https://web.klokah.tw/ninew/sound/25/02/03-C-4-9.mp3"
"ako","我的","https://web.klokah.tw/ninew/sound/25/02/03-C-4-10.mp3"
"to","[受]","https://web.klokah.tw/ninew/sound/25/02/03-C-4-11.mp3"
"fafahiyan","女的","https://web.klokah.tw/ninew/sound/25/02/03-C-4-12.mp3"
"Pina to ko mihecaan no safa iso?","你的妹妹幾歲了？","https://web.klokah.tw/ninew/sound/25/02/03-B-5.mp3"
"Pina","多少","https://web.klokah.tw/ninew/sound/25/02/03-C-5-1.mp3"
"to","了","https://web.klokah.tw/ninew/sound/25/02/03-C-5-2.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/03-C-5-3.mp3"
"mihecaan","年齡","https://web.klokah.tw/ninew/sound/25/02/03-C-5-4.mp3"
"no","[屬]","https://web.klokah.tw/ninew/sound/25/02/03-C-5-5.mp3"
"safa","妹妹，弟弟","https://web.klokah.tw/ninew/sound/25/02/03-C-5-6.mp3"
"iso","你，妳（的）","https://web.klokah.tw/ninew/sound/25/02/03-C-5-7.mp3"
"^Enem ko mihecaan no safa ako.","我的妹妹六歲。","https://web.klokah.tw/ninew/sound/25/02/03-B-6.mp3"
"^Enem","六","https://web.klokah.tw/ninew/sound/25/02/03-C-6-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/03-C-6-2.mp3"
"mihecaan","歲","https://web.klokah.tw/ninew/sound/25/02/03-C-6-3.mp3"
"no","[屬]","https://web.klokah.tw/ninew/sound/25/02/03-C-6-4.mp3"
"safa","妹妹，弟弟","https://web.klokah.tw/ninew/sound/25/02/03-C-6-5.mp3"
"ako","我（的）","https://web.klokah.tw/ninew/sound/25/02/03-C-6-6.mp3"
"Icowa ko loma’ iso?","你的家在哪裡？","https://web.klokah.tw/ninew/sound/25/02/04-B-1.mp3"
"Icowa","在哪裡","https://web.klokah.tw/ninew/sound/25/02/04-C-1-1.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/04-C-1-2.mp3"
"loma’","家","https://web.klokah.tw/ninew/sound/25/02/04-C-1-3.mp3"
"iso","你，妳（的）","https://web.klokah.tw/ninew/sound/25/02/04-C-1-4.mp3"
"I satimolan no fanaw ko loma’ ako.","我的家在魚池的南邊。","https://web.klokah.tw/ninew/sound/25/02/04-B-2.mp3"
"I","[介]","https://web.klokah.tw/ninew/sound/25/02/04-C-2-1.mp3"
"satimolan","南邊","https://web.klokah.tw/ninew/sound/25/02/04-C-2-2.mp3"
"no","[屬]","https://web.klokah.tw/ninew/sound/25/02/04-C-2-3.mp3"
"fanaw","池","https://web.klokah.tw/ninew/sound/25/02/04-C-2-4.mp3"
"ko","[主]","https://web.klokah.tw/ninew/sound/25/02/04-C-2-5.mp3"
"loma’","家","https://web.klokah.tw/ninew/sound/25/02/04-C-2-6.mp3"
"ako","我（的）","https://web.klokah.tw/ninew/sound/25/02/04-C-2-7.mp3"
"I ngata no pitilidan ko loma’ iso?","你的家在學校附近嗎？","https://web.klokah.tw/ninew/sound/25/02/04-B-3.mp3"
"I","[介]","https://web.klokah.tw/ninew/sound/25/02/04-C-3-1.mp3"
