"Kapah haw kisu, pasevana’ay?","你好嗎，老師？","https://web.klokah.tw/ninew/sound/24/01/01-B-1.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/02-C-3-1.mp3"
"micudaday","學生","https://web.klokah.tw/ninew/sound/24/01/02-C-3-2.mp3"
"haw","嗎","https://web.klokah.tw/ninew/sound/24/01/02-C-3-3.mp3"
"cira","他，她","https://web.klokah.tw/ninew/sound/24/01/02-C-3-4.mp3"
"Ca’ay, u pasuvana’ay cira.","不是，他是老師。","https://web.klokah.tw/ninew/sound/24/01/02-B-4.mp3"
"Ca’ay","不是","https://web.klokah.tw/ninew/sound/24/01/02-C-4-1.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/24/01/02-C-4-2.mp3"
"pasuvana’ay","老師","https://web.klokah.tw/ninew/sound/24/01/02-C-4-3.mp3"
"cira","他，她","https://web.klokah.tw/ninew/sound/24/01/02-C-4-4.mp3"
"Katemireng!","請起立！","https://web.klokah.tw/ninew/sound/24/01/03-B-1.mp3"
"Katemireng","請起立","https://web.klokah.tw/ninew/sound/24/01/03-C-1-1.mp3"
"Kamaru’ !","請坐下！","https://web.klokah.tw/ninew/sound/24/01/03-B-2.mp3"
"Kamaru’","請坐下","https://web.klokah.tw/ninew/sound/24/01/03-C-2-1.mp3"
"Kasemuwal!","請說！","https://web.klokah.tw/ninew/sound/24/01/03-B-3.mp3"
"Kasemuwal","請說","https://web.klokah.tw/ninew/sound/24/01/03-C-3-1.mp3"
"Tengilen!","請聽！","https://web.klokah.tw/ninew/sound/24/01/03-B-4.mp3"
"Tengilen","請聽","https://web.klokah.tw/ninew/sound/24/01/03-C-4-1.mp3"
"Cima kisu?","你是誰？","https://web.klokah.tw/ninew/sound/24/01/04-B-1.mp3"
"Cima","誰","https://web.klokah.tw/ninew/sound/24/01/04-C-1-1.mp3"
"kisu","你，妳","https://web.klokah.tw/ninew/sound/24/01/04-C-1-2.mp3"
"Ci Tumay kaku.","我是Tumay。","https://web.klokah.tw/ninew/sound/24/01/04-B-2.mp3"
"Ci","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-2-1.mp3"
"Tumay","（人名）","https://web.klokah.tw/ninew/sound/24/01/04-C-2-2.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/24/01/04-C-2-3.mp3"
"Ci Mayaw haw ku ngangan nu nira?","他的名字是Mayaw嗎？","https://web.klokah.tw/ninew/sound/24/01/04-B-3.mp3"
"Ci","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-3-1.mp3"
"Mayaw","（人名）","https://web.klokah.tw/ninew/sound/24/01/04-C-3-2.mp3"
"haw","嗎","https://web.klokah.tw/ninew/sound/24/01/04-C-3-3.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-3-4.mp3"
"ngangan","名字","https://web.klokah.tw/ninew/sound/24/01/04-C-3-5.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-3-6.mp3"
"nira","他，她（的）","https://web.klokah.tw/ninew/sound/24/01/04-C-3-7.mp3"
"Ca’ay, ca’ay ka ci Mayaw cira, ci Kacaw ku ngangan nu nira.","不，他不是Mayaw，他的名字是Kacaw。","https://web.klokah.tw/ninew/sound/24/01/04-B-4.mp3"
"Ca’ay","不是","https://web.klokah.tw/ninew/sound/24/01/04-C-4-1.mp3"
"ca’ay","不是","https://web.klokah.tw/ninew/sound/24/01/04-C-4-2.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-4-3.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-4-4.mp3"
"Mayaw","（人名）","https://web.klokah.tw/ninew/sound/24/01/04-C-4-5.mp3"
"cira","他，她","https://web.klokah.tw/ninew/sound/24/01/04-C-4-6.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-4-7.mp3"
"Kacaw","（人名）","https://web.klokah.tw/ninew/sound/24/01/04-C-4-8.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-4-9.mp3"
"ngangan","名字","https://web.klokah.tw/ninew/sound/24/01/04-C-4-10.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/04-C-4-11.mp3"
"nira","他，她","https://web.klokah.tw/ninew/sound/24/01/04-C-4-12.mp3"
"U vava’inay kisu.","你是男生。","https://web.klokah.tw/ninew/sound/24/01/05-B-1.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/05-C-1-1.mp3"
"vava’inay","男生","https://web.klokah.tw/ninew/sound/24/01/05-C-1-2.mp3"
"kisu","你，妳","https://web.klokah.tw/ninew/sound/24/01/05-C-1-3.mp3"
"U vavahi kami.","我們是女生。","https://web.klokah.tw/ninew/sound/24/01/05-B-2.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/05-C-2-1.mp3"
"vavahi","女生","https://web.klokah.tw/ninew/sound/24/01/05-C-2-2.mp3"
"kami","我們","https://web.klokah.tw/ninew/sound/24/01/05-C-2-3.mp3"
"U vava’inay haw ci Panay?","Panay是男生嗎？","https://web.klokah.tw/ninew/sound/24/01/05-B-3.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/05-C-3-1.mp3"
"vava’inay","男生","https://web.klokah.tw/ninew/sound/24/01/05-C-3-2.mp3"
"haw","嗎","https://web.klokah.tw/ninew/sound/24/01/05-C-3-3.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/24/01/05-C-3-4.mp3"
"Panay","人名（語意為「稻米」）","https://web.klokah.tw/ninew/sound/24/01/05-C-3-5.mp3"
"Ca’ay, u vavahi cira.","不，她是女生。","https://web.klokah.tw/ninew/sound/24/01/05-B-4.mp3"
"Ca’ay","不是","https://web.klokah.tw/ninew/sound/24/01/05-C-4-1.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/24/01/05-C-4-2.mp3"
"vavahi","女生","https://web.klokah.tw/ninew/sound/24/01/05-C-4-3.mp3"
"cira","他，她","https://web.klokah.tw/ninew/sound/24/01/05-C-4-4.mp3"
"Cacay ku wacu nu maku.","我有一隻狗。","https://web.klokah.tw/ninew/sound/24/01/06-B-1.mp3"
"Cacay","一","https://web.klokah.tw/ninew/sound/24/01/06-C-1-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/06-C-1-2.mp3"
"wacu","狗","https://web.klokah.tw/ninew/sound/24/01/06-C-1-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/06-C-1-4.mp3"
"maku","我（的）","https://web.klokah.tw/ninew/sound/24/01/06-C-1-5.mp3"
"U muhetingay ku wacu nu maku.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/24/01/06-B-2.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/06-C-2-1.mp3"
"muhetingay","黑色的","https://web.klokah.tw/ninew/sound/24/01/06-C-2-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/06-C-2-3.mp3"
"wacu","狗","https://web.klokah.tw/ninew/sound/24/01/06-C-2-4.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/06-C-2-5.mp3"
"maku","我（的）","https://web.klokah.tw/ninew/sound/24/01/06-C-2-6.mp3"
"Ma’ulah kaku i ciraanan.","我喜歡牠。","https://web.klokah.tw/ninew/sound/24/01/06-B-3.mp3"
"Ma’ulah","喜歡","https://web.klokah.tw/ninew/sound/24/01/06-C-3-1.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/24/01/06-C-3-2.mp3"
"i","[虛]指對象","https://web.klokah.tw/ninew/sound/24/01/06-C-3-3.mp3"
"ciraanan","[受]牠","https://web.klokah.tw/ninew/sound/24/01/06-C-3-4.mp3"
"Ma’ulahtu cira i takuwanan.","牠也喜歡我。","https://web.klokah.tw/ninew/sound/24/01/06-B-4.mp3"
"Ma’ulahtu","喜歡","https://web.klokah.tw/ninew/sound/24/01/06-C-4-1.mp3"
"cira","牠","https://web.klokah.tw/ninew/sound/24/01/06-C-4-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/24/01/06-C-4-3.mp3"
"takuwanan","[受]我","https://web.klokah.tw/ninew/sound/24/01/06-C-4-4.mp3"
"Icuwa ku pasuvana’ay nu misu?","你的老師在哪裡呢？","https://web.klokah.tw/ninew/sound/24/01/07-B-1.mp3"
"Icuwa","在哪裡","https://web.klokah.tw/ninew/sound/24/01/07-C-1-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/07-C-1-2.mp3"
"pasuvana’ay","老師","https://web.klokah.tw/ninew/sound/24/01/07-C-1-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/07-C-1-4.mp3"
"misu","你，妳（的）","https://web.klokah.tw/ninew/sound/24/01/07-C-1-5.mp3"
"Ini cira.","他在這裡。","https://web.klokah.tw/ninew/sound/24/01/07-B-2.mp3"
"Ini","這裡","https://web.klokah.tw/ninew/sound/24/01/07-C-2-1.mp3"
"cira","他，她","https://web.klokah.tw/ninew/sound/24/01/07-C-2-2.mp3"
"Icuwa ku sapisurit nu misu?","你的鉛筆在哪裡呢？","https://web.klokah.tw/ninew/sound/24/01/07-B-3.mp3"
"Icuwa","在哪裡","https://web.klokah.tw/ninew/sound/24/01/07-C-3-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/07-C-3-2.mp3"
"sapisurit","鉛筆","https://web.klokah.tw/ninew/sound/24/01/07-C-3-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/07-C-3-4.mp3"
"misu","你，妳（的）","https://web.klokah.tw/ninew/sound/24/01/07-C-3-5.mp3"
"Ira itila ku sapisurit nu maku.","我的鉛筆在那邊。","https://web.klokah.tw/ninew/sound/24/01/07-B-4.mp3"
"Ira","有","https://web.klokah.tw/ninew/sound/24/01/07-C-4-1.mp3"
"itila","在那裡","https://web.klokah.tw/ninew/sound/24/01/07-C-4-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/07-C-4-3.mp3"
"sapisurit","鉛筆","https://web.klokah.tw/ninew/sound/24/01/07-C-4-4.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/07-C-4-5.mp3"
"maku","我（的）","https://web.klokah.tw/ninew/sound/24/01/07-C-4-6.mp3"
"U ma’an kiniyan?","這是什麼？","https://web.klokah.tw/ninew/sound/24/01/08-B-1.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/08-C-1-1.mp3"
"ma’an","什麼","https://web.klokah.tw/ninew/sound/24/01/08-C-1-2.mp3"
"kiniyan","這","https://web.klokah.tw/ninew/sound/24/01/08-C-1-3.mp3"
"U sapad kiniyan.","這是桌子。","https://web.klokah.tw/ninew/sound/24/01/08-B-2.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/08-C-2-1.mp3"
"sapad","桌子","https://web.klokah.tw/ninew/sound/24/01/08-C-2-2.mp3"
"kiniyan","這","https://web.klokah.tw/ninew/sound/24/01/08-C-2-3.mp3"
"Vaeket haw kira’an a ’elun?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/24/01/08-B-3.mp3"
"Vaeket","重的","https://web.klokah.tw/ninew/sound/24/01/08-C-3-1.mp3"
"haw","[嗎]","https://web.klokah.tw/ninew/sound/24/01/08-C-3-2.mp3"
"kira’an","那個","https://web.klokah.tw/ninew/sound/24/01/08-C-3-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/24/01/08-C-3-4.mp3"
"’elun","椅子","https://web.klokah.tw/ninew/sound/24/01/08-C-3-5.mp3"
"Hay, va’e:ket.","是的，很重。","https://web.klokah.tw/ninew/sound/24/01/08-B-4.mp3"
"Hay","是的","https://web.klokah.tw/ninew/sound/24/01/08-C-4-1.mp3"
"va’e:ket","很重","https://web.klokah.tw/ninew/sound/24/01/08-C-4-2.mp3"
"Cima kira tamedaw?","那個人是誰呢？","https://web.klokah.tw/ninew/sound/24/01/09-B-1.mp3"
"Cima","誰","https://web.klokah.tw/ninew/sound/24/01/09-C-1-1.mp3"
"kira","那","https://web.klokah.tw/ninew/sound/24/01/09-C-1-2.mp3"
"tamedaw","人","https://web.klokah.tw/ninew/sound/24/01/09-C-1-3.mp3"
"U wina nu maku cira.","他是我的媽媽。","https://web.klokah.tw/ninew/sound/24/01/09-B-2.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/09-C-2-1.mp3"
"wina","媽媽","https://web.klokah.tw/ninew/sound/24/01/09-C-2-2.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/09-C-2-3.mp3"
"maku","我（的）","https://web.klokah.tw/ninew/sound/24/01/09-C-2-4.mp3"
"cira","他，她","https://web.klokah.tw/ninew/sound/24/01/09-C-2-5.mp3"
"U mimaanay ku demak nu nira?","她是做什麼工作的？","https://web.klokah.tw/ninew/sound/24/01/09-B-3.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/09-C-3-1.mp3"
"mimaanay","做什麼","https://web.klokah.tw/ninew/sound/24/01/09-C-3-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/09-C-3-3.mp3"
"demak","工作","https://web.klokah.tw/ninew/sound/24/01/09-C-3-4.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/09-C-3-5.mp3"
"nira","他，她（的）","https://web.klokah.tw/ninew/sound/24/01/09-C-3-6.mp3"
"U hu-su cira.","她是護士。","https://web.klokah.tw/ninew/sound/24/01/09-B-4.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/09-C-4-1.mp3"
"hu-su","護士","https://web.klokah.tw/ninew/sound/24/01/09-C-4-2.mp3"
"cira","他，她","https://web.klokah.tw/ninew/sound/24/01/09-C-4-3.mp3"
"Ira haw ku cudad i kudul nu sapad?","桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/24/01/10-B-1.mp3"
"Ira","有","https://web.klokah.tw/ninew/sound/24/01/10-C-1-1.mp3"
"haw","嗎","https://web.klokah.tw/ninew/sound/24/01/10-C-1-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-1-3.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/24/01/10-C-1-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-1-5.mp3"
"kudul","上面","https://web.klokah.tw/ninew/sound/24/01/10-C-1-6.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-1-7.mp3"
"sapad","桌子","https://web.klokah.tw/ninew/sound/24/01/10-C-1-8.mp3"
"Hay, tulu ku cudad i kudul nu sapad.","桌子的上面有三本書。","https://web.klokah.tw/ninew/sound/24/01/10-B-2.mp3"
"Hay","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-2-1.mp3"
"tulu","三","https://web.klokah.tw/ninew/sound/24/01/10-C-2-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-2-3.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/24/01/10-C-2-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-2-5.mp3"
"kudul","上面","https://web.klokah.tw/ninew/sound/24/01/10-C-2-6.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-2-7.mp3"
"sapad","桌子","https://web.klokah.tw/ninew/sound/24/01/10-C-2-8.mp3"
"Cacay ku lahengangay, tusa ku muhetingay.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/24/01/10-B-3.mp3"
"Cacay","一","https://web.klokah.tw/ninew/sound/24/01/10-C-3-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-3-2.mp3"
"lahengangay","紅色的","https://web.klokah.tw/ninew/sound/24/01/10-C-3-3.mp3"
"tusa","二","https://web.klokah.tw/ninew/sound/24/01/10-C-3-4.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-3-5.mp3"
"muhetingay","黑色的","https://web.klokah.tw/ninew/sound/24/01/10-C-3-6.mp3"
"U nima kira lahengangay a cudad?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/24/01/10-B-4.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-4-1.mp3"
"nima","誰的","https://web.klokah.tw/ninew/sound/24/01/10-C-4-2.mp3"
"kira","那","https://web.klokah.tw/ninew/sound/24/01/10-C-4-3.mp3"
"lahengangay","紅色的","https://web.klokah.tw/ninew/sound/24/01/10-C-4-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-4-5.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/24/01/10-C-4-6.mp3"
"U nu pasevana’ay kira lahengangay a cudad.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/24/01/10-B-5.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-5-1.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-5-2.mp3"
"pasevana’ay","老師的","https://web.klokah.tw/ninew/sound/24/01/10-C-5-3.mp3"
"kira","那","https://web.klokah.tw/ninew/sound/24/01/10-C-5-4.mp3"
"lahengangay","紅色的","https://web.klokah.tw/ninew/sound/24/01/10-C-5-5.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/24/01/10-C-5-6.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/24/01/10-C-5-7.mp3"
"Lalima ku tamedaw nu luma’ nu niyam.","我們家有五個人。","https://web.klokah.tw/ninew/sound/24/02/01-B-1.mp3"
"Lalima","五","https://web.klokah.tw/ninew/sound/24/02/01-C-1-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-1-2.mp3"
"tamedaw","人","https://web.klokah.tw/ninew/sound/24/02/01-C-1-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-1-4.mp3"
"luma’","家","https://web.klokah.tw/ninew/sound/24/02/01-C-1-5.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-1-6.mp3"
"niyam","我們（的）","https://web.klokah.tw/ninew/sound/24/02/01-C-1-7.mp3"
"U vayi, u wama, u wina, u vavahiyan a sava atu kaku.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/24/02/01-B-2.mp3"
"U","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-2-1.mp3"
"vayi","祖母","https://web.klokah.tw/ninew/sound/24/02/01-C-2-2.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-2-3.mp3"
"wama","爸爸","https://web.klokah.tw/ninew/sound/24/02/01-C-2-4.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-2-5.mp3"
"wina","媽媽","https://web.klokah.tw/ninew/sound/24/02/01-C-2-6.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-2-7.mp3"
"vavahiyan a sava","妹妹","https://web.klokah.tw/ninew/sound/24/02/01-C-2-8.mp3"
"atu","和","https://web.klokah.tw/ninew/sound/24/02/01-C-2-9.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/24/02/01-C-2-10.mp3"
"Micudad kaku i cacudadan.","我在學校讀書。","https://web.klokah.tw/ninew/sound/24/02/01-B-3.mp3"
"Micudad","讀書","https://web.klokah.tw/ninew/sound/24/02/01-C-3-1.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/24/02/01-C-3-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-3-3.mp3"
"cacudadan","學校","https://web.klokah.tw/ninew/sound/24/02/01-C-3-4.mp3"
"Micudad ku vavahiyan a sava nu maku i yu-ci-ing.","我的妹妹在幼稚園讀書。","https://web.klokah.tw/ninew/sound/24/02/01-B-4.mp3"
"Micudad","讀書","https://web.klokah.tw/ninew/sound/24/02/01-C-4-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-4-2.mp3"
"vavahiyan a sava nu maku","我的妹妹","https://web.klokah.tw/ninew/sound/24/02/01-C-4-3.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/24/02/01-C-4-4.mp3"
"yu-ci-ing","幼稚園","https://web.klokah.tw/ninew/sound/24/02/01-C-4-5.mp3"
"Maratar kisu haw, ina.","媽媽，早安。","https://web.klokah.tw/ninew/sound/24/02/02-B-1.mp3"
"Maratar","早安","https://web.klokah.tw/ninew/sound/24/02/02-C-1-1.mp3"
"kisu","你，妳","https://web.klokah.tw/ninew/sound/24/02/02-C-1-2.mp3"
"haw","嗎","https://web.klokah.tw/ninew/sound/24/02/02-C-1-3.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/24/02/02-C-1-4.mp3"
"Maratar kisu haw, Payu, katikati, maranamatu.","Payu早安，來來，吃早餐了。","https://web.klokah.tw/ninew/sound/24/02/02-B-2.mp3"
"Maratar","早安","https://web.klokah.tw/ninew/sound/24/02/02-C-2-1.mp3"
"kisu","你","https://web.klokah.tw/ninew/sound/24/02/02-C-2-2.mp3"
"haw","嗎","https://web.klokah.tw/ninew/sound/24/02/02-C-2-3.mp3"
"Payu","人名","https://web.klokah.tw/ninew/sound/24/02/02-C-2-4.mp3"
"katikati","來來","https://web.klokah.tw/ninew/sound/24/02/02-C-2-5.mp3"
"maranamatu","吃早餐","https://web.klokah.tw/ninew/sound/24/02/02-C-2-6.mp3"
"Sanitu, misulac hen kaku tu wadis.","等一下，我先刷牙。","https://web.klokah.tw/ninew/sound/24/02/02-B-3.mp3"
"Sanitu","等一下","https://web.klokah.tw/ninew/sound/24/02/02-C-3-1.mp3"
"misulac","洗（刷）","https://web.klokah.tw/ninew/sound/24/02/02-C-3-2.mp3"
"hen","[虛]","https://web.klokah.tw/ninew/sound/24/02/02-C-3-3.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/24/02/02-C-3-4.mp3"
"tu","[虛]","https://web.klokah.tw/ninew/sound/24/02/02-C-3-5.mp3"
"wadis","牙齒","https://web.klokah.tw/ninew/sound/24/02/02-C-3-6.mp3"
"Kalalu’uptu kisu!","你要洗臉喔！","https://web.klokah.tw/ninew/sound/24/02/02-B-4.mp3"
"Kalalu’uptu","要洗臉喔","https://web.klokah.tw/ninew/sound/24/02/02-C-4-1.mp3"
"kisu","你","https://web.klokah.tw/ninew/sound/24/02/02-C-4-2.mp3"
"Hay, ina.","好的，媽媽。","https://web.klokah.tw/ninew/sound/24/02/02-B-5.mp3"
"Hay","是的","https://web.klokah.tw/ninew/sound/24/02/02-C-5-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/24/02/02-C-5-2.mp3"
"Pinatu ku miheca’an nu misu?","請問，你今年幾歲了？","https://web.klokah.tw/ninew/sound/24/02/03-B-1.mp3"
"Pinatu","多少","https://web.klokah.tw/ninew/sound/24/02/03-C-1-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/02/03-C-1-2.mp3"
"miheca’an","年齡","https://web.klokah.tw/ninew/sound/24/02/03-C-1-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/02/03-C-1-4.mp3"
"misu","你，妳（的）","https://web.klokah.tw/ninew/sound/24/02/03-C-1-5.mp3"
"Muketeptu ku miheca’an nu maku.","我今年十歲了。","https://web.klokah.tw/ninew/sound/24/02/03-B-2.mp3"
"Muketeptu","10","https://web.klokah.tw/ninew/sound/24/02/03-C-2-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/02/03-C-2-2.mp3"
"miheca’an","年齡","https://web.klokah.tw/ninew/sound/24/02/03-C-2-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/24/02/03-C-2-4.mp3"
"maku","我（的）","https://web.klokah.tw/ninew/sound/24/02/03-C-2-5.mp3"
"Papina kamu a malekaka?","你有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/24/02/03-B-3.mp3"
"Papina","多少","https://web.klokah.tw/ninew/sound/24/02/03-C-3-1.mp3"
"kamu","你們，妳們","https://web.klokah.tw/ninew/sound/24/02/03-C-3-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/24/02/03-C-3-3.mp3"
"malekaka","兄弟姊妹","https://web.klokah.tw/ninew/sound/24/02/03-C-3-4.mp3"
"Sasepat kami a malekaka.","我們兄弟姊妹共四人。","https://web.klokah.tw/ninew/sound/24/02/03-B-4.mp3"
"Sasepat","4","https://web.klokah.tw/ninew/sound/24/02/03-C-4-1.mp3"
"kami","我們","https://web.klokah.tw/ninew/sound/24/02/03-C-4-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/24/02/03-C-4-3.mp3"
"malekaka","兄弟姊妹","https://web.klokah.tw/ninew/sound/24/02/03-C-4-4.mp3"
"Tatusa ku kaka nu maku tu vava’inayan, cacay ku sava tu vavahiyan.","我有兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/24/02/03-B-5.mp3"
"Tatusa","2","https://web.klokah.tw/ninew/sound/24/02/03-C-5-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/24/02/03-C-5-2.mp3"
