"takituturua, manʉng kara kasu?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/33/01/01-B-1.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/01/07-C-2-1.mp3"
"nesi","這裡","https://web.klokah.tw/ninew/sound/33/01/07-C-2-2.mp3"
"takituturua","老師","https://web.klokah.tw/ninew/sound/33/01/07-C-2-3.mp3"
"’esi nanu siarisinatʉ musu?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/33/01/07-B-3.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/01/07-C-3-1.mp3"
"nanu","哪裡","https://web.klokah.tw/ninew/sound/33/01/07-C-3-2.mp3"
"siarisinatʉ","鉛筆","https://web.klokah.tw/ninew/sound/33/01/07-C-3-3.mp3"
"musu","你的","https://web.klokah.tw/ninew/sound/33/01/07-C-3-4.mp3"
"’esi nesa siarisinatʉ maku.","我的鉛筆在那裡。","https://web.klokah.tw/ninew/sound/33/01/07-B-4.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/01/07-C-4-1.mp3"
"nesa","那裡","https://web.klokah.tw/ninew/sound/33/01/07-C-4-2.mp3"
"siarisinatʉ","鉛筆","https://web.klokah.tw/ninew/sound/33/01/07-C-4-3.mp3"
"maku","我的","https://web.klokah.tw/ninew/sound/33/01/07-C-4-4.mp3"
"neni sua isi?","這是什麼？","https://web.klokah.tw/ninew/sound/33/01/08-B-1.mp3"
"neni","什麼","https://web.klokah.tw/ninew/sound/33/01/08-C-1-1.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/08-C-1-2.mp3"
"isi","這個","https://web.klokah.tw/ninew/sound/33/01/08-C-1-3.mp3"
"sua isi ia pangka marisinatʉ.","這是書桌。","https://web.klokah.tw/ninew/sound/33/01/08-B-2.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/08-C-2-1.mp3"
"isi","這個","https://web.klokah.tw/ninew/sound/33/01/08-C-2-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/08-C-2-3.mp3"
"pangka marisinatʉ","書桌","https://web.klokah.tw/ninew/sound/33/01/08-C-2-4.mp3"
"me’icunu kara ta’ʉnʉ isa?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/33/01/08-B-3.mp3"
"me’icunu","重的","https://web.klokah.tw/ninew/sound/33/01/08-C-3-1.mp3"
"kara","嗎","https://web.klokah.tw/ninew/sound/33/01/08-C-3-2.mp3"
"ta’ʉnʉ","椅子","https://web.klokah.tw/ninew/sound/33/01/08-C-3-3.mp3"
"isa","那個","https://web.klokah.tw/ninew/sound/33/01/08-C-3-4.mp3"
"ʉʉ’ʉ, me’icunu.","是的，很重。","https://web.klokah.tw/ninew/sound/33/01/08-B-4.mp3"
"ʉʉ’ʉ","是的","https://web.klokah.tw/ninew/sound/33/01/08-C-4-1.mp3"
"me’icunu","重的","https://web.klokah.tw/ninew/sound/33/01/08-C-4-2.mp3"
"neni sua cau isa?","那個人是誰？","https://web.klokah.tw/ninew/sound/33/01/09-B-1.mp3"
"neni","誰","https://web.klokah.tw/ninew/sound/33/01/09-C-1-1.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/09-C-1-2.mp3"
"cau","人","https://web.klokah.tw/ninew/sound/33/01/09-C-1-3.mp3"
"isa","那個","https://web.klokah.tw/ninew/sound/33/01/09-C-1-4.mp3"
"sua isa ia cina maku.","那是我媽媽。","https://web.klokah.tw/ninew/sound/33/01/09-B-2.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/09-C-2-1.mp3"
"isa","那個","https://web.klokah.tw/ninew/sound/33/01/09-C-2-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/09-C-2-3.mp3"
"cina","媽媽","https://web.klokah.tw/ninew/sound/33/01/09-C-2-4.mp3"
"maku","我的","https://web.klokah.tw/ninew/sound/33/01/09-C-2-5.mp3"
"neni ’esi putukio in?","她是做什麼的？","https://web.klokah.tw/ninew/sound/33/01/09-B-3.mp3"
"neni","什麼","https://web.klokah.tw/ninew/sound/33/01/09-C-3-1.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/01/09-C-3-2.mp3"
"putukio","工作","https://web.klokah.tw/ninew/sound/33/01/09-C-3-3.mp3"
"in","他","https://web.klokah.tw/ninew/sound/33/01/09-C-3-4.mp3"
"sua putukio in ia kangkuhu.","她是護士。","https://web.klokah.tw/ninew/sound/33/01/09-B-4.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/09-C-4-1.mp3"
"putukio","工作","https://web.klokah.tw/ninew/sound/33/01/09-C-4-2.mp3"
"in","他","https://web.klokah.tw/ninew/sound/33/01/09-C-4-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/09-C-4-4.mp3"
"kangkuhu","護士","https://web.klokah.tw/ninew/sound/33/01/09-C-4-5.mp3"
"’una kara sinatʉ ’esi na pangka marisinatʉ?","書桌上有書嗎？","https://web.klokah.tw/ninew/sound/33/01/10-B-1.mp3"
"’una","有","https://web.klokah.tw/ninew/sound/33/01/10-C-1-1.mp3"
"kara","嗎","https://web.klokah.tw/ninew/sound/33/01/10-C-1-2.mp3"
"sinatʉ","書","https://web.klokah.tw/ninew/sound/33/01/10-C-1-3.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/01/10-C-1-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-1-5.mp3"
"pangka marisinatʉ","書桌","https://web.klokah.tw/ninew/sound/33/01/10-C-1-6.mp3"
"’una uturu sinatʉ.","有三本書。","https://web.klokah.tw/ninew/sound/33/01/10-B-2.mp3"
"’una","有","https://web.klokah.tw/ninew/sound/33/01/10-C-2-1.mp3"
"uturu","三本","https://web.klokah.tw/ninew/sound/33/01/10-C-2-2.mp3"
"sinatʉ","書","https://web.klokah.tw/ninew/sound/33/01/10-C-2-3.mp3"
"ucani ia masinang, urucin ia ta’ʉrʉm.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/33/01/10-B-3.mp3"
"ucani","一本","https://web.klokah.tw/ninew/sound/33/01/10-C-3-1.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-3-2.mp3"
"masinang","紅色的","https://web.klokah.tw/ninew/sound/33/01/10-C-3-3.mp3"
"urucin","二本","https://web.klokah.tw/ninew/sound/33/01/10-C-3-4.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-3-5.mp3"
"ta’ʉrʉm","黑色的","https://web.klokah.tw/ninew/sound/33/01/10-C-3-6.mp3"
"sua masinang sinatʉ ia, neni tamna?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/33/01/10-B-4.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-4-1.mp3"
"masinang","紅色的","https://web.klokah.tw/ninew/sound/33/01/10-C-4-2.mp3"
"sinatʉ","書本","https://web.klokah.tw/ninew/sound/33/01/10-C-4-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-4-4.mp3"
"neni","誰","https://web.klokah.tw/ninew/sound/33/01/10-C-4-5.mp3"
"tamna","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-4-6.mp3"
"sua masinang sinatʉ ia, takituturua tamna.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/33/01/10-B-5.mp3"
"sua","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-5-1.mp3"
"masinang","紅色","https://web.klokah.tw/ninew/sound/33/01/10-C-5-2.mp3"
"sinatʉ","書","https://web.klokah.tw/ninew/sound/33/01/10-C-5-3.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/01/10-C-5-4.mp3"
"takituturua","老師","https://web.klokah.tw/ninew/sound/33/01/10-C-5-5.mp3"
"tamna","[屬]","https://web.klokah.tw/ninew/sound/33/01/10-C-5-6.mp3"
"cani pininga maku ia rarima cau.","我的家有五個人。","https://web.klokah.tw/ninew/sound/33/02/01-B-1.mp3"
"cani pininga","家庭","https://web.klokah.tw/ninew/sound/33/02/01-C-1-1.mp3"
"maku","我的","https://web.klokah.tw/ninew/sound/33/02/01-C-1-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/02/01-C-1-3.mp3"
"rarima","五位","https://web.klokah.tw/ninew/sound/33/02/01-C-1-4.mp3"
"cau","人","https://web.klokah.tw/ninew/sound/33/02/01-C-1-5.mp3"
"tamu nanakʉ, cuma, cina, kanarua nanakʉ mataa iku.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/33/02/01-B-2.mp3"
"tamu nanakʉ","祖母","https://web.klokah.tw/ninew/sound/33/02/01-C-2-1.mp3"
"cuma","爸爸","https://web.klokah.tw/ninew/sound/33/02/01-C-2-2.mp3"
"cina","媽媽","https://web.klokah.tw/ninew/sound/33/02/01-C-2-3.mp3"
"kanarua nanakʉ","妹妹","https://web.klokah.tw/ninew/sound/33/02/01-C-2-4.mp3"
"mataa","和","https://web.klokah.tw/ninew/sound/33/02/01-C-2-5.mp3"
"iku","我","https://web.klokah.tw/ninew/sound/33/02/01-C-2-6.mp3"
"’esi ku kuomin siausie marisinatʉ.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/33/02/01-B-3.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/02/01-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/33/02/01-C-3-2.mp3"
"kuomin siausie","國民小學","https://web.klokah.tw/ninew/sound/33/02/01-C-3-3.mp3"
"marisinatʉ","讀書","https://web.klokah.tw/ninew/sound/33/02/01-C-3-4.mp3"
"kanarua nanakʉ maku ia, ’esi na iucʉyen.","我妹妹在幼稚園。","https://web.klokah.tw/ninew/sound/33/02/01-B-4.mp3"
"kanarua nanakʉ","妹妹","https://web.klokah.tw/ninew/sound/33/02/01-C-4-1.mp3"
"maku","我的","https://web.klokah.tw/ninew/sound/33/02/01-C-4-2.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/02/01-C-4-3.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/02/01-C-4-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/33/02/01-C-4-5.mp3"
"iucʉyen","幼稚園","https://web.klokah.tw/ninew/sound/33/02/01-C-4-6.mp3"
"cina, musu’ʉvʉ tasiarʉ.","媽媽，早安。","https://web.klokah.tw/ninew/sound/33/02/02-B-1.mp3"
"cina","媽媽","https://web.klokah.tw/ninew/sound/33/02/02-C-1-1.mp3"
"musu’ʉvʉ tasiarʉ","早安","https://web.klokah.tw/ninew/sound/33/02/02-C-1-2.mp3"
"Pani, musu’ʉvʉ tasiarʉ, ivataa cu kucici.","Pani，早安，來吃早餐了。","https://web.klokah.tw/ninew/sound/33/02/02-B-2.mp3"
"Pani","（男子名）","https://web.klokah.tw/ninew/sound/33/02/02-C-2-1.mp3"
"musu’ʉvʉ tasiarʉ","早安","https://web.klokah.tw/ninew/sound/33/02/02-C-2-2.mp3"
"ivataa","來","https://web.klokah.tw/ninew/sound/33/02/02-C-2-3.mp3"
"cu","[虛]","https://web.klokah.tw/ninew/sound/33/02/02-C-2-4.mp3"
"kucici","吃早餐","https://web.klokah.tw/ninew/sound/33/02/02-C-2-5.mp3"
"kompa, tia pa ku sumasingsing anisi.","等一下，我還要刷牙。","https://web.klokah.tw/ninew/sound/33/02/02-B-3.mp3"
"kompa","等一下","https://web.klokah.tw/ninew/sound/33/02/02-C-3-1.mp3"
"tia","要","https://web.klokah.tw/ninew/sound/33/02/02-C-3-2.mp3"
"pa","[虛]","https://web.klokah.tw/ninew/sound/33/02/02-C-3-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/33/02/02-C-3-4.mp3"
"sumasingsing","刷","https://web.klokah.tw/ninew/sound/33/02/02-C-3-5.mp3"
"anisi","牙齒","https://web.klokah.tw/ninew/sound/33/02/02-C-3-6.mp3"
"makasuin ia, macirupua pa!","那也要洗臉喔。","https://web.klokah.tw/ninew/sound/33/02/02-B-4.mp3"
"makasuin","那麼","https://web.klokah.tw/ninew/sound/33/02/02-C-4-1.mp3"
"ia","[虛]","https://web.klokah.tw/ninew/sound/33/02/02-C-4-2.mp3"
"macirupua","洗臉","https://web.klokah.tw/ninew/sound/33/02/02-C-4-3.mp3"
"pa","[虛]","https://web.klokah.tw/ninew/sound/33/02/02-C-4-4.mp3"
"tavara’ʉ ku.","我知道。","https://web.klokah.tw/ninew/sound/33/02/02-B-5.mp3"
"tavara’ʉ","知道","https://web.klokah.tw/ninew/sound/33/02/02-C-5-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/33/02/02-C-5-2.mp3"
"kesoni pa kasua, upeni cenana musu?","請問你，你幾歲？","https://web.klokah.tw/ninew/sound/33/02/03-B-1.mp3"
"kesoni","問","https://web.klokah.tw/ninew/sound/33/02/03-C-1-1.mp3"
"pa","[虛]","https://web.klokah.tw/ninew/sound/33/02/03-C-1-2.mp3"
"kasua","你","https://web.klokah.tw/ninew/sound/33/02/03-C-1-3.mp3"
"upeni","多少","https://web.klokah.tw/ninew/sound/33/02/03-C-1-4.mp3"
"cenana","歲","https://web.klokah.tw/ninew/sound/33/02/03-C-1-5.mp3"
"musu","你","https://web.klokah.tw/ninew/sound/33/02/03-C-1-6.mp3"
"maan cenana.","十歲。","https://web.klokah.tw/ninew/sound/33/02/03-B-2.mp3"
"maan","十","https://web.klokah.tw/ninew/sound/33/02/03-C-2-1.mp3"
"cenana","歲","https://web.klokah.tw/ninew/sound/33/02/03-C-2-2.mp3"
"papeni kinvavara musu?","你有幾位兄弟姊妹？","https://web.klokah.tw/ninew/sound/33/02/03-B-3.mp3"
"papeni","幾位","https://web.klokah.tw/ninew/sound/33/02/03-C-3-1.mp3"
"kinvavara","兄弟姊妹","https://web.klokah.tw/ninew/sound/33/02/03-C-3-2.mp3"
"musu","你","https://web.klokah.tw/ninew/sound/33/02/03-C-3-3.mp3"
"tassa kana’ua sarunai mataa tacini kanarua nanakʉ.","兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/33/02/03-B-4.mp3"
"tassa","二","https://web.klokah.tw/ninew/sound/33/02/03-C-4-1.mp3"
"kana’ua sarunai","哥哥","https://web.klokah.tw/ninew/sound/33/02/03-C-4-2.mp3"
"mataa","和","https://web.klokah.tw/ninew/sound/33/02/03-C-4-3.mp3"
"tacini","一位","https://web.klokah.tw/ninew/sound/33/02/03-C-4-4.mp3"
"kanarua nanakʉ","妹妹","https://web.klokah.tw/ninew/sound/33/02/03-C-4-5.mp3"
"upeni cenana kanarua nanakʉ musu?","你妹妹幾歲？","https://web.klokah.tw/ninew/sound/33/02/03-B-5.mp3"
"upeni","多少","https://web.klokah.tw/ninew/sound/33/02/03-C-5-1.mp3"
"cenana","歲","https://web.klokah.tw/ninew/sound/33/02/03-C-5-2.mp3"
"kanarua nanakʉ","妹妹","https://web.klokah.tw/ninew/sound/33/02/03-C-5-3.mp3"
"musu","你","https://web.klokah.tw/ninew/sound/33/02/03-C-5-4.mp3"
"nʉmʉ cenana.","六歲。","https://web.klokah.tw/ninew/sound/33/02/03-B-6.mp3"
"nʉmʉ","六","https://web.klokah.tw/ninew/sound/33/02/03-C-6-1.mp3"
"cenana","歲","https://web.klokah.tw/ninew/sound/33/02/03-C-6-2.mp3"
"’esi nanu tanasa musu?","你家在哪裡？","https://web.klokah.tw/ninew/sound/33/02/04-B-1.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/02/04-C-1-1.mp3"
"nanu","哪裡","https://web.klokah.tw/ninew/sound/33/02/04-C-1-2.mp3"
"tanasa","家","https://web.klokah.tw/ninew/sound/33/02/04-C-1-3.mp3"
"musu","你的","https://web.klokah.tw/ninew/sound/33/02/04-C-1-4.mp3"
"’esi na cimʉrʉ tanasa maku.","我的家在山上。","https://web.klokah.tw/ninew/sound/33/02/04-B-2.mp3"
"’esi","在","https://web.klokah.tw/ninew/sound/33/02/04-C-2-1.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/33/02/04-C-2-2.mp3"
"cimʉrʉ","山","https://web.klokah.tw/ninew/sound/33/02/04-C-2-3.mp3"
