"maran kong.","叔叔（老師）好。","https://web.klokah.tw/ninew/sound/29/01/01-B-1.mp3"
"kamo","你們","https://web.klokah.tw/ninew/sound/29/01/03-C-3-2.mp3"
"lisna kamo.","你們請坐。","https://web.klokah.tw/ninew/sound/29/01/03-B-4.mp3"
"lisna","坐","https://web.klokah.tw/ninew/sound/29/01/03-C-4-1.mp3"
"kamo","你們","https://web.klokah.tw/ninew/sound/29/01/03-C-4-2.mp3"
"si Mateneng ko.","我是si Mateneng。","https://web.klokah.tw/ninew/sound/29/01/04-B-1.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/01/04-C-1-1.mp3"
"Mateneng","（人名）","https://web.klokah.tw/ninew/sound/29/01/04-C-1-2.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/01/04-C-1-3.mp3"
"sino ngaran mo?","你叫什麼名字？","https://web.klokah.tw/ninew/sound/29/01/04-B-2.mp3"
"sino","誰","https://web.klokah.tw/ninew/sound/29/01/04-C-2-1.mp3"
"ngaran","名字","https://web.klokah.tw/ninew/sound/29/01/04-C-2-2.mp3"
"mo","你的","https://web.klokah.tw/ninew/sound/29/01/04-C-2-3.mp3"
"si Salang ngaran ko.","我名字叫si Salang。","https://web.klokah.tw/ninew/sound/29/01/04-B-3.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/01/04-C-3-1.mp3"
"Salang","（人名）","https://web.klokah.tw/ninew/sound/29/01/04-C-3-2.mp3"
"ngaran","名字","https://web.klokah.tw/ninew/sound/29/01/04-C-3-3.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/01/04-C-3-4.mp3"
"sino ngaran na no kagagan mo?","你朋友叫什麼名字？","https://web.klokah.tw/ninew/sound/29/01/04-B-4.mp3"
"sino","誰","https://web.klokah.tw/ninew/sound/29/01/04-C-4-1.mp3"
"ngaran","名字","https://web.klokah.tw/ninew/sound/29/01/04-C-4-2.mp3"
"na","他的","https://web.klokah.tw/ninew/sound/29/01/04-C-4-3.mp3"
"no","[虛]","https://web.klokah.tw/ninew/sound/29/01/04-C-4-4.mp3"
"kagagan","朋友","https://web.klokah.tw/ninew/sound/29/01/04-C-4-5.mp3"
"mo","你的","https://web.klokah.tw/ninew/sound/29/01/04-C-4-6.mp3"
"si Meyvilang ngaran na.","他名字叫si Meyvilang。","https://web.klokah.tw/ninew/sound/29/01/04-B-5.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/01/04-C-5-1.mp3"
"Meyvilang","（人名）","https://web.klokah.tw/ninew/sound/29/01/04-C-5-2.mp3"
"ngaran","名字","https://web.klokah.tw/ninew/sound/29/01/04-C-5-3.mp3"
"na","他的","https://web.klokah.tw/ninew/sound/29/01/04-C-5-4.mp3"
"mahakay ka.","你是男生。","https://web.klokah.tw/ninew/sound/29/01/05-B-1.mp3"
"mahakay","男性","https://web.klokah.tw/ninew/sound/29/01/05-C-1-1.mp3"
"ka","你","https://web.klokah.tw/ninew/sound/29/01/05-C-1-2.mp3"
"mavakes namen.","我們是女生。","https://web.klokah.tw/ninew/sound/29/01/05-B-2.mp3"
"mavakes","女性","https://web.klokah.tw/ninew/sound/29/01/05-C-2-1.mp3"
"namen","我們","https://web.klokah.tw/ninew/sound/29/01/05-C-2-2.mp3"
"mahakay kagagan mo?","你的朋友是男生嗎？","https://web.klokah.tw/ninew/sound/29/01/05-B-3.mp3"
"mahakay","男性","https://web.klokah.tw/ninew/sound/29/01/05-C-3-1.mp3"
"kagagan","朋友","https://web.klokah.tw/ninew/sound/29/01/05-C-3-2.mp3"
"mo","你的","https://web.klokah.tw/ninew/sound/29/01/05-C-3-3.mp3"
"beken, mavakes o kagagan ko.","不是，我的朋友是女生。","https://web.klokah.tw/ninew/sound/29/01/05-B-4.mp3"
"beken","不是","https://web.klokah.tw/ninew/sound/29/01/05-C-4-1.mp3"
"mavakes","女性","https://web.klokah.tw/ninew/sound/29/01/05-C-4-2.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/01/05-C-4-3.mp3"
"kagagan","朋友","https://web.klokah.tw/ninew/sound/29/01/05-C-4-4.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/01/05-C-4-5.mp3"
"ya aro o kois namen.","我們豬很多。","https://web.klokah.tw/ninew/sound/29/01/06-B-1.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/06-C-1-1.mp3"
"aro","多","https://web.klokah.tw/ninew/sound/29/01/06-C-1-2.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/01/06-C-1-3.mp3"
"kois","豬","https://web.klokah.tw/ninew/sound/29/01/06-C-1-4.mp3"
"namen","我們","https://web.klokah.tw/ninew/sound/29/01/06-C-1-5.mp3"
"ya amyan so mavaheng.","有黑色。","https://web.klokah.tw/ninew/sound/29/01/06-B-2.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/06-C-2-1.mp3"
"amyan","有","https://web.klokah.tw/ninew/sound/29/01/06-C-2-2.mp3"
"so","[虛]","https://web.klokah.tw/ninew/sound/29/01/06-C-2-3.mp3"
"mavaheng","黑色的","https://web.klokah.tw/ninew/sound/29/01/06-C-2-4.mp3"
"ya amyan so malavang.","有白色。","https://web.klokah.tw/ninew/sound/29/01/06-B-3.mp3"
"malavang","白色","https://web.klokah.tw/ninew/sound/29/01/06-C-3-1.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/06-C-3-2.mp3"
"amyan","有","https://web.klokah.tw/ninew/sound/29/01/06-C-3-3.mp3"
"so","[虛]","https://web.klokah.tw/ninew/sound/29/01/06-C-3-4.mp3"
"malavang","白色的","https://web.klokah.tw/ninew/sound/29/01/06-C-3-5.mp3"
"ya meywam sira.","牠們很溫馴。","https://web.klokah.tw/ninew/sound/29/01/06-B-4.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/06-C-4-1.mp3"
"meywam","温馴","https://web.klokah.tw/ninew/sound/29/01/06-C-4-2.mp3"
"sira","牠們","https://web.klokah.tw/ninew/sound/29/01/06-C-4-3.mp3"
"namen ikaglaw sira.","我們很寵愛牠們。","https://web.klokah.tw/ninew/sound/29/01/06-B-5.mp3"
"namen","我們","https://web.klokah.tw/ninew/sound/29/01/06-C-5-1.mp3"
"ikaglaw","寵愛","https://web.klokah.tw/ninew/sound/29/01/06-C-5-2.mp3"
"sira","牠們","https://web.klokah.tw/ninew/sound/29/01/06-C-5-3.mp3"
"ya amyan do dang sinsi?","老師在那裡嗎？","https://web.klokah.tw/ninew/sound/29/01/07-B-1.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/07-C-1-1.mp3"
"amyan","有；在","https://web.klokah.tw/ninew/sound/29/01/07-C-1-2.mp3"
"do","[位]","https://web.klokah.tw/ninew/sound/29/01/07-C-1-3.mp3"
"dang","那裡","https://web.klokah.tw/ninew/sound/29/01/07-C-1-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/29/01/07-C-1-5.mp3"
"ya amyan do jya sinsi.","老師在這裡。","https://web.klokah.tw/ninew/sound/29/01/07-B-2.mp3"
"ya","（指示詞）","https://web.klokah.tw/ninew/sound/29/01/07-C-2-1.mp3"
"amyan","有；在","https://web.klokah.tw/ninew/sound/29/01/07-C-2-2.mp3"
"do","[位]","https://web.klokah.tw/ninew/sound/29/01/07-C-2-3.mp3"
"jya","這裡","https://web.klokah.tw/ninew/sound/29/01/07-C-2-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/29/01/07-C-2-5.mp3"
"do anjin o nayanan no kabang mo?","你的書包在哪裡呢？","https://web.klokah.tw/ninew/sound/29/01/07-B-3.mp3"
"do","[位]","https://web.klokah.tw/ninew/sound/29/01/07-C-3-1.mp3"
"anjin","哪裡","https://web.klokah.tw/ninew/sound/29/01/07-C-3-2.mp3"
"o","[主]","https://web.klokah.tw/ninew/sound/29/01/07-C-3-3.mp3"
"nayanan","在哪裡","https://web.klokah.tw/ninew/sound/29/01/07-C-3-4.mp3"
"no","[屬]","https://web.klokah.tw/ninew/sound/29/01/07-C-3-5.mp3"
"kabang","書包","https://web.klokah.tw/ninew/sound/29/01/07-C-3-6.mp3"
"mo","你的","https://web.klokah.tw/ninew/sound/29/01/07-C-3-7.mp3"
"ya amyan do jito o kabang ko.","我的書包在那邊。","https://web.klokah.tw/ninew/sound/29/01/07-B-4.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/07-C-4-1.mp3"
"amyan","有；在","https://web.klokah.tw/ninew/sound/29/01/07-C-4-2.mp3"
"do","[虛]","https://web.klokah.tw/ninew/sound/29/01/07-C-4-3.mp3"
"jito","那裡","https://web.klokah.tw/ninew/sound/29/01/07-C-4-4.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/01/07-C-4-5.mp3"
"kabang","書包","https://web.klokah.tw/ninew/sound/29/01/07-C-4-6.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/01/07-C-4-7.mp3"
"ikongo oya?","這是什麼？","https://web.klokah.tw/ninew/sound/29/01/08-B-1.mp3"
"ikongo","什麼","https://web.klokah.tw/ninew/sound/29/01/08-C-1-1.mp3"
"oya","這","https://web.klokah.tw/ninew/sound/29/01/08-C-1-2.mp3"
"vivyas ori.","那是掃把。","https://web.klokah.tw/ninew/sound/29/01/08-B-2.mp3"
"vivyas","掃把","https://web.klokah.tw/ninew/sound/29/01/08-C-2-1.mp3"
"ori","那","https://web.klokah.tw/ninew/sound/29/01/08-C-2-2.mp3"
"ya marehmet o lilisnan ang?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/29/01/08-B-3.mp3"
"ya","（指示詞）","https://web.klokah.tw/ninew/sound/29/01/08-C-3-1.mp3"
"marehmet","重的","https://web.klokah.tw/ninew/sound/29/01/08-C-3-2.mp3"
"o","[屬]","https://web.klokah.tw/ninew/sound/29/01/08-C-3-3.mp3"
"lilisnan","椅子","https://web.klokah.tw/ninew/sound/29/01/08-C-3-4.mp3"
"ang","那","https://web.klokah.tw/ninew/sound/29/01/08-C-3-5.mp3"
"noon, ya marehmet o lilisnan ya.","是的，這張椅子很重。","https://web.klokah.tw/ninew/sound/29/01/08-B-4.mp3"
"noon","是的","https://web.klokah.tw/ninew/sound/29/01/08-C-4-1.mp3"
"ya","（指示詞）","https://web.klokah.tw/ninew/sound/29/01/08-C-4-2.mp3"
"marehmet","重的","https://web.klokah.tw/ninew/sound/29/01/08-C-4-3.mp3"
"o","[主]","https://web.klokah.tw/ninew/sound/29/01/08-C-4-4.mp3"
"lilisnan","椅子","https://web.klokah.tw/ninew/sound/29/01/08-C-4-5.mp3"
"ya","（指示詞）","https://web.klokah.tw/ninew/sound/29/01/08-C-4-6.mp3"
"sino sira ito?","他們是誰？","https://web.klokah.tw/ninew/sound/29/01/09-B-1.mp3"
"sino","誰","https://web.klokah.tw/ninew/sound/29/01/09-C-1-1.mp3"
"sira","他們","https://web.klokah.tw/ninew/sound/29/01/09-C-1-2.mp3"
"ito","那","https://web.klokah.tw/ninew/sound/29/01/09-C-1-3.mp3"
"sira kaka ori.","他們是我的哥哥（姐姐）。","https://web.klokah.tw/ninew/sound/29/01/09-B-2.mp3"
"sira","他們","https://web.klokah.tw/ninew/sound/29/01/09-C-2-1.mp3"
"kaka","哥哥；姐姐","https://web.klokah.tw/ninew/sound/29/01/09-C-2-2.mp3"
"ori","那","https://web.klokah.tw/ninew/sound/29/01/09-C-2-3.mp3"
"ikongo o vazay da?","他們的工作是什麼？","https://web.klokah.tw/ninew/sound/29/01/09-B-3.mp3"
"ikongo","什麼","https://web.klokah.tw/ninew/sound/29/01/09-C-3-1.mp3"
"o","[主]","https://web.klokah.tw/ninew/sound/29/01/09-C-3-2.mp3"
"vazay","工作","https://web.klokah.tw/ninew/sound/29/01/09-C-3-3.mp3"
"da","他們的","https://web.klokah.tw/ninew/sound/29/01/09-C-3-4.mp3"
"mangananao so tao o vazay da.","他們的工作是教師。","https://web.klokah.tw/ninew/sound/29/01/09-B-4.mp3"
"mangananao","教導者","https://web.klokah.tw/ninew/sound/29/01/09-C-4-1.mp3"
"so","[虛]","https://web.klokah.tw/ninew/sound/29/01/09-C-4-2.mp3"
"tao","人","https://web.klokah.tw/ninew/sound/29/01/09-C-4-3.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/01/09-C-4-4.mp3"
"vazay","工作","https://web.klokah.tw/ninew/sound/29/01/09-C-4-5.mp3"
"da","他們的","https://web.klokah.tw/ninew/sound/29/01/09-C-4-6.mp3"
"ya amyan so vakong do pantaw?","外面有書本嗎？","https://web.klokah.tw/ninew/sound/29/01/10-B-1.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-1-1.mp3"
"amyan","有；在","https://web.klokah.tw/ninew/sound/29/01/10-C-1-2.mp3"
"so","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-1-3.mp3"
"vakong","書本","https://web.klokah.tw/ninew/sound/29/01/10-C-1-4.mp3"
"do","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-1-5.mp3"
"pantaw","外面","https://web.klokah.tw/ninew/sound/29/01/10-C-1-6.mp3"
"noon, ya amyan so ya alima ka vakong.","是的，有五本書。","https://web.klokah.tw/ninew/sound/29/01/10-B-2.mp3"
"noon","是的","https://web.klokah.tw/ninew/sound/29/01/10-C-2-1.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-2-2.mp3"
"amyan","有；在","https://web.klokah.tw/ninew/sound/29/01/10-C-2-3.mp3"
"so","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-2-4.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-2-5.mp3"
"alima","五","https://web.klokah.tw/ninew/sound/29/01/10-C-2-6.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-2-7.mp3"
"vakong","書","https://web.klokah.tw/ninew/sound/29/01/10-C-2-8.mp3"
"ya asa o mowgaraw.","一本藍色的。","https://web.klokah.tw/ninew/sound/29/01/10-B-3.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-3-1.mp3"
"asa","一","https://web.klokah.tw/ninew/sound/29/01/10-C-3-2.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-3-3.mp3"
"mowgaraw","藍色","https://web.klokah.tw/ninew/sound/29/01/10-C-3-4.mp3"
"ya apat o mabazangbang.","四本紅色的。","https://web.klokah.tw/ninew/sound/29/01/10-B-4.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-4-1.mp3"
"apat","四","https://web.klokah.tw/ninew/sound/29/01/10-C-4-2.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/01/10-C-4-3.mp3"
"mabazangbang","紅色的","https://web.klokah.tw/ninew/sound/29/01/10-C-4-4.mp3"
"namen lalima ka tao do vahay namen.","我們家有五個人。","https://web.klokah.tw/ninew/sound/29/02/01-B-1.mp3"
"namen","我們","https://web.klokah.tw/ninew/sound/29/02/01-C-1-1.mp3"
"lalima","五","https://web.klokah.tw/ninew/sound/29/02/01-C-1-2.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-1-3.mp3"
"tao","人","https://web.klokah.tw/ninew/sound/29/02/01-C-1-4.mp3"
"do","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-1-5.mp3"
"vahay","家","https://web.klokah.tw/ninew/sound/29/02/01-C-1-6.mp3"
"namen","我們","https://web.klokah.tw/ninew/sound/29/02/01-C-1-7.mp3"
"si akes, si ina, si ama, si wari, kani yaken.","我祖母、我媽媽、我爸爸、我妹妹和我。","https://web.klokah.tw/ninew/sound/29/02/01-B-2.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-2-1.mp3"
"akes","祖母","https://web.klokah.tw/ninew/sound/29/02/01-C-2-2.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-2-3.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/29/02/01-C-2-4.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-2-5.mp3"
"ama","爸爸","https://web.klokah.tw/ninew/sound/29/02/01-C-2-6.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-2-7.mp3"
"wari","妹妹","https://web.klokah.tw/ninew/sound/29/02/01-C-2-8.mp3"
"kani","和","https://web.klokah.tw/ninew/sound/29/02/01-C-2-9.mp3"
"yaken","我","https://web.klokah.tw/ninew/sound/29/02/01-C-2-10.mp3"
"ko meyvatvatek do yalikey a peyvatvatekan.","我在小學唸書。","https://web.klokah.tw/ninew/sound/29/02/01-B-3.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/02/01-C-3-1.mp3"
"meyvatvatek","唸書","https://web.klokah.tw/ninew/sound/29/02/01-C-3-2.mp3"
"do","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-3-3.mp3"
"yalikey","小","https://web.klokah.tw/ninew/sound/29/02/01-C-3-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-3-5.mp3"
"peyvatvatekan","學校","https://web.klokah.tw/ninew/sound/29/02/01-C-3-6.mp3"
"ya amyan si wari do pangyangyanan so kakanakan.","我的妹妹在幼兒園。","https://web.klokah.tw/ninew/sound/29/02/01-B-4.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-4-1.mp3"
"amyan","在","https://web.klokah.tw/ninew/sound/29/02/01-C-4-2.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-4-3.mp3"
"wari","妹妹","https://web.klokah.tw/ninew/sound/29/02/01-C-4-4.mp3"
"do","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-4-5.mp3"
"pangyangyanan","照顧的地方","https://web.klokah.tw/ninew/sound/29/02/01-C-4-6.mp3"
"so","[虛]","https://web.klokah.tw/ninew/sound/29/02/01-C-4-7.mp3"
"kakanakan","幼兒","https://web.klokah.tw/ninew/sound/29/02/01-C-4-8.mp3"
"ina kong.","媽媽安好。","https://web.klokah.tw/ninew/sound/29/02/02-B-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/29/02/02-C-1-1.mp3"
"kong","好","https://web.klokah.tw/ninew/sound/29/02/02-C-1-2.mp3"
"kokay, aryag rana do jito!","寶貝安好，在那裡吃早餐吧！","https://web.klokah.tw/ninew/sound/29/02/02-B-2.mp3"
"kokay","（問候語）","https://web.klokah.tw/ninew/sound/29/02/02-C-2-1.mp3"
"aryag","吃早餐","https://web.klokah.tw/ninew/sound/29/02/02-C-2-2.mp3"
"rana","已經","https://web.klokah.tw/ninew/sound/29/02/02-C-2-3.mp3"
"do","[虛]","https://web.klokah.tw/ninew/sound/29/02/02-C-2-4.mp3"
"jito","那裡","https://web.klokah.tw/ninew/sound/29/02/02-C-2-5.mp3"
"sitowai, meyramon ko pa.","待會兒，我先洗把臉。","https://web.klokah.tw/ninew/sound/29/02/02-B-3.mp3"
"sitowai","待會兒","https://web.klokah.tw/ninew/sound/29/02/02-C-3-1.mp3"
"meyramon","洗臉","https://web.klokah.tw/ninew/sound/29/02/02-C-3-2.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/02/02-C-3-3.mp3"
"pa","[虛]","https://web.klokah.tw/ninew/sound/29/02/02-C-3-4.mp3"
"noon, ipeyramon pa!","好的，你先去洗把臉吧！","https://web.klokah.tw/ninew/sound/29/02/02-B-4.mp3"
"noon","好的","https://web.klokah.tw/ninew/sound/29/02/02-C-4-1.mp3"
"ipeyramon","先去洗臉","https://web.klokah.tw/ninew/sound/29/02/02-C-4-2.mp3"
"pa","[虛]","https://web.klokah.tw/ninew/sound/29/02/02-C-4-3.mp3"
"noon, ko katenngan.","是的，我知道。","https://web.klokah.tw/ninew/sound/29/02/02-B-5.mp3"
"noon","是的","https://web.klokah.tw/ninew/sound/29/02/02-C-5-1.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/02/02-C-5-2.mp3"
"katenngan","知道","https://web.klokah.tw/ninew/sound/29/02/02-C-5-3.mp3"
"ya apira o kakawakawan mo?","請問你幾歲？","https://web.klokah.tw/ninew/sound/29/02/03-B-1.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-1-1.mp3"
"apira","多少","https://web.klokah.tw/ninew/sound/29/02/03-C-1-2.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-1-3.mp3"
"kakawakawan","歲數","https://web.klokah.tw/ninew/sound/29/02/03-C-1-4.mp3"
"mo","你的","https://web.klokah.tw/ninew/sound/29/02/03-C-1-5.mp3"
"ko asangarnan so kakawakawan.","我十歲了。","https://web.klokah.tw/ninew/sound/29/02/03-B-2.mp3"
"ko","我","https://web.klokah.tw/ninew/sound/29/02/03-C-2-1.mp3"
"asangarnan","十","https://web.klokah.tw/ninew/sound/29/02/03-C-2-2.mp3"
"so","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-2-3.mp3"
"kakawakawan","歲數","https://web.klokah.tw/ninew/sound/29/02/03-C-2-4.mp3"
"sira papira o kakteh mo?","你有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/29/02/03-B-3.mp3"
"sira","他們","https://web.klokah.tw/ninew/sound/29/02/03-C-3-1.mp3"
"papira","幾位","https://web.klokah.tw/ninew/sound/29/02/03-C-3-2.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-3-3.mp3"
"kakteh","兄弟姊妹","https://web.klokah.tw/ninew/sound/29/02/03-C-3-4.mp3"
"mo","你的","https://web.klokah.tw/ninew/sound/29/02/03-C-3-5.mp3"
"ya rarwa sira kaka mahakey, asa si wari a mavakes.","我有兩個哥哥，一個妹妹。","https://web.klokah.tw/ninew/sound/29/02/03-B-4.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-4-1.mp3"
"rarwa","二個","https://web.klokah.tw/ninew/sound/29/02/03-C-4-2.mp3"
"sira","他們","https://web.klokah.tw/ninew/sound/29/02/03-C-4-3.mp3"
"kaka","哥哥","https://web.klokah.tw/ninew/sound/29/02/03-C-4-4.mp3"
"mahakey","男生","https://web.klokah.tw/ninew/sound/29/02/03-C-4-5.mp3"
"asa","一個","https://web.klokah.tw/ninew/sound/29/02/03-C-4-6.mp3"
"si","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-4-7.mp3"
"wari","妹妹","https://web.klokah.tw/ninew/sound/29/02/03-C-4-8.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-4-9.mp3"
"mavakes","女生","https://web.klokah.tw/ninew/sound/29/02/03-C-4-10.mp3"
"ya apira o kakawakawan na ni wari mo?","你妹妹幾歲？","https://web.klokah.tw/ninew/sound/29/02/03-B-5.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-5-1.mp3"
"apira","多少","https://web.klokah.tw/ninew/sound/29/02/03-C-5-2.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-5-3.mp3"
"kakawakawan","歲數","https://web.klokah.tw/ninew/sound/29/02/03-C-5-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-5-5.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-5-6.mp3"
"wari","妹妹","https://web.klokah.tw/ninew/sound/29/02/03-C-5-7.mp3"
"mo","你的","https://web.klokah.tw/ninew/sound/29/02/03-C-5-8.mp3"
"ya anem rana o kakawakawan na ni wari.","我妹妹六歲。","https://web.klokah.tw/ninew/sound/29/02/03-B-6.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-6-1.mp3"
"anem","六","https://web.klokah.tw/ninew/sound/29/02/03-C-6-2.mp3"
"rana","已經","https://web.klokah.tw/ninew/sound/29/02/03-C-6-3.mp3"
"o","[虛]","https://web.klokah.tw/ninew/sound/29/02/03-C-6-4.mp3"
