"nanguanguaq sun, sinsi?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/10/01/01-B-1.mp3"
"timadju","他","https://web.klokah.tw/ninew/sound/10/01/02-C-4-3.mp3"
"gacalju!","請起立！","https://web.klokah.tw/ninew/sound/10/01/03-B-1.mp3"
"gacalju","請起立","https://web.klokah.tw/ninew/sound/10/01/03-C-1-1.mp3"
"iljavaranu!","請說！","https://web.klokah.tw/ninew/sound/10/01/03-B-2.mp3"
"iljavaranu","請說","https://web.klokah.tw/ninew/sound/10/01/03-C-2-1.mp3"
"ilangedau!","請聽！","https://web.klokah.tw/ninew/sound/10/01/03-B-3.mp3"
"ilangedau","請聽","https://web.klokah.tw/ninew/sound/10/01/03-C-3-1.mp3"
"qiladju!","請坐下！","https://web.klokah.tw/ninew/sound/10/01/03-B-4.mp3"
"qiladju","請坐下","https://web.klokah.tw/ninew/sound/10/01/03-C-4-1.mp3"
"tima sun?","你是誰？","https://web.klokah.tw/ninew/sound/10/01/04-B-1.mp3"
"tima","誰","https://web.klokah.tw/ninew/sound/10/01/04-C-1-1.mp3"
"sun","你","https://web.klokah.tw/ninew/sound/10/01/04-C-1-2.mp3"
"ti Sakinu a ken.","我叫Sakinu。","https://web.klokah.tw/ninew/sound/10/01/04-B-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/04-C-2-1.mp3"
"Sakinu","（人名）","https://web.klokah.tw/ninew/sound/10/01/04-C-2-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/04-C-2-3.mp3"
"ken","我","https://web.klokah.tw/ninew/sound/10/01/04-C-2-4.mp3"
"ti Piya a ngadan nimadju?","他的名字是Piya嗎？","https://web.klokah.tw/ninew/sound/10/01/04-B-3.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/04-C-3-1.mp3"
"Piya","（人名）","https://web.klokah.tw/ninew/sound/10/01/04-C-3-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/04-C-3-3.mp3"
"ngadan","名字","https://web.klokah.tw/ninew/sound/10/01/04-C-3-4.mp3"
"nimadju","他（的）","https://web.klokah.tw/ninew/sound/10/01/04-C-3-5.mp3"
"ini, inika ti Piya timadju, ti Kuliu.","不是，他不是Piya，他是Kuliu。","https://web.klokah.tw/ninew/sound/10/01/04-B-4.mp3"
"ini","不是","https://web.klokah.tw/ninew/sound/10/01/04-C-4-1.mp3"
"inika","不是","https://web.klokah.tw/ninew/sound/10/01/04-C-4-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/04-C-4-3.mp3"
"Piya","（人名）","https://web.klokah.tw/ninew/sound/10/01/04-C-4-4.mp3"
"timadju","他","https://web.klokah.tw/ninew/sound/10/01/04-C-4-5.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/04-C-4-6.mp3"
"Kuliu","（人名）","https://web.klokah.tw/ninew/sound/10/01/04-C-4-7.mp3"
"uqaljai sun?","你是男生嗎？","https://web.klokah.tw/ninew/sound/10/01/05-B-1.mp3"
"uqaljai","男生","https://web.klokah.tw/ninew/sound/10/01/05-C-1-1.mp3"
"sun","你","https://web.klokah.tw/ninew/sound/10/01/05-C-1-2.mp3"
"vavayan a en.","我是女生。","https://web.klokah.tw/ninew/sound/10/01/05-B-2.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/10/01/05-C-2-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/05-C-2-2.mp3"
"en","我","https://web.klokah.tw/ninew/sound/10/01/05-C-2-3.mp3"
"sa, uqaljai ti Ljavaus?","那麼，Ljavaus是男生嗎？","https://web.klokah.tw/ninew/sound/10/01/05-B-3.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/10/01/05-C-3-1.mp3"
"uqaljai","男生","https://web.klokah.tw/ninew/sound/10/01/05-C-3-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/05-C-3-3.mp3"
"Ljavaus","（女子名）","https://web.klokah.tw/ninew/sound/10/01/05-C-3-4.mp3"
"ini, vavayan timadju.","不，她是女生。","https://web.klokah.tw/ninew/sound/10/01/05-B-4.mp3"
"ini","不是","https://web.klokah.tw/ninew/sound/10/01/05-C-4-1.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/10/01/05-C-4-2.mp3"
"timadju","他","https://web.klokah.tw/ninew/sound/10/01/05-C-4-3.mp3"
"izua u vatu a ita.","我有一隻狗。","https://web.klokah.tw/ninew/sound/10/01/06-B-1.mp3"
"izua","有；在","https://web.klokah.tw/ninew/sound/10/01/06-C-1-1.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/01/06-C-1-2.mp3"
"vatu","狗","https://web.klokah.tw/ninew/sound/10/01/06-C-1-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/06-C-1-4.mp3"
"ita","一","https://web.klokah.tw/ninew/sound/10/01/06-C-1-5.mp3"
"qucengecengel a u vatu.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/10/01/06-B-2.mp3"
"qucengecengel","黑色的","https://web.klokah.tw/ninew/sound/10/01/06-C-2-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/06-C-2-2.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/01/06-C-2-3.mp3"
"vatu","狗","https://web.klokah.tw/ninew/sound/10/01/06-C-2-4.mp3"
"tjengelay a en ta u vatu.","我喜歡我的狗。","https://web.klokah.tw/ninew/sound/10/01/06-B-3.mp3"
"tjengelay","喜歡","https://web.klokah.tw/ninew/sound/10/01/06-C-3-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/06-C-3-2.mp3"
"en","我","https://web.klokah.tw/ninew/sound/10/01/06-C-3-3.mp3"
"ta","[虛]","https://web.klokah.tw/ninew/sound/10/01/06-C-3-4.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/01/06-C-3-5.mp3"
"vatu","狗","https://web.klokah.tw/ninew/sound/10/01/06-C-3-6.mp3"
"tjengelay uta timadju tjanu a en.","牠也喜歡我。","https://web.klokah.tw/ninew/sound/10/01/06-B-4.mp3"
"tjengelay","喜歡","https://web.klokah.tw/ninew/sound/10/01/06-C-4-1.mp3"
"uta","也","https://web.klokah.tw/ninew/sound/10/01/06-C-4-2.mp3"
"timadju","牠","https://web.klokah.tw/ninew/sound/10/01/06-C-4-3.mp3"
"tjanu","對","https://web.klokah.tw/ninew/sound/10/01/06-C-4-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/06-C-4-5.mp3"
"en","我","https://web.klokah.tw/ninew/sound/10/01/06-C-4-6.mp3"
"inu a sinsi?","老師在哪裡？","https://web.klokah.tw/ninew/sound/10/01/07-B-1.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/10/01/07-C-1-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/07-C-1-2.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/10/01/07-C-1-3.mp3"
"i maza ti sinsi.","老師在這裡。","https://web.klokah.tw/ninew/sound/10/01/07-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/10/01/07-C-2-1.mp3"
"maza","這裡","https://web.klokah.tw/ninew/sound/10/01/07-C-2-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/07-C-2-3.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/10/01/07-C-2-4.mp3"
"inu a su inpic?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/10/01/07-B-3.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/10/01/07-C-3-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/07-C-3-2.mp3"
"su","你（的）","https://web.klokah.tw/ninew/sound/10/01/07-C-3-3.mp3"
"inpic","鉛筆","https://web.klokah.tw/ninew/sound/10/01/07-C-3-4.mp3"
"azua a u inpic.","我的鉛筆在那裡。","https://web.klokah.tw/ninew/sound/10/01/07-B-4.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/10/01/07-C-4-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/07-C-4-2.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/01/07-C-4-3.mp3"
"inpic","鉛筆","https://web.klokah.tw/ninew/sound/10/01/07-C-4-4.mp3"
"anema cu?","這是什麼？","https://web.klokah.tw/ninew/sound/10/01/08-B-1.mp3"
"anema","什麼","https://web.klokah.tw/ninew/sound/10/01/08-C-1-1.mp3"
"cu","這","https://web.klokah.tw/ninew/sound/10/01/08-C-1-2.mp3"
"cukui cu.","這是桌子。","https://web.klokah.tw/ninew/sound/10/01/08-B-2.mp3"
"cukui","桌子","https://web.klokah.tw/ninew/sound/10/01/08-C-2-1.mp3"
"cu","這","https://web.klokah.tw/ninew/sound/10/01/08-C-2-2.mp3"
"sadjelung azua cukui?","那張桌子很重嗎？","https://web.klokah.tw/ninew/sound/10/01/08-B-3.mp3"
"sadjelung","重的","https://web.klokah.tw/ninew/sound/10/01/08-C-3-1.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/10/01/08-C-3-2.mp3"
"cukui","桌子","https://web.klokah.tw/ninew/sound/10/01/08-C-3-3.mp3"
"ui, sadjelung.","是的，很重。","https://web.klokah.tw/ninew/sound/10/01/08-B-4.mp3"
"ui","是的","https://web.klokah.tw/ninew/sound/10/01/08-C-4-1.mp3"
"sadjelung","重的","https://web.klokah.tw/ninew/sound/10/01/08-C-4-2.mp3"
"tima zua?","那個人是誰？","https://web.klokah.tw/ninew/sound/10/01/09-B-1.mp3"
"tima","誰","https://web.klokah.tw/ninew/sound/10/01/09-C-1-1.mp3"
"zua","那","https://web.klokah.tw/ninew/sound/10/01/09-C-1-2.mp3"
"ti ina a zua.","那位是我的媽媽。","https://web.klokah.tw/ninew/sound/10/01/09-B-2.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/09-C-2-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/10/01/09-C-2-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/09-C-2-3.mp3"
"zua","那","https://web.klokah.tw/ninew/sound/10/01/09-C-2-4.mp3"
"anema sengesengan ni tjaina?","你的媽媽是做什麼工作的？","https://web.klokah.tw/ninew/sound/10/01/09-B-3.mp3"
"anema","什麼","https://web.klokah.tw/ninew/sound/10/01/09-C-3-1.mp3"
"sengesengan","工作","https://web.klokah.tw/ninew/sound/10/01/09-C-3-2.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/10/01/09-C-3-3.mp3"
"tjaina","你的媽媽","https://web.klokah.tw/ninew/sound/10/01/09-C-3-4.mp3"
"gusi ti ina.","我的媽媽是護士。","https://web.klokah.tw/ninew/sound/10/01/09-B-4.mp3"
"gusi","護士","https://web.klokah.tw/ninew/sound/10/01/09-C-4-1.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/01/09-C-4-2.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/10/01/09-C-4-3.mp3"
"izua sapitj i vavaw ta cukui?","桌子上面有書嗎？","https://web.klokah.tw/ninew/sound/10/01/10-B-1.mp3"
"izua","有；在","https://web.klokah.tw/ninew/sound/10/01/10-C-1-1.mp3"
"sapitj","書","https://web.klokah.tw/ninew/sound/10/01/10-C-1-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-1-3.mp3"
"vavaw","上面","https://web.klokah.tw/ninew/sound/10/01/10-C-1-4.mp3"
"ta","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-1-5.mp3"
"cukui","桌子","https://web.klokah.tw/ninew/sound/10/01/10-C-1-6.mp3"
"izua tjelu a sapitj i vavaw ta cukui.","桌子上面有三本書。","https://web.klokah.tw/ninew/sound/10/01/10-B-2.mp3"
"izua","有；在","https://web.klokah.tw/ninew/sound/10/01/10-C-2-1.mp3"
"tjelu","三","https://web.klokah.tw/ninew/sound/10/01/10-C-2-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-2-3.mp3"
"sapitj","書","https://web.klokah.tw/ninew/sound/10/01/10-C-2-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-2-5.mp3"
"vavaw","上面","https://web.klokah.tw/ninew/sound/10/01/10-C-2-6.mp3"
"ta","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-2-7.mp3"
"cukui","桌子","https://web.klokah.tw/ninew/sound/10/01/10-C-2-8.mp3"
"qudjidjilj a ita, qucengecengel a drusa.","一本書是紅色的，兩本書是黑色的。","https://web.klokah.tw/ninew/sound/10/01/10-B-3.mp3"
"qudjidjilj","紅色的","https://web.klokah.tw/ninew/sound/10/01/10-C-3-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-3-2.mp3"
"ita","一","https://web.klokah.tw/ninew/sound/10/01/10-C-3-3.mp3"
"qucengecengel","黑色的","https://web.klokah.tw/ninew/sound/10/01/10-C-3-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-3-5.mp3"
"drusa","二","https://web.klokah.tw/ninew/sound/10/01/10-C-3-6.mp3"
"nima zua qudjidjilj a sapitj?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/10/01/10-B-4.mp3"
"nima","誰的","https://web.klokah.tw/ninew/sound/10/01/10-C-4-1.mp3"
"zua","那","https://web.klokah.tw/ninew/sound/10/01/10-C-4-2.mp3"
"qudjidjilj","紅色的","https://web.klokah.tw/ninew/sound/10/01/10-C-4-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-4-4.mp3"
"sapitj","書","https://web.klokah.tw/ninew/sound/10/01/10-C-4-5.mp3"
"na sinsi azua qudjidjilj a sapitj.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/10/01/10-B-5.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-5-1.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/10/01/10-C-5-2.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/10/01/10-C-5-3.mp3"
"qudjidjilj","紅色的","https://web.klokah.tw/ninew/sound/10/01/10-C-5-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/01/10-C-5-5.mp3"
"sapitj","書","https://web.klokah.tw/ninew/sound/10/01/10-C-5-6.mp3"
"malje lima men a taqumaqanan.","我家有五個人。","https://web.klokah.tw/ninew/sound/10/02/01-B-1.mp3"
"malje","共有","https://web.klokah.tw/ninew/sound/10/02/01-C-1-1.mp3"
"lima","五","https://web.klokah.tw/ninew/sound/10/02/01-C-1-2.mp3"
"men","我們","https://web.klokah.tw/ninew/sound/10/02/01-C-1-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-1-4.mp3"
"taqumaqanan","一家人","https://web.klokah.tw/ninew/sound/10/02/01-C-1-5.mp3"
"izua ti vuvu, ti ama, ti ina, tia en, ata u kaka a vavayan.","祖母、爸爸、媽媽、我和妹妹。","https://web.klokah.tw/ninew/sound/10/02/01-B-2.mp3"
"izua","有；在","https://web.klokah.tw/ninew/sound/10/02/01-C-2-1.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-2-2.mp3"
"vuvu","祖；孫","https://web.klokah.tw/ninew/sound/10/02/01-C-2-3.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-2-4.mp3"
"ama","爸爸","https://web.klokah.tw/ninew/sound/10/02/01-C-2-5.mp3"
"ti","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-2-6.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/10/02/01-C-2-7.mp3"
"tia","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-2-8.mp3"
"en","我","https://web.klokah.tw/ninew/sound/10/02/01-C-2-9.mp3"
"ata","和","https://web.klokah.tw/ninew/sound/10/02/01-C-2-10.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/02/01-C-2-11.mp3"
"kaka a vavayan","妹妹；姊姊","https://web.klokah.tw/ninew/sound/10/02/01-C-2-12.mp3"
"itulutulu a en i kusiaw.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/10/02/01-B-3.mp3"
"itulutulu","就學","https://web.klokah.tw/ninew/sound/10/02/01-C-3-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-3-2.mp3"
"en","我","https://web.klokah.tw/ninew/sound/10/02/01-C-3-3.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-3-4.mp3"
"kusiaw","國小","https://web.klokah.tw/ninew/sound/10/02/01-C-3-5.mp3"
"a u kaka vavayan, ita yucing.","妹妹讀幼稚園。","https://web.klokah.tw/ninew/sound/10/02/01-B-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-4-1.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/02/01-C-4-2.mp3"
"kaka vavayan","妹妹；姊姊","https://web.klokah.tw/ninew/sound/10/02/01-C-4-3.mp3"
"ita","[虛]","https://web.klokah.tw/ninew/sound/10/02/01-C-4-4.mp3"
"yucing","幼稚園","https://web.klokah.tw/ninew/sound/10/02/01-C-4-5.mp3"
"medjama sun, ina.","媽媽，早安。","https://web.klokah.tw/ninew/sound/10/02/02-B-1.mp3"
"medjama","早","https://web.klokah.tw/ninew/sound/10/02/02-C-1-1.mp3"
"sun","你","https://web.klokah.tw/ninew/sound/10/02/02-C-1-2.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/10/02/02-C-1-3.mp3"
"idu, kenamau anga Kapi.","Kapi，來，吃早餐了。","https://web.klokah.tw/ninew/sound/10/02/02-B-2.mp3"
"idu","來","https://web.klokah.tw/ninew/sound/10/02/02-C-2-1.mp3"
"kenamau","吃早餐","https://web.klokah.tw/ninew/sound/10/02/02-C-2-2.mp3"
"anga","[虛]","https://web.klokah.tw/ninew/sound/10/02/02-C-2-3.mp3"
"Kapi","（人名）","https://web.klokah.tw/ninew/sound/10/02/02-C-2-4.mp3"
"maya nan, uri gemisagis a nan a en ta u aljis.","等一下，我還要先刷牙。","https://web.klokah.tw/ninew/sound/10/02/02-B-3.mp3"
"maya","不可以","https://web.klokah.tw/ninew/sound/10/02/02-C-3-1.mp3"
"nan","先","https://web.klokah.tw/ninew/sound/10/02/02-C-3-2.mp3"
"uri","將要","https://web.klokah.tw/ninew/sound/10/02/02-C-3-3.mp3"
"gemisagis","刷牙","https://web.klokah.tw/ninew/sound/10/02/02-C-3-4.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/02-C-3-5.mp3"
"nan","先","https://web.klokah.tw/ninew/sound/10/02/02-C-3-6.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/02-C-3-7.mp3"
"en","我","https://web.klokah.tw/ninew/sound/10/02/02-C-3-8.mp3"
"ta","[虛]","https://web.klokah.tw/ninew/sound/10/02/02-C-3-9.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/02/02-C-3-10.mp3"
"aljis","牙齒","https://web.klokah.tw/ninew/sound/10/02/02-C-3-11.mp3"
"muri pinaqup sun uta!","你也要洗臉喔！","https://web.klokah.tw/ninew/sound/10/02/02-B-4.mp3"
"muri","將要","https://web.klokah.tw/ninew/sound/10/02/02-C-4-1.mp3"
"pinaqup","洗臉","https://web.klokah.tw/ninew/sound/10/02/02-C-4-2.mp3"
"sun","你","https://web.klokah.tw/ninew/sound/10/02/02-C-4-3.mp3"
"uta","也","https://web.klokah.tw/ninew/sound/10/02/02-C-4-4.mp3"
"nanguaq, kemeljang a en.","好的，我知道。","https://web.klokah.tw/ninew/sound/10/02/02-B-5.mp3"
"nanguaq","好的","https://web.klokah.tw/ninew/sound/10/02/02-C-5-1.mp3"
"kemeljang","知道","https://web.klokah.tw/ninew/sound/10/02/02-C-5-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/02-C-5-3.mp3"
"en","我","https://web.klokah.tw/ninew/sound/10/02/02-C-5-4.mp3"
"pida nga su cavilj?","你幾歲了？","https://web.klokah.tw/ninew/sound/10/02/03-B-1.mp3"
"pida","多少","https://web.klokah.tw/ninew/sound/10/02/03-C-1-1.mp3"
"nga","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/10/02/03-C-1-3.mp3"
"cavilj","年；歲","https://web.klokah.tw/ninew/sound/10/02/03-C-1-4.mp3"
"tapuluq anga u cavilj.","我十歲了。","https://web.klokah.tw/ninew/sound/10/02/03-B-2.mp3"
"tapuluq","十","https://web.klokah.tw/ninew/sound/10/02/03-C-2-1.mp3"
"anga","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-2-2.mp3"
"u","我（的）","https://web.klokah.tw/ninew/sound/10/02/03-C-2-3.mp3"
"cavilj","年；歲","https://web.klokah.tw/ninew/sound/10/02/03-C-2-4.mp3"
"mapida su siruvetjek?","你有幾位兄弟姊妹？","https://web.klokah.tw/ninew/sound/10/02/03-B-3.mp3"
"mapida","幾位","https://web.klokah.tw/ninew/sound/10/02/03-C-3-1.mp3"
"su","你（的）","https://web.klokah.tw/ninew/sound/10/02/03-C-3-2.mp3"
"siruvetjek","親兄弟姊妹","https://web.klokah.tw/ninew/sound/10/02/03-C-3-3.mp3"
"macidilj a tjavulung a uqaljai, madrusa a tjaljaljak a vavayan.","有一個哥哥和兩個妹妹。","https://web.klokah.tw/ninew/sound/10/02/03-B-4.mp3"
"macidilj","一個","https://web.klokah.tw/ninew/sound/10/02/03-C-4-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-4-2.mp3"
"tjavulung","年長","https://web.klokah.tw/ninew/sound/10/02/03-C-4-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-4-4.mp3"
"uqaljai","男生","https://web.klokah.tw/ninew/sound/10/02/03-C-4-5.mp3"
"madrusa","二個","https://web.klokah.tw/ninew/sound/10/02/03-C-4-6.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-4-7.mp3"
"tjaljaljak","年歲較小","https://web.klokah.tw/ninew/sound/10/02/03-C-4-8.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-4-9.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/10/02/03-C-4-10.mp3"
"pida nga cavilj na su kaka a tjaljaljak a vavayan?","你的妹妹幾歲？","https://web.klokah.tw/ninew/sound/10/02/03-B-5.mp3"
"pida","多少","https://web.klokah.tw/ninew/sound/10/02/03-C-5-1.mp3"
"nga","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-5-2.mp3"
"cavilj","年；歲","https://web.klokah.tw/ninew/sound/10/02/03-C-5-3.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-5-4.mp3"
"su","你（的）","https://web.klokah.tw/ninew/sound/10/02/03-C-5-5.mp3"
"kaka","兄弟姊妹","https://web.klokah.tw/ninew/sound/10/02/03-C-5-6.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-5-7.mp3"
"tjaljaljak","年歲較小","https://web.klokah.tw/ninew/sound/10/02/03-C-5-8.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-5-9.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/10/02/03-C-5-10.mp3"
"unem anga cavilj.","六歲。","https://web.klokah.tw/ninew/sound/10/02/03-B-6.mp3"
"unem","六","https://web.klokah.tw/ninew/sound/10/02/03-C-6-1.mp3"
"anga","[虛]","https://web.klokah.tw/ninew/sound/10/02/03-C-6-2.mp3"
"cavilj","年；歲","https://web.klokah.tw/ninew/sound/10/02/03-C-6-3.mp3"
"inu a su tjumaq?","你家在哪裡？","https://web.klokah.tw/ninew/sound/10/02/04-B-1.mp3"
"inu","在哪裡","https://web.klokah.tw/ninew/sound/10/02/04-C-1-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/04-C-1-2.mp3"
"su","你（的）","https://web.klokah.tw/ninew/sound/10/02/04-C-1-3.mp3"
"tjumaq","家","https://web.klokah.tw/ninew/sound/10/02/04-C-1-4.mp3"
"i gadu a u tjumaq.","我家在山上。","https://web.klokah.tw/ninew/sound/10/02/04-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/10/02/04-C-2-1.mp3"
"gadu","山","https://web.klokah.tw/ninew/sound/10/02/04-C-2-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/10/02/04-C-2-3.mp3"
