"Embiyax su hug?","你好嗎？","https://web.klokah.tw/ninew/sound/44/01/01-B-1.mp3"
"hangan","名字","https://web.klokah.tw/ninew/sound/44/01/04-C-4-2.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/44/01/04-C-4-3.mp3"
"o","[介]","https://web.klokah.tw/ninew/sound/44/01/04-C-4-4.mp3"
"Yakaw Piling","（男子名）","https://web.klokah.tw/ninew/sound/44/01/04-C-4-5.mp3"
"Pawan: Snaw su ka isu hug?","Pawan：請問你是男生嗎？","https://web.klokah.tw/ninew/sound/44/01/05-B-1.mp3"
"Snaw","男生","https://web.klokah.tw/ninew/sound/44/01/05-C-1-1.mp3"
"su","你","https://web.klokah.tw/ninew/sound/44/01/05-C-1-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/05-C-1-3.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/44/01/05-C-1-4.mp3"
"hug","嗎","https://web.klokah.tw/ninew/sound/44/01/05-C-1-5.mp3"
"Iwal: Uxay o, yaku o kuyuh.","Iwal：不是，我是女生。","https://web.klokah.tw/ninew/sound/44/01/05-B-2.mp3"
"Uxay","不是","https://web.klokah.tw/ninew/sound/44/01/05-C-2-1.mp3"
"o","[介]","https://web.klokah.tw/ninew/sound/44/01/05-C-2-2.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/44/01/05-C-2-3.mp3"
"o","[介]","https://web.klokah.tw/ninew/sound/44/01/05-C-2-4.mp3"
"kuyuh","女生","https://web.klokah.tw/ninew/sound/44/01/05-C-2-5.mp3"
"Pawan: Snaw ka yami, kuyuh ka yamu.","Pawan：我們是男生，你們是女生。","https://web.klokah.tw/ninew/sound/44/01/05-B-3.mp3"
"Snaw","男生","https://web.klokah.tw/ninew/sound/44/01/05-C-3-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/05-C-3-2.mp3"
"yami","我們","https://web.klokah.tw/ninew/sound/44/01/05-C-3-3.mp3"
"kuyuh","女生","https://web.klokah.tw/ninew/sound/44/01/05-C-3-4.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/05-C-3-5.mp3"
"yamu","你們","https://web.klokah.tw/ninew/sound/44/01/05-C-3-6.mp3"
"Akang: Manu ka gaga kiyig su hug?","Akang：請問在你的旁邊是什麼？","https://web.klokah.tw/ninew/sound/44/01/06-B-1.mp3"
"Manu","什麼","https://web.klokah.tw/ninew/sound/44/01/06-C-1-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/06-C-1-2.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/44/01/06-C-1-3.mp3"
"kiyig","旁邊","https://web.klokah.tw/ninew/sound/44/01/06-C-1-4.mp3"
"su","你","https://web.klokah.tw/ninew/sound/44/01/06-C-1-5.mp3"
"hug","呢","https://web.klokah.tw/ninew/sound/44/01/06-C-1-6.mp3"
"Basaw: Huling mu.","Basaw：我的狗。","https://web.klokah.tw/ninew/sound/44/01/06-B-2.mp3"
"Huling","狗","https://web.klokah.tw/ninew/sound/44/01/06-C-2-1.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/44/01/06-C-2-2.mp3"
"Akang: Mqalux hug?","Akang：黑色的嗎？","https://web.klokah.tw/ninew/sound/44/01/06-B-3.mp3"
"Mqalux","黑色的","https://web.klokah.tw/ninew/sound/44/01/06-C-3-1.mp3"
"hug","嗎","https://web.klokah.tw/ninew/sound/44/01/06-C-3-2.mp3"
"Basaw: Uxay o, mdamay.","Basaw：不是，棕色的。","https://web.klokah.tw/ninew/sound/44/01/06-B-4.mp3"
"Uxay","不是","https://web.klokah.tw/ninew/sound/44/01/06-C-4-1.mp3"
"o","[介]","https://web.klokah.tw/ninew/sound/44/01/06-C-4-2.mp3"
"mdamay","棕色的","https://web.klokah.tw/ninew/sound/44/01/06-C-4-3.mp3"
"Gaga inu ka mtgsa hug?","請問老師在哪裡？","https://web.klokah.tw/ninew/sound/44/01/07-B-1.mp3"
"Gaga","在那裡；正在","https://web.klokah.tw/ninew/sound/44/01/07-C-1-1.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/44/01/07-C-1-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/07-C-1-3.mp3"
"mtgsa","老師","https://web.klokah.tw/ninew/sound/44/01/07-C-1-4.mp3"
"hug","呢","https://web.klokah.tw/ninew/sound/44/01/07-C-1-5.mp3"
"Nii hini.","在這裡。","https://web.klokah.tw/ninew/sound/44/01/07-B-2.mp3"
"Nii","在這裡；正在","https://web.klokah.tw/ninew/sound/44/01/07-C-2-1.mp3"
"hini","這裡","https://web.klokah.tw/ninew/sound/44/01/07-C-2-2.mp3"
"Gaga inu ka ppatas su hug?","請問你的筆在哪裡？","https://web.klokah.tw/ninew/sound/44/01/07-B-3.mp3"
"Gaga","在那裡；正在","https://web.klokah.tw/ninew/sound/44/01/07-C-3-1.mp3"
"inu","那裡","https://web.klokah.tw/ninew/sound/44/01/07-C-3-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/07-C-3-3.mp3"
"ppatas","筆","https://web.klokah.tw/ninew/sound/44/01/07-C-3-4.mp3"
"su","你","https://web.klokah.tw/ninew/sound/44/01/07-C-3-5.mp3"
"hug","呢","https://web.klokah.tw/ninew/sound/44/01/07-C-3-6.mp3"
"Gaga ka ppatas mu.","我的筆在那裡。","https://web.klokah.tw/ninew/sound/44/01/07-B-4.mp3"
"Gaga","在那裡；正在","https://web.klokah.tw/ninew/sound/44/01/07-C-4-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/07-C-4-2.mp3"
"ppatas","筆","https://web.klokah.tw/ninew/sound/44/01/07-C-4-3.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/44/01/07-C-4-4.mp3"
"Manu ka nii?","這是什麼？","https://web.klokah.tw/ninew/sound/44/01/08-B-1.mp3"
"Manu","什麼","https://web.klokah.tw/ninew/sound/44/01/08-C-1-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/08-C-1-2.mp3"
"nii","這是","https://web.klokah.tw/ninew/sound/44/01/08-C-1-3.mp3"
"Tluan matas ka nii.","這是書桌。","https://web.klokah.tw/ninew/sound/44/01/08-B-2.mp3"
"Tluan","桌子","https://web.klokah.tw/ninew/sound/44/01/08-C-2-1.mp3"
"matas","讀書","https://web.klokah.tw/ninew/sound/44/01/08-C-2-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/08-C-2-3.mp3"
"nii","在這裡","https://web.klokah.tw/ninew/sound/44/01/08-C-2-4.mp3"
"Shjil bi ka tluan matas gaga hug?","請問那張桌子很重嗎？","https://web.klokah.tw/ninew/sound/44/01/08-B-3.mp3"
"Shjil","重","https://web.klokah.tw/ninew/sound/44/01/08-C-3-1.mp3"
"bi","非常","https://web.klokah.tw/ninew/sound/44/01/08-C-3-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/08-C-3-3.mp3"
"tluan","桌子","https://web.klokah.tw/ninew/sound/44/01/08-C-3-4.mp3"
"matas","讀書","https://web.klokah.tw/ninew/sound/44/01/08-C-3-5.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/44/01/08-C-3-6.mp3"
"hug","嗎","https://web.klokah.tw/ninew/sound/44/01/08-C-3-7.mp3"
"Kiya o, shjil bi.","是的，很重。","https://web.klokah.tw/ninew/sound/44/01/08-B-4.mp3"
"Kiya","是的","https://web.klokah.tw/ninew/sound/44/01/08-C-4-1.mp3"
"o","[介]","https://web.klokah.tw/ninew/sound/44/01/08-C-4-2.mp3"
"shjil","重","https://web.klokah.tw/ninew/sound/44/01/08-C-4-3.mp3"
"bi","非常","https://web.klokah.tw/ninew/sound/44/01/08-C-4-4.mp3"
"Ima ka seejiq gaga?","那個人是誰？","https://web.klokah.tw/ninew/sound/44/01/09-B-1.mp3"
"Ima","誰","https://web.klokah.tw/ninew/sound/44/01/09-C-1-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/09-C-1-2.mp3"
"seejiq","人","https://web.klokah.tw/ninew/sound/44/01/09-C-1-3.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/44/01/09-C-1-4.mp3"
"Bubu mu ka gaga.","那是我媽媽。","https://web.klokah.tw/ninew/sound/44/01/09-B-2.mp3"
"Bubu","媽媽","https://web.klokah.tw/ninew/sound/44/01/09-C-2-1.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/44/01/09-C-2-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/09-C-2-3.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/44/01/09-C-2-4.mp3"
"Manu qpahun na ka hiya?","她是做什麼工作？","https://web.klokah.tw/ninew/sound/44/01/09-B-3.mp3"
"Manu","什麼","https://web.klokah.tw/ninew/sound/44/01/09-C-3-1.mp3"
"qpahun","工作","https://web.klokah.tw/ninew/sound/44/01/09-C-3-2.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/44/01/09-C-3-3.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/09-C-3-4.mp3"
"hiya","她","https://web.klokah.tw/ninew/sound/44/01/09-C-3-5.mp3"
"Mqlahang mnarux ka hiya.","她是照顧病人的護士。","https://web.klokah.tw/ninew/sound/44/01/09-B-4.mp3"
"Mqlahang","照顧","https://web.klokah.tw/ninew/sound/44/01/09-C-4-1.mp3"
"mnarux","生病","https://web.klokah.tw/ninew/sound/44/01/09-C-4-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/09-C-4-3.mp3"
"hiya","她","https://web.klokah.tw/ninew/sound/44/01/09-C-4-4.mp3"
"Niqan patas ka babaw tluan matas hug?","請問桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/44/01/10-B-1.mp3"
"Niqan","有","https://web.klokah.tw/ninew/sound/44/01/10-C-1-1.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/44/01/10-C-1-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/10-C-1-3.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/44/01/10-C-1-4.mp3"
"tluan","桌","https://web.klokah.tw/ninew/sound/44/01/10-C-1-5.mp3"
"matas","讀書","https://web.klokah.tw/ninew/sound/44/01/10-C-1-6.mp3"
"hug","嗎","https://web.klokah.tw/ninew/sound/44/01/10-C-1-7.mp3"
"Tru patas ka gaga babaw tluan matas.","在桌子的上面有三本書。","https://web.klokah.tw/ninew/sound/44/01/10-B-2.mp3"
"Tru","三本","https://web.klokah.tw/ninew/sound/44/01/10-C-2-1.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/44/01/10-C-2-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/10-C-2-3.mp3"
"gaga","那個","https://web.klokah.tw/ninew/sound/44/01/10-C-2-4.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/44/01/10-C-2-5.mp3"
"tluan","桌子","https://web.klokah.tw/ninew/sound/44/01/10-C-2-6.mp3"
"matas","讀書","https://web.klokah.tw/ninew/sound/44/01/10-C-2-7.mp3"
"Embanah ka kingal, mqalux ka dha.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/44/01/10-B-3.mp3"
"Embana","紅色","https://web.klokah.tw/ninew/sound/44/01/10-C-3-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/10-C-3-2.mp3"
"kingal","一本","https://web.klokah.tw/ninew/sound/44/01/10-C-3-3.mp3"
"mqalux","黑色","https://web.klokah.tw/ninew/sound/44/01/10-C-3-4.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/10-C-3-5.mp3"
"dha","二本","https://web.klokah.tw/ninew/sound/44/01/10-C-3-6.mp3"
"Nnima ka patas embanah hug?","請問紅色的書是誰的？","https://web.klokah.tw/ninew/sound/44/01/10-B-4.mp3"
"Nnima","誰的","https://web.klokah.tw/ninew/sound/44/01/10-C-4-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/10-C-4-2.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/44/01/10-C-4-3.mp3"
"embanah","紅色","https://web.klokah.tw/ninew/sound/44/01/10-C-4-4.mp3"
"hug","呢","https://web.klokah.tw/ninew/sound/44/01/10-C-4-5.mp3"
"Nmtgsa ka patas embanah.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/44/01/10-B-5.mp3"
"Nmtgsa","老師的","https://web.klokah.tw/ninew/sound/44/01/10-C-5-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/01/10-C-5-2.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/44/01/10-C-5-3.mp3"
"embanah","紅色","https://web.klokah.tw/ninew/sound/44/01/10-C-5-4.mp3"
"Nii ku matas ptasan tgbilaq ka sayang.","我現在在小學讀書。","https://web.klokah.tw/ninew/sound/44/02/01-B-1.mp3"
"Nii","在這裡","https://web.klokah.tw/ninew/sound/44/02/01-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/44/02/01-C-1-2.mp3"
"matas","讀書","https://web.klokah.tw/ninew/sound/44/02/01-C-1-3.mp3"
"ptasan","學校","https://web.klokah.tw/ninew/sound/44/02/01-C-1-4.mp3"
"tgbilaq","小","https://web.klokah.tw/ninew/sound/44/02/01-C-1-5.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/02/01-C-1-6.mp3"
"sayang","現在","https://web.klokah.tw/ninew/sound/44/02/01-C-1-7.mp3"
"Mataru hiyi ka ruwan sapah mu.","我的家有六個人。","https://web.klokah.tw/ninew/sound/44/02/01-B-2.mp3"
"Mataru","六","https://web.klokah.tw/ninew/sound/44/02/01-C-2-1.mp3"
"hiyi","人；個體","https://web.klokah.tw/ninew/sound/44/02/01-C-2-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/02/01-C-2-3.mp3"
"ruwan","裡面","https://web.klokah.tw/ninew/sound/44/02/01-C-2-4.mp3"
"sapah","家；屋","https://web.klokah.tw/ninew/sound/44/02/01-C-2-5.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/44/02/01-C-2-6.mp3"
"Baki, payi, tama, bubu, swayi mu kuyuh ni yaku.","祖父、祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/44/02/01-B-3.mp3"
"Baki","祖父","https://web.klokah.tw/ninew/sound/44/02/01-C-3-1.mp3"
"payi","祖母","https://web.klokah.tw/ninew/sound/44/02/01-C-3-2.mp3"
"tama","爸爸","https://web.klokah.tw/ninew/sound/44/02/01-C-3-3.mp3"
"bubu","媽媽","https://web.klokah.tw/ninew/sound/44/02/01-C-3-4.mp3"
"swayi","弟弟；妹妹","https://web.klokah.tw/ninew/sound/44/02/01-C-3-5.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/44/02/01-C-3-6.mp3"
"kuyuh","女生；妻子","https://web.klokah.tw/ninew/sound/44/02/01-C-3-7.mp3"
"ni","[連]","https://web.klokah.tw/ninew/sound/44/02/01-C-3-8.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/44/02/01-C-3-9.mp3"
"Yudaw: Bubu, krbuan! Mtutuy ku da!","Yudaw：媽媽，早安！我起床了！","https://web.klokah.tw/ninew/sound/44/02/02-B-1.mp3"
"Bubu","媽媽","https://web.klokah.tw/ninew/sound/44/02/02-C-1-1.mp3"
"krbuan","早安","https://web.klokah.tw/ninew/sound/44/02/02-C-1-2.mp3"
"Mtutuy","起床","https://web.klokah.tw/ninew/sound/44/02/02-C-1-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/44/02/02-C-1-4.mp3"
"da","[虛]","https://web.klokah.tw/ninew/sound/44/02/02-C-1-5.mp3"
"Bubu: Krbuan! Uqa ta nhapuy da!","媽媽：早安！我們來吃飯了！","https://web.klokah.tw/ninew/sound/44/02/02-B-2.mp3"
"Krbuan","早安","https://web.klokah.tw/ninew/sound/44/02/02-C-2-1.mp3"
"Uqa","吃","https://web.klokah.tw/ninew/sound/44/02/02-C-2-2.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/44/02/02-C-2-3.mp3"
"nhapuy","食物","https://web.klokah.tw/ninew/sound/44/02/02-C-2-4.mp3"
"da","[虛]","https://web.klokah.tw/ninew/sound/44/02/02-C-2-5.mp3"
"Yudaw: Yahan! Emptrima ku dqras ni msgus ku gupun han.","Yudaw：等一下！我要洗臉和刷牙。","https://web.klokah.tw/ninew/sound/44/02/02-B-3.mp3"
"Yahan","等一下","https://web.klokah.tw/ninew/sound/44/02/02-C-3-1.mp3"
"Emptrima","將要洗","https://web.klokah.tw/ninew/sound/44/02/02-C-3-2.mp3"
"ku","我的","https://web.klokah.tw/ninew/sound/44/02/02-C-3-3.mp3"
"dqras","臉","https://web.klokah.tw/ninew/sound/44/02/02-C-3-4.mp3"
"ni","[連]","https://web.klokah.tw/ninew/sound/44/02/02-C-3-5.mp3"
"msgus","刷","https://web.klokah.tw/ninew/sound/44/02/02-C-3-6.mp3"
"ku","我的","https://web.klokah.tw/ninew/sound/44/02/02-C-3-7.mp3"
"gupun","牙齒","https://web.klokah.tw/ninew/sound/44/02/02-C-3-8.mp3"
"han","[虛]","https://web.klokah.tw/ninew/sound/44/02/02-C-3-9.mp3"
"Bubu: Mnduwa trima ha!","媽媽：好好的洗吧！","https://web.klokah.tw/ninew/sound/44/02/02-B-4.mp3"
"Mnduwa","好好的","https://web.klokah.tw/ninew/sound/44/02/02-C-4-1.mp3"
"trima","洗","https://web.klokah.tw/ninew/sound/44/02/02-C-4-2.mp3"
"ha","[虛]","https://web.klokah.tw/ninew/sound/44/02/02-C-4-3.mp3"
"Piya ka hngkwasan su hug?","你幾歲了？","https://web.klokah.tw/ninew/sound/44/02/03-B-1.mp3"
"Piya","多少","https://web.klokah.tw/ninew/sound/44/02/03-C-1-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/02/03-C-1-2.mp3"
"hngkwasan","年齡；年","https://web.klokah.tw/ninew/sound/44/02/03-C-1-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/44/02/03-C-1-4.mp3"
"hug","呢","https://web.klokah.tw/ninew/sound/44/02/03-C-1-5.mp3"
"Maxal hngkwasan mu.","我十歲。","https://web.klokah.tw/ninew/sound/44/02/03-B-2.mp3"
"Maxal","十","https://web.klokah.tw/ninew/sound/44/02/03-C-2-1.mp3"
"hngkwasan","年齡；年","https://web.klokah.tw/ninew/sound/44/02/03-C-2-2.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/44/02/03-C-2-3.mp3"
"Piya mnswayi su hug?","你有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/44/02/03-B-3.mp3"
"Piya","多少","https://web.klokah.tw/ninew/sound/44/02/03-C-3-1.mp3"
"mnswayi","兄弟姐妹","https://web.klokah.tw/ninew/sound/44/02/03-C-3-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/44/02/03-C-3-3.mp3"
"hug","呢","https://web.klokah.tw/ninew/sound/44/02/03-C-3-4.mp3"
"Dha qbsuran snaw ni kingal swayi kuyuh.","兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/44/02/03-B-4.mp3"
"Dha","兩個","https://web.klokah.tw/ninew/sound/44/02/03-C-4-1.mp3"
"qbsuran","哥哥；姐姐","https://web.klokah.tw/ninew/sound/44/02/03-C-4-2.mp3"
"snaw","男生；丈夫","https://web.klokah.tw/ninew/sound/44/02/03-C-4-3.mp3"
"ni","[連]","https://web.klokah.tw/ninew/sound/44/02/03-C-4-4.mp3"
"kingal","一個","https://web.klokah.tw/ninew/sound/44/02/03-C-4-5.mp3"
"swayi","弟弟；妹妹","https://web.klokah.tw/ninew/sound/44/02/03-C-4-6.mp3"
"kuyuh","女生；妻子","https://web.klokah.tw/ninew/sound/44/02/03-C-4-7.mp3"
"Piya hngkwasan na ka swayi su kuyuh hug?","你妹妹幾歲了？","https://web.klokah.tw/ninew/sound/44/02/03-B-5.mp3"
"Piya","多少","https://web.klokah.tw/ninew/sound/44/02/03-C-5-1.mp3"
"hngkwasan","年齡；年","https://web.klokah.tw/ninew/sound/44/02/03-C-5-2.mp3"
"na","她","https://web.klokah.tw/ninew/sound/44/02/03-C-5-3.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/44/02/03-C-5-4.mp3"
"swayi","弟弟；妹妹","https://web.klokah.tw/ninew/sound/44/02/03-C-5-5.mp3"
"su","你","https://web.klokah.tw/ninew/sound/44/02/03-C-5-6.mp3"
"kuyuh","女生；妻子","https://web.klokah.tw/ninew/sound/44/02/03-C-5-7.mp3"
"hug","呢","https://web.klokah.tw/ninew/sound/44/02/03-C-5-8.mp3"
"Mataru hngkwasan na.","她六歲。","https://web.klokah.tw/ninew/sound/44/02/03-B-6.mp3"
"Mataru","六","https://web.klokah.tw/ninew/sound/44/02/03-C-6-1.mp3"
"hngkwasan","年齡；年","https://web.klokah.tw/ninew/sound/44/02/03-C-6-2.mp3"
"na","她","https://web.klokah.tw/ninew/sound/44/02/03-C-6-3.mp3"
"Gaga inu ka sapah su?","你的家在哪裡？","https://web.klokah.tw/ninew/sound/44/02/04-B-1.mp3"
