"lokah su ga, sesiy psbaq biru?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/43/01/01-B-1.mp3"
"iyat","不是","https://web.klokah.tw/ninew/sound/43/01/04-C-4-1.mp3"
"lalu","名字","https://web.klokah.tw/ninew/sound/43/01/04-C-4-2.mp3"
"nya","他的","https://web.klokah.tw/ninew/sound/43/01/04-C-4-3.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/04-C-4-4.mp3"
"Maray Lesa","（人名）","https://web.klokah.tw/ninew/sound/43/01/04-C-4-5.mp3"
"isu ga mlikuy.","你是男生。","https://web.klokah.tw/ninew/sound/43/01/05-B-1.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/43/01/05-C-1-1.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/05-C-1-2.mp3"
"mlikuy","男生","https://web.klokah.tw/ninew/sound/43/01/05-C-1-3.mp3"
"cami ga knerin.","我們是女生。","https://web.klokah.tw/ninew/sound/43/01/05-B-2.mp3"
"cami","我們","https://web.klokah.tw/ninew/sound/43/01/05-C-2-1.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/05-C-2-2.mp3"
"knerin","女生","https://web.klokah.tw/ninew/sound/43/01/05-C-2-3.mp3"
"Yayut ga mlikuy?","Yayut是男生嗎？","https://web.klokah.tw/ninew/sound/43/01/05-B-3.mp3"
"Yayut","（人名）","https://web.klokah.tw/ninew/sound/43/01/05-C-3-1.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/05-C-3-2.mp3"
"mlikuy","男生","https://web.klokah.tw/ninew/sound/43/01/05-C-3-3.mp3"
"iyat, hiya ga knerin.","不是，她是女生。","https://web.klokah.tw/ninew/sound/43/01/05-B-4.mp3"
"iyat","不是","https://web.klokah.tw/ninew/sound/43/01/05-C-4-1.mp3"
"hiya","她","https://web.klokah.tw/ninew/sound/43/01/05-C-4-2.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/05-C-4-3.mp3"
"knerin","女生","https://web.klokah.tw/ninew/sound/43/01/05-C-4-4.mp3"
"cyan qutux hoyil mu.","我有一隻狗。","https://web.klokah.tw/ninew/sound/43/01/06-B-1.mp3"
"cyan","有","https://web.klokah.tw/ninew/sound/43/01/06-C-1-1.mp3"
"qutux","一隻","https://web.klokah.tw/ninew/sound/43/01/06-C-1-2.mp3"
"hoyil","狗","https://web.klokah.tw/ninew/sound/43/01/06-C-1-3.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/43/01/06-C-1-4.mp3"
"hoyil mu ga mqatung.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/43/01/06-B-2.mp3"
"hoyil","狗","https://web.klokah.tw/ninew/sound/43/01/06-C-2-1.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/43/01/06-C-2-2.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/06-C-2-3.mp3"
"mqatung","黑色","https://web.klokah.tw/ninew/sound/43/01/06-C-2-4.mp3"
"siyan mu calay.","我真的喜歡。","https://web.klokah.tw/ninew/sound/43/01/06-B-3.mp3"
"siyan","喜歡","https://web.klokah.tw/ninew/sound/43/01/06-C-3-1.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/43/01/06-C-3-2.mp3"
"calay","真的","https://web.klokah.tw/ninew/sound/43/01/06-C-3-3.mp3"
"pungan nya ke mu uyi.","牠也聽從我的話。","https://web.klokah.tw/ninew/sound/43/01/06-B-4.mp3"
"pungan","聽","https://web.klokah.tw/ninew/sound/43/01/06-C-4-1.mp3"
"nya","牠的","https://web.klokah.tw/ninew/sound/43/01/06-C-4-2.mp3"
"ke","話語","https://web.klokah.tw/ninew/sound/43/01/06-C-4-3.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/43/01/06-C-4-4.mp3"
"uyi","也","https://web.klokah.tw/ninew/sound/43/01/06-C-4-5.mp3"
"cyan inu sesiy psbaq biru?","老師在哪裡？","https://web.klokah.tw/ninew/sound/43/01/07-B-1.mp3"
"cyan","在","https://web.klokah.tw/ninew/sound/43/01/07-C-1-1.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/43/01/07-C-1-2.mp3"
"sesiy","老師","https://web.klokah.tw/ninew/sound/43/01/07-C-1-3.mp3"
"psbaq","教導","https://web.klokah.tw/ninew/sound/43/01/07-C-1-4.mp3"
"biru","書本","https://web.klokah.tw/ninew/sound/43/01/07-C-1-5.mp3"
"nyan maki cqani.","他在這裡。","https://web.klokah.tw/ninew/sound/43/01/07-B-2.mp3"
"nyan","有","https://web.klokah.tw/ninew/sound/43/01/07-C-2-1.mp3"
"maki","在","https://web.klokah.tw/ninew/sound/43/01/07-C-2-2.mp3"
"cqani","這裡","https://web.klokah.tw/ninew/sound/43/01/07-C-2-3.mp3"
"cyan maki inu qa enpit su?","你的筆在哪裡？","https://web.klokah.tw/ninew/sound/43/01/07-B-3.mp3"
"cyan","有","https://web.klokah.tw/ninew/sound/43/01/07-C-3-1.mp3"
"maki","在","https://web.klokah.tw/ninew/sound/43/01/07-C-3-2.mp3"
"inu","哪裡","https://web.klokah.tw/ninew/sound/43/01/07-C-3-3.mp3"
"qa","[主]","https://web.klokah.tw/ninew/sound/43/01/07-C-3-4.mp3"
"enpit","筆","https://web.klokah.tw/ninew/sound/43/01/07-C-3-5.mp3"
"su","你的","https://web.klokah.tw/ninew/sound/43/01/07-C-3-6.mp3"
"nyan cqani qa enpit mu.","我的筆在這裡。","https://web.klokah.tw/ninew/sound/43/01/07-B-4.mp3"
"nyan","在","https://web.klokah.tw/ninew/sound/43/01/07-C-4-1.mp3"
"cqani","這裡","https://web.klokah.tw/ninew/sound/43/01/07-C-4-2.mp3"
"qa","[主]","https://web.klokah.tw/ninew/sound/43/01/07-C-4-3.mp3"
"enpit","筆","https://web.klokah.tw/ninew/sound/43/01/07-C-4-4.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/43/01/07-C-4-5.mp3"
"nanu qani hiya?","這是什麼？","https://web.klokah.tw/ninew/sound/43/01/08-B-1.mp3"
"nanu","什麼","https://web.klokah.tw/ninew/sound/43/01/08-C-1-1.mp3"
"qani","這個","https://web.klokah.tw/ninew/sound/43/01/08-C-1-2.mp3"
"hiya","它","https://web.klokah.tw/ninew/sound/43/01/08-C-1-3.mp3"
"qani ga hanray.","這是桌子。","https://web.klokah.tw/ninew/sound/43/01/08-B-2.mp3"
"qani","這個","https://web.klokah.tw/ninew/sound/43/01/08-C-2-1.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/08-C-2-2.mp3"
"hanray","桌子","https://web.klokah.tw/ninew/sound/43/01/08-C-2-3.mp3"
"qesux qa thekan qaca?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/43/01/08-B-3.mp3"
"qesux","重","https://web.klokah.tw/ninew/sound/43/01/08-C-3-1.mp3"
"qa","[主]","https://web.klokah.tw/ninew/sound/43/01/08-C-3-2.mp3"
"thekan","椅子","https://web.klokah.tw/ninew/sound/43/01/08-C-3-3.mp3"
"qaca","那個","https://web.klokah.tw/ninew/sound/43/01/08-C-3-4.mp3"
"uya, qesux calay.","是的，很重。","https://web.klokah.tw/ninew/sound/43/01/08-B-4.mp3"
"uya","是的","https://web.klokah.tw/ninew/sound/43/01/08-C-4-1.mp3"
"qesux","重","https://web.klokah.tw/ninew/sound/43/01/08-C-4-2.mp3"
"calay","真的","https://web.klokah.tw/ninew/sound/43/01/08-C-4-3.mp3"
"ima qa cquliq qaca hiya?","那個人是誰？","https://web.klokah.tw/ninew/sound/43/01/09-B-1.mp3"
"ima","誰","https://web.klokah.tw/ninew/sound/43/01/09-C-1-1.mp3"
"qa","[主]","https://web.klokah.tw/ninew/sound/43/01/09-C-1-2.mp3"
"cquliq","人","https://web.klokah.tw/ninew/sound/43/01/09-C-1-3.mp3"
"qaca","那個","https://web.klokah.tw/ninew/sound/43/01/09-C-1-4.mp3"
"hiya","他","https://web.klokah.tw/ninew/sound/43/01/09-C-1-5.mp3"
"cquliq qaca ga yaya mu.","那個人是我的媽媽。","https://web.klokah.tw/ninew/sound/43/01/09-B-2.mp3"
"cquliq","人","https://web.klokah.tw/ninew/sound/43/01/09-C-2-1.mp3"
"qaca","那個","https://web.klokah.tw/ninew/sound/43/01/09-C-2-2.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/09-C-2-3.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/43/01/09-C-2-4.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/43/01/09-C-2-5.mp3"
"nanu cyan nya ptyawun?","她是在做什麼工作？","https://web.klokah.tw/ninew/sound/43/01/09-B-3.mp3"
"nanu","什麼","https://web.klokah.tw/ninew/sound/43/01/09-C-3-1.mp3"
"cyan","在","https://web.klokah.tw/ninew/sound/43/01/09-C-3-2.mp3"
"nya","她的","https://web.klokah.tw/ninew/sound/43/01/09-C-3-3.mp3"
"ptyawun","工作","https://web.klokah.tw/ninew/sound/43/01/09-C-3-4.mp3"
"hiya ga cyan alan kanggok.","她是護士。","https://web.klokah.tw/ninew/sound/43/01/09-B-4.mp3"
"hiya","她","https://web.klokah.tw/ninew/sound/43/01/09-C-4-1.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/09-C-4-2.mp3"
"cyan","在","https://web.klokah.tw/ninew/sound/43/01/09-C-4-3.mp3"
"alan","擔任","https://web.klokah.tw/ninew/sound/43/01/09-C-4-4.mp3"
"kanggok","護士","https://web.klokah.tw/ninew/sound/43/01/09-C-4-5.mp3"
"cyan maki babaw hanray bbrwan qaca?","桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/43/01/10-B-1.mp3"
"cyan","在","https://web.klokah.tw/ninew/sound/43/01/10-C-1-1.mp3"
"maki","有","https://web.klokah.tw/ninew/sound/43/01/10-C-1-2.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/43/01/10-C-1-3.mp3"
"hanray","桌子","https://web.klokah.tw/ninew/sound/43/01/10-C-1-4.mp3"
"bbrwan","書本","https://web.klokah.tw/ninew/sound/43/01/10-C-1-5.mp3"
"qaca","那個","https://web.klokah.tw/ninew/sound/43/01/10-C-1-6.mp3"
"tyugan biru cyan maki babaw na hanray.","桌子的上面有三本書。","https://web.klokah.tw/ninew/sound/43/01/10-B-2.mp3"
"tyugan","三個","https://web.klokah.tw/ninew/sound/43/01/10-C-2-1.mp3"
"biru","書本","https://web.klokah.tw/ninew/sound/43/01/10-C-2-2.mp3"
"cyan","在","https://web.klokah.tw/ninew/sound/43/01/10-C-2-3.mp3"
"maki","有","https://web.klokah.tw/ninew/sound/43/01/10-C-2-4.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/43/01/10-C-2-5.mp3"
"na","的","https://web.klokah.tw/ninew/sound/43/01/10-C-2-6.mp3"
"hanray","桌子","https://web.klokah.tw/ninew/sound/43/01/10-C-2-7.mp3"
"qutux ga mtalah, saying ga mqatung.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/43/01/10-B-3.mp3"
"qutux","一本","https://web.klokah.tw/ninew/sound/43/01/10-C-3-1.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/10-C-3-2.mp3"
"mtalah","紅色","https://web.klokah.tw/ninew/sound/43/01/10-C-3-3.mp3"
"saying","兩本","https://web.klokah.tw/ninew/sound/43/01/10-C-3-4.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/10-C-3-5.mp3"
"mqatung","黑色","https://web.klokah.tw/ninew/sound/43/01/10-C-3-6.mp3"
"biru mtalah ga arwa ni ima?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/43/01/10-B-4.mp3"
"biru","書本","https://web.klokah.tw/ninew/sound/43/01/10-C-4-1.mp3"
"mtalah","紅色","https://web.klokah.tw/ninew/sound/43/01/10-C-4-2.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/10-C-4-3.mp3"
"arwa","屬於","https://web.klokah.tw/ninew/sound/43/01/10-C-4-4.mp3"
"ni","的","https://web.klokah.tw/ninew/sound/43/01/10-C-4-5.mp3"
"ima","誰","https://web.klokah.tw/ninew/sound/43/01/10-C-4-6.mp3"
"biru mtalah ga biru ni sesiy psbaq biru.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/43/01/10-B-5.mp3"
"biru","書本","https://web.klokah.tw/ninew/sound/43/01/10-C-5-1.mp3"
"mtalah","紅色","https://web.klokah.tw/ninew/sound/43/01/10-C-5-2.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/01/10-C-5-3.mp3"
"biru","書本","https://web.klokah.tw/ninew/sound/43/01/10-C-5-4.mp3"
"ni","的","https://web.klokah.tw/ninew/sound/43/01/10-C-5-5.mp3"
"sesiy","老師","https://web.klokah.tw/ninew/sound/43/01/10-C-5-6.mp3"
"psbaq","教導","https://web.klokah.tw/ninew/sound/43/01/10-C-5-7.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/43/01/10-C-5-8.mp3"
"magan hi qutux cinmuyax myan.","我們一家有五個人。","https://web.klokah.tw/ninew/sound/43/02/01-B-1.mp3"
"magan","五","https://web.klokah.tw/ninew/sound/43/02/01-C-1-1.mp3"
"hi","人口","https://web.klokah.tw/ninew/sound/43/02/01-C-1-2.mp3"
"qutux","一個","https://web.klokah.tw/ninew/sound/43/02/01-C-1-3.mp3"
"cinmuyax","家","https://web.klokah.tw/ninew/sound/43/02/01-C-1-4.mp3"
"myan","我們的","https://web.klokah.tw/ninew/sound/43/02/01-C-1-5.mp3"
"yaki, yaba, yaya, swahi mu knerin ro kingan.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/43/02/01-B-2.mp3"
"yaki","祖母","https://web.klokah.tw/ninew/sound/43/02/01-C-2-1.mp3"
"yaba","爸爸","https://web.klokah.tw/ninew/sound/43/02/01-C-2-2.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/43/02/01-C-2-3.mp3"
"swahi","妹妹；弟弟","https://web.klokah.tw/ninew/sound/43/02/01-C-2-4.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/43/02/01-C-2-5.mp3"
"knerin","女生","https://web.klokah.tw/ninew/sound/43/02/01-C-2-6.mp3"
"ro","和","https://web.klokah.tw/ninew/sound/43/02/01-C-2-7.mp3"
"kingan","我","https://web.klokah.tw/ninew/sound/43/02/01-C-2-8.mp3"
"cyan cu mqwas biru pqwasan laqi cipaq.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/43/02/01-B-3.mp3"
"cyan","在","https://web.klokah.tw/ninew/sound/43/02/01-C-3-1.mp3"
"cu","我","https://web.klokah.tw/ninew/sound/43/02/01-C-3-2.mp3"
"mqwas","讀","https://web.klokah.tw/ninew/sound/43/02/01-C-3-3.mp3"
"biru","書本","https://web.klokah.tw/ninew/sound/43/02/01-C-3-4.mp3"
"pqwasan","讀書的地方","https://web.klokah.tw/ninew/sound/43/02/01-C-3-5.mp3"
"laqi","孩子","https://web.klokah.tw/ninew/sound/43/02/01-C-3-6.mp3"
"cipaq","小","https://web.klokah.tw/ninew/sound/43/02/01-C-3-7.mp3"
"swahi mu knerin ga nyan mqwas biru uyi.","我的妹妹也是在讀書。","https://web.klokah.tw/ninew/sound/43/02/01-B-4.mp3"
"swahi","妹妹；弟弟","https://web.klokah.tw/ninew/sound/43/02/01-C-4-1.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/43/02/01-C-4-2.mp3"
"knerin","女生","https://web.klokah.tw/ninew/sound/43/02/01-C-4-3.mp3"
"ga","是","https://web.klokah.tw/ninew/sound/43/02/01-C-4-4.mp3"
"nyan","在","https://web.klokah.tw/ninew/sound/43/02/01-C-4-5.mp3"
"mqwas","讀","https://web.klokah.tw/ninew/sound/43/02/01-C-4-6.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/43/02/01-C-4-7.mp3"
"uyi","也是","https://web.klokah.tw/ninew/sound/43/02/01-C-4-8.mp3"
"cyan maki pqwasan biru yaba ro yaya mu uyi.","我的爸爸和媽媽也在學校。","https://web.klokah.tw/ninew/sound/43/02/01-B-5.mp3"
"cyan","存在","https://web.klokah.tw/ninew/sound/43/02/01-C-5-1.mp3"
"maki","在","https://web.klokah.tw/ninew/sound/43/02/01-C-5-2.mp3"
"pqwasan","讀書的地方","https://web.klokah.tw/ninew/sound/43/02/01-C-5-3.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/43/02/01-C-5-4.mp3"
"yaba","爸爸","https://web.klokah.tw/ninew/sound/43/02/01-C-5-5.mp3"
"ro","和","https://web.klokah.tw/ninew/sound/43/02/01-C-5-6.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/43/02/01-C-5-7.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/43/02/01-C-5-8.mp3"
"uyi","也是","https://web.klokah.tw/ninew/sound/43/02/01-C-5-9.mp3"
"yaya mhyubuq su.","媽媽，你早。","https://web.klokah.tw/ninew/sound/43/02/02-B-1.mp3"
"yaya","媽媽","https://web.klokah.tw/ninew/sound/43/02/02-C-1-1.mp3"
"mhyubuq","早","https://web.klokah.tw/ninew/sound/43/02/02-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/43/02/02-C-1-3.mp3"
"Watan, mhyubuq su uyi.","Watan，你也早。","https://web.klokah.tw/ninew/sound/43/02/02-B-2.mp3"
"Watan","（人名）","https://web.klokah.tw/ninew/sound/43/02/02-C-2-1.mp3"
"mhyubuq","早","https://web.klokah.tw/ninew/sound/43/02/02-C-2-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/43/02/02-C-2-3.mp3"
"uyi","也","https://web.klokah.tw/ninew/sound/43/02/02-C-2-4.mp3"
"uwah, knama ta ha, usa su mqwas biru.","來，我們吃早餐，你要去上學。","https://web.klokah.tw/ninew/sound/43/02/02-B-3.mp3"
"uwah","來","https://web.klokah.tw/ninew/sound/43/02/02-C-3-1.mp3"
"knama","早餐","https://web.klokah.tw/ninew/sound/43/02/02-C-3-2.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/43/02/02-C-3-3.mp3"
"ha","喔","https://web.klokah.tw/ninew/sound/43/02/02-C-3-4.mp3"
"usa","去","https://web.klokah.tw/ninew/sound/43/02/02-C-3-5.mp3"
"su","你","https://web.klokah.tw/ninew/sound/43/02/02-C-3-6.mp3"
"mqwas","上學","https://web.klokah.tw/ninew/sound/43/02/02-C-3-7.mp3"
"biru","書","https://web.klokah.tw/ninew/sound/43/02/02-C-3-8.mp3"
"nna cu cikay ha, hala cu mema rqenas ro qba ha.","等我一下，我先去洗臉和洗手。","https://web.klokah.tw/ninew/sound/43/02/02-B-4.mp3"
"nna","等","https://web.klokah.tw/ninew/sound/43/02/02-C-4-1.mp3"
"cu","我","https://web.klokah.tw/ninew/sound/43/02/02-C-4-2.mp3"
"cikay","一下","https://web.klokah.tw/ninew/sound/43/02/02-C-4-3.mp3"
"ha","喔","https://web.klokah.tw/ninew/sound/43/02/02-C-4-4.mp3"
"hala","去","https://web.klokah.tw/ninew/sound/43/02/02-C-4-5.mp3"
"cu","我","https://web.klokah.tw/ninew/sound/43/02/02-C-4-6.mp3"
"mema","洗","https://web.klokah.tw/ninew/sound/43/02/02-C-4-7.mp3"
"rqenas","臉","https://web.klokah.tw/ninew/sound/43/02/02-C-4-8.mp3"
"ro","和","https://web.klokah.tw/ninew/sound/43/02/02-C-4-9.mp3"
"qba","手","https://web.klokah.tw/ninew/sound/43/02/02-C-4-10.mp3"
"ha","喔","https://web.klokah.tw/ninew/sound/43/02/02-C-4-11.mp3"
"uya, nnaw misu.","好，我等你。","https://web.klokah.tw/ninew/sound/43/02/02-B-5.mp3"
"uya","好","https://web.klokah.tw/ninew/sound/43/02/02-C-5-1.mp3"
"nnaw","等","https://web.klokah.tw/ninew/sound/43/02/02-C-5-2.mp3"
"misu","你","https://web.klokah.tw/ninew/sound/43/02/02-C-5-3.mp3"
"pqutay misu cikay ha, pisa kawas su la?","請問你今年幾歲了？","https://web.klokah.tw/ninew/sound/43/02/03-B-1.mp3"
"pqutay","問","https://web.klokah.tw/ninew/sound/43/02/03-C-1-1.mp3"
"misu","你","https://web.klokah.tw/ninew/sound/43/02/03-C-1-2.mp3"
"cikay","一下","https://web.klokah.tw/ninew/sound/43/02/03-C-1-3.mp3"
"ha","喔","https://web.klokah.tw/ninew/sound/43/02/03-C-1-4.mp3"
"pisa","多少","https://web.klokah.tw/ninew/sound/43/02/03-C-1-5.mp3"
"kawas","歲；年","https://web.klokah.tw/ninew/sound/43/02/03-C-1-6.mp3"
"su","你","https://web.klokah.tw/ninew/sound/43/02/03-C-1-7.mp3"
"la","了","https://web.klokah.tw/ninew/sound/43/02/03-C-1-8.mp3"
