"sinsi’, ya su’ ramas?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/19/01/01-B-1.mp3"
"hiya’","他","https://web.klokah.tw/ninew/sound/19/01/04-C-3-4.mp3"
"aṟat, Pawan ralu’ ni hiya’.","不，他的名字是Pawan。","https://web.klokah.tw/ninew/sound/19/01/04-B-4.mp3"
"aṟat","不是","https://web.klokah.tw/ninew/sound/19/01/04-C-4-1.mp3"
"Pawan","（男子名）","https://web.klokah.tw/ninew/sound/19/01/04-C-4-2.mp3"
"ralu’","名字","https://web.klokah.tw/ninew/sound/19/01/04-C-4-3.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/19/01/04-C-4-4.mp3"
"hiya’","他","https://web.klokah.tw/ninew/sound/19/01/04-C-4-5.mp3"
"ule’ malikuṟ ka isu’.","你是男生。","https://web.klokah.tw/ninew/sound/19/01/05-B-1.mp3"
"ule’","孩子","https://web.klokah.tw/ninew/sound/19/01/05-C-1-1.mp3"
"malikuṟ","男生","https://web.klokah.tw/ninew/sound/19/01/05-C-1-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/05-C-1-3.mp3"
"isu’","你","https://web.klokah.tw/ninew/sound/19/01/05-C-1-4.mp3"
"ule’ min kanel ka cami.","我們是女生。","https://web.klokah.tw/ninew/sound/19/01/05-B-2.mp3"
"ule’","孩子","https://web.klokah.tw/ninew/sound/19/01/05-C-2-1.mp3"
"min","我們","https://web.klokah.tw/ninew/sound/19/01/05-C-2-2.mp3"
"kanel","女的","https://web.klokah.tw/ninew/sound/19/01/05-C-2-3.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/05-C-2-4.mp3"
"cami","我們","https://web.klokah.tw/ninew/sound/19/01/05-C-2-5.mp3"
"ule’ malikuṟ ka Bakan uṟi?","Bakan是男生嗎？","https://web.klokah.tw/ninew/sound/19/01/05-B-3.mp3"
"ule’","孩子","https://web.klokah.tw/ninew/sound/19/01/05-C-3-1.mp3"
"malikuṟ","男生","https://web.klokah.tw/ninew/sound/19/01/05-C-3-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/05-C-3-3.mp3"
"Bakan","（女子名）","https://web.klokah.tw/ninew/sound/19/01/05-C-3-4.mp3"
"uṟi","也，也是","https://web.klokah.tw/ninew/sound/19/01/05-C-3-5.mp3"
"aṟat, ule’ kanel hiya’.","不，她是女生。","https://web.klokah.tw/ninew/sound/19/01/05-B-4.mp3"
"aṟat","不是","https://web.klokah.tw/ninew/sound/19/01/05-C-4-1.mp3"
"ule’","孩子","https://web.klokah.tw/ninew/sound/19/01/05-C-4-2.mp3"
"kanel","女生","https://web.klokah.tw/ninew/sound/19/01/05-C-4-3.mp3"
"hiya’","他","https://web.klokah.tw/ninew/sound/19/01/05-C-4-4.mp3"
"cel ki kutux huṟil mu.","我有一隻狗。","https://web.klokah.tw/ninew/sound/19/01/06-B-1.mp3"
"cel","在（那）；有","https://web.klokah.tw/ninew/sound/19/01/06-C-1-1.mp3"
"ki","在","https://web.klokah.tw/ninew/sound/19/01/06-C-1-2.mp3"
"kutux","一隻","https://web.klokah.tw/ninew/sound/19/01/06-C-1-3.mp3"
"huṟil","狗","https://web.klokah.tw/ninew/sound/19/01/06-C-1-4.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/19/01/06-C-1-5.mp3"
"makalux kumis ni.","牠的毛是黑色的。","https://web.klokah.tw/ninew/sound/19/01/06-B-2.mp3"
"makalux","黑色的","https://web.klokah.tw/ninew/sound/19/01/06-C-2-1.mp3"
"kumis","毛","https://web.klokah.tw/ninew/sound/19/01/06-C-2-2.mp3"
"ni","[主]","https://web.klokah.tw/ninew/sound/19/01/06-C-2-3.mp3"
"kisli’ mu caṟung.","我很喜歡牠。","https://web.klokah.tw/ninew/sound/19/01/06-B-3.mp3"
"kisli’","喜歡","https://web.klokah.tw/ninew/sound/19/01/06-C-3-1.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/19/01/06-C-3-2.mp3"
"caṟung","最，非常；真的","https://web.klokah.tw/ninew/sound/19/01/06-C-3-3.mp3"
"sungkisli’ kinang nak hiya’ uṟi.","牠也很喜歡我。","https://web.klokah.tw/ninew/sound/19/01/06-B-4.mp3"
"sungkisli’","很喜歡","https://web.klokah.tw/ninew/sound/19/01/06-C-4-1.mp3"
"kinang","我的","https://web.klokah.tw/ninew/sound/19/01/06-C-4-2.mp3"
"nak","自己","https://web.klokah.tw/ninew/sound/19/01/06-C-4-3.mp3"
"hiya’","他","https://web.klokah.tw/ninew/sound/19/01/06-C-4-4.mp3"
"uṟi","也，也是","https://web.klokah.tw/ninew/sound/19/01/06-C-4-5.mp3"
"cel inu’ ka sinsi’?","老師在哪裡？","https://web.klokah.tw/ninew/sound/19/01/07-B-1.mp3"
"cel","在（那）；有","https://web.klokah.tw/ninew/sound/19/01/07-C-1-1.mp3"
"inu’","哪裡","https://web.klokah.tw/ninew/sound/19/01/07-C-1-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/07-C-1-3.mp3"
"sinsi’","老師","https://web.klokah.tw/ninew/sound/19/01/07-C-1-4.mp3"
"nel sani ka sinsi’.","老師在這裡。","https://web.klokah.tw/ninew/sound/19/01/07-B-2.mp3"
"nel","在（這）；有","https://web.klokah.tw/ninew/sound/19/01/07-C-2-1.mp3"
"sani","這裡","https://web.klokah.tw/ninew/sound/19/01/07-C-2-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/07-C-2-3.mp3"
"sinsi’","老師","https://web.klokah.tw/ninew/sound/19/01/07-C-2-4.mp3"
"cel inu’ ka papatas su’?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/19/01/07-B-3.mp3"
"cel","在（那）；有","https://web.klokah.tw/ninew/sound/19/01/07-C-3-1.mp3"
"inu’","那裡","https://web.klokah.tw/ninew/sound/19/01/07-C-3-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/07-C-3-3.mp3"
"papatas","鉛筆","https://web.klokah.tw/ninew/sound/19/01/07-C-3-4.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/19/01/07-C-3-5.mp3"
"cel saca ka papatas mu.","我的鉛筆在那邊。","https://web.klokah.tw/ninew/sound/19/01/07-B-4.mp3"
"cel","在（那）；有","https://web.klokah.tw/ninew/sound/19/01/07-C-4-1.mp3"
"saca","那裡","https://web.klokah.tw/ninew/sound/19/01/07-C-4-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/07-C-4-3.mp3"
"papatas","鉛筆","https://web.klokah.tw/ninew/sound/19/01/07-C-4-4.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/19/01/07-C-4-5.mp3"
"amol ka hani?","這是什麼？","https://web.klokah.tw/ninew/sound/19/01/08-B-1.mp3"
"amol","什麼","https://web.klokah.tw/ninew/sound/19/01/08-C-1-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/08-C-1-2.mp3"
"hani","這","https://web.klokah.tw/ninew/sound/19/01/08-C-1-3.mp3"
"rakat/hanray kani.","這是桌子。","https://web.klokah.tw/ninew/sound/19/01/08-B-2.mp3"
"rakat/hanray","桌子","https://web.klokah.tw/ninew/sound/19/01/08-C-2-1.mp3"
"kani","這個","https://web.klokah.tw/ninew/sound/19/01/08-C-2-2.mp3"
"aṟusuw ka rakat tataman haca?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/19/01/08-B-3.mp3"
"aṟusuw","重","https://web.klokah.tw/ninew/sound/19/01/08-C-3-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/08-C-3-2.mp3"
"rakat tataman","椅子","https://web.klokah.tw/ninew/sound/19/01/08-C-3-3.mp3"
"haca","那","https://web.klokah.tw/ninew/sound/19/01/08-C-3-4.mp3"
"ho’ wa! aṟusuw.","是的！（它）很重。","https://web.klokah.tw/ninew/sound/19/01/08-B-4.mp3"
"ho’","是的","https://web.klokah.tw/ninew/sound/19/01/08-C-4-1.mp3"
"wa","[助]","https://web.klokah.tw/ninew/sound/19/01/08-C-4-2.mp3"
"aṟusuw","重","https://web.klokah.tw/ninew/sound/19/01/08-C-4-3.mp3"
"ima’ ka ci’uli’ haca?","那個人是誰？","https://web.klokah.tw/ninew/sound/19/01/09-B-1.mp3"
"ima’","誰","https://web.klokah.tw/ninew/sound/19/01/09-C-1-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/09-C-1-2.mp3"
"ci’uli’","人","https://web.klokah.tw/ninew/sound/19/01/09-C-1-3.mp3"
"haca","那，那是","https://web.klokah.tw/ninew/sound/19/01/09-C-1-4.mp3"
"yaya’ mu ka ci’uli’ haca.","那個人是我的媽媽。","https://web.klokah.tw/ninew/sound/19/01/09-B-2.mp3"
"yaya’","媽媽","https://web.klokah.tw/ninew/sound/19/01/09-C-2-1.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/19/01/09-C-2-2.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/09-C-2-3.mp3"
"ci’uli’","人","https://web.klokah.tw/ninew/sound/19/01/09-C-2-4.mp3"
"haca","那","https://web.klokah.tw/ninew/sound/19/01/09-C-2-5.mp3"
"amol ka pumahun ni hiya’?","她是做什麼工作？","https://web.klokah.tw/ninew/sound/19/01/09-B-3.mp3"
"amol","什麼","https://web.klokah.tw/ninew/sound/19/01/09-C-3-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/09-C-3-2.mp3"
"pumahun","工作","https://web.klokah.tw/ninew/sound/19/01/09-C-3-3.mp3"
"ni","[主]","https://web.klokah.tw/ninew/sound/19/01/09-C-3-4.mp3"
"hiya’","他","https://web.klokah.tw/ninew/sound/19/01/09-C-3-5.mp3"
"kanggohu ka pumahun ni.","她是護士。","https://web.klokah.tw/ninew/sound/19/01/09-B-4.mp3"
"kanggohu","護士","https://web.klokah.tw/ninew/sound/19/01/09-C-4-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/09-C-4-2.mp3"
"pumahun","工作","https://web.klokah.tw/ninew/sound/19/01/09-C-4-3.mp3"
"ni","[主]","https://web.klokah.tw/ninew/sound/19/01/09-C-4-4.mp3"
"kelan na patas ka bawi’ na rakat/hanray haca?","桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/19/01/10-B-1.mp3"
"kelan","有","https://web.klokah.tw/ninew/sound/19/01/10-C-1-1.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-1-2.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/19/01/10-C-1-3.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-1-4.mp3"
"bawi’","上面","https://web.klokah.tw/ninew/sound/19/01/10-C-1-5.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-1-6.mp3"
"rakat/hanray","桌子","https://web.klokah.tw/ninew/sound/19/01/10-C-1-7.mp3"
"haca","那，那是","https://web.klokah.tw/ninew/sound/19/01/10-C-1-8.mp3"
"kelan na tugal patas ka bawi’ na rakat/hanray haca,","桌子的上面有三本書，","https://web.klokah.tw/ninew/sound/19/01/10-B-2.mp3"
"kelan","有","https://web.klokah.tw/ninew/sound/19/01/10-C-2-1.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-2-2.mp3"
"tugal","三","https://web.klokah.tw/ninew/sound/19/01/10-C-2-3.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/19/01/10-C-2-4.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-2-5.mp3"
"bawi’","上面","https://web.klokah.tw/ninew/sound/19/01/10-C-2-6.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-2-7.mp3"
"rakat/hanray","桌子","https://web.klokah.tw/ninew/sound/19/01/10-C-2-8.mp3"
"haca","那，那是","https://web.klokah.tw/ninew/sound/19/01/10-C-2-9.mp3"
"utux ka matanah, sa’ing ka makalux.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/19/01/10-B-3.mp3"
"utux","一","https://web.klokah.tw/ninew/sound/19/01/10-C-3-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-3-2.mp3"
"matanah","紅色","https://web.klokah.tw/ninew/sound/19/01/10-C-3-3.mp3"
"sa’ing","二","https://web.klokah.tw/ninew/sound/19/01/10-C-3-4.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-3-5.mp3"
"makalux","黑色","https://web.klokah.tw/ninew/sound/19/01/10-C-3-6.mp3"
"patas ni ima’ ka matanah hiya’?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/19/01/10-B-4.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/19/01/10-C-4-1.mp3"
"ni","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-4-2.mp3"
"ima’","誰","https://web.klokah.tw/ninew/sound/19/01/10-C-4-3.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-4-4.mp3"
"matanah","紅色","https://web.klokah.tw/ninew/sound/19/01/10-C-4-5.mp3"
"hiya’","它","https://web.klokah.tw/ninew/sound/19/01/10-C-4-6.mp3"
"patas ni sinsi’ ka matanah hiya’.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/19/01/10-B-5.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/19/01/10-C-5-1.mp3"
"ni","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-5-2.mp3"
"sinsi’","老師","https://web.klokah.tw/ninew/sound/19/01/10-C-5-3.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/01/10-C-5-4.mp3"
"matanah","紅色","https://web.klokah.tw/ninew/sound/19/01/10-C-5-5.mp3"
"hiya’","它","https://web.klokah.tw/ninew/sound/19/01/10-C-5-6.mp3"
"ṟamagal ci’uli’ kora’ moṟow mu.","我的家（共）有五個人。","https://web.klokah.tw/ninew/sound/19/02/01-B-1.mp3"
"ṟamagal","五","https://web.klokah.tw/ninew/sound/19/02/01-C-1-1.mp3"
"ci’uli’","人","https://web.klokah.tw/ninew/sound/19/02/01-C-1-2.mp3"
"kora’","共，全部","https://web.klokah.tw/ninew/sound/19/02/01-C-1-3.mp3"
"moṟow","家","https://web.klokah.tw/ninew/sound/19/02/01-C-1-4.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/19/02/01-C-1-5.mp3"
"yaki’, yaba’, yaya’, suse’ kanel lu kuṟing.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/19/02/01-B-2.mp3"
"yaki’","祖母","https://web.klokah.tw/ninew/sound/19/02/01-C-2-1.mp3"
"yaba’","爸爸","https://web.klokah.tw/ninew/sound/19/02/01-C-2-2.mp3"
"yaya’","媽媽","https://web.klokah.tw/ninew/sound/19/02/01-C-2-3.mp3"
"suse’ kanel","妹妹","https://web.klokah.tw/ninew/sound/19/02/01-C-2-4.mp3"
"lu","和","https://web.klokah.tw/ninew/sound/19/02/01-C-2-5.mp3"
"kuṟing","我","https://web.klokah.tw/ninew/sound/19/02/01-C-2-6.mp3"
"nel cu lunpuw patas ci ka komin syawse.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/19/02/01-B-3.mp3"
"nel","在（這）","https://web.klokah.tw/ninew/sound/19/02/01-C-3-1.mp3"
"cu","我","https://web.klokah.tw/ninew/sound/19/02/01-C-3-2.mp3"
"lunpuw","讀","https://web.klokah.tw/ninew/sound/19/02/01-C-3-3.mp3"
"patas","書","https://web.klokah.tw/ninew/sound/19/02/01-C-3-4.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/19/02/01-C-3-5.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/02/01-C-3-6.mp3"
"komin syawse","國民小學","https://web.klokah.tw/ninew/sound/19/02/01-C-3-7.mp3"
"cel lunpuw ci yociyen ka suse’ mu kanel.","我的妹妹在幼稚園讀書。","https://web.klokah.tw/ninew/sound/19/02/01-B-4.mp3"
"cel","在（那）","https://web.klokah.tw/ninew/sound/19/02/01-C-4-1.mp3"
"lunpuw","讀","https://web.klokah.tw/ninew/sound/19/02/01-C-4-2.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/19/02/01-C-4-3.mp3"
"yociyen","幼稚園","https://web.klokah.tw/ninew/sound/19/02/01-C-4-4.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/02/01-C-4-5.mp3"
"suse’ mu kanel","我的妹妹","https://web.klokah.tw/ninew/sound/19/02/01-C-4-6.mp3"
"yaya’, matatuli’ cu la.","媽媽，我起床了。","https://web.klokah.tw/ninew/sound/19/02/02-B-1.mp3"
"yaya’","媽媽","https://web.klokah.tw/ninew/sound/19/02/02-C-1-1.mp3"
"matatuli’","起來","https://web.klokah.tw/ninew/sound/19/02/02-C-1-2.mp3"
"cu","我","https://web.klokah.tw/ninew/sound/19/02/02-C-1-3.mp3"
"la","[助]","https://web.klokah.tw/ninew/sound/19/02/02-C-1-4.mp3"
"Watan, maṟabuna’ su’ ong, awah awah mani’ ci nani’un sasan.","Watan，你起得好早，來，來吃早餐。","https://web.klokah.tw/ninew/sound/19/02/02-B-2.mp3"
"Watan","（男子名）","https://web.klokah.tw/ninew/sound/19/02/02-C-2-1.mp3"
"maṟabuna’","很早","https://web.klokah.tw/ninew/sound/19/02/02-C-2-2.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/19/02/02-C-2-3.mp3"
"ong","[助]","https://web.klokah.tw/ninew/sound/19/02/02-C-2-4.mp3"
"awah","來","https://web.klokah.tw/ninew/sound/19/02/02-C-2-5.mp3"
"awah","來","https://web.klokah.tw/ninew/sound/19/02/02-C-2-6.mp3"
"mani’","吃","https://web.klokah.tw/ninew/sound/19/02/02-C-2-7.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/19/02/02-C-2-8.mp3"
"nani’un","要吃的","https://web.klokah.tw/ninew/sound/19/02/02-C-2-9.mp3"
"sasan","早上","https://web.klokah.tw/ninew/sound/19/02/02-C-2-10.mp3"
"iya’ hang, paawax cu ci apnux hang.","等一下，我先刷牙。","https://web.klokah.tw/ninew/sound/19/02/02-B-3.mp3"
"iya’ hang","等一下","https://web.klokah.tw/ninew/sound/19/02/02-C-3-1.mp3"
"paawax","要洗","https://web.klokah.tw/ninew/sound/19/02/02-C-3-2.mp3"
"cu","我","https://web.klokah.tw/ninew/sound/19/02/02-C-3-3.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/19/02/02-C-3-4.mp3"
"apnux","牙齒","https://web.klokah.tw/ninew/sound/19/02/02-C-3-5.mp3"
"hang","[助]","https://web.klokah.tw/ninew/sound/19/02/02-C-3-6.mp3"
"pime ka raṟes su’ uṟi kay.","你也要洗臉喔。","https://web.klokah.tw/ninew/sound/19/02/02-B-4.mp3"
"pime","要洗","https://web.klokah.tw/ninew/sound/19/02/02-C-4-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/02/02-C-4-2.mp3"
"raṟes","臉","https://web.klokah.tw/ninew/sound/19/02/02-C-4-3.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/19/02/02-C-4-4.mp3"
"uṟi","也，也是","https://web.klokah.tw/ninew/sound/19/02/02-C-4-5.mp3"
"kay","[助]","https://web.klokah.tw/ninew/sound/19/02/02-C-4-6.mp3"
"ba’un mu.","我知道了。","https://web.klokah.tw/ninew/sound/19/02/02-B-5.mp3"
"ba’un","知道","https://web.klokah.tw/ninew/sound/19/02/02-C-5-1.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/19/02/02-C-5-2.mp3"
"pira’ ingkaṟalan su’?","你幾歲了？","https://web.klokah.tw/ninew/sound/19/02/03-B-1.mp3"
"pira’","多少","https://web.klokah.tw/ninew/sound/19/02/03-C-1-1.mp3"
"ingkaṟalan","年齡","https://web.klokah.tw/ninew/sound/19/02/03-C-1-2.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/19/02/03-C-1-3.mp3"
"malapṟow ingkaṟalan mu.","我十歲了。","https://web.klokah.tw/ninew/sound/19/02/03-B-2.mp3"
"malapṟow","十","https://web.klokah.tw/ninew/sound/19/02/03-C-2-1.mp3"
"ingkaṟalan","年齡","https://web.klokah.tw/ninew/sound/19/02/03-C-2-2.mp3"
"mu","我","https://web.klokah.tw/ninew/sound/19/02/03-C-2-3.mp3"
"pira’ mamu macsuse?","你們有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/19/02/03-B-3.mp3"
"pira’","多少","https://web.klokah.tw/ninew/sound/19/02/03-C-3-1.mp3"
"mamu","你們","https://web.klokah.tw/ninew/sound/19/02/03-C-3-2.mp3"
"macsuse’","兄弟姊妹","https://web.klokah.tw/ninew/sound/19/02/03-C-3-3.mp3"
"sa’ing ka asuṟan malikuṟ lu utux ka suse’ kanel.","兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/19/02/03-B-4.mp3"
"sa’ing","二","https://web.klokah.tw/ninew/sound/19/02/03-C-4-1.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/02/03-C-4-2.mp3"
"asuṟan malikuṟ","哥哥","https://web.klokah.tw/ninew/sound/19/02/03-C-4-3.mp3"
"lu","和","https://web.klokah.tw/ninew/sound/19/02/03-C-4-4.mp3"
"utux","一","https://web.klokah.tw/ninew/sound/19/02/03-C-4-5.mp3"
"ka","[主]","https://web.klokah.tw/ninew/sound/19/02/03-C-4-6.mp3"
"suse’ kanel","我的妹妹","https://web.klokah.tw/ninew/sound/19/02/03-C-4-7.mp3"
"pira’ ingkaṟalan naka suse’ su’ kanel?","你的妹妹幾歲？","https://web.klokah.tw/ninew/sound/19/02/03-B-5.mp3"
"pira’","多少","https://web.klokah.tw/ninew/sound/19/02/03-C-5-1.mp3"
"ingkaṟalan","年齡","https://web.klokah.tw/ninew/sound/19/02/03-C-5-2.mp3"
"naka","那個","https://web.klokah.tw/ninew/sound/19/02/03-C-5-3.mp3"
"suse su kanel","你的妹妹","https://web.klokah.tw/ninew/sound/19/02/03-C-5-4.mp3"
"matṟu ingkaṟalan ka suse’ mu kanel.","我的妹妹六歲。","https://web.klokah.tw/ninew/sound/19/02/03-B-6.mp3"
"matṟu","六","https://web.klokah.tw/ninew/sound/19/02/03-C-6-1.mp3"
"ingkaṟalan","年齡","https://web.klokah.tw/ninew/sound/19/02/03-C-6-2.mp3"
