"sinsi, ’inava u diya?(sinsi, ’inavayan!)","老師還好嗎？（老師好！）","https://web.klokah.tw/ninew/sound/04/01/01-B-1.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/04/01/05-C-4-3.mp3"
"intaw","她","https://web.klokah.tw/ninew/sound/04/01/05-C-4-4.mp3"
"ulra ku suwan a sasaya.","我有一隻狗。","https://web.klokah.tw/ninew/sound/04/01/06-B-1.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/01/06-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/06-C-1-2.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/04/01/06-C-1-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/06-C-1-4.mp3"
"sasaya","一","https://web.klokah.tw/ninew/sound/04/01/06-C-1-5.mp3"
"’ude’udem ku suwan.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/04/01/06-B-2.mp3"
"’ude’udem","黑色的","https://web.klokah.tw/ninew/sound/04/01/06-C-2-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/06-C-2-2.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/04/01/06-C-2-3.mp3"
"sahar ku kanangku suwan.","我喜歡我的狗。","https://web.klokah.tw/ninew/sound/04/01/06-B-3.mp3"
"sahar","喜歡","https://web.klokah.tw/ninew/sound/04/01/06-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/06-C-3-2.mp3"
"kanangku","我的","https://web.klokah.tw/ninew/sound/04/01/06-C-3-3.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/04/01/06-C-3-4.mp3"
"nangku suwan mu sahar kaningku.","我的狗也喜歡我。","https://web.klokah.tw/ninew/sound/04/01/06-B-4.mp3"
"nangku","我的","https://web.klokah.tw/ninew/sound/04/01/06-C-4-1.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/04/01/06-C-4-2.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/06-C-4-3.mp3"
"sahar","喜歡","https://web.klokah.tw/ninew/sound/04/01/06-C-4-4.mp3"
"kaningku","對我","https://web.klokah.tw/ninew/sound/04/01/06-C-4-5.mp3"
"ulra i iyan na sinsi?","老師在哪裡？","https://web.klokah.tw/ninew/sound/04/01/07-B-1.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/01/07-C-1-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/07-C-1-2.mp3"
"iyan","哪裡","https://web.klokah.tw/ninew/sound/04/01/07-C-1-3.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/04/01/07-C-1-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/04/01/07-C-1-5.mp3"
"ulra kani a.","在這裡。","https://web.klokah.tw/ninew/sound/04/01/07-B-2.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/01/07-C-2-1.mp3"
"kani","這裡","https://web.klokah.tw/ninew/sound/04/01/07-C-2-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/07-C-2-3.mp3"
"ulra i iyan nu impic?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/04/01/07-B-3.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/01/07-C-3-1.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/04/01/07-C-3-2.mp3"
"iyan","哪裡","https://web.klokah.tw/ninew/sound/04/01/07-C-3-3.mp3"
"nu","你","https://web.klokah.tw/ninew/sound/04/01/07-C-3-4.mp3"
"impic","鉛筆","https://web.klokah.tw/ninew/sound/04/01/07-C-3-5.mp3"
"ulra kadiyu ku impic.","我的鉛筆在那一邊。","https://web.klokah.tw/ninew/sound/04/01/07-B-4.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/01/07-C-4-1.mp3"
"kadiyu","那一邊","https://web.klokah.tw/ninew/sound/04/01/07-C-4-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/01/07-C-4-3.mp3"
"impic","鉛筆","https://web.klokah.tw/ninew/sound/04/01/07-C-4-4.mp3"
"aeman ini?","這是什麼？","https://web.klokah.tw/ninew/sound/04/01/08-B-1.mp3"
"aeman","什麼","https://web.klokah.tw/ninew/sound/04/01/08-C-1-1.mp3"
"ini","這","https://web.klokah.tw/ninew/sound/04/01/08-C-1-2.mp3"
"ini mu a tu.","這是桌子。","https://web.klokah.tw/ninew/sound/04/01/08-B-2.mp3"
"ini","這","https://web.klokah.tw/ninew/sound/04/01/08-C-2-1.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/08-C-2-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/08-C-2-3.mp3"
"tu","桌子","https://web.klokah.tw/ninew/sound/04/01/08-C-2-4.mp3"
"idu na lipad mu aludun?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/04/01/08-B-3.mp3"
"idu","那","https://web.klokah.tw/ninew/sound/04/01/08-C-3-1.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/08-C-3-2.mp3"
"lipad","椅子","https://web.klokah.tw/ninew/sound/04/01/08-C-3-3.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/08-C-3-4.mp3"
"aludun","重的","https://web.klokah.tw/ninew/sound/04/01/08-C-3-5.mp3"
"ai, salaw aludun.","是的，非常重。","https://web.klokah.tw/ninew/sound/04/01/08-B-4.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/04/01/08-C-4-1.mp3"
"salaw","非常","https://web.klokah.tw/ninew/sound/04/01/08-C-4-2.mp3"
"aludun","重的","https://web.klokah.tw/ninew/sound/04/01/08-C-4-3.mp3"
"i eman idiyu na cau?","那一位是誰呢？","https://web.klokah.tw/ninew/sound/04/01/09-B-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/09-C-1-1.mp3"
"eman","誰","https://web.klokah.tw/ninew/sound/04/01/09-C-1-2.mp3"
"idiyu","那位","https://web.klokah.tw/ninew/sound/04/01/09-C-1-3.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/09-C-1-4.mp3"
"cau","人","https://web.klokah.tw/ninew/sound/04/01/09-C-1-5.mp3"
"i nani.","是我媽媽。","https://web.klokah.tw/ninew/sound/04/01/09-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/09-C-2-1.mp3"
"nani","我的媽媽","https://web.klokah.tw/ninew/sound/04/01/09-C-2-2.mp3"
"kiyakarun da eman i taina?","你媽媽做什麼工作？","https://web.klokah.tw/ninew/sound/04/01/09-B-3.mp3"
"kiyakarun","工作","https://web.klokah.tw/ninew/sound/04/01/09-C-3-1.mp3"
"da","[虛]","https://web.klokah.tw/ninew/sound/04/01/09-C-3-2.mp3"
"eman","什麼","https://web.klokah.tw/ninew/sound/04/01/09-C-3-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/04/01/09-C-3-4.mp3"
"taina","你的媽媽","https://web.klokah.tw/ninew/sound/04/01/09-C-3-5.mp3"
"muwa’uma i nani.","我媽媽是農人。","https://web.klokah.tw/ninew/sound/04/01/09-B-4.mp3"
"muwa’uma","農","https://web.klokah.tw/ninew/sound/04/01/09-C-4-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/09-C-4-2.mp3"
"nani","我的媽媽","https://web.klokah.tw/ninew/sound/04/01/09-C-4-3.mp3"
"i makaicas kana tu mu, ulra a valray?","桌子上有書嗎？","https://web.klokah.tw/ninew/sound/04/01/10-B-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-1-1.mp3"
"makaicas","在…上面","https://web.klokah.tw/ninew/sound/04/01/10-C-1-2.mp3"
"kana","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-1-3.mp3"
"tu","桌子","https://web.klokah.tw/ninew/sound/04/01/10-C-1-4.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-1-5.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/01/10-C-1-6.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-1-7.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/04/01/10-C-1-8.mp3"
"i makaicas kana tu mu, ulra a tuluwa na valray.","桌上有三本書。","https://web.klokah.tw/ninew/sound/04/01/10-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-2-1.mp3"
"makaicas","上面","https://web.klokah.tw/ninew/sound/04/01/10-C-2-2.mp3"
"kana","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-2-3.mp3"
"tu","桌子","https://web.klokah.tw/ninew/sound/04/01/10-C-2-4.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-2-5.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/01/10-C-2-6.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-2-7.mp3"
"tuluwa","三","https://web.klokah.tw/ninew/sound/04/01/10-C-2-8.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-2-9.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/04/01/10-C-2-10.mp3"
"na saya mu dangdarang, na duduwaya mu ’ude’udem.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/04/01/10-B-3.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-3-1.mp3"
"saya","一","https://web.klokah.tw/ninew/sound/04/01/10-C-3-2.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-3-3.mp3"
"dangdarang","紅色的","https://web.klokah.tw/ninew/sound/04/01/10-C-3-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-3-5.mp3"
"duduwaya","二","https://web.klokah.tw/ninew/sound/04/01/10-C-3-6.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-3-7.mp3"
"’ude’udem","黑色的","https://web.klokah.tw/ninew/sound/04/01/10-C-3-8.mp3"
"na dangdarang na valray mu, nintu ni eman?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/04/01/10-B-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-4-1.mp3"
"dangdarang","紅色的","https://web.klokah.tw/ninew/sound/04/01/10-C-4-2.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-4-3.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/04/01/10-C-4-4.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-4-5.mp3"
"nintu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-4-6.mp3"
"ni","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-4-7.mp3"
"eman","誰的","https://web.klokah.tw/ninew/sound/04/01/10-C-4-8.mp3"
"na dangdarang na valray mu, nintu na sinsi.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/04/01/10-B-5.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-5-1.mp3"
"dangdarang","紅色的","https://web.klokah.tw/ninew/sound/04/01/10-C-5-2.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/04/01/10-C-5-3.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-5-4.mp3"
"nintu","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-5-5.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/01/10-C-5-6.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/04/01/10-C-5-7.mp3"
"lralruwac mi kaniyam i ruma’.","我們家有五個人。","https://web.klokah.tw/ninew/sound/04/02/01-B-1.mp3"
"lralruwac","五個人","https://web.klokah.tw/ninew/sound/04/02/01-C-1-1.mp3"
"mi","我們","https://web.klokah.tw/ninew/sound/04/02/01-C-1-2.mp3"
"kaniyam","我們","https://web.klokah.tw/ninew/sound/04/02/01-C-1-3.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-1-4.mp3"
"ruma’","家","https://web.klokah.tw/ninew/sound/04/02/01-C-1-5.mp3"
"i mulri na vavayan, i malri, i nani, i wadilri na vavayan di ingku.","我祖母、我爸爸、我媽媽、我妹妹和我。","https://web.klokah.tw/ninew/sound/04/02/01-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-2-1.mp3"
"mulri na vavayan","我的祖母","https://web.klokah.tw/ninew/sound/04/02/01-C-2-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-2-3.mp3"
"malri","我的爸爸","https://web.klokah.tw/ninew/sound/04/02/01-C-2-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-2-5.mp3"
"nani","我的媽媽","https://web.klokah.tw/ninew/sound/04/02/01-C-2-6.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-2-7.mp3"
"wadilri na vavayan","我的妹妹","https://web.klokah.tw/ninew/sound/04/02/01-C-2-8.mp3"
"di","和","https://web.klokah.tw/ninew/sound/04/02/01-C-2-9.mp3"
"ingku","我（自己）","https://web.klokah.tw/ninew/sound/04/02/01-C-2-10.mp3"
"temakakesi ku i palrivak na takesiyan/kungkwan.","我讀國民小學。","https://web.klokah.tw/ninew/sound/04/02/01-B-3.mp3"
"temakakesi","讀","https://web.klokah.tw/ninew/sound/04/02/01-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/02/01-C-3-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-3-3.mp3"
"palrivak","首先","https://web.klokah.tw/ninew/sound/04/02/01-C-3-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-3-5.mp3"
"takesiyan/kungkwan","學校","https://web.klokah.tw/ninew/sound/04/02/01-C-3-6.mp3"
"i wadilri na vavayan mu, temakakesi i Yoceyuēn.","我的妹妹讀幼稚園。","https://web.klokah.tw/ninew/sound/04/02/01-B-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-4-1.mp3"
"wadilri na vavayan","我的妹妹","https://web.klokah.tw/ninew/sound/04/02/01-C-4-2.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-4-3.mp3"
"temakakesi","讀","https://web.klokah.tw/ninew/sound/04/02/01-C-4-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/01-C-4-5.mp3"
"Yoceyuēn","幼稚園","https://web.klokah.tw/ninew/sound/04/02/01-C-4-6.mp3"
"ina, semavalran!","媽媽，早安！","https://web.klokah.tw/ninew/sound/04/02/02-B-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/04/02/02-C-1-1.mp3"
"semavalran","早安","https://web.klokah.tw/ninew/sound/04/02/02-C-1-2.mp3"
"Sahar, semavalran! kadika, kenamaya ta.","Sahar，早安！來，我們吃早餐。","https://web.klokah.tw/ninew/sound/04/02/02-B-2.mp3"
"Sahar","（人名）","https://web.klokah.tw/ninew/sound/04/02/02-C-2-1.mp3"
"semavalran","早安","https://web.klokah.tw/ninew/sound/04/02/02-C-2-2.mp3"
"kadika","來","https://web.klokah.tw/ninew/sound/04/02/02-C-2-3.mp3"
"kenamaya","吃早餐","https://web.klokah.tw/ninew/sound/04/02/02-C-2-4.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/04/02/02-C-2-5.mp3"
"nu maremay lra, kingisira ku diya.","等一下，我要先刷牙。","https://web.klokah.tw/ninew/sound/04/02/02-B-3.mp3"
"nu maremay","等一下","https://web.klokah.tw/ninew/sound/04/02/02-C-3-1.mp3"
"lra","[虛]","https://web.klokah.tw/ninew/sound/04/02/02-C-3-2.mp3"
"kingisira","先刷牙","https://web.klokah.tw/ninew/sound/04/02/02-C-3-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/02/02-C-3-4.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/02/02-C-3-5.mp3"
"ri’enup lra!","要洗臉喔！","https://web.klokah.tw/ninew/sound/04/02/02-B-4.mp3"
"ri’enup","去洗臉","https://web.klokah.tw/ninew/sound/04/02/02-C-4-1.mp3"
"lra","[虛]","https://web.klokah.tw/ninew/sound/04/02/02-C-4-2.mp3"
"ai, madalram ku.","好的，我知道。","https://web.klokah.tw/ninew/sound/04/02/02-B-5.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/04/02/02-C-5-1.mp3"
"madalram","知道","https://web.klokah.tw/ninew/sound/04/02/02-C-5-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/02/02-C-5-3.mp3"
"kiumalra ku diya, pidaya nu ’ami?","請問你幾歲？","https://web.klokah.tw/ninew/sound/04/02/03-B-1.mp3"
"kiumalra","讓…問","https://web.klokah.tw/ninew/sound/04/02/03-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/02/03-C-1-2.mp3"
"diya","[虛]","https://web.klokah.tw/ninew/sound/04/02/03-C-1-3.mp3"
"pidaya","多少","https://web.klokah.tw/ninew/sound/04/02/03-C-1-4.mp3"
"nu","你","https://web.klokah.tw/ninew/sound/04/02/03-C-1-5.mp3"
"’ami","年齡","https://web.klokah.tw/ninew/sound/04/02/03-C-1-6.mp3"
"mukecep ku ’ami harem.","我今年十歲。","https://web.klokah.tw/ninew/sound/04/02/03-B-2.mp3"
"mukecep","十歲","https://web.klokah.tw/ninew/sound/04/02/03-C-2-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/04/02/03-C-2-2.mp3"
"’ami","年齡","https://web.klokah.tw/ninew/sound/04/02/03-C-2-3.mp3"
"harem","現在；今天","https://web.klokah.tw/ninew/sound/04/02/03-C-2-4.mp3"
"papida mu maruwadiyadi?","你有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/04/02/03-B-3.mp3"
"papida","多少","https://web.klokah.tw/ninew/sound/04/02/03-C-3-1.mp3"
"mu","他","https://web.klokah.tw/ninew/sound/04/02/03-C-3-2.mp3"
"maruwadiyadi","兄弟姊妹","https://web.klokah.tw/ninew/sound/04/02/03-C-3-3.mp3"
"ulra i valri na ma’inay a daduwa di sasa i wadilri na vavayan.","我有兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/04/02/03-B-4.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/04/02/03-C-4-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/04/02/03-C-4-2.mp3"
"valri na ma’inay","我的哥哥","https://web.klokah.tw/ninew/sound/04/02/03-C-4-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/04/02/03-C-4-4.mp3"
