"nengi aisu ni?","你好嗎？","https://web.klokah.tw/ninew/sound/31/01/01-B-1.mp3"
"sudad","書","https://web.klokah.tw/ninew/sound/31/01/10-C-1-2.mp3"
"ta","在","https://web.klokah.tw/ninew/sound/31/01/10-C-1-3.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/31/01/10-C-1-4.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/31/01/10-C-1-5.mp3"
"takan","桌子","https://web.klokah.tw/ninew/sound/31/01/10-C-1-6.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/01/10-C-1-7.mp3"
"ta babaw na takan yau utulu sudad.","桌子的上面有三本書。","https://web.klokah.tw/ninew/sound/31/01/10-B-2.mp3"
"ta","在","https://web.klokah.tw/ninew/sound/31/01/10-C-2-1.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/31/01/10-C-2-2.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/31/01/10-C-2-3.mp3"
"takan","桌子","https://web.klokah.tw/ninew/sound/31/01/10-C-2-4.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/01/10-C-2-5.mp3"
"utulu","三本","https://web.klokah.tw/ninew/sound/31/01/10-C-2-6.mp3"
"sudad","書","https://web.klokah.tw/ninew/sound/31/01/10-C-2-7.mp3"
"ussiq tebaRi ay, uzusa tengen ay.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/31/01/10-B-3.mp3"
"ussiq","一","https://web.klokah.tw/ninew/sound/31/01/10-C-3-1.mp3"
"tebaRi","紅色","https://web.klokah.tw/ninew/sound/31/01/10-C-3-2.mp3"
"ay","的","https://web.klokah.tw/ninew/sound/31/01/10-C-3-3.mp3"
"uzusa","二","https://web.klokah.tw/ninew/sound/31/01/10-C-3-4.mp3"
"tengen","黑色","https://web.klokah.tw/ninew/sound/31/01/10-C-3-5.mp3"
"ay","的","https://web.klokah.tw/ninew/sound/31/01/10-C-3-6.mp3"
"tiana ay tebaRi ay sudad?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/31/01/10-B-4.mp3"
"tiana","是誰","https://web.klokah.tw/ninew/sound/31/01/10-C-4-1.mp3"
"ay","的","https://web.klokah.tw/ninew/sound/31/01/10-C-4-2.mp3"
"tebaRi","紅","https://web.klokah.tw/ninew/sound/31/01/10-C-4-3.mp3"
"ay","的","https://web.klokah.tw/ninew/sound/31/01/10-C-4-4.mp3"
"sudad","書","https://web.klokah.tw/ninew/sound/31/01/10-C-4-5.mp3"
"tebaRi ay sudad zana patudan.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/31/01/10-B-5.mp3"
"tebaRi","紅色","https://web.klokah.tw/ninew/sound/31/01/10-C-5-1.mp3"
"ay","的","https://web.klokah.tw/ninew/sound/31/01/10-C-5-2.mp3"
"sudad","書","https://web.klokah.tw/ninew/sound/31/01/10-C-5-3.mp3"
"zana","屬於","https://web.klokah.tw/ninew/sound/31/01/10-C-5-4.mp3"
"patudan","老師","https://web.klokah.tw/ninew/sound/31/01/10-C-5-5.mp3"
"yau kinlima lazat na leppaw ku.","我的家共有五個人。","https://web.klokah.tw/ninew/sound/31/02/01-B-1.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/02/01-C-1-1.mp3"
"kinlima","五個","https://web.klokah.tw/ninew/sound/31/02/01-C-1-2.mp3"
"lazat","人","https://web.klokah.tw/ninew/sound/31/02/01-C-1-3.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/31/02/01-C-1-4.mp3"
"leppaw","家","https://web.klokah.tw/ninew/sound/31/02/01-C-1-5.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/02/01-C-1-6.mp3"
"bai, tama, tina, suani seRay aiku.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/31/02/01-B-2.mp3"
"bai","祖母","https://web.klokah.tw/ninew/sound/31/02/01-C-2-1.mp3"
"tama","爸爸","https://web.klokah.tw/ninew/sound/31/02/01-C-2-2.mp3"
"tina","媽媽","https://web.klokah.tw/ninew/sound/31/02/01-C-2-3.mp3"
"suani","妹妹","https://web.klokah.tw/ninew/sound/31/02/01-C-2-4.mp3"
"seRay","和","https://web.klokah.tw/ninew/sound/31/02/01-C-2-5.mp3"
"aiku","我","https://web.klokah.tw/ninew/sound/31/02/01-C-2-6.mp3"
"temaqsi iku ta qumin taqsian.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/31/02/01-B-3.mp3"
"temaqsi","讀書","https://web.klokah.tw/ninew/sound/31/02/01-C-3-1.mp3"
"iku","我","https://web.klokah.tw/ninew/sound/31/02/01-C-3-2.mp3"
"ta","在","https://web.klokah.tw/ninew/sound/31/02/01-C-3-3.mp3"
"qumin","國民","https://web.klokah.tw/ninew/sound/31/02/01-C-3-4.mp3"
"taqsian","學校","https://web.klokah.tw/ninew/sound/31/02/01-C-3-5.mp3"
"suani ku temaqsi ta kitut ay taqsian.","我的妹妹在幼稚園讀書。","https://web.klokah.tw/ninew/sound/31/02/01-B-4.mp3"
"suani","妹妹","https://web.klokah.tw/ninew/sound/31/02/01-C-4-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/02/01-C-4-2.mp3"
"temaqsi","讀書","https://web.klokah.tw/ninew/sound/31/02/01-C-4-3.mp3"
"ta","在","https://web.klokah.tw/ninew/sound/31/02/01-C-4-4.mp3"
"kitut ay taqsian","幼稚園","https://web.klokah.tw/ninew/sound/31/02/01-C-4-5.mp3"
"tina, semuRap.","媽媽，早安。","https://web.klokah.tw/ninew/sound/31/02/02-B-1.mp3"
"tina","媽媽","https://web.klokah.tw/ninew/sound/31/02/02-C-1-1.mp3"
"semuRap","早安","https://web.klokah.tw/ninew/sound/31/02/02-C-1-2.mp3"
"utay, semuRap, qawtu ka qan sataRbabi.","Utay早安，來吃早餐了。","https://web.klokah.tw/ninew/sound/31/02/02-B-2.mp3"
"utay","（人名）","https://web.klokah.tw/ninew/sound/31/02/02-C-2-1.mp3"
"semuRap","早安","https://web.klokah.tw/ninew/sound/31/02/02-C-2-2.mp3"
"qawtu","來","https://web.klokah.tw/ninew/sound/31/02/02-C-2-3.mp3"
"ka","[虛]（邀請）","https://web.klokah.tw/ninew/sound/31/02/02-C-2-4.mp3"
"qan","吃","https://web.klokah.tw/ninew/sound/31/02/02-C-2-5.mp3"
"sataRbabi","早餐","https://web.klokah.tw/ninew/sound/31/02/02-C-2-6.mp3"
"angsita, quRu pa iku tu bangRaw.","等一下，我（要）先刷牙。","https://web.klokah.tw/ninew/sound/31/02/02-B-3.mp3"
"angsita","等一下","https://web.klokah.tw/ninew/sound/31/02/02-C-3-1.mp3"
"quRu","刷","https://web.klokah.tw/ninew/sound/31/02/02-C-3-2.mp3"
"pa","（未來式）","https://web.klokah.tw/ninew/sound/31/02/02-C-3-3.mp3"
"iku","我","https://web.klokah.tw/ninew/sound/31/02/02-C-3-4.mp3"
"tu","[斜]","https://web.klokah.tw/ninew/sound/31/02/02-C-3-5.mp3"
"bangRaw","牙齒","https://web.klokah.tw/ninew/sound/31/02/02-C-3-6.mp3"
"luziyup ka qaya yu!","（你）也要洗臉喔！","https://web.klokah.tw/ninew/sound/31/02/02-B-4.mp3"
"luziyup","洗臉","https://web.klokah.tw/ninew/sound/31/02/02-C-4-1.mp3"
"ka","請","https://web.klokah.tw/ninew/sound/31/02/02-C-4-2.mp3"
"qaya","也","https://web.klokah.tw/ninew/sound/31/02/02-C-4-3.mp3"
"yu","喔","https://web.klokah.tw/ninew/sound/31/02/02-C-4-4.mp3"
"en, suppaRan ku.","好的，我知道。","https://web.klokah.tw/ninew/sound/31/02/02-B-5.mp3"
"en","是的","https://web.klokah.tw/ninew/sound/31/02/02-C-5-1.mp3"
"suppaRan","知道","https://web.klokah.tw/ninew/sound/31/02/02-C-5-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/02/02-C-5-3.mp3"
"utani ti tasaw su?","你幾歲了？","https://web.klokah.tw/ninew/sound/31/02/03-B-1.mp3"
"utani","多少","https://web.klokah.tw/ninew/sound/31/02/03-C-1-1.mp3"
"ti","了","https://web.klokah.tw/ninew/sound/31/02/03-C-1-2.mp3"
"tasaw","年齡","https://web.klokah.tw/ninew/sound/31/02/03-C-1-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/31/02/03-C-1-4.mp3"
"Rabtin ti tasaw ku setangi.","我現在十歲了。","https://web.klokah.tw/ninew/sound/31/02/03-B-2.mp3"
"Rabtin","十","https://web.klokah.tw/ninew/sound/31/02/03-C-2-1.mp3"
"ti","了","https://web.klokah.tw/ninew/sound/31/02/03-C-2-2.mp3"
"tasaw","年齡","https://web.klokah.tw/ninew/sound/31/02/03-C-2-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/02/03-C-2-4.mp3"
"setangi","現在","https://web.klokah.tw/ninew/sound/31/02/03-C-2-5.mp3"
"kintani qaqa seRay suani su?","你有幾位兄弟姊妹？","https://web.klokah.tw/ninew/sound/31/02/03-B-3.mp3"
"kintani","幾位","https://web.klokah.tw/ninew/sound/31/02/03-C-3-1.mp3"
"qaqa","哥哥姊姊","https://web.klokah.tw/ninew/sound/31/02/03-C-3-2.mp3"
"seRay","和","https://web.klokah.tw/ninew/sound/31/02/03-C-3-3.mp3"
"suani","弟弟妹妹","https://web.klokah.tw/ninew/sound/31/02/03-C-3-4.mp3"
"su","你","https://web.klokah.tw/ninew/sound/31/02/03-C-3-5.mp3"
"yau kinnausa qaqa seRay paqenanem suani ku.","我有兩位哥哥和一位妹妹。","https://web.klokah.tw/ninew/sound/31/02/03-B-4.mp3"
"yau","有","https://web.klokah.tw/ninew/sound/31/02/03-C-4-1.mp3"
"kinnausa","兩位","https://web.klokah.tw/ninew/sound/31/02/03-C-4-2.mp3"
"qaqa","哥哥","https://web.klokah.tw/ninew/sound/31/02/03-C-4-3.mp3"
"seRay","和","https://web.klokah.tw/ninew/sound/31/02/03-C-4-4.mp3"
"paqenanem","一位","https://web.klokah.tw/ninew/sound/31/02/03-C-4-5.mp3"
"suani","妹妹","https://web.klokah.tw/ninew/sound/31/02/03-C-4-6.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/02/03-C-4-7.mp3"
"utani tasaw na suani su?","你妹妹幾歲？","https://web.klokah.tw/ninew/sound/31/02/03-B-5.mp3"
"utani","多少","https://web.klokah.tw/ninew/sound/31/02/03-C-5-1.mp3"
"tasaw","年齡","https://web.klokah.tw/ninew/sound/31/02/03-C-5-2.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/31/02/03-C-5-3.mp3"
"suani","妹妹","https://web.klokah.tw/ninew/sound/31/02/03-C-5-4.mp3"
"su","你","https://web.klokah.tw/ninew/sound/31/02/03-C-5-5.mp3"
"unem tasaw na suani ku.","我妹妹六歲。","https://web.klokah.tw/ninew/sound/31/02/03-B-6.mp3"
"unem","六","https://web.klokah.tw/ninew/sound/31/02/03-C-6-1.mp3"
"tasaw","年齡","https://web.klokah.tw/ninew/sound/31/02/03-C-6-2.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/31/02/03-C-6-3.mp3"
"suani","妹妹","https://web.klokah.tw/ninew/sound/31/02/03-C-6-4.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/02/03-C-6-5.mp3"
"yau taniyan leppaw su?","你的家在哪裡？","https://web.klokah.tw/ninew/sound/31/02/04-B-1.mp3"
"yau","在","https://web.klokah.tw/ninew/sound/31/02/04-C-1-1.mp3"
"taniyan","哪裡","https://web.klokah.tw/ninew/sound/31/02/04-C-1-2.mp3"
"leppaw","家","https://web.klokah.tw/ninew/sound/31/02/04-C-1-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/31/02/04-C-1-4.mp3"
"yau ta naungan leppaw ku.","我的家在山上。","https://web.klokah.tw/ninew/sound/31/02/04-B-2.mp3"
"yau","在","https://web.klokah.tw/ninew/sound/31/02/04-C-2-1.mp3"
"ta","在；[位]","https://web.klokah.tw/ninew/sound/31/02/04-C-2-2.mp3"
"naungan","山","https://web.klokah.tw/ninew/sound/31/02/04-C-2-3.mp3"
"leppaw","家","https://web.klokah.tw/ninew/sound/31/02/04-C-2-4.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/31/02/04-C-2-5.mp3"
"ta kinilan na taqsian leppaw su ni?","你的家在學校附近嗎？","https://web.klokah.tw/ninew/sound/31/02/04-B-3.mp3"
"ta","在；[位]","https://web.klokah.tw/ninew/sound/31/02/04-C-3-1.mp3"
"kinilan","附近","https://web.klokah.tw/ninew/sound/31/02/04-C-3-2.mp3"
"na","[屬]","https://web.klokah.tw/ninew/sound/31/02/04-C-3-3.mp3"
"taqsian","學校","https://web.klokah.tw/ninew/sound/31/02/04-C-3-4.mp3"
"leppaw","家","https://web.klokah.tw/ninew/sound/31/02/04-C-3-5.mp3"
"su","你","https://web.klokah.tw/ninew/sound/31/02/04-C-3-6.mp3"
"ni","嗎","https://web.klokah.tw/ninew/sound/31/02/04-C-3-7.mp3"
"en, ta kinilan na taqsian leppaw ku.","是的，我的家在學校附近。","https://web.klokah.tw/ninew/sound/31/02/04-B-4.mp3"
"en","是的","https://web.klokah.tw/ninew/sound/31/02/04-C-4-1.mp3"
"ta","在；[位]","https://web.klokah.tw/ninew/sound/31/02/04-C-4-2.mp3"
