"Sndamac su bale.","您好。","https://web.klokah.tw/ninew/sound/20/01/01-B-1.mp3"
"kingal","一","https://web.klokah.tw/ninew/sound/20/01/10-C-3-3.mp3"
"qalux","黑色的","https://web.klokah.tw/ninew/sound/20/01/10-C-3-4.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/10-C-3-5.mp3"
"daha","二","https://web.klokah.tw/ninew/sound/20/01/10-C-3-6.mp3"
"Nima ka patis tanah?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/20/01/10-B-4.mp3"
"Nima","屬於誰的","https://web.klokah.tw/ninew/sound/20/01/10-C-4-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/10-C-4-2.mp3"
"patis","書","https://web.klokah.tw/ninew/sound/20/01/10-C-4-3.mp3"
"tanah","紅色","https://web.klokah.tw/ninew/sound/20/01/10-C-4-4.mp3"
"Na mptgesa ka patis tanah.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/20/01/10-B-5.mp3"
"Na","的","https://web.klokah.tw/ninew/sound/20/01/10-C-5-1.mp3"
"mptgesa","老師","https://web.klokah.tw/ninew/sound/20/01/10-C-5-2.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/01/10-C-5-3.mp3"
"patis","書","https://web.klokah.tw/ninew/sound/20/01/10-C-5-4.mp3"
"tanah","紅色","https://web.klokah.tw/ninew/sound/20/01/10-C-5-5.mp3"
"Rima kana hei ka tnsapah mu.","我的家有五個人。","https://web.klokah.tw/ninew/sound/20/02/01-B-1.mp3"
"Rima","五","https://web.klokah.tw/ninew/sound/20/02/01-C-1-1.mp3"
"kana","全部","https://web.klokah.tw/ninew/sound/20/02/01-C-1-2.mp3"
"hei","身體","https://web.klokah.tw/ninew/sound/20/02/01-C-1-3.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/02/01-C-1-4.mp3"
"tnsapah","家人","https://web.klokah.tw/ninew/sound/20/02/01-C-1-5.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/02/01-C-1-6.mp3"
"Pai mu rudan, tama mu, bubu mu, swai mu mqedil ma yaku.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/20/02/01-B-2.mp3"
"Pai mu rudan","我的祖母","https://web.klokah.tw/ninew/sound/20/02/01-C-2-1.mp3"
"tama mu","我的爸爸","https://web.klokah.tw/ninew/sound/20/02/01-C-2-2.mp3"
"bubu mu","我的媽媽","https://web.klokah.tw/ninew/sound/20/02/01-C-2-3.mp3"
"swai mu mqedil","我的妹妹","https://web.klokah.tw/ninew/sound/20/02/01-C-2-4.mp3"
"ma","和","https://web.klokah.tw/ninew/sound/20/02/01-C-2-5.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/20/02/01-C-2-6.mp3"
"Gaga ku muuyas kwosiyaw ka yaku.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/20/02/01-B-3.mp3"
"Gaga","在","https://web.klokah.tw/ninew/sound/20/02/01-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/20/02/01-C-3-2.mp3"
"muuyas","讀書","https://web.klokah.tw/ninew/sound/20/02/01-C-3-3.mp3"
"kwosiyaw","國小","https://web.klokah.tw/ninew/sound/20/02/01-C-3-4.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/02/01-C-3-5.mp3"
"yaku","我","https://web.klokah.tw/ninew/sound/20/02/01-C-3-6.mp3"
"Gaga muuyas yocuyen ka swai mu mqedil.","我的妹妹在幼稚園讀書。","https://web.klokah.tw/ninew/sound/20/02/01-B-4.mp3"
"Gaga","在","https://web.klokah.tw/ninew/sound/20/02/01-C-4-1.mp3"
"muuyas","讀書","https://web.klokah.tw/ninew/sound/20/02/01-C-4-2.mp3"
"yocuyen","幼稚園","https://web.klokah.tw/ninew/sound/20/02/01-C-4-3.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/02/01-C-4-4.mp3"
"swai mu mqedil","我的妹妹","https://web.klokah.tw/ninew/sound/20/02/01-C-4-5.mp3"
"Bubu, gnrbuwan su!","媽媽，早安！","https://web.klokah.tw/ninew/sound/20/02/02-B-1.mp3"
"Bubu","媽媽","https://web.klokah.tw/ninew/sound/20/02/02-C-1-1.mp3"
"gnrbuwan","早","https://web.klokah.tw/ninew/sound/20/02/02-C-1-2.mp3"
"su","您","https://web.klokah.tw/ninew/sound/20/02/02-C-1-3.mp3"
"Lubi, gnrbuwan su duri! Aguh, puqe ta ido mgrebu han.","Lubi，早安！我們先來吃早餐。","https://web.klokah.tw/ninew/sound/20/02/02-B-2.mp3"
"Lubi","（女子名）","https://web.klokah.tw/ninew/sound/20/02/02-C-2-1.mp3"
"gnrbuwan","早","https://web.klokah.tw/ninew/sound/20/02/02-C-2-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/02/02-C-2-3.mp3"
"duri","也","https://web.klokah.tw/ninew/sound/20/02/02-C-2-4.mp3"
"Aguh","來","https://web.klokah.tw/ninew/sound/20/02/02-C-2-5.mp3"
"puqe","讓…吃","https://web.klokah.tw/ninew/sound/20/02/02-C-2-6.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/20/02/02-C-2-7.mp3"
"ido mgrebu","早餐","https://web.klokah.tw/ninew/sound/20/02/02-C-2-8.mp3"
"han","先","https://web.klokah.tw/ninew/sound/20/02/02-C-2-9.mp3"
"Iya han, sae ku gmsegus rupun mu han.","等一下，我先去刷牙。","https://web.klokah.tw/ninew/sound/20/02/02-B-3.mp3"
"Iya han","等一下","https://web.klokah.tw/ninew/sound/20/02/02-C-3-1.mp3"
"sae","讓…","https://web.klokah.tw/ninew/sound/20/02/02-C-3-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/20/02/02-C-3-3.mp3"
"gmsegus rupun","刷牙","https://web.klokah.tw/ninew/sound/20/02/02-C-3-4.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/02/02-C-3-5.mp3"
"han","先","https://web.klokah.tw/ninew/sound/20/02/02-C-3-6.mp3"
"Trmai ka dqeras su duri.","也要洗臉喔。","https://web.klokah.tw/ninew/sound/20/02/02-B-4.mp3"
"Trmai","洗（臉）","https://web.klokah.tw/ninew/sound/20/02/02-C-4-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/02/02-C-4-2.mp3"
"dqeras","臉","https://web.klokah.tw/ninew/sound/20/02/02-C-4-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/02/02-C-4-4.mp3"
"duri","也","https://web.klokah.tw/ninew/sound/20/02/02-C-4-5.mp3"
"Un, klaun mu.","好的，我知道。","https://web.klokah.tw/ninew/sound/20/02/02-B-5.mp3"
"Un","好的","https://web.klokah.tw/ninew/sound/20/02/02-C-5-1.mp3"
"klaun","知道","https://web.klokah.tw/ninew/sound/20/02/02-C-5-2.mp3"
"mu","我的","https://web.klokah.tw/ninew/sound/20/02/02-C-5-3.mp3"
"Piya ka knkawas su di?","請問，你幾歲？","https://web.klokah.tw/ninew/sound/20/02/03-B-1.mp3"
"Piya","多少","https://web.klokah.tw/ninew/sound/20/02/03-C-1-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/02/03-C-1-2.mp3"
"knkawas","年；歲","https://web.klokah.tw/ninew/sound/20/02/03-C-1-3.mp3"
"su","你","https://web.klokah.tw/ninew/sound/20/02/03-C-1-4.mp3"
"di","了","https://web.klokah.tw/ninew/sound/20/02/03-C-1-5.mp3"
"Maxal ka knkawas mu di.","我十歲了。","https://web.klokah.tw/ninew/sound/20/02/03-B-2.mp3"
"Maxal","十","https://web.klokah.tw/ninew/sound/20/02/03-C-2-1.mp3"
"ka","格位標記","https://web.klokah.tw/ninew/sound/20/02/03-C-2-2.mp3"
