"mahica tu! kapah haw kisu? saydan!","怎麼樣了（招呼語）！ 您好嗎？老師！","https://web.klokah.tw/ninew/sound/38/01/01-B-1.mp3"
"u tatama kisu.","你是男生。","https://web.klokah.tw/ninew/sound/38/01/05-B-1.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/05-C-1-1.mp3"
"tatama","男性","https://web.klokah.tw/ninew/sound/38/01/05-C-1-2.mp3"
"kisu","你","https://web.klokah.tw/ninew/sound/38/01/05-C-1-3.mp3"
"u tatayna kami.","我們是女生。","https://web.klokah.tw/ninew/sound/38/01/05-B-2.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/05-C-2-1.mp3"
"tatayna","女性","https://web.klokah.tw/ninew/sound/38/01/05-C-2-2.mp3"
"kami","我們","https://web.klokah.tw/ninew/sound/38/01/05-C-2-3.mp3"
"u tatama ci Panay haw?","Panay是男生嗎？","https://web.klokah.tw/ninew/sound/38/01/05-B-3.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/05-C-3-1.mp3"
"tatama","男性","https://web.klokah.tw/ninew/sound/38/01/05-C-3-2.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/38/01/05-C-3-3.mp3"
"Panay","（人名）","https://web.klokah.tw/ninew/sound/38/01/05-C-3-4.mp3"
"haw","[虛]","https://web.klokah.tw/ninew/sound/38/01/05-C-3-5.mp3"
"cuwa, u tatayna ciniza.","不，她是女生。","https://web.klokah.tw/ninew/sound/38/01/05-B-4.mp3"
"cuwa","不","https://web.klokah.tw/ninew/sound/38/01/05-C-4-1.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/05-C-4-2.mp3"
"tatayna","女性","https://web.klokah.tw/ninew/sound/38/01/05-C-4-3.mp3"
"ciniza","她","https://web.klokah.tw/ninew/sound/38/01/05-C-4-4.mp3"
"izaw ku cacay a wacu aku.","我有一條狗。","https://web.klokah.tw/ninew/sound/38/01/06-B-1.mp3"
"izaw","有","https://web.klokah.tw/ninew/sound/38/01/06-C-1-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/06-C-1-2.mp3"
"cacay","一","https://web.klokah.tw/ninew/sound/38/01/06-C-1-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/38/01/06-C-1-4.mp3"
"wacu","狗","https://web.klokah.tw/ninew/sound/38/01/06-C-1-5.mp3"
"aku","我的","https://web.klokah.tw/ninew/sound/38/01/06-C-1-6.mp3"
"u lumeni’ay ku wacu aku.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/38/01/06-B-2.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/06-C-2-1.mp3"
"lumeni’ay","黑色的","https://web.klokah.tw/ninew/sound/38/01/06-C-2-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/06-C-2-3.mp3"
"wacu","狗","https://web.klokah.tw/ninew/sound/38/01/06-C-2-4.mp3"
"aku","我的","https://web.klokah.tw/ninew/sound/38/01/06-C-2-5.mp3"
"manamuh kaku tu wacu.","我喜歡狗。","https://web.klokah.tw/ninew/sound/38/01/06-B-3.mp3"
"manamuh","喜歡","https://web.klokah.tw/ninew/sound/38/01/06-C-3-1.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/38/01/06-C-3-2.mp3"
"tu","[虛]","https://web.klokah.tw/ninew/sound/38/01/06-C-3-3.mp3"
"wacu","狗","https://web.klokah.tw/ninew/sound/38/01/06-C-3-4.mp3"
"manamuh kiya wacu i takuwan.","狗喜歡我。","https://web.klokah.tw/ninew/sound/38/01/06-B-4.mp3"
"manamuh","喜歡","https://web.klokah.tw/ninew/sound/38/01/06-C-4-1.mp3"
"kiya","[虛]","https://web.klokah.tw/ninew/sound/38/01/06-C-4-2.mp3"
"wacu","狗","https://web.klokah.tw/ninew/sound/38/01/06-C-4-3.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/38/01/06-C-4-4.mp3"
"takuwan","我","https://web.klokah.tw/ninew/sound/38/01/06-C-4-5.mp3"
"i cuwa ku saydan?","老師在哪裡？","https://web.klokah.tw/ninew/sound/38/01/07-B-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-1-1.mp3"
"cuwa","哪裡","https://web.klokah.tw/ninew/sound/38/01/07-C-1-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-1-3.mp3"
"saydan","老師","https://web.klokah.tw/ninew/sound/38/01/07-C-1-4.mp3"
"iniyu tu.","在這裡。","https://web.klokah.tw/ninew/sound/38/01/07-B-2.mp3"
"iniyu","在這裡","https://web.klokah.tw/ninew/sound/38/01/07-C-2-1.mp3"
"tu","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-2-2.mp3"
"i cuwa ku sapisulit nu misu?","你的筆在哪裡？","https://web.klokah.tw/ninew/sound/38/01/07-B-3.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-3-1.mp3"
"cuwa","哪裡","https://web.klokah.tw/ninew/sound/38/01/07-C-3-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-3-3.mp3"
"sapisulit","筆","https://web.klokah.tw/ninew/sound/38/01/07-C-3-4.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-3-5.mp3"
"misu","你","https://web.klokah.tw/ninew/sound/38/01/07-C-3-6.mp3"
"iniyu ku sapisulit nu maku.","我的筆在這裡。","https://web.klokah.tw/ninew/sound/38/01/07-B-4.mp3"
"iniyu","在這裡","https://web.klokah.tw/ninew/sound/38/01/07-C-4-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-4-2.mp3"
"sapisulit","筆","https://web.klokah.tw/ninew/sound/38/01/07-C-4-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/38/01/07-C-4-4.mp3"
"maku","我","https://web.klokah.tw/ninew/sound/38/01/07-C-4-5.mp3"
"u canan kuyni?","這是什麼？","https://web.klokah.tw/ninew/sound/38/01/08-B-1.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/08-C-1-1.mp3"
"canan","什麼","https://web.klokah.tw/ninew/sound/38/01/08-C-1-2.mp3"
"kuyni","這","https://web.klokah.tw/ninew/sound/38/01/08-C-1-3.mp3"
"u takal kuyni.","這是桌子。","https://web.klokah.tw/ninew/sound/38/01/08-B-2.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/08-C-2-1.mp3"
"takal","桌子","https://web.klokah.tw/ninew/sound/38/01/08-C-2-2.mp3"
"kuyni","這","https://web.klokah.tw/ninew/sound/38/01/08-C-2-3.mp3"
"baeket haw kuyza elun?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/38/01/08-B-3.mp3"
"baeket","重的","https://web.klokah.tw/ninew/sound/38/01/08-C-3-1.mp3"
"haw","[虛]","https://web.klokah.tw/ninew/sound/38/01/08-C-3-2.mp3"
"kuyza","那","https://web.klokah.tw/ninew/sound/38/01/08-C-3-3.mp3"
"elun","椅子","https://web.klokah.tw/ninew/sound/38/01/08-C-3-4.mp3"
"hang, baeket.","是的，很重。","https://web.klokah.tw/ninew/sound/38/01/08-B-4.mp3"
"hang","是的","https://web.klokah.tw/ninew/sound/38/01/08-C-4-1.mp3"
"baeket","重的","https://web.klokah.tw/ninew/sound/38/01/08-C-4-2.mp3"
"cima kuyza?","那個人是誰？","https://web.klokah.tw/ninew/sound/38/01/09-B-1.mp3"
"cima","誰","https://web.klokah.tw/ninew/sound/38/01/09-C-1-1.mp3"
"kuyza","那個","https://web.klokah.tw/ninew/sound/38/01/09-C-1-2.mp3"
"ci ina aku kuyza.","那個人是我的媽媽。","https://web.klokah.tw/ninew/sound/38/01/09-B-2.mp3"
"ci","[虛]","https://web.klokah.tw/ninew/sound/38/01/09-C-2-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/38/01/09-C-2-2.mp3"
"aku","我的","https://web.klokah.tw/ninew/sound/38/01/09-C-2-3.mp3"
"kuyza","那個","https://web.klokah.tw/ninew/sound/38/01/09-C-2-4.mp3"
"u canan ku kawaw niza?","她是做什麼工作的？","https://web.klokah.tw/ninew/sound/38/01/09-B-3.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/09-C-3-1.mp3"
"canan","什麼","https://web.klokah.tw/ninew/sound/38/01/09-C-3-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/09-C-3-3.mp3"
"kawaw","工作","https://web.klokah.tw/ninew/sound/38/01/09-C-3-4.mp3"
"niza","她","https://web.klokah.tw/ninew/sound/38/01/09-C-3-5.mp3"
"u padekuay ciniza.","她是護士。","https://web.klokah.tw/ninew/sound/38/01/09-B-4.mp3"
"u","[虛]","https://web.klokah.tw/ninew/sound/38/01/09-C-4-1.mp3"
"padekuay","護士","https://web.klokah.tw/ninew/sound/38/01/09-C-4-2.mp3"
"ciniza","她","https://web.klokah.tw/ninew/sound/38/01/09-C-4-3.mp3"
"izaw haw ku cudad i pabaw nu takal?","桌上有書嗎？","https://web.klokah.tw/ninew/sound/38/01/10-B-1.mp3"
"izaw","有","https://web.klokah.tw/ninew/sound/38/01/10-C-1-1.mp3"
"haw","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-1-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-1-3.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/38/01/10-C-1-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-1-5.mp3"
"pabaw","上面","https://web.klokah.tw/ninew/sound/38/01/10-C-1-6.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-1-7.mp3"
"takal","桌子","https://web.klokah.tw/ninew/sound/38/01/10-C-1-8.mp3"
"izaw ku tuluay a cudad i pabaw nu takal.","桌上有三本書。","https://web.klokah.tw/ninew/sound/38/01/10-B-2.mp3"
"izaw","有","https://web.klokah.tw/ninew/sound/38/01/10-C-2-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-2-2.mp3"
"tuluay","三","https://web.klokah.tw/ninew/sound/38/01/10-C-2-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-2-4.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/38/01/10-C-2-5.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-2-6.mp3"
"pabaw","上面","https://web.klokah.tw/ninew/sound/38/01/10-C-2-7.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-2-8.mp3"
"takal","桌子","https://web.klokah.tw/ninew/sound/38/01/10-C-2-9.mp3"
"cacay ku sumanahay, tusa ku lumeni’ay.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/38/01/10-B-3.mp3"
"cacay","一","https://web.klokah.tw/ninew/sound/38/01/10-C-3-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-3-2.mp3"
"sumanahay","紅色的","https://web.klokah.tw/ninew/sound/38/01/10-C-3-3.mp3"
"tusa","二","https://web.klokah.tw/ninew/sound/38/01/10-C-3-4.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-3-5.mp3"
"lumeni’ay","黑色的","https://web.klokah.tw/ninew/sound/38/01/10-C-3-6.mp3"
"nima kiya sumanahay a cudad?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/38/01/10-B-4.mp3"
"nima","誰的","https://web.klokah.tw/ninew/sound/38/01/10-C-4-1.mp3"
"kiya","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-4-2.mp3"
"sumanahay","紅色的","https://web.klokah.tw/ninew/sound/38/01/10-C-4-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-4-4.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/38/01/10-C-4-5.mp3"
"ya sumanahay a cudad sa nu saydan.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/38/01/10-B-5.mp3"
"ya","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-5-1.mp3"
"sumanahay","紅色的","https://web.klokah.tw/ninew/sound/38/01/10-C-5-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-5-3.mp3"
"cudad","書","https://web.klokah.tw/ninew/sound/38/01/10-C-5-4.mp3"
"sa","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-5-5.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/38/01/10-C-5-6.mp3"
"saydan","老師的","https://web.klokah.tw/ninew/sound/38/01/10-C-5-7.mp3"
"lalima ku tademaw nu luma’ niyam.","我們家有五個人。","https://web.klokah.tw/ninew/sound/38/02/01-B-1.mp3"
"lalima","有五","https://web.klokah.tw/ninew/sound/38/02/01-C-1-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/01-C-1-2.mp3"
"tademaw","人","https://web.klokah.tw/ninew/sound/38/02/01-C-1-3.mp3"
"nu","[虛]","https://web.klokah.tw/ninew/sound/38/02/01-C-1-4.mp3"
"luma’","家","https://web.klokah.tw/ninew/sound/38/02/01-C-1-5.mp3"
"niyam","我們的","https://web.klokah.tw/ninew/sound/38/02/01-C-1-6.mp3"
"bai’, wama/ama, wina/ina, sabana atu aku.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/38/02/01-B-2.mp3"
"bai’","祖母","https://web.klokah.tw/ninew/sound/38/02/01-C-2-1.mp3"
"wama/ama","爸爸","https://web.klokah.tw/ninew/sound/38/02/01-C-2-2.mp3"
"wina/ina","媽媽","https://web.klokah.tw/ninew/sound/38/02/01-C-2-3.mp3"
"sabana","妹妹","https://web.klokah.tw/ninew/sound/38/02/01-C-2-4.mp3"
"atu","和","https://web.klokah.tw/ninew/sound/38/02/01-C-2-5.mp3"
"aku","我","https://web.klokah.tw/ninew/sound/38/02/01-C-2-6.mp3"
"micudad kaku i nuwawaan.","我在國民小學讀書。","https://web.klokah.tw/ninew/sound/38/02/01-B-3.mp3"
"micudad","讀書","https://web.klokah.tw/ninew/sound/38/02/01-C-3-1.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/38/02/01-C-3-2.mp3"
"i","在","https://web.klokah.tw/ninew/sound/38/02/01-C-3-3.mp3"
"nuwawaan","國民小學","https://web.klokah.tw/ninew/sound/38/02/01-C-3-4.mp3"
"micudad ku sabana aku i mula’ay.","我的妹妹讀幼稚園。","https://web.klokah.tw/ninew/sound/38/02/01-B-4.mp3"
"micudad","讀書","https://web.klokah.tw/ninew/sound/38/02/01-C-4-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/01-C-4-2.mp3"
"sabana","妹妹","https://web.klokah.tw/ninew/sound/38/02/01-C-4-3.mp3"
"aku","我的","https://web.klokah.tw/ninew/sound/38/02/01-C-4-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/38/02/01-C-4-5.mp3"
"mula’ay","幼稚園","https://web.klokah.tw/ninew/sound/38/02/01-C-4-6.mp3"
"ina, lanam.","媽媽，早安。","https://web.klokah.tw/ninew/sound/38/02/02-B-1.mp3"
"ina","媽媽","https://web.klokah.tw/ninew/sound/38/02/02-C-1-1.mp3"
"lanam","早安","https://web.klokah.tw/ninew/sound/38/02/02-C-1-2.mp3"
"Taymu, awza, malanam.","Taymu，來來來，吃早餐。","https://web.klokah.tw/ninew/sound/38/02/02-B-2.mp3"
"Taymu","（人名）","https://web.klokah.tw/ninew/sound/38/02/02-C-2-1.mp3"
"awza","來","https://web.klokah.tw/ninew/sound/38/02/02-C-2-2.mp3"
"malanam","吃早餐","https://web.klokah.tw/ninew/sound/38/02/02-C-2-3.mp3"
"asawnitu, maliayaw kaku misulac tu ngipen.","等一下，我要先刷牙。","https://web.klokah.tw/ninew/sound/38/02/02-B-3.mp3"
"asawnitu","等一下","https://web.klokah.tw/ninew/sound/38/02/02-C-3-1.mp3"
"maliayaw","先","https://web.klokah.tw/ninew/sound/38/02/02-C-3-2.mp3"
"kaku","我","https://web.klokah.tw/ninew/sound/38/02/02-C-3-3.mp3"
"misulac","刷","https://web.klokah.tw/ninew/sound/38/02/02-C-3-4.mp3"
"tu","[虛]","https://web.klokah.tw/ninew/sound/38/02/02-C-3-5.mp3"
"ngipen","牙齒","https://web.klokah.tw/ninew/sound/38/02/02-C-3-6.mp3"
"pialulupi tu kisu.","你也要去洗臉喔。","https://web.klokah.tw/ninew/sound/38/02/02-B-4.mp3"
"pialulupi","要洗臉","https://web.klokah.tw/ninew/sound/38/02/02-C-4-1.mp3"
"tu","[虛]","https://web.klokah.tw/ninew/sound/38/02/02-C-4-2.mp3"
"kisu","你","https://web.klokah.tw/ninew/sound/38/02/02-C-4-3.mp3"
"hang.","好的。","https://web.klokah.tw/ninew/sound/38/02/02-B-5.mp3"
"hang","是的","https://web.klokah.tw/ninew/sound/38/02/02-C-5-1.mp3"
"hani, pina ku mihcaan isu?","嗨，你幾歲？","https://web.klokah.tw/ninew/sound/38/02/03-B-1.mp3"
"hani","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-1-1.mp3"
"pina","多少","https://web.klokah.tw/ninew/sound/38/02/03-C-1-2.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-1-3.mp3"
"mihcaan","歲","https://web.klokah.tw/ninew/sound/38/02/03-C-1-4.mp3"
"isu","你","https://web.klokah.tw/ninew/sound/38/02/03-C-1-5.mp3"
"cacay a bataan ayza ku mihcaan aku.","我今年十歲。","https://web.klokah.tw/ninew/sound/38/02/03-B-2.mp3"
"cacay","一","https://web.klokah.tw/ninew/sound/38/02/03-C-2-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-2-2.mp3"
"bataan","十","https://web.klokah.tw/ninew/sound/38/02/03-C-2-3.mp3"
"ayza","現在","https://web.klokah.tw/ninew/sound/38/02/03-C-2-4.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-2-5.mp3"
"mihcaan","歲","https://web.klokah.tw/ninew/sound/38/02/03-C-2-6.mp3"
"aku","我","https://web.klokah.tw/ninew/sound/38/02/03-C-2-7.mp3"
"papina kamu a calkakaan?","你有幾個兄弟姐妹？","https://web.klokah.tw/ninew/sound/38/02/03-B-3.mp3"
"papina","有多少","https://web.klokah.tw/ninew/sound/38/02/03-C-3-1.mp3"
"kamu","你","https://web.klokah.tw/ninew/sound/38/02/03-C-3-2.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-3-3.mp3"
"calkakaan","兄弟姊妹","https://web.klokah.tw/ninew/sound/38/02/03-C-3-4.mp3"
"tatusa ku kakama cacay ku sabana aku.","我有兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/38/02/03-B-4.mp3"
"tatusa","二","https://web.klokah.tw/ninew/sound/38/02/03-C-4-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-4-2.mp3"
"kakama","哥哥","https://web.klokah.tw/ninew/sound/38/02/03-C-4-3.mp3"
"cacay","一","https://web.klokah.tw/ninew/sound/38/02/03-C-4-4.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-4-5.mp3"
"sabana","妹妹","https://web.klokah.tw/ninew/sound/38/02/03-C-4-6.mp3"
"aku","我","https://web.klokah.tw/ninew/sound/38/02/03-C-4-7.mp3"
"sabana isu pina ku mihcaan?","你的妹妹幾歲？","https://web.klokah.tw/ninew/sound/38/02/03-B-5.mp3"
"sabana","妹妹","https://web.klokah.tw/ninew/sound/38/02/03-C-5-1.mp3"
"isu","你的","https://web.klokah.tw/ninew/sound/38/02/03-C-5-2.mp3"
"pina","多少","https://web.klokah.tw/ninew/sound/38/02/03-C-5-3.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-5-4.mp3"
"mihcaan","歲","https://web.klokah.tw/ninew/sound/38/02/03-C-5-5.mp3"
"enem ku mihcaan nu sabana aku.","我的妹妹六歲。","https://web.klokah.tw/ninew/sound/38/02/03-B-6.mp3"
"enem","六","https://web.klokah.tw/ninew/sound/38/02/03-C-6-1.mp3"
"ku","[虛]","https://web.klokah.tw/ninew/sound/38/02/03-C-6-2.mp3"
