"papasibaq lawkah su’ quw?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/18/01/01-B-1.mp3"
"uwiy","也","https://web.klokah.tw/ninew/sound/18/01/02-C-3-5.mp3"
"quw","嗎","https://web.klokah.tw/ninew/sound/18/01/02-C-3-6.mp3"
"ini’ kuwing patiq la, papasibaq kuwing la.","我不是學生了，我已經是老師了。","https://web.klokah.tw/ninew/sound/18/01/02-B-4.mp3"
"ini’","沒有","https://web.klokah.tw/ninew/sound/18/01/02-C-4-1.mp3"
"kuwing","我","https://web.klokah.tw/ninew/sound/18/01/02-C-4-2.mp3"
"patiq","讀書","https://web.klokah.tw/ninew/sound/18/01/02-C-4-3.mp3"
"la","了","https://web.klokah.tw/ninew/sound/18/01/02-C-4-4.mp3"
"papasibaq","老師","https://web.klokah.tw/ninew/sound/18/01/02-C-4-5.mp3"
"kuwing","我","https://web.klokah.tw/ninew/sound/18/01/02-C-4-6.mp3"
"la","了","https://web.klokah.tw/ninew/sound/18/01/02-C-4-7.mp3"
"caqrux kahabag.","起立。","https://web.klokah.tw/ninew/sound/18/01/03-B-1.mp3"
"caqrux","起立","https://web.klokah.tw/ninew/sound/18/01/03-C-1-1.mp3"
"kahabag","大家","https://web.klokah.tw/ninew/sound/18/01/03-C-1-2.mp3"
"tubunani’ ku’ papasibaq.","向老師敬禮。","https://web.klokah.tw/ninew/sound/18/01/03-B-2.mp3"
"tubunani’","敬禮","https://web.klokah.tw/ninew/sound/18/01/03-C-2-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/03-C-2-2.mp3"
"papasibaq","老師","https://web.klokah.tw/ninew/sound/18/01/03-C-2-3.mp3"
"papasibaq mahuway su’.","老師，謝謝你。","https://web.klokah.tw/ninew/sound/18/01/03-B-3.mp3"
"papasibaq","老師","https://web.klokah.tw/ninew/sound/18/01/03-C-3-1.mp3"
"mahuway","謝謝","https://web.klokah.tw/ninew/sound/18/01/03-C-3-2.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/18/01/03-C-3-3.mp3"
"kal cu’ mama’.","（請）說說看。","https://web.klokah.tw/ninew/sound/18/01/03-B-4.mp3"
"kal","說","https://web.klokah.tw/ninew/sound/18/01/03-C-4-1.mp3"
"cu’","[虛]","https://web.klokah.tw/ninew/sound/18/01/03-C-4-2.mp3"
"mama’","請","https://web.klokah.tw/ninew/sound/18/01/03-C-4-3.mp3"
"tahuuk.","坐下。","https://web.klokah.tw/ninew/sound/18/01/03-B-5.mp3"
"tahuuk","坐下","https://web.klokah.tw/ninew/sound/18/01/03-C-5-1.mp3"
"ima’ ralu’ su’?","你叫什麼名字？","https://web.klokah.tw/ninew/sound/18/01/04-B-1.mp3"
"ima’","誰","https://web.klokah.tw/ninew/sound/18/01/04-C-1-1.mp3"
"ralu’","名字","https://web.klokah.tw/ninew/sound/18/01/04-C-1-2.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/18/01/04-C-1-3.mp3"
"Bawnay na Buyung ku’ ralu’ mu’.","我的名字是Buyung na Buyung。","https://web.klokah.tw/ninew/sound/18/01/04-B-2.mp3"
"Bawnay na Buyung","（人名）","https://web.klokah.tw/ninew/sound/18/01/04-C-2-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/04-C-2-2.mp3"
"ralu’","名字","https://web.klokah.tw/ninew/sound/18/01/04-C-2-3.mp3"
"mu’","我","https://web.klokah.tw/ninew/sound/18/01/04-C-2-4.mp3"
"ima’ ralu’ niya’?","他叫什麼名字？","https://web.klokah.tw/ninew/sound/18/01/04-B-3.mp3"
"ima’","誰","https://web.klokah.tw/ninew/sound/18/01/04-C-3-1.mp3"
"ralu’","名字","https://web.klokah.tw/ninew/sound/18/01/04-C-3-2.mp3"
"niya’","他","https://web.klokah.tw/ninew/sound/18/01/04-C-3-3.mp3"
"Watan na Tumun.","Watan na Tumun。","https://web.klokah.tw/ninew/sound/18/01/04-B-4.mp3"
"Watan na Tumun","（人名）","https://web.klokah.tw/ninew/sound/18/01/04-C-4-1.mp3"
"ikuwing ga kanayril.","我是女生。","https://web.klokah.tw/ninew/sound/18/01/05-B-1.mp3"
"ikuwing","我","https://web.klokah.tw/ninew/sound/18/01/05-C-1-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/18/01/05-C-1-2.mp3"
"kanayril","女生","https://web.klokah.tw/ninew/sound/18/01/05-C-1-3.mp3"
"isu’ ga kanayril.","妳是女生。","https://web.klokah.tw/ninew/sound/18/01/05-B-2.mp3"
"isu’","妳（獨立式）","https://web.klokah.tw/ninew/sound/18/01/05-C-2-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/18/01/05-C-2-2.mp3"
"kanayril","女生","https://web.klokah.tw/ninew/sound/18/01/05-C-2-3.mp3"
"hiya’ ga kanayril.","她是女生。","https://web.klokah.tw/ninew/sound/18/01/05-B-3.mp3"
"hiya’","她","https://web.klokah.tw/ninew/sound/18/01/05-C-3-1.mp3"
"ga","[虛]","https://web.klokah.tw/ninew/sound/18/01/05-C-3-2.mp3"
"kanayril","女生","https://web.klokah.tw/ninew/sound/18/01/05-C-3-3.mp3"
"kakanayril cami’ kahabag.","我們都是女生。","https://web.klokah.tw/ninew/sound/18/01/05-B-4.mp3"
"kakanayril","女生（複數）","https://web.klokah.tw/ninew/sound/18/01/05-C-4-1.mp3"
"cami’","我們","https://web.klokah.tw/ninew/sound/18/01/05-C-4-2.mp3"
"kahabag","大家","https://web.klokah.tw/ninew/sound/18/01/05-C-4-3.mp3"
"xuwil mu’.","我的狗。","https://web.klokah.tw/ninew/sound/18/01/06-B-1.mp3"
"xuwil","狗","https://web.klokah.tw/ninew/sound/18/01/06-C-1-1.mp3"
"mu’","我","https://web.klokah.tw/ninew/sound/18/01/06-C-1-2.mp3"
"magau’ ku’ xuwil mu’.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/18/01/06-B-2.mp3"
"magau’","黑色的","https://web.klokah.tw/ninew/sound/18/01/06-C-2-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/06-C-2-2.mp3"
"xuwil","狗","https://web.klokah.tw/ninew/sound/18/01/06-C-2-3.mp3"
"mu’","我","https://web.klokah.tw/ninew/sound/18/01/06-C-2-4.mp3"
"balaiq mu’ ku’ xuwil mu’.","我喜歡我的狗。","https://web.klokah.tw/ninew/sound/18/01/06-B-3.mp3"
"balaiq","喜歡","https://web.klokah.tw/ninew/sound/18/01/06-C-3-1.mp3"
"mu’","我","https://web.klokah.tw/ninew/sound/18/01/06-C-3-2.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/06-C-3-3.mp3"
"xuwil","狗","https://web.klokah.tw/ninew/sound/18/01/06-C-3-4.mp3"
"mu’","我","https://web.klokah.tw/ninew/sound/18/01/06-C-3-5.mp3"
"balaiq kuwing niya’ uwiy.","牠也喜歡我。","https://web.klokah.tw/ninew/sound/18/01/06-B-4.mp3"
"balaiq","喜歡","https://web.klokah.tw/ninew/sound/18/01/06-C-4-1.mp3"
"kuwing","我","https://web.klokah.tw/ninew/sound/18/01/06-C-4-2.mp3"
"niya’","牠","https://web.klokah.tw/ninew/sound/18/01/06-C-4-3.mp3"
"uwiy","也","https://web.klokah.tw/ninew/sound/18/01/06-C-4-4.mp3"
"haniyan ku’ papasibaq i’ runi’,","老師在這裡，","https://web.klokah.tw/ninew/sound/18/01/07-B-1.mp3"
"haniyan","位在","https://web.klokah.tw/ninew/sound/18/01/07-C-1-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/07-C-1-2.mp3"
"papasibaq","老師","https://web.klokah.tw/ninew/sound/18/01/07-C-1-3.mp3"
"i’","[虛]","https://web.klokah.tw/ninew/sound/18/01/07-C-1-4.mp3"
"runi’","這裡","https://web.klokah.tw/ninew/sound/18/01/07-C-1-5.mp3"
"pasibaq cu’ ululaqi’.","教導學生。","https://web.klokah.tw/ninew/sound/18/01/07-B-2.mp3"
"pasibaq","教導","https://web.klokah.tw/ninew/sound/18/01/07-C-2-1.mp3"
"cu’","[虛]","https://web.klokah.tw/ninew/sound/18/01/07-C-2-2.mp3"
"ululaqi’","孩子們","https://web.klokah.tw/ninew/sound/18/01/07-C-2-3.mp3"
"gumualu’ cu’ ululaqi’.","他愛孩子們（學生）。","https://web.klokah.tw/ninew/sound/18/01/07-B-3.mp3"
"gumualu’","疼愛","https://web.klokah.tw/ninew/sound/18/01/07-C-3-1.mp3"
"cu’","[虛]","https://web.klokah.tw/ninew/sound/18/01/07-C-3-2.mp3"
"ululaqi’","孩子們","https://web.klokah.tw/ninew/sound/18/01/07-C-3-3.mp3"
"sigualu’ na ululaqi’ kahabag uwiy.","孩子們也都愛他。","https://web.klokah.tw/ninew/sound/18/01/07-B-4.mp3"
"sigualu’","愛","https://web.klokah.tw/ninew/sound/18/01/07-C-4-1.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/18/01/07-C-4-2.mp3"
"ululaqi’","孩子們","https://web.klokah.tw/ninew/sound/18/01/07-C-4-3.mp3"
"kahabag","大家","https://web.klokah.tw/ninew/sound/18/01/07-C-4-4.mp3"
"uwiy","也","https://web.klokah.tw/ninew/sound/18/01/07-C-4-5.mp3"
"nanuwan ku’ hani’?","這是什麼？","https://web.klokah.tw/ninew/sound/18/01/08-B-1.mp3"
"nanuwan","什麼","https://web.klokah.tw/ninew/sound/18/01/08-C-1-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/08-C-1-2.mp3"
"hani’","這","https://web.klokah.tw/ninew/sound/18/01/08-C-1-3.mp3"
"papatiqan ku’ hani’.","這是桌子。","https://web.klokah.tw/ninew/sound/18/01/08-B-2.mp3"
"papatiqan","桌子","https://web.klokah.tw/ninew/sound/18/01/08-C-2-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/08-C-2-2.mp3"
"hani’","這","https://web.klokah.tw/ninew/sound/18/01/08-C-2-3.mp3"
"imuliq ku’ tahunakan ruwa’?","這椅子很重吧？","https://web.klokah.tw/ninew/sound/18/01/08-B-3.mp3"
"imuliq","重的","https://web.klokah.tw/ninew/sound/18/01/08-C-3-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/08-C-3-2.mp3"
"tahunakan","椅子","https://web.klokah.tw/ninew/sound/18/01/08-C-3-3.mp3"
"ruwa’","[虛]","https://web.klokah.tw/ninew/sound/18/01/08-C-3-4.mp3"
"imuliq cubalay.","非常重。","https://web.klokah.tw/ninew/sound/18/01/08-B-4.mp3"
"imuliq","重的","https://web.klokah.tw/ninew/sound/18/01/08-C-4-1.mp3"
"cubalay","非常","https://web.klokah.tw/ninew/sound/18/01/08-C-4-2.mp3"
"Tawyu’ ’i’ yaya’ mu’.","我媽媽是Tawyu’。","https://web.klokah.tw/ninew/sound/18/01/09-B-1.mp3"
"Tawyu’","（人名）","https://web.klokah.tw/ninew/sound/18/01/09-C-1-1.mp3"
"’i’","[虛]","https://web.klokah.tw/ninew/sound/18/01/09-C-1-2.mp3"
"yaya’","媽媽","https://web.klokah.tw/ninew/sound/18/01/09-C-1-3.mp3"
"mu’","我","https://web.klokah.tw/ninew/sound/18/01/09-C-1-4.mp3"
"nanuwan ku’ waw niya’?","她做什麼工作？","https://web.klokah.tw/ninew/sound/18/01/09-B-2.mp3"
"nanuwan","什麼","https://web.klokah.tw/ninew/sound/18/01/09-C-2-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/09-C-2-2.mp3"
"waw","工作","https://web.klokah.tw/ninew/sound/18/01/09-C-2-3.mp3"
"niya’","她","https://web.klokah.tw/ninew/sound/18/01/09-C-2-4.mp3"
"pakalahang cu’ muxal ka’ cuquliq ku’ waw niya’.","她是護士。","https://web.klokah.tw/ninew/sound/18/01/09-B-3.mp3"
"pakalahang","照顧","https://web.klokah.tw/ninew/sound/18/01/09-C-3-1.mp3"
"cu’","[虛]","https://web.klokah.tw/ninew/sound/18/01/09-C-3-2.mp3"
"muxal","生病","https://web.klokah.tw/ninew/sound/18/01/09-C-3-3.mp3"
"ka’","[虛]","https://web.klokah.tw/ninew/sound/18/01/09-C-3-4.mp3"
"cuquliq","人","https://web.klokah.tw/ninew/sound/18/01/09-C-3-5.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/09-C-3-6.mp3"
"waw","工作","https://web.klokah.tw/ninew/sound/18/01/09-C-3-7.mp3"
"niya’","她","https://web.klokah.tw/ninew/sound/18/01/09-C-3-8.mp3"
"balaiq ku’ inlunganlungan niya’.","她的心很好。","https://web.klokah.tw/ninew/sound/18/01/09-B-4.mp3"
"balaiq","好的","https://web.klokah.tw/ninew/sound/18/01/09-C-4-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/09-C-4-2.mp3"
"inlunganlungan","心","https://web.klokah.tw/ninew/sound/18/01/09-C-4-3.mp3"
"niya’","她","https://web.klokah.tw/ninew/sound/18/01/09-C-4-4.mp3"
"qutux ku’ papatiq ka’ matanah.","一枝紅色的筆。","https://web.klokah.tw/ninew/sound/18/01/10-B-1.mp3"
"qutux","一","https://web.klokah.tw/ninew/sound/18/01/10-C-1-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/10-C-1-2.mp3"
"papatiq","筆","https://web.klokah.tw/ninew/sound/18/01/10-C-1-3.mp3"
"ka’","[虛]","https://web.klokah.tw/ninew/sound/18/01/10-C-1-4.mp3"
"matanah","紅色的","https://web.klokah.tw/ninew/sound/18/01/10-C-1-5.mp3"
"sapat ku’ mahibung.","四枝黃色的。","https://web.klokah.tw/ninew/sound/18/01/10-B-2.mp3"
"sapat","四","https://web.klokah.tw/ninew/sound/18/01/10-C-2-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/01/10-C-2-2.mp3"
"mahibung","黃色的","https://web.klokah.tw/ninew/sound/18/01/10-C-2-3.mp3"
"kiya’ i’ inu’?","在哪裡？","https://web.klokah.tw/ninew/sound/18/01/10-B-3.mp3"
"kiya’","在；有","https://web.klokah.tw/ninew/sound/18/01/10-C-3-1.mp3"
"i’","[虛]","https://web.klokah.tw/ninew/sound/18/01/10-C-3-2.mp3"
"inu’","哪裡","https://web.klokah.tw/ninew/sound/18/01/10-C-3-3.mp3"
"kiya’ biingun ni’ Maya’.","Maya’手拿著。","https://web.klokah.tw/ninew/sound/18/01/10-B-4.mp3"
"kiya’","在；有","https://web.klokah.tw/ninew/sound/18/01/10-C-4-1.mp3"
"biingun","握","https://web.klokah.tw/ninew/sound/18/01/10-C-4-2.mp3"
"ni’","[虛]","https://web.klokah.tw/ninew/sound/18/01/10-C-4-3.mp3"
"Maya’","（人名）","https://web.klokah.tw/ninew/sound/18/01/10-C-4-4.mp3"
"imagal cami’ kahabag ka’ qutux cu’ imuwag.","我家共有五個人。","https://web.klokah.tw/ninew/sound/18/02/01-B-1.mp3"
"imagal","五人","https://web.klokah.tw/ninew/sound/18/02/01-C-1-1.mp3"
"cami’","我們","https://web.klokah.tw/ninew/sound/18/02/01-C-1-2.mp3"
"kahabag","共有","https://web.klokah.tw/ninew/sound/18/02/01-C-1-3.mp3"
"ka’","[虛]","https://web.klokah.tw/ninew/sound/18/02/01-C-1-4.mp3"
"qutux","一","https://web.klokah.tw/ninew/sound/18/02/01-C-1-5.mp3"
"cu’","[虛]","https://web.klokah.tw/ninew/sound/18/02/01-C-1-6.mp3"
"imuwag","家人","https://web.klokah.tw/ninew/sound/18/02/01-C-1-7.mp3"
"kiya’ ku’ yaki’, yaba’, yaya’, suway na kanayril ru i’ kuwing.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/18/02/01-B-2.mp3"
"kiya’","在；有","https://web.klokah.tw/ninew/sound/18/02/01-C-2-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/02/01-C-2-2.mp3"
"yaki’","祖母","https://web.klokah.tw/ninew/sound/18/02/01-C-2-3.mp3"
"yaba’","爸爸","https://web.klokah.tw/ninew/sound/18/02/01-C-2-4.mp3"
"yaya’","媽媽","https://web.klokah.tw/ninew/sound/18/02/01-C-2-5.mp3"
"suway na kanayril","妹妹","https://web.klokah.tw/ninew/sound/18/02/01-C-2-6.mp3"
"ru","和","https://web.klokah.tw/ninew/sound/18/02/01-C-2-7.mp3"
"i’","[虛]","https://web.klokah.tw/ninew/sound/18/02/01-C-2-8.mp3"
"kuwing","我","https://web.klokah.tw/ninew/sound/18/02/01-C-2-9.mp3"
"matiq cu’ i’ papatiqan na Tabilas.","我讀汶水國民小學。","https://web.klokah.tw/ninew/sound/18/02/01-B-3.mp3"
"matiq","讀書","https://web.klokah.tw/ninew/sound/18/02/01-C-3-1.mp3"
"cu","我","https://web.klokah.tw/ninew/sound/18/02/01-C-3-2.mp3"
"i’","[虛]","https://web.klokah.tw/ninew/sound/18/02/01-C-3-3.mp3"
"papatiqan","學校","https://web.klokah.tw/ninew/sound/18/02/01-C-3-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/18/02/01-C-3-5.mp3"
"Tabilas","（地名）","https://web.klokah.tw/ninew/sound/18/02/01-C-3-6.mp3"
"matiq yucyen ku’ suway mu’ na kanayril.","我的妹妹讀幼稚園。","https://web.klokah.tw/ninew/sound/18/02/01-B-4.mp3"
"matiq","讀","https://web.klokah.tw/ninew/sound/18/02/01-C-4-1.mp3"
"yucyen","幼稚園","https://web.klokah.tw/ninew/sound/18/02/01-C-4-2.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/02/01-C-4-3.mp3"
"suway mu’ na kanayril","我的妹妹","https://web.klokah.tw/ninew/sound/18/02/01-C-4-4.mp3"
"aya’, kankannuwan su’ ka’ magabuq.","媽媽，早安（平安）。","https://web.klokah.tw/ninew/sound/18/02/02-B-1.mp3"
"aya’","媽媽","https://web.klokah.tw/ninew/sound/18/02/02-C-1-1.mp3"
"kankannuwan","怎麼那麼","https://web.klokah.tw/ninew/sound/18/02/02-C-1-2.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/18/02/02-C-1-3.mp3"
"ka’","[虛]","https://web.klokah.tw/ninew/sound/18/02/02-C-1-4.mp3"
"magabuq","早","https://web.klokah.tw/ninew/sound/18/02/02-C-1-5.mp3"
"Watan ru Yawi’, ibuwi’ ibuwi’ ibuwi’, uwah kumunama’ la.","Watan和Yawi’，來來來，來吃早餐。","https://web.klokah.tw/ninew/sound/18/02/02-B-2.mp3"
"Watan ru Yawi’","（人名）和（人名）","https://web.klokah.tw/ninew/sound/18/02/02-C-2-1.mp3"
"ibuwi’","來","https://web.klokah.tw/ninew/sound/18/02/02-C-2-2.mp3"
"ibuwi’","來","https://web.klokah.tw/ninew/sound/18/02/02-C-2-3.mp3"
"ibuwi’","來","https://web.klokah.tw/ninew/sound/18/02/02-C-2-4.mp3"
"uwah","來","https://web.klokah.tw/ninew/sound/18/02/02-C-2-5.mp3"
"kumunama’","吃早餐","https://web.klokah.tw/ninew/sound/18/02/02-C-2-6.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/18/02/02-C-2-7.mp3"
"ini’ na han, qumuwaxay cami’ cu’ gi’nux han.","等ㄧ下，我們先刷牙。","https://web.klokah.tw/ninew/sound/18/02/02-B-3.mp3"
"ini’ na han","等一下","https://web.klokah.tw/ninew/sound/18/02/02-C-3-1.mp3"
"qumuwaxay","刷","https://web.klokah.tw/ninew/sound/18/02/02-C-3-2.mp3"
"cami’","我們","https://web.klokah.tw/ninew/sound/18/02/02-C-3-3.mp3"
"cu’","[虛]","https://web.klokah.tw/ninew/sound/18/02/02-C-3-4.mp3"
"gi’nux","牙齒","https://web.klokah.tw/ninew/sound/18/02/02-C-3-5.mp3"
"han","先","https://web.klokah.tw/ninew/sound/18/02/02-C-3-6.mp3"
"turaqis uwiy la ki’.","不要忘記洗臉。","https://web.klokah.tw/ninew/sound/18/02/02-B-4.mp3"
"turaqis","洗臉","https://web.klokah.tw/ninew/sound/18/02/02-C-4-1.mp3"
"uwiy","也","https://web.klokah.tw/ninew/sound/18/02/02-C-4-2.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/18/02/02-C-4-3.mp3"
"ki’","[虛]","https://web.klokah.tw/ninew/sound/18/02/02-C-4-4.mp3"
"uwal, baqun mu’.","我們知道。","https://web.klokah.tw/ninew/sound/18/02/02-B-5.mp3"
"uwal","是的","https://web.klokah.tw/ninew/sound/18/02/02-C-5-1.mp3"
"baqun","知道","https://web.klokah.tw/ninew/sound/18/02/02-C-5-2.mp3"
"mu’","我","https://web.klokah.tw/ninew/sound/18/02/02-C-5-3.mp3"
"Watan, piya’ kaal su’ ka’ hani’ la?","Watan，請問你幾歲了？","https://web.klokah.tw/ninew/sound/18/02/03-B-1.mp3"
"Watan","（人名）","https://web.klokah.tw/ninew/sound/18/02/03-C-1-1.mp3"
"piya’","多少","https://web.klokah.tw/ninew/sound/18/02/03-C-1-2.mp3"
"kaal","歲","https://web.klokah.tw/ninew/sound/18/02/03-C-1-3.mp3"
"su’","你","https://web.klokah.tw/ninew/sound/18/02/03-C-1-4.mp3"
"ka’","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-1-5.mp3"
"hani’","今","https://web.klokah.tw/ninew/sound/18/02/03-C-1-6.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-1-7.mp3"
"magalpu’ kuwing cu’ kaal ka’ hani’ la.","我今年十歲了。","https://web.klokah.tw/ninew/sound/18/02/03-B-2.mp3"
"magalpu’","十","https://web.klokah.tw/ninew/sound/18/02/03-C-2-1.mp3"
"kuwing","我","https://web.klokah.tw/ninew/sound/18/02/03-C-2-2.mp3"
"cu’","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-2-3.mp3"
"kaal","歲","https://web.klokah.tw/ninew/sound/18/02/03-C-2-4.mp3"
"ka’","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-2-5.mp3"
"hani’","今","https://web.klokah.tw/ninew/sound/18/02/03-C-2-6.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-2-7.mp3"
"papiya’ cimu’ ka’ matsasuway?","你有幾個兄弟？","https://web.klokah.tw/ninew/sound/18/02/03-B-3.mp3"
"papiya’","有多少","https://web.klokah.tw/ninew/sound/18/02/03-C-3-1.mp3"
"cimu’","你們","https://web.klokah.tw/ninew/sound/18/02/03-C-3-2.mp3"
"ka’","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-3-3.mp3"
"matsasuway","兄弟姊妹","https://web.klokah.tw/ninew/sound/18/02/03-C-3-4.mp3"
"rarusa’ ku’ qumisuwan mu’ na maliku’, ru qutux ku’ suway mu’ na kanayril.","有兩個哥哥，和一個妹妹。","https://web.klokah.tw/ninew/sound/18/02/03-B-4.mp3"
"rarusa’","二","https://web.klokah.tw/ninew/sound/18/02/03-C-4-1.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-4-2.mp3"
"qumisuwan mu’ na maliku","我的哥哥","https://web.klokah.tw/ninew/sound/18/02/03-C-4-3.mp3"
"ru","和","https://web.klokah.tw/ninew/sound/18/02/03-C-4-4.mp3"
"qutux","一","https://web.klokah.tw/ninew/sound/18/02/03-C-4-5.mp3"
"ku’","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-4-6.mp3"
"suway mu’ na kanayril","我的妹妹","https://web.klokah.tw/ninew/sound/18/02/03-C-4-7.mp3"
"piya’ kaal nku’ suway su’ na kanayril la?","你妹妹幾歲？","https://web.klokah.tw/ninew/sound/18/02/03-B-5.mp3"
"piya’","多少","https://web.klokah.tw/ninew/sound/18/02/03-C-5-1.mp3"
"kaal","歲","https://web.klokah.tw/ninew/sound/18/02/03-C-5-2.mp3"
"nku’","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-5-3.mp3"
"suway su’ na kanayril","你的妹妹","https://web.klokah.tw/ninew/sound/18/02/03-C-5-4.mp3"
"la","[虛]","https://web.klokah.tw/ninew/sound/18/02/03-C-5-5.mp3"
"mamatu’ cu’ kaal ku’ suway mu’ na kanayril la.","我的妹妹六歲了。","https://web.klokah.tw/ninew/sound/18/02/03-B-6.mp3"
