"So’o kayzaeh ay?","你好嗎？","https://web.klokah.tw/ninew/sound/28/01/01-B-1.mp3"
"yako","我","https://web.klokah.tw/ninew/sound/28/01/02-C-2-2.mp3"
"kamakiSka:at","學生","https://web.klokah.tw/ninew/sound/28/01/02-C-2-3.mp3"
"siya ma’ kamakiSka:at ay?","他也是學生嗎？","https://web.klokah.tw/ninew/sound/28/01/02-B-3.mp3"
"siya","他","https://web.klokah.tw/ninew/sound/28/01/02-C-3-1.mp3"
"ma’","也","https://web.klokah.tw/ninew/sound/28/01/02-C-3-2.mp3"
"kamakiSka:at","學生","https://web.klokah.tw/ninew/sound/28/01/02-C-3-3.mp3"
"ay","嗎","https://web.klokah.tw/ninew/sound/28/01/02-C-3-4.mp3"
"’oka’, siya kamatortoroe’.","不是，他是老師。","https://web.klokah.tw/ninew/sound/28/01/02-B-4.mp3"
"’oka’","不","https://web.klokah.tw/ninew/sound/28/01/02-C-4-1.mp3"
"siya","他","https://web.klokah.tw/ninew/sound/28/01/02-C-4-2.mp3"
"kamatortoroe’","老師","https://web.klokah.tw/ninew/sound/28/01/02-C-4-3.mp3"
"’in’itol!","起立！","https://web.klokah.tw/ninew/sound/28/01/03-B-1.mp3"
"’in’itol","起立","https://web.klokah.tw/ninew/sound/28/01/03-C-1-1.mp3"
"te’en!","敬禮！","https://web.klokah.tw/ninew/sound/28/01/03-B-2.mp3"
"te’en","敬禮","https://web.klokah.tw/ninew/sound/28/01/03-C-2-1.mp3"
"Sa:eng!","坐下！","https://web.klokah.tw/ninew/sound/28/01/03-B-3.mp3"
"Sa:eng","坐下","https://web.klokah.tw/ninew/sound/28/01/03-C-3-1.mp3"
"payaka:i’ naehan!","說一下！","https://web.klokah.tw/ninew/sound/28/01/03-B-4.mp3"
"payaka:i’","說","https://web.klokah.tw/ninew/sound/28/01/03-C-4-1.mp3"
"naehan","一下","https://web.klokah.tw/ninew/sound/28/01/03-C-4-2.mp3"
"bazae’ naehan!","聽一下！","https://web.klokah.tw/ninew/sound/28/01/03-B-5.mp3"
"bazae’","聽","https://web.klokah.tw/ninew/sound/28/01/03-C-5-1.mp3"
"naehan","一下","https://web.klokah.tw/ninew/sound/28/01/03-C-5-2.mp3"
"niSo’ raro:o’ Sin hiya’en?","你的名字叫什麼？","https://web.klokah.tw/ninew/sound/28/01/04-B-1.mp3"
"niSo’","你的","https://web.klokah.tw/ninew/sound/28/01/04-C-1-1.mp3"
"raro:o’","名字","https://web.klokah.tw/ninew/sound/28/01/04-C-1-2.mp3"
"Sin","叫","https://web.klokah.tw/ninew/sound/28/01/04-C-1-3.mp3"
"hiya’en","誰","https://web.klokah.tw/ninew/sound/28/01/04-C-1-4.mp3"
"ma’an raro:o’ Sin maya’en.","我的名字叫maya’。","https://web.klokah.tw/ninew/sound/28/01/04-B-2.mp3"
"ma’an","我的","https://web.klokah.tw/ninew/sound/28/01/04-C-2-1.mp3"
"raro:o’","名字","https://web.klokah.tw/ninew/sound/28/01/04-C-2-2.mp3"
"Sin","叫","https://web.klokah.tw/ninew/sound/28/01/04-C-2-3.mp3"
"maya’en","（女子名）","https://web.klokah.tw/ninew/sound/28/01/04-C-2-4.mp3"
"nisiya raro:o’ Sin ’atawen ay?","他的名字叫’ataw嗎？","https://web.klokah.tw/ninew/sound/28/01/04-B-3.mp3"
"nisiya’","他的","https://web.klokah.tw/ninew/sound/28/01/04-C-3-1.mp3"
"raro:o’","名字","https://web.klokah.tw/ninew/sound/28/01/04-C-3-2.mp3"
"Sin","叫","https://web.klokah.tw/ninew/sound/28/01/04-C-3-3.mp3"
"’atawen","（人名）","https://web.klokah.tw/ninew/sound/28/01/04-C-3-4.mp3"
"ay","嗎","https://web.klokah.tw/ninew/sound/28/01/04-C-3-5.mp3"
"’oka’, siya ’okik Sin ’atawen, nisiya raro:o’ Sin ’omawen.","不，他不叫’ataw，他的名字叫’omaw。","https://web.klokah.tw/ninew/sound/28/01/04-B-4.mp3"
"’oka’","不；沒有","https://web.klokah.tw/ninew/sound/28/01/04-C-4-1.mp3"
"siya","他","https://web.klokah.tw/ninew/sound/28/01/04-C-4-2.mp3"
"’okik","不是","https://web.klokah.tw/ninew/sound/28/01/04-C-4-3.mp3"
"Sin","叫","https://web.klokah.tw/ninew/sound/28/01/04-C-4-4.mp3"
"’atawen","（人名）","https://web.klokah.tw/ninew/sound/28/01/04-C-4-5.mp3"
"nisiya","他的","https://web.klokah.tw/ninew/sound/28/01/04-C-4-6.mp3"
"raro:o’","名字","https://web.klokah.tw/ninew/sound/28/01/04-C-4-7.mp3"
"Sin","叫","https://web.klokah.tw/ninew/sound/28/01/04-C-4-8.mp3"
"’omawen","（人名）","https://web.klokah.tw/ninew/sound/28/01/04-C-4-9.mp3"
"kalih, So’o kamamanra:an.","kalih，你是男生。","https://web.klokah.tw/ninew/sound/28/01/05-B-1.mp3"
"kalih","（男子名）","https://web.klokah.tw/ninew/sound/28/01/05-C-1-1.mp3"
"So’o","你","https://web.klokah.tw/ninew/sound/28/01/05-C-1-2.mp3"
"kamamanra:an","男生","https://web.klokah.tw/ninew/sound/28/01/05-C-1-3.mp3"
"’ae’aew, So’o minkoringan.","’ae’aew，你是女生。","https://web.klokah.tw/ninew/sound/28/01/05-B-2.mp3"
"’ae’aew","（女子名）","https://web.klokah.tw/ninew/sound/28/01/05-C-2-1.mp3"
"So’o","妳","https://web.klokah.tw/ninew/sound/28/01/05-C-2-2.mp3"
"minkoringan","女生","https://web.klokah.tw/ninew/sound/28/01/05-C-2-3.mp3"
"nimon kamatortoroe’ kamamanra:an ay?","你們的老師是男生嗎？","https://web.klokah.tw/ninew/sound/28/01/05-B-3.mp3"
"nimon","你們的","https://web.klokah.tw/ninew/sound/28/01/05-C-3-1.mp3"
"kamatortoroe’","老師","https://web.klokah.tw/ninew/sound/28/01/05-C-3-2.mp3"
"kamamanra:an","男生","https://web.klokah.tw/ninew/sound/28/01/05-C-3-3.mp3"
"ay","嗎","https://web.klokah.tw/ninew/sound/28/01/05-C-3-4.mp3"
"’oka’, niya’om kamatortoroe’ siya minkoringan.","不，我們的老師她是女生。","https://web.klokah.tw/ninew/sound/28/01/05-B-4.mp3"
"’oka’","不；沒有","https://web.klokah.tw/ninew/sound/28/01/05-C-4-1.mp3"
"niya’om","我們的","https://web.klokah.tw/ninew/sound/28/01/05-C-4-2.mp3"
"kamatortoroe’","老師","https://web.klokah.tw/ninew/sound/28/01/05-C-4-3.mp3"
"siya","她","https://web.klokah.tw/ninew/sound/28/01/05-C-4-4.mp3"
"mikoringan","女生","https://web.klokah.tw/ninew/sound/28/01/05-C-4-5.mp3"
"yako hayza’ ’aehae’ ka ’aehoe’.","我有一隻狗。","https://web.klokah.tw/ninew/sound/28/01/06-B-1.mp3"
"yako","我","https://web.klokah.tw/ninew/sound/28/01/06-C-1-1.mp3"
"hayza’","有","https://web.klokah.tw/ninew/sound/28/01/06-C-1-2.mp3"
"’aehae’","一","https://web.klokah.tw/ninew/sound/28/01/06-C-1-3.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/06-C-1-4.mp3"
"’aehoe’","狗","https://web.klokah.tw/ninew/sound/28/01/06-C-1-5.mp3"
"ma’an ’aehoe’ ’ima ’elngihan.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/28/01/06-B-2.mp3"
"ma’an","我的","https://web.klokah.tw/ninew/sound/28/01/06-C-2-1.mp3"
"’aehoe’","狗","https://web.klokah.tw/ninew/sound/28/01/06-C-2-2.mp3"
"’ima","是","https://web.klokah.tw/ninew/sound/28/01/06-C-2-3.mp3"
"’elngihan","黑色的","https://web.klokah.tw/ninew/sound/28/01/06-C-2-4.mp3"
"ya:o minowa’ ka ’aehoe’ ma’an.","我喜歡我的狗。","https://web.klokah.tw/ninew/sound/28/01/06-B-3.mp3"
"ya:o","我","https://web.klokah.tw/ninew/sound/28/01/06-C-3-1.mp3"
"minowa’","喜歡","https://web.klokah.tw/ninew/sound/28/01/06-C-3-2.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/06-C-3-3.mp3"
"’aehoe’","狗","https://web.klokah.tw/ninew/sound/28/01/06-C-3-4.mp3"
"ma’an","我的","https://web.klokah.tw/ninew/sound/28/01/06-C-3-5.mp3"
"o ’aehoe’ ’okik hinowa’ ki ’iyakin.","可是牠不喜歡跟著我。","https://web.klokah.tw/ninew/sound/28/01/06-B-4.mp3"
"o","可是","https://web.klokah.tw/ninew/sound/28/01/06-C-4-1.mp3"
"’aehoe’","狗","https://web.klokah.tw/ninew/sound/28/01/06-C-4-2.mp3"
"’okik","不是","https://web.klokah.tw/ninew/sound/28/01/06-C-4-3.mp3"
"hinowa’","喜歡","https://web.klokah.tw/ninew/sound/28/01/06-C-4-4.mp3"
"ki","和；跟","https://web.klokah.tw/ninew/sound/28/01/06-C-4-5.mp3"
"’iyakin","我","https://web.klokah.tw/ninew/sound/28/01/06-C-4-6.mp3"
"niSo’ kaSa:engan hayno’?","你的座位在哪裡？","https://web.klokah.tw/ninew/sound/28/01/07-B-1.mp3"
"niSo’","你的","https://web.klokah.tw/ninew/sound/28/01/07-C-1-1.mp3"
"kaSa:engan","座位","https://web.klokah.tw/ninew/sound/28/01/07-C-1-2.mp3"
"hayno’","哪裡","https://web.klokah.tw/ninew/sound/28/01/07-C-1-3.mp3"
"hiza wazwaz.","那中間。","https://web.klokah.tw/ninew/sound/28/01/07-B-2.mp3"
"hiza","那","https://web.klokah.tw/ninew/sound/28/01/07-C-2-1.mp3"
"wazwaz","中間","https://web.klokah.tw/ninew/sound/28/01/07-C-2-2.mp3"
"kaka:at niSo’ hayno’ ila?","你的鉛筆哪兒去了？","https://web.klokah.tw/ninew/sound/28/01/07-B-3.mp3"
"kaka:at","筆","https://web.klokah.tw/ninew/sound/28/01/07-C-3-1.mp3"
"niSo’","你的","https://web.klokah.tw/ninew/sound/28/01/07-C-3-2.mp3"
"hayno’","哪裡","https://web.klokah.tw/ninew/sound/28/01/07-C-3-3.mp3"
"ila","了","https://web.klokah.tw/ninew/sound/28/01/07-C-3-4.mp3"
"kaka:at ma’an hini.","我的鉛筆在這裡。","https://web.klokah.tw/ninew/sound/28/01/07-B-4.mp3"
"kaka:at","筆","https://web.klokah.tw/ninew/sound/28/01/07-C-4-1.mp3"
"ma’an","我的","https://web.klokah.tw/ninew/sound/28/01/07-C-4-2.mp3"
"hini","這裡","https://web.klokah.tw/ninew/sound/28/01/07-C-4-3.mp3"
"hini kano’?","這是什麼？","https://web.klokah.tw/ninew/sound/28/01/08-B-1.mp3"
"hini","這","https://web.klokah.tw/ninew/sound/28/01/08-C-1-1.mp3"
"kano’","什麼","https://web.klokah.tw/ninew/sound/28/01/08-C-1-2.mp3"
"hini talka:.","這是桌子。","https://web.klokah.tw/ninew/sound/28/01/08-B-2.mp3"
"hini","這","https://web.klokah.tw/ninew/sound/28/01/08-C-2-1.mp3"
"talka:","桌子","https://web.klokah.tw/ninew/sound/28/01/08-C-2-2.mp3"
"hiza kabat Sil’i: ay?","那張椅子重嗎？","https://web.klokah.tw/ninew/sound/28/01/08-B-3.mp3"
"hiza","那","https://web.klokah.tw/ninew/sound/28/01/08-C-3-1.mp3"
"kabat","椅子","https://web.klokah.tw/ninew/sound/28/01/08-C-3-2.mp3"
"Sil’i:","重","https://web.klokah.tw/ninew/sound/28/01/08-C-3-3.mp3"
"ay","嗎","https://web.klokah.tw/ninew/sound/28/01/08-C-3-4.mp3"
"’ihi’, Sil’i: a tomalan!","是的，非常重！","https://web.klokah.tw/ninew/sound/28/01/08-B-4.mp3"
"’ihi’","是","https://web.klokah.tw/ninew/sound/28/01/08-C-4-1.mp3"
"Sil’i:","重","https://web.klokah.tw/ninew/sound/28/01/08-C-4-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/28/01/08-C-4-3.mp3"
"tomalan","非常","https://web.klokah.tw/ninew/sound/28/01/08-C-4-4.mp3"
"hiza ’aehae’ mae’iyaeh hiya’?","那個人是誰？","https://web.klokah.tw/ninew/sound/28/01/09-B-1.mp3"
"hiza","那","https://web.klokah.tw/ninew/sound/28/01/09-C-1-1.mp3"
"’aehae’","一","https://web.klokah.tw/ninew/sound/28/01/09-C-1-2.mp3"
"mae’iyaeh","人","https://web.klokah.tw/ninew/sound/28/01/09-C-1-3.mp3"
"hiya’","誰","https://web.klokah.tw/ninew/sound/28/01/09-C-1-4.mp3"
"siya ’inmana’a ’oya’.","她是我的媽媽。","https://web.klokah.tw/ninew/sound/28/01/09-B-2.mp3"
"siya","她","https://web.klokah.tw/ninew/sound/28/01/09-C-2-1.mp3"
"’inmana’a","我的","https://web.klokah.tw/ninew/sound/28/01/09-C-2-2.mp3"
"’oya’","媽媽","https://web.klokah.tw/ninew/sound/28/01/09-C-2-3.mp3"
"’oya’ niSo’ kano’ ka kapatawawen?","你的媽媽做什麼工作？","https://web.klokah.tw/ninew/sound/28/01/09-B-3.mp3"
"’oya’","媽媽","https://web.klokah.tw/ninew/sound/28/01/09-C-3-1.mp3"
"niSo’","你的","https://web.klokah.tw/ninew/sound/28/01/09-C-3-2.mp3"
"kano’","什麼","https://web.klokah.tw/ninew/sound/28/01/09-C-3-3.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/09-C-3-4.mp3"
"kapatawawen","工作","https://web.klokah.tw/ninew/sound/28/01/09-C-3-5.mp3"
"siya kamatomnon ka kayba:en.","她是織布師。","https://web.klokah.tw/ninew/sound/28/01/09-B-4.mp3"
"siya","她","https://web.klokah.tw/ninew/sound/28/01/09-C-4-1.mp3"
"kamatomnon","織布師","https://web.klokah.tw/ninew/sound/28/01/09-C-4-2.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/09-C-4-3.mp3"
"kayba:en","衣服","https://web.klokah.tw/ninew/sound/28/01/09-C-4-4.mp3"
"ray talka: babaw hayza’ ka kina:at ay?","桌子上面有書嗎？","https://web.klokah.tw/ninew/sound/28/01/10-B-1.mp3"
"ray","在","https://web.klokah.tw/ninew/sound/28/01/10-C-1-1.mp3"
"talka:","桌子","https://web.klokah.tw/ninew/sound/28/01/10-C-1-2.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/28/01/10-C-1-3.mp3"
"hayza’","有","https://web.klokah.tw/ninew/sound/28/01/10-C-1-4.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/10-C-1-5.mp3"
"kina:at","書","https://web.klokah.tw/ninew/sound/28/01/10-C-1-6.mp3"
"ay","嗎","https://web.klokah.tw/ninew/sound/28/01/10-C-1-7.mp3"
"ray talka: babaw hayza’ to:o’ ka kina:at.","桌子上面有三本書。","https://web.klokah.tw/ninew/sound/28/01/10-B-2.mp3"
"ray","在","https://web.klokah.tw/ninew/sound/28/01/10-C-2-1.mp3"
"talka:","桌子","https://web.klokah.tw/ninew/sound/28/01/10-C-2-2.mp3"
"babaw","上面","https://web.klokah.tw/ninew/sound/28/01/10-C-2-3.mp3"
"hayza’","有","https://web.klokah.tw/ninew/sound/28/01/10-C-2-4.mp3"
"to:o’","三","https://web.klokah.tw/ninew/sound/28/01/10-C-2-5.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/10-C-2-6.mp3"
"kina:at","書","https://web.klokah.tw/ninew/sound/28/01/10-C-2-7.mp3"
"’aehae’ ’ima ngangilaehan, roSa’ ’ima ’elngihan.","一本是紅色的，兩本是黑色的。","https://web.klokah.tw/ninew/sound/28/01/10-B-3.mp3"
"’aehae’","一","https://web.klokah.tw/ninew/sound/28/01/10-C-3-1.mp3"
"’ima","的","https://web.klokah.tw/ninew/sound/28/01/10-C-3-2.mp3"
"ngangilaehan","紅色","https://web.klokah.tw/ninew/sound/28/01/10-C-3-3.mp3"
"roSa’","二","https://web.klokah.tw/ninew/sound/28/01/10-C-3-4.mp3"
"’ima","的","https://web.klokah.tw/ninew/sound/28/01/10-C-3-5.mp3"
"’elngihan","黑色","https://web.klokah.tw/ninew/sound/28/01/10-C-3-6.mp3"
"’ima ngangilaehan ka kina:at ’in hiya’ a?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/28/01/10-B-4.mp3"
"’ima","的","https://web.klokah.tw/ninew/sound/28/01/10-C-4-1.mp3"
"ngangilaehan","紅色","https://web.klokah.tw/ninew/sound/28/01/10-C-4-2.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/10-C-4-3.mp3"
"kina:at","書","https://web.klokah.tw/ninew/sound/28/01/10-C-4-4.mp3"
"’in","[屬]","https://web.klokah.tw/ninew/sound/28/01/10-C-4-5.mp3"
"hiya’","誰","https://web.klokah.tw/ninew/sound/28/01/10-C-4-6.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/28/01/10-C-4-7.mp3"
"’ima ngangilaehan ka kina:at ’in noka kamatortoroe’ a.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/28/01/10-B-5.mp3"
"’ima","的","https://web.klokah.tw/ninew/sound/28/01/10-C-5-1.mp3"
"ngangilaehan","紅色","https://web.klokah.tw/ninew/sound/28/01/10-C-5-2.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/01/10-C-5-3.mp3"
"kina:at","書","https://web.klokah.tw/ninew/sound/28/01/10-C-5-4.mp3"
"’in","[屬]","https://web.klokah.tw/ninew/sound/28/01/10-C-5-5.mp3"
"noka","[屬]","https://web.klokah.tw/ninew/sound/28/01/10-C-5-6.mp3"
"kamatortoroe’","老師","https://web.klokah.tw/ninew/sound/28/01/10-C-5-7.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/28/01/10-C-5-8.mp3"
"ma’an taew’an hayza’ SayboSi: o ’aehae’ mae’iyaeh.","我的家（共）有七個人。","https://web.klokah.tw/ninew/sound/28/02/01-B-1.mp3"
"ma’an","我的","https://web.klokah.tw/ninew/sound/28/02/01-C-1-1.mp3"
"taew’an","家","https://web.klokah.tw/ninew/sound/28/02/01-C-1-2.mp3"
"hayza’","有","https://web.klokah.tw/ninew/sound/28/02/01-C-1-3.mp3"
"SayboSi: o ’aehae’","七","https://web.klokah.tw/ninew/sound/28/02/01-C-1-4.mp3"
"mae’iyaeh","人","https://web.klokah.tw/ninew/sound/28/02/01-C-1-5.mp3"
"hayza’ hi baki’, koko’, yaba’, ’oya’, minatini’, minayti’ ki yako.","有祖父、祖母、爸爸、媽媽、哥哥、妹妹和我。","https://web.klokah.tw/ninew/sound/28/02/01-B-2.mp3"
"hayza’","有","https://web.klokah.tw/ninew/sound/28/02/01-C-2-1.mp3"
"hi","[虛]","https://web.klokah.tw/ninew/sound/28/02/01-C-2-2.mp3"
"baki’","祖父","https://web.klokah.tw/ninew/sound/28/02/01-C-2-3.mp3"
"koko’","祖母","https://web.klokah.tw/ninew/sound/28/02/01-C-2-4.mp3"
"yaba’","爸爸","https://web.klokah.tw/ninew/sound/28/02/01-C-2-5.mp3"
"’oya’","媽媽","https://web.klokah.tw/ninew/sound/28/02/01-C-2-6.mp3"
"minatini’","哥哥；姊姊","https://web.klokah.tw/ninew/sound/28/02/01-C-2-7.mp3"
"minayti’","妹妹；弟弟","https://web.klokah.tw/ninew/sound/28/02/01-C-2-8.mp3"
"ki","和","https://web.klokah.tw/ninew/sound/28/02/01-C-2-9.mp3"
"yako","我","https://web.klokah.tw/ninew/sound/28/02/01-C-2-10.mp3"
"ya:o ki minatini’ kamamanra:an ray kam’ol’olae’an kakiSka:atan kiSka:at.","我和哥哥在國民小學讀書。","https://web.klokah.tw/ninew/sound/28/02/01-B-3.mp3"
"ya:o","我","https://web.klokah.tw/ninew/sound/28/02/01-C-3-1.mp3"
"ki","和","https://web.klokah.tw/ninew/sound/28/02/01-C-3-2.mp3"
"minatini’ kamamanra:an","哥哥","https://web.klokah.tw/ninew/sound/28/02/01-C-3-3.mp3"
"ray","在","https://web.klokah.tw/ninew/sound/28/02/01-C-3-4.mp3"
"kam’ol’olae’an kakiSka:atan","國小","https://web.klokah.tw/ninew/sound/28/02/01-C-3-5.mp3"
"kiSka:at","讀書","https://web.klokah.tw/ninew/sound/28/02/01-C-3-6.mp3"
"ma’an minayti’ minkoringan ray kakiS’alayan kakiSka:atan kiSka:at.","我的妹妹在幼稚園讀書。","https://web.klokah.tw/ninew/sound/28/02/01-B-4.mp3"
"ma’an","我的","https://web.klokah.tw/ninew/sound/28/02/01-C-4-1.mp3"
"minayti’ minkoringan","妹妹","https://web.klokah.tw/ninew/sound/28/02/01-C-4-2.mp3"
"ray","在","https://web.klokah.tw/ninew/sound/28/02/01-C-4-3.mp3"
"kakiS’alayan kakiSka:atan","幼稚園","https://web.klokah.tw/ninew/sound/28/02/01-C-4-4.mp3"
"kiSka:at","讀書","https://web.klokah.tw/ninew/sound/28/02/01-C-4-5.mp3"
"’oya’, kin minremremi’!","媽媽，您早！","https://web.klokah.tw/ninew/sound/28/02/02-B-1.mp3"
"’oya’","媽媽","https://web.klokah.tw/ninew/sound/28/02/02-C-1-1.mp3"
"kin","很","https://web.klokah.tw/ninew/sound/28/02/02-C-1-2.mp3"
"minremremi’","早","https://web.klokah.tw/ninew/sound/28/02/02-C-1-3.mp3"
"para:in, kin minremremi’!","para:in，這麼早！","https://web.klokah.tw/ninew/sound/28/02/02-B-2.mp3"
"para:in","（男子名）","https://web.klokah.tw/ninew/sound/28/02/02-C-2-1.mp3"
"kin","很","https://web.klokah.tw/ninew/sound/28/02/02-C-2-2.mp3"
"minremremi’","早","https://web.klokah.tw/ninew/sound/28/02/02-C-2-3.mp3"
"wa:i’ ila! kohaema’ ila.","來！吃早餐了。","https://web.klokah.tw/ninew/sound/28/02/02-B-3.mp3"
"wa:i’","來","https://web.klokah.tw/ninew/sound/28/02/02-C-3-1.mp3"
"ila","了","https://web.klokah.tw/ninew/sound/28/02/02-C-3-2.mp3"
"kohaema’","吃早餐","https://web.klokah.tw/ninew/sound/28/02/02-C-3-3.mp3"
"ila","了","https://web.klokah.tw/ninew/sound/28/02/02-C-3-4.mp3"
"naehan, ya:o ’am minSa’la’ ta:nepen.","等一下，我要先刷牙。","https://web.klokah.tw/ninew/sound/28/02/02-B-4.mp3"
"naehan","等一下","https://web.klokah.tw/ninew/sound/28/02/02-C-4-1.mp3"
"ya:o","我","https://web.klokah.tw/ninew/sound/28/02/02-C-4-2.mp3"
"’am","將要","https://web.klokah.tw/ninew/sound/28/02/02-C-4-3.mp3"
"minSa’la’","先","https://web.klokah.tw/ninew/sound/28/02/02-C-4-4.mp3"
"ta:nepen","刷牙","https://web.klokah.tw/ninew/sound/28/02/02-C-4-5.mp3"
"So’o ma’ timasa’ o!","你也要洗臉喔！","https://web.klokah.tw/ninew/sound/28/02/02-B-5.mp3"
"So’o","你","https://web.klokah.tw/ninew/sound/28/02/02-C-5-1.mp3"
"ma’","也","https://web.klokah.tw/ninew/sound/28/02/02-C-5-2.mp3"
"timasa’","洗臉","https://web.klokah.tw/ninew/sound/28/02/02-C-5-3.mp3"
"o","[助]","https://web.klokah.tw/ninew/sound/28/02/02-C-5-4.mp3"
"’a:ay, ya:o ra:am.","好的，我知道。","https://web.klokah.tw/ninew/sound/28/02/02-B-6.mp3"
"’a:ay","好的","https://web.klokah.tw/ninew/sound/28/02/02-C-6-1.mp3"
"ya:o","我","https://web.klokah.tw/ninew/sound/28/02/02-C-6-2.mp3"
"ra:am","知道","https://web.klokah.tw/ninew/sound/28/02/02-C-6-3.mp3"
"So’o piza’ ila tinal’oemaeh?","你幾歲了？","https://web.klokah.tw/ninew/sound/28/02/03-B-1.mp3"
"So’o","你","https://web.klokah.tw/ninew/sound/28/02/03-C-1-1.mp3"
"piza’","多少","https://web.klokah.tw/ninew/sound/28/02/03-C-1-2.mp3"
"ila","了","https://web.klokah.tw/ninew/sound/28/02/03-C-1-3.mp3"
"tinal’oemaeh","歲；年","https://web.klokah.tw/ninew/sound/28/02/03-C-1-4.mp3"
"yako maykaSpat ila tinal’oemaeh.","我八歲了。","https://web.klokah.tw/ninew/sound/28/02/03-B-2.mp3"
"yako","我","https://web.klokah.tw/ninew/sound/28/02/03-C-2-1.mp3"
"maykaSpat","八","https://web.klokah.tw/ninew/sound/28/02/03-C-2-2.mp3"
"ila","了","https://web.klokah.tw/ninew/sound/28/02/03-C-2-3.mp3"
"tinal’oemaeh","歲；年","https://web.klokah.tw/ninew/sound/28/02/03-C-2-4.mp3"
"niSo’ piza’ ka ’aehael?","你有幾個兄弟姊妹？","https://web.klokah.tw/ninew/sound/28/02/03-B-3.mp3"
"niSo’","你的","https://web.klokah.tw/ninew/sound/28/02/03-C-3-1.mp3"
"piza’","多少","https://web.klokah.tw/ninew/sound/28/02/03-C-3-2.mp3"
"ka","[虛]","https://web.klokah.tw/ninew/sound/28/02/03-C-3-3.mp3"
"’aehael","兄弟姊妹","https://web.klokah.tw/ninew/sound/28/02/03-C-3-4.mp3"
"ma’an roSa’ minatini’ kamamanra:an ki ’aehae’ minayti’ minkoringan.","我有兩個哥哥和一個妹妹。","https://web.klokah.tw/ninew/sound/28/02/03-B-4.mp3"
"ma’an","我的","https://web.klokah.tw/ninew/sound/28/02/03-C-4-1.mp3"
"roSa’","二","https://web.klokah.tw/ninew/sound/28/02/03-C-4-2.mp3"
"minatini’ kamamanra:an","哥哥","https://web.klokah.tw/ninew/sound/28/02/03-C-4-3.mp3"
"ki","和","https://web.klokah.tw/ninew/sound/28/02/03-C-4-4.mp3"
"’aehae’","一","https://web.klokah.tw/ninew/sound/28/02/03-C-4-5.mp3"
