"’ayanga sun sinsi, maljimalji a nasarungua’sun!","老師好，你很健康真是太好了！（好久不見！）","https://web.klokah.tw/ninew/sound/12/01/01-B-1.mp3"
"vavayavayan","女生（複數）","https://web.klokah.tw/ninew/sound/12/01/05-C-2-1.mp3"
"amen","我們","https://web.klokah.tw/ninew/sound/12/01/05-C-2-2.mp3"
"u’aljay azua a timadju?","那位是男生嗎？","https://web.klokah.tw/ninew/sound/12/01/05-B-3.mp3"
"u’aljay","男生","https://web.klokah.tw/ninew/sound/12/01/05-C-3-1.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/05-C-3-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/05-C-3-3.mp3"
"timadju","他","https://web.klokah.tw/ninew/sound/12/01/05-C-3-4.mp3"
"ini dri, vavayan, ti selep azua.","不是哦，她是女生，她叫Selep。","https://web.klokah.tw/ninew/sound/12/01/05-B-4.mp3"
"ini","不是","https://web.klokah.tw/ninew/sound/12/01/05-C-4-1.mp3"
"dri","[助]","https://web.klokah.tw/ninew/sound/12/01/05-C-4-2.mp3"
"vavayan","女性","https://web.klokah.tw/ninew/sound/12/01/05-C-4-3.mp3"
"ti","[名]","https://web.klokah.tw/ninew/sound/12/01/05-C-4-4.mp3"
"selep","（女子名）","https://web.klokah.tw/ninew/sound/12/01/05-C-4-5.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/05-C-4-6.mp3"
"izua aza a nia vatu a ita.","我們家有一隻狗。","https://web.klokah.tw/ninew/sound/12/01/06-B-1.mp3"
"izua","有；在","https://web.klokah.tw/ninew/sound/12/01/06-C-1-1.mp3"
"aza","那","https://web.klokah.tw/ninew/sound/12/01/06-C-1-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/06-C-1-3.mp3"
"nia","我們","https://web.klokah.tw/ninew/sound/12/01/06-C-1-4.mp3"
"vatu","狗","https://web.klokah.tw/ninew/sound/12/01/06-C-1-5.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/06-C-1-6.mp3"
"ita","一","https://web.klokah.tw/ninew/sound/12/01/06-C-1-7.mp3"
"azua a nia vatu ’ucengecengel a ’uljav.","我們家的狗是黑色的。","https://web.klokah.tw/ninew/sound/12/01/06-B-2.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/06-C-2-1.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/06-C-2-2.mp3"
"nia","我們","https://web.klokah.tw/ninew/sound/12/01/06-C-2-3.mp3"
"vatu","狗","https://web.klokah.tw/ninew/sound/12/01/06-C-2-4.mp3"
"’ucengecengel","黑色的","https://web.klokah.tw/ninew/sound/12/01/06-C-2-5.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/06-C-2-6.mp3"
"’uljav","顏色","https://web.klokah.tw/ninew/sound/12/01/06-C-2-7.mp3"
"ku sinikiljivak aravac timadju.","我非常疼愛牠。","https://web.klokah.tw/ninew/sound/12/01/06-B-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/12/01/06-C-3-1.mp3"
"sinikiljivak","疼愛","https://web.klokah.tw/ninew/sound/12/01/06-C-3-2.mp3"
"aravac","很，非常","https://web.klokah.tw/ninew/sound/12/01/06-C-3-3.mp3"
"timadju","牠","https://web.klokah.tw/ninew/sound/12/01/06-C-3-4.mp3"
"’aw kilangda aravac timadju tua ku kai.","而牠很聽我的話。","https://web.klokah.tw/ninew/sound/12/01/06-B-4.mp3"
"’aw","（發語詞）","https://web.klokah.tw/ninew/sound/12/01/06-C-4-1.mp3"
"kilangda","聽從","https://web.klokah.tw/ninew/sound/12/01/06-C-4-2.mp3"
"aravac","很","https://web.klokah.tw/ninew/sound/12/01/06-C-4-3.mp3"
"timadju","牠","https://web.klokah.tw/ninew/sound/12/01/06-C-4-4.mp3"
"tua","[斜]","https://web.klokah.tw/ninew/sound/12/01/06-C-4-5.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/12/01/06-C-4-6.mp3"
"kai","話語","https://web.klokah.tw/ninew/sound/12/01/06-C-4-7.mp3"
"inu a tja sinsi?","老師在哪裡？","https://web.klokah.tw/ninew/sound/12/01/07-B-1.mp3"
"inu","在哪裡","https://web.klokah.tw/ninew/sound/12/01/07-C-1-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/07-C-1-2.mp3"
"tja","我們","https://web.klokah.tw/ninew/sound/12/01/07-C-1-3.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/12/01/07-C-1-4.mp3"
"uza i maza.","在這裡。","https://web.klokah.tw/ninew/sound/12/01/07-B-2.mp3"
"uza","在這裡","https://web.klokah.tw/ninew/sound/12/01/07-C-2-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/12/01/07-C-2-2.mp3"
"maza","這裡","https://web.klokah.tw/ninew/sound/12/01/07-C-2-3.mp3"
"ainu a su ’inpic?","你的鉛筆在哪裡呢？","https://web.klokah.tw/ninew/sound/12/01/07-B-3.mp3"
"ainu","在哪裡","https://web.klokah.tw/ninew/sound/12/01/07-C-3-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/07-C-3-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/12/01/07-C-3-3.mp3"
"’inpic","鉛筆","https://web.klokah.tw/ninew/sound/12/01/07-C-3-4.mp3"
"i zua a ku ’inpic.","我的鉛筆在那裡。","https://web.klokah.tw/ninew/sound/12/01/07-B-4.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/12/01/07-C-4-1.mp3"
"zua","那裡","https://web.klokah.tw/ninew/sound/12/01/07-C-4-2.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/07-C-4-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/12/01/07-C-4-4.mp3"
"’inpic","鉛筆","https://web.klokah.tw/ninew/sound/12/01/07-C-4-5.mp3"
"anema aicu?","這是什麼？","https://web.klokah.tw/ninew/sound/12/01/08-B-1.mp3"
"anema","什麼","https://web.klokah.tw/ninew/sound/12/01/08-C-1-1.mp3"
"aicu","這","https://web.klokah.tw/ninew/sound/12/01/08-C-1-2.mp3"
"cukui aicu.","這是桌子。","https://web.klokah.tw/ninew/sound/12/01/08-B-2.mp3"
"cukui","桌子","https://web.klokah.tw/ninew/sound/12/01/08-C-2-1.mp3"
"aicu","這","https://web.klokah.tw/ninew/sound/12/01/08-C-2-2.mp3"
"sadjelung azua a ’iladjan?","那張椅子重嗎？","https://web.klokah.tw/ninew/sound/12/01/08-B-3.mp3"
"sadjelung","重的","https://web.klokah.tw/ninew/sound/12/01/08-C-3-1.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/08-C-3-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/08-C-3-3.mp3"
"’iladjan","椅子","https://web.klokah.tw/ninew/sound/12/01/08-C-3-4.mp3"
"inika sadjelung, sace’ace’alj.","不會重，很輕。","https://web.klokah.tw/ninew/sound/12/01/08-B-4.mp3"
"inika","不是","https://web.klokah.tw/ninew/sound/12/01/08-C-4-1.mp3"
"sadjelung","重","https://web.klokah.tw/ninew/sound/12/01/08-C-4-2.mp3"
"sace’ace’alj","輕的","https://web.klokah.tw/ninew/sound/12/01/08-C-4-3.mp3"
"tima azua a kemsakesa?","那位正在煮飯的人是誰呢？","https://web.klokah.tw/ninew/sound/12/01/09-B-1.mp3"
"tima","誰","https://web.klokah.tw/ninew/sound/12/01/09-C-1-1.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/09-C-1-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/09-C-1-3.mp3"
"kemsakesa","煮飯","https://web.klokah.tw/ninew/sound/12/01/09-C-1-4.mp3"
"ti kina azua.","那是我的媽媽。","https://web.klokah.tw/ninew/sound/12/01/09-B-2.mp3"
"ti","[名]","https://web.klokah.tw/ninew/sound/12/01/09-C-2-1.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/12/01/09-C-2-2.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/09-C-2-3.mp3"
"iya! ’aw anema a sengsengan ni tjaina?","喔！你媽媽從事什麼工作？","https://web.klokah.tw/ninew/sound/12/01/09-B-3.mp3"
"iya","是喔","https://web.klokah.tw/ninew/sound/12/01/09-C-3-1.mp3"
"’aw","（發語詞）","https://web.klokah.tw/ninew/sound/12/01/09-C-3-2.mp3"
"anema","什麼","https://web.klokah.tw/ninew/sound/12/01/09-C-3-3.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/09-C-3-4.mp3"
"sengsengan","工作","https://web.klokah.tw/ninew/sound/12/01/09-C-3-5.mp3"
"ni","[屬]","https://web.klokah.tw/ninew/sound/12/01/09-C-3-6.mp3"
"tjaina","你的媽媽","https://web.klokah.tw/ninew/sound/12/01/09-C-3-7.mp3"
"gusi ti kina.","我媽媽是護士。","https://web.klokah.tw/ninew/sound/12/01/09-B-4.mp3"
"gusi","護士","https://web.klokah.tw/ninew/sound/12/01/09-C-4-1.mp3"
"ti","[主]","https://web.klokah.tw/ninew/sound/12/01/09-C-4-2.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/12/01/09-C-4-3.mp3"
"izua a sunatj i tua cukui?","桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/12/01/10-B-1.mp3"
"izua","有","https://web.klokah.tw/ninew/sound/12/01/10-C-1-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/10-C-1-2.mp3"
"sunatj","書","https://web.klokah.tw/ninew/sound/12/01/10-C-1-3.mp3"
"i","在","https://web.klokah.tw/ninew/sound/12/01/10-C-1-4.mp3"
"tua","[斜]","https://web.klokah.tw/ninew/sound/12/01/10-C-1-5.mp3"
"cukui","桌子","https://web.klokah.tw/ninew/sound/12/01/10-C-1-6.mp3"
"izua a tjelu a sunatj i tua cukui.","桌子的上面有三本書。","https://web.klokah.tw/ninew/sound/12/01/10-B-2.mp3"
"izua","有","https://web.klokah.tw/ninew/sound/12/01/10-C-2-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/10-C-2-2.mp3"
"tjelu","三","https://web.klokah.tw/ninew/sound/12/01/10-C-2-3.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/10-C-2-4.mp3"
"sunatj","書","https://web.klokah.tw/ninew/sound/12/01/10-C-2-5.mp3"
"i","在","https://web.klokah.tw/ninew/sound/12/01/10-C-2-6.mp3"
"tua","[斜]","https://web.klokah.tw/ninew/sound/12/01/10-C-2-7.mp3"
"cukui","桌子","https://web.klokah.tw/ninew/sound/12/01/10-C-2-8.mp3"
"ita a ’udjidjilj a sunatj, drusa a ’ucengecengel a sunatj.","一本書是紅色，兩本書是黑色的。","https://web.klokah.tw/ninew/sound/12/01/10-B-3.mp3"
"ita","一","https://web.klokah.tw/ninew/sound/12/01/10-C-3-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/10-C-3-2.mp3"
"’udjidjilj","紅色的","https://web.klokah.tw/ninew/sound/12/01/10-C-3-3.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/10-C-3-4.mp3"
"sunatj","書","https://web.klokah.tw/ninew/sound/12/01/10-C-3-5.mp3"
"drusa","二","https://web.klokah.tw/ninew/sound/12/01/10-C-3-6.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/10-C-3-7.mp3"
"’ucengecengel","黑色的","https://web.klokah.tw/ninew/sound/12/01/10-C-3-8.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/10-C-3-9.mp3"
"sunatj","書","https://web.klokah.tw/ninew/sound/12/01/10-C-3-10.mp3"
"nima azua a ’udjidjilj a sunatj?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/12/01/10-B-4.mp3"
"nima","誰的","https://web.klokah.tw/ninew/sound/12/01/10-C-4-1.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/10-C-4-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/10-C-4-3.mp3"
"’udjidjilj","紅色的","https://web.klokah.tw/ninew/sound/12/01/10-C-4-4.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/01/10-C-4-5.mp3"
"sunatj","書","https://web.klokah.tw/ninew/sound/12/01/10-C-4-6.mp3"
"nua sinsi azua a sunatj a ’udjidjilj.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/12/01/10-B-5.mp3"
"nua","[屬]","https://web.klokah.tw/ninew/sound/12/01/10-C-5-1.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/12/01/10-C-5-2.mp3"
"azua","那","https://web.klokah.tw/ninew/sound/12/01/10-C-5-3.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/10-C-5-4.mp3"
"sunatj","書","https://web.klokah.tw/ninew/sound/12/01/10-C-5-5.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/01/10-C-5-6.mp3"
"’udjidjilj","紅色的","https://web.klokah.tw/ninew/sound/12/01/10-C-5-7.mp3"
"izua amen a manlima i tua nia kinacemkeljan.","我家有五個人。","https://web.klokah.tw/ninew/sound/12/02/01-B-1.mp3"
"izua","有","https://web.klokah.tw/ninew/sound/12/02/01-C-1-1.mp3"
"amen","我們","https://web.klokah.tw/ninew/sound/12/02/01-C-1-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/02/01-C-1-3.mp3"
"manlima","五人","https://web.klokah.tw/ninew/sound/12/02/01-C-1-4.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/12/02/01-C-1-5.mp3"
"tua","[斜]","https://web.klokah.tw/ninew/sound/12/02/01-C-1-6.mp3"
"nia","我們","https://web.klokah.tw/ninew/sound/12/02/01-C-1-7.mp3"
"kinacemkeljan","家庭","https://web.klokah.tw/ninew/sound/12/02/01-C-1-8.mp3"
"izua ti vuvu a u’aljay, ti kama, ti kina, tiaken katua ku kaka a vavayan.","有祖父、爸爸、媽媽、我和妹妹。","https://web.klokah.tw/ninew/sound/12/02/01-B-2.mp3"
"izua","有","https://web.klokah.tw/ninew/sound/12/02/01-C-2-1.mp3"
"ti","[名]","https://web.klokah.tw/ninew/sound/12/02/01-C-2-2.mp3"
"vuvu","祖；孫","https://web.klokah.tw/ninew/sound/12/02/01-C-2-3.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/02/01-C-2-4.mp3"
"u’aljay","男的","https://web.klokah.tw/ninew/sound/12/02/01-C-2-5.mp3"
"ti","[名]","https://web.klokah.tw/ninew/sound/12/02/01-C-2-6.mp3"
"kama","爸爸","https://web.klokah.tw/ninew/sound/12/02/01-C-2-7.mp3"
"ti","[名]","https://web.klokah.tw/ninew/sound/12/02/01-C-2-8.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/12/02/01-C-2-9.mp3"
"tiaken","我","https://web.klokah.tw/ninew/sound/12/02/01-C-2-10.mp3"
"katua","[連]","https://web.klokah.tw/ninew/sound/12/02/01-C-2-11.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/12/02/01-C-2-12.mp3"
"kaka","兄弟姊妹","https://web.klokah.tw/ninew/sound/12/02/01-C-2-13.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/02/01-C-2-14.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/12/02/01-C-2-15.mp3"
"situ aken i tua kusiau tucu.","我現在是國小的學生。","https://web.klokah.tw/ninew/sound/12/02/01-B-3.mp3"
"situ","學生","https://web.klokah.tw/ninew/sound/12/02/01-C-3-1.mp3"
"aken","我","https://web.klokah.tw/ninew/sound/12/02/01-C-3-2.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/12/02/01-C-3-3.mp3"
"tua","[斜]","https://web.klokah.tw/ninew/sound/12/02/01-C-3-4.mp3"
"kusiau","國小","https://web.klokah.tw/ninew/sound/12/02/01-C-3-5.mp3"
"tucu","現在；今天","https://web.klokah.tw/ninew/sound/12/02/01-C-3-6.mp3"
"’aw i tua yucinganan a ku kaka a vavayan.","我的妹妹還在幼稚園讀書。","https://web.klokah.tw/ninew/sound/12/02/01-B-4.mp3"
"’aw","（發語詞）","https://web.klokah.tw/ninew/sound/12/02/01-C-4-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/12/02/01-C-4-2.mp3"
"tua","[斜]","https://web.klokah.tw/ninew/sound/12/02/01-C-4-3.mp3"
"yucinganan","還是幼稚園","https://web.klokah.tw/ninew/sound/12/02/01-C-4-4.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/02/01-C-4-5.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/12/02/01-C-4-6.mp3"
"kaka","兄弟姊妹","https://web.klokah.tw/ninew/sound/12/02/01-C-4-7.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/02/01-C-4-8.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/12/02/01-C-4-9.mp3"
"migacaljanga aken, kina.","媽媽，我起床了。","https://web.klokah.tw/ninew/sound/12/02/02-B-1.mp3"
"migacaljanga","起來了","https://web.klokah.tw/ninew/sound/12/02/02-C-1-1.mp3"
"aken","我","https://web.klokah.tw/ninew/sound/12/02/02-C-1-2.mp3"
"kina","媽媽","https://web.klokah.tw/ninew/sound/12/02/02-C-1-3.mp3"
"pay padria, kelju kenamau!","哦！太好了，來吃早餐吧！","https://web.klokah.tw/ninew/sound/12/02/02-B-2.mp3"
"pay","（發語詞）","https://web.klokah.tw/ninew/sound/12/02/02-C-2-1.mp3"
"padria","很好；對","https://web.klokah.tw/ninew/sound/12/02/02-C-2-2.mp3"
"kelju","來","https://web.klokah.tw/ninew/sound/12/02/02-C-2-3.mp3"
"kenamau","吃早餐","https://web.klokah.tw/ninew/sound/12/02/02-C-2-4.mp3"
"mayanan, uri menurumuranan aken.","等一下，我先去刷牙。","https://web.klokah.tw/ninew/sound/12/02/02-B-3.mp3"
"mayanan","等一下","https://web.klokah.tw/ninew/sound/12/02/02-C-3-1.mp3"
"uri","將要","https://web.klokah.tw/ninew/sound/12/02/02-C-3-2.mp3"
"menurumuranan","刷牙","https://web.klokah.tw/ninew/sound/12/02/02-C-3-3.mp3"
"aken","我","https://web.klokah.tw/ninew/sound/12/02/02-C-3-4.mp3"
"pina’upu angauta lja!","也要洗臉哦！","https://web.klokah.tw/ninew/sound/12/02/02-B-4.mp3"
"pina’upu","洗臉","https://web.klokah.tw/ninew/sound/12/02/02-C-4-1.mp3"
"angauta","也","https://web.klokah.tw/ninew/sound/12/02/02-C-4-2.mp3"
"lja","（語助詞）","https://web.klokah.tw/ninew/sound/12/02/02-C-4-3.mp3"
"uwi, kemljang aken.","哦，知道了。","https://web.klokah.tw/ninew/sound/12/02/02-B-5.mp3"
"uwi","是的","https://web.klokah.tw/ninew/sound/12/02/02-C-5-1.mp3"
"kemljang","知道","https://web.klokah.tw/ninew/sound/12/02/02-C-5-2.mp3"
"aken","我","https://web.klokah.tw/ninew/sound/12/02/02-C-5-3.mp3"
"pidanga a su cavilj?","你幾歲了？","https://web.klokah.tw/ninew/sound/12/02/03-B-1.mp3"
"pidanga","多少了","https://web.klokah.tw/ninew/sound/12/02/03-C-1-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/02/03-C-1-2.mp3"
"su","你","https://web.klokah.tw/ninew/sound/12/02/03-C-1-3.mp3"
"cavilj","年；歲","https://web.klokah.tw/ninew/sound/12/02/03-C-1-4.mp3"
"tapulu’anga a ku cavilj.","我已經十歲了。","https://web.klokah.tw/ninew/sound/12/02/03-B-2.mp3"
"tapulu’anga","十","https://web.klokah.tw/ninew/sound/12/02/03-C-2-1.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/12/02/03-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/12/02/03-C-2-3.mp3"
"cavilj","年；歲","https://web.klokah.tw/ninew/sound/12/02/03-C-2-4.mp3"
"mapida mun a marekakakaka?","你們兄弟姊妹有幾個？","https://web.klokah.tw/ninew/sound/12/02/03-B-3.mp3"
"mapida","多少人","https://web.klokah.tw/ninew/sound/12/02/03-C-3-1.mp3"
"mun","你們","https://web.klokah.tw/ninew/sound/12/02/03-C-3-2.mp3"
"a","[連]","https://web.klokah.tw/ninew/sound/12/02/03-C-3-3.mp3"
"marekakakaka","兄弟姊妹們","https://web.klokah.tw/ninew/sound/12/02/03-C-3-4.mp3"
