"sinsi, ’inava u ziya?","老師，你好嗎？","https://web.klokah.tw/ninew/sound/02/01/01-B-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/02/01/02-C-1-1.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/02/01/02-C-1-2.mp3"
"u","你","https://web.klokah.tw/ninew/sound/02/01/02-C-1-3.mp3"
"ai, a temakakesi ku.","是的，我是學生。","https://web.klokah.tw/ninew/sound/02/01/02-B-2.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/02/01/02-C-2-1.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/02/01/02-C-2-2.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/02/01/02-C-2-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/01/02-C-2-4.mp3"
"intaw mu, mawu a temakakesi?","他呢，他也是學生嗎？","https://web.klokah.tw/ninew/sound/02/01/02-B-3.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/02/01/02-C-3-1.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/02/01/02-C-3-2.mp3"
"mawu","也是","https://web.klokah.tw/ninew/sound/02/01/02-C-3-3.mp3"
"a","[虛]","https://web.klokah.tw/ninew/sound/02/01/02-C-3-4.mp3"
"temakakesi","學生","https://web.klokah.tw/ninew/sound/02/01/02-C-3-5.mp3"
"melri, intaw mu maw na sinsi.","不是，他是老師。","https://web.klokah.tw/ninew/sound/02/01/02-B-4.mp3"
"melri","不是","https://web.klokah.tw/ninew/sound/02/01/02-C-4-1.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/02/01/02-C-4-2.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/02/01/02-C-4-3.mp3"
"maw","是","https://web.klokah.tw/ninew/sound/02/01/02-C-4-4.mp3"
"na","[虛]","https://web.klokah.tw/ninew/sound/02/01/02-C-4-5.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/02/01/02-C-4-6.mp3"
"katikeriz, alra katikeriz.","起立，請起立。","https://web.klokah.tw/ninew/sound/02/01/03-B-1.mp3"
"katikeriz","起立","https://web.klokah.tw/ninew/sound/02/01/03-C-1-1.mp3"
"alra","請","https://web.klokah.tw/ninew/sound/02/01/03-C-1-2.mp3"
"katikeriz","起立","https://web.klokah.tw/ninew/sound/02/01/03-C-1-3.mp3"
"rengay. alra rengay. karengarengay ziya.","說。請說。說說看。","https://web.klokah.tw/ninew/sound/02/01/03-B-2.mp3"
"rengay","說","https://web.klokah.tw/ninew/sound/02/01/03-C-2-1.mp3"
"alra","請","https://web.klokah.tw/ninew/sound/02/01/03-C-2-2.mp3"
"rengay","說","https://web.klokah.tw/ninew/sound/02/01/03-C-2-3.mp3"
"karengarengay","說說看","https://web.klokah.tw/ninew/sound/02/01/03-C-2-4.mp3"
"ziya","[虛]","https://web.klokah.tw/ninew/sound/02/01/03-C-2-5.mp3"
"kingeri. alra kingeri. kingkingeri ziya mu.","聽。請聽。聽聽看。","https://web.klokah.tw/ninew/sound/02/01/03-B-3.mp3"
"kingeri","聽","https://web.klokah.tw/ninew/sound/02/01/03-C-3-1.mp3"
"alra","請","https://web.klokah.tw/ninew/sound/02/01/03-C-3-2.mp3"
"kingeri","聽","https://web.klokah.tw/ninew/sound/02/01/03-C-3-3.mp3"
"kingkingeri","聽聽看","https://web.klokah.tw/ninew/sound/02/01/03-C-3-4.mp3"
"ziya","[虛]","https://web.klokah.tw/ninew/sound/02/01/03-C-3-5.mp3"
"mu","[虛]","https://web.klokah.tw/ninew/sound/02/01/03-C-3-6.mp3"
"kayan, alra zi kayan.","坐下，請坐下。","https://web.klokah.tw/ninew/sound/02/01/03-B-4.mp3"
"kayan","坐下","https://web.klokah.tw/ninew/sound/02/01/03-C-4-1.mp3"
"alra","請","https://web.klokah.tw/ninew/sound/02/01/03-C-4-2.mp3"
"zi","[虛]","https://web.klokah.tw/ninew/sound/02/01/03-C-4-3.mp3"
"kayan","坐下","https://web.klokah.tw/ninew/sound/02/01/03-C-4-4.mp3"
"i eman u?","你是誰？","https://web.klokah.tw/ninew/sound/02/01/04-B-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/01/04-C-1-1.mp3"
"eman","誰","https://web.klokah.tw/ninew/sound/02/01/04-C-1-2.mp3"
"u","你","https://web.klokah.tw/ninew/sound/02/01/04-C-1-3.mp3"
"i Uratr ku.","我是Uratr。","https://web.klokah.tw/ninew/sound/02/01/04-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/01/04-C-2-1.mp3"
"Uratr","（人名）","https://web.klokah.tw/ninew/sound/02/01/04-C-2-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/01/04-C-2-3.mp3"
"i Puni tu ngadan?","她的名字是Puni嗎？","https://web.klokah.tw/ninew/sound/02/01/04-B-3.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/01/04-C-3-1.mp3"
"Puni","（人名）","https://web.klokah.tw/ninew/sound/02/01/04-C-3-2.mp3"
"tu","她","https://web.klokah.tw/ninew/sound/02/01/04-C-3-3.mp3"
"ngadan","名字","https://web.klokah.tw/ninew/sound/02/01/04-C-3-4.mp3"
"melri, i Pilray tu ngadan.","不是，她的名字是Pilray。","https://web.klokah.tw/ninew/sound/02/01/04-B-4.mp3"
"melri","不是","https://web.klokah.tw/ninew/sound/02/01/04-C-4-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/01/04-C-4-2.mp3"
"Pilray","（人名）","https://web.klokah.tw/ninew/sound/02/01/04-C-4-3.mp3"
"tu","她","https://web.klokah.tw/ninew/sound/02/01/04-C-4-4.mp3"
"ngadan","名字","https://web.klokah.tw/ninew/sound/02/01/04-C-4-5.mp3"
"ma’inayan mu?","你們是男生嗎？","https://web.klokah.tw/ninew/sound/02/01/05-B-1.mp3"
"ma’inayan","男生","https://web.klokah.tw/ninew/sound/02/01/05-C-1-1.mp3"
"mu","你們","https://web.klokah.tw/ninew/sound/02/01/05-C-1-2.mp3"
"vavayan mi.","我們是女生。","https://web.klokah.tw/ninew/sound/02/01/05-B-2.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/02/01/05-C-2-1.mp3"
"mi","我們","https://web.klokah.tw/ninew/sound/02/01/05-C-2-2.mp3"
"i Puni mu ma’inay?","Puni是男生嗎？","https://web.klokah.tw/ninew/sound/02/01/05-B-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/02/01/05-C-3-1.mp3"
"Puni","（人名）","https://web.klokah.tw/ninew/sound/02/01/05-C-3-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/05-C-3-3.mp3"
"ma’inay","男生","https://web.klokah.tw/ninew/sound/02/01/05-C-3-4.mp3"
"melri, a vavayan i intaw.","不，他是女生。","https://web.klokah.tw/ninew/sound/02/01/05-B-4.mp3"
"melri","不是","https://web.klokah.tw/ninew/sound/02/01/05-C-4-1.mp3"
"a","是","https://web.klokah.tw/ninew/sound/02/01/05-C-4-2.mp3"
"vavayan","女生","https://web.klokah.tw/ninew/sound/02/01/05-C-4-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/02/01/05-C-4-4.mp3"
"intaw","他，她","https://web.klokah.tw/ninew/sound/02/01/05-C-4-5.mp3"
"mi suwan ku za saya.","我有一隻狗。","https://web.klokah.tw/ninew/sound/02/01/06-B-1.mp3"
"mi","[虛]","https://web.klokah.tw/ninew/sound/02/01/06-C-1-1.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/02/01/06-C-1-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/01/06-C-1-3.mp3"
"za","[斜]","https://web.klokah.tw/ninew/sound/02/01/06-C-1-4.mp3"
"saya","一","https://web.klokah.tw/ninew/sound/02/01/06-C-1-5.mp3"
"’uze’uzem ninku suwan.","我的狗是黑色的。","https://web.klokah.tw/ninew/sound/02/01/06-B-2.mp3"
"’uze’uzem","黑色的","https://web.klokah.tw/ninew/sound/02/01/06-C-2-1.mp3"
"ninku","我（的）","https://web.klokah.tw/ninew/sound/02/01/06-C-2-2.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/02/01/06-C-2-3.mp3"
"sahar ku za ku suwan.","我很喜歡我的狗。","https://web.klokah.tw/ninew/sound/02/01/06-B-3.mp3"
"sahar","喜歡","https://web.klokah.tw/ninew/sound/02/01/06-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/01/06-C-3-2.mp3"
"za","[斜]","https://web.klokah.tw/ninew/sound/02/01/06-C-3-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/01/06-C-3-4.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/02/01/06-C-3-5.mp3"
"naku suwan mu sahar kaninku.","我的狗也喜歡我。","https://web.klokah.tw/ninew/sound/02/01/06-B-4.mp3"
"naku","我（的）","https://web.klokah.tw/ninew/sound/02/01/06-C-4-1.mp3"
"suwan","狗","https://web.klokah.tw/ninew/sound/02/01/06-C-4-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/06-C-4-3.mp3"
"sahar","喜歡","https://web.klokah.tw/ninew/sound/02/01/06-C-4-4.mp3"
"kaninku","我","https://web.klokah.tw/ninew/sound/02/01/06-C-4-5.mp3"
"ulra i iyan na sinsi?","老師在哪裡？","https://web.klokah.tw/ninew/sound/02/01/07-B-1.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/02/01/07-C-1-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/02/01/07-C-1-2.mp3"
"iyan","哪裡","https://web.klokah.tw/ninew/sound/02/01/07-C-1-3.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/07-C-1-4.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/02/01/07-C-1-5.mp3"
"ulra i kani a.","在這裡。","https://web.klokah.tw/ninew/sound/02/01/07-B-2.mp3"
"ulra","在","https://web.klokah.tw/ninew/sound/02/01/07-C-2-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/02/01/07-C-2-2.mp3"
"kani","這裡","https://web.klokah.tw/ninew/sound/02/01/07-C-2-3.mp3"
"a","[助]","https://web.klokah.tw/ninew/sound/02/01/07-C-2-4.mp3"
"ulra i iyan nu impic?","你的鉛筆在哪裡？","https://web.klokah.tw/ninew/sound/02/01/07-B-3.mp3"
"ulra","在","https://web.klokah.tw/ninew/sound/02/01/07-C-3-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/02/01/07-C-3-2.mp3"
"iyan","哪裡","https://web.klokah.tw/ninew/sound/02/01/07-C-3-3.mp3"
"nu","你的","https://web.klokah.tw/ninew/sound/02/01/07-C-3-4.mp3"
"impic","鉛筆","https://web.klokah.tw/ninew/sound/02/01/07-C-3-5.mp3"
"ulra i kaziyu ku impic.","我的鉛筆在那裡。","https://web.klokah.tw/ninew/sound/02/01/07-B-4.mp3"
"ulra","在","https://web.klokah.tw/ninew/sound/02/01/07-C-4-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/02/01/07-C-4-2.mp3"
"kaziyu","那裡","https://web.klokah.tw/ninew/sound/02/01/07-C-4-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/01/07-C-4-4.mp3"
"impic","鉛筆","https://web.klokah.tw/ninew/sound/02/01/07-C-4-5.mp3"
"a eman i ini?","這是什麼？","https://web.klokah.tw/ninew/sound/02/01/08-B-1.mp3"
"a","是","https://web.klokah.tw/ninew/sound/02/01/08-C-1-1.mp3"
"eman","什麼","https://web.klokah.tw/ninew/sound/02/01/08-C-1-2.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/02/01/08-C-1-3.mp3"
"ini","這","https://web.klokah.tw/ninew/sound/02/01/08-C-1-4.mp3"
"i ini mu a to.","這是桌子。","https://web.klokah.tw/ninew/sound/02/01/08-B-2.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/02/01/08-C-2-1.mp3"
"ini","這","https://web.klokah.tw/ninew/sound/02/01/08-C-2-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/08-C-2-3.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/02/01/08-C-2-4.mp3"
"to","桌子","https://web.klokah.tw/ninew/sound/02/01/08-C-2-5.mp3"
"izu na lipad mu ’aluzun ziya maw?","那張椅子很重嗎？","https://web.klokah.tw/ninew/sound/02/01/08-B-3.mp3"
"izu","那","https://web.klokah.tw/ninew/sound/02/01/08-C-3-1.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/08-C-3-2.mp3"
"lipad","椅子","https://web.klokah.tw/ninew/sound/02/01/08-C-3-3.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/08-C-3-4.mp3"
"’aluzun","重的","https://web.klokah.tw/ninew/sound/02/01/08-C-3-5.mp3"
"ziya","[虛]","https://web.klokah.tw/ninew/sound/02/01/08-C-3-6.mp3"
"maw","[虛]","https://web.klokah.tw/ninew/sound/02/01/08-C-3-7.mp3"
"ai, salaw ’aluzun.","是的，很重。","https://web.klokah.tw/ninew/sound/02/01/08-B-4.mp3"
"ai","是的","https://web.klokah.tw/ninew/sound/02/01/08-C-4-1.mp3"
"salaw","很","https://web.klokah.tw/ninew/sound/02/01/08-C-4-2.mp3"
"’aluzun","重的","https://web.klokah.tw/ninew/sound/02/01/08-C-4-3.mp3"
"i eman iziyu na trau?","那個人是誰？","https://web.klokah.tw/ninew/sound/02/01/09-B-1.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/01/09-C-1-1.mp3"
"eman","誰","https://web.klokah.tw/ninew/sound/02/01/09-C-1-2.mp3"
"iziyu","那","https://web.klokah.tw/ninew/sound/02/01/09-C-1-3.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/09-C-1-4.mp3"
"trau","人","https://web.klokah.tw/ninew/sound/02/01/09-C-1-5.mp3"
"iziyu mu maw i nani.","那個人是我媽媽。","https://web.klokah.tw/ninew/sound/02/01/09-B-2.mp3"
"iziyu","那","https://web.klokah.tw/ninew/sound/02/01/09-C-2-1.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/09-C-2-2.mp3"
"maw","是","https://web.klokah.tw/ninew/sound/02/01/09-C-2-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/02/01/09-C-2-4.mp3"
"nani","我的媽媽","https://web.klokah.tw/ninew/sound/02/01/09-C-2-5.mp3"
"kiyakarun za eman i intaw?","她是做什麼的？","https://web.klokah.tw/ninew/sound/02/01/09-B-3.mp3"
"kiyakarun","在工作","https://web.klokah.tw/ninew/sound/02/01/09-C-3-1.mp3"
"za","[斜]","https://web.klokah.tw/ninew/sound/02/01/09-C-3-2.mp3"
"eman","什麼","https://web.klokah.tw/ninew/sound/02/01/09-C-3-3.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/02/01/09-C-3-4.mp3"
"intaw","他","https://web.klokah.tw/ninew/sound/02/01/09-C-3-5.mp3"
"a muwa’uma i nani.","我媽媽是做農的。","https://web.klokah.tw/ninew/sound/02/01/09-B-4.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/02/01/09-C-4-1.mp3"
"muwa’uma","做農的","https://web.klokah.tw/ninew/sound/02/01/09-C-4-2.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/02/01/09-C-4-3.mp3"
"nani","我的媽媽","https://web.klokah.tw/ninew/sound/02/01/09-C-4-4.mp3"
"i itras kana to mu ulra a valray?","桌子的上面有書嗎？","https://web.klokah.tw/ninew/sound/02/01/10-B-1.mp3"
"i","[位]","https://web.klokah.tw/ninew/sound/02/01/10-C-1-1.mp3"
"itras","上面","https://web.klokah.tw/ninew/sound/02/01/10-C-1-2.mp3"
"kana","[斜]","https://web.klokah.tw/ninew/sound/02/01/10-C-1-3.mp3"
"to","桌子","https://web.klokah.tw/ninew/sound/02/01/10-C-1-4.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/10-C-1-5.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/02/01/10-C-1-6.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-1-7.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/02/01/10-C-1-8.mp3"
"i itras kana to ulra a teluwa ’etiv a valray.","桌子的上面有三本書。","https://web.klokah.tw/ninew/sound/02/01/10-B-2.mp3"
"i","上面","https://web.klokah.tw/ninew/sound/02/01/10-C-2-1.mp3"
"itreas","上面","https://web.klokah.tw/ninew/sound/02/01/10-C-2-2.mp3"
"kana","[斜]","https://web.klokah.tw/ninew/sound/02/01/10-C-2-3.mp3"
"to","桌子","https://web.klokah.tw/ninew/sound/02/01/10-C-2-4.mp3"
"ulra","有；在","https://web.klokah.tw/ninew/sound/02/01/10-C-2-5.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-2-6.mp3"
"teluwa","三","https://web.klokah.tw/ninew/sound/02/01/10-C-2-7.mp3"
"’etiv","本","https://web.klokah.tw/ninew/sound/02/01/10-C-2-8.mp3"
"a","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-2-9.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/02/01/10-C-2-10.mp3"
"na saya mu maw na zangzarang, na zuwaya mu maw na ’uze’uzem.","一本是紅色的，二本是黑色的。","https://web.klokah.tw/ninew/sound/02/01/10-B-3.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-3-1.mp3"
"saya","一（本）","https://web.klokah.tw/ninew/sound/02/01/10-C-3-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/10-C-3-3.mp3"
"maw","是","https://web.klokah.tw/ninew/sound/02/01/10-C-3-4.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-3-5.mp3"
"zangzarang","紅色的","https://web.klokah.tw/ninew/sound/02/01/10-C-3-6.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-3-7.mp3"
"zuwaya","二（本）","https://web.klokah.tw/ninew/sound/02/01/10-C-3-8.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/10-C-3-9.mp3"
"maw","是","https://web.klokah.tw/ninew/sound/02/01/10-C-3-10.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-3-11.mp3"
"’uze’uzem","黑色的","https://web.klokah.tw/ninew/sound/02/01/10-C-3-12.mp3"
"ni eman valray na zangzarang?","紅色的書是誰的？","https://web.klokah.tw/ninew/sound/02/01/10-B-4.mp3"
"ni","[屬]","https://web.klokah.tw/ninew/sound/02/01/10-C-4-1.mp3"
"eman","什麼","https://web.klokah.tw/ninew/sound/02/01/10-C-4-2.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/02/01/10-C-4-3.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-4-4.mp3"
"zangzarang","紅色的","https://web.klokah.tw/ninew/sound/02/01/10-C-4-5.mp3"
"tu valray na sinsi mu maw na zangzarang.","紅色的書是老師的。","https://web.klokah.tw/ninew/sound/02/01/10-B-5.mp3"
"tu","他","https://web.klokah.tw/ninew/sound/02/01/10-C-5-1.mp3"
"valray","書","https://web.klokah.tw/ninew/sound/02/01/10-C-5-2.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-5-3.mp3"
"sinsi","老師","https://web.klokah.tw/ninew/sound/02/01/10-C-5-4.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/01/10-C-5-5.mp3"
"maw","是","https://web.klokah.tw/ninew/sound/02/01/10-C-5-6.mp3"
"na","[主]","https://web.klokah.tw/ninew/sound/02/01/10-C-5-7.mp3"
"zangzarang","紅色的","https://web.klokah.tw/ninew/sound/02/01/10-C-5-8.mp3"
"lralruwatr mi i ruma’ i savak.","我的家有五個人。","https://web.klokah.tw/ninew/sound/02/02/01-B-1.mp3"
"lralruwatr","五個","https://web.klokah.tw/ninew/sound/02/02/01-C-1-1.mp3"
"mi","我們","https://web.klokah.tw/ninew/sound/02/02/01-C-1-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/02/01-C-1-3.mp3"
"ruma’","家","https://web.klokah.tw/ninew/sound/02/02/01-C-1-4.mp3"
"i","[主]","https://web.klokah.tw/ninew/sound/02/02/01-C-1-5.mp3"
"savak","裡面","https://web.klokah.tw/ninew/sound/02/02/01-C-1-6.mp3"
"i mulri, i malri, i nani, i wadilri na vavayan zi inku.","祖母、爸爸、媽媽、妹妹和我。","https://web.klokah.tw/ninew/sound/02/02/01-B-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/02/01-C-2-1.mp3"
"mulri","我的祖母，祖父","https://web.klokah.tw/ninew/sound/02/02/01-C-2-2.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/02/01-C-2-3.mp3"
"malri","我的爸爸","https://web.klokah.tw/ninew/sound/02/02/01-C-2-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/02/01-C-2-5.mp3"
"nani","我的媽媽","https://web.klokah.tw/ninew/sound/02/02/01-C-2-6.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/02/01-C-2-7.mp3"
"wadilri na vavayan","我的妹妹","https://web.klokah.tw/ninew/sound/02/02/01-C-2-8.mp3"
"zi","和","https://web.klokah.tw/ninew/sound/02/02/01-C-2-9.mp3"
"inku","我（自己）","https://web.klokah.tw/ninew/sound/02/02/01-C-2-10.mp3"
"temakakesi ku kana palrivak na takesiyan.","我讀國民小學。","https://web.klokah.tw/ninew/sound/02/02/01-B-3.mp3"
"temakakesi","讀書","https://web.klokah.tw/ninew/sound/02/02/01-C-3-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/02/01-C-3-2.mp3"
"kana","[斜]","https://web.klokah.tw/ninew/sound/02/02/01-C-3-3.mp3"
"palrivak","初期（小學）","https://web.klokah.tw/ninew/sound/02/02/01-C-3-4.mp3"
"na","的","https://web.klokah.tw/ninew/sound/02/02/01-C-3-5.mp3"
"takesiyan","學校","https://web.klokah.tw/ninew/sound/02/02/01-C-3-6.mp3"
"i wadilri na vavayan mu temakakesi kana yociyēng.","我的妹妹讀幼稚園。","https://web.klokah.tw/ninew/sound/02/02/01-B-4.mp3"
"i","[虛]","https://web.klokah.tw/ninew/sound/02/02/01-C-4-1.mp3"
"wadilri na vavayan","我的妹妹","https://web.klokah.tw/ninew/sound/02/02/01-C-4-2.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/02/01-C-4-3.mp3"
"temakakesi","讀書","https://web.klokah.tw/ninew/sound/02/02/01-C-4-4.mp3"
"kana","[斜]","https://web.klokah.tw/ninew/sound/02/02/01-C-4-5.mp3"
"yociyēng","幼稚園","https://web.klokah.tw/ninew/sound/02/02/01-C-4-6.mp3"
"ina, semavalran!","媽媽，早安！","https://web.klokah.tw/ninew/sound/02/02/02-B-1.mp3"
"ina","媽","https://web.klokah.tw/ninew/sound/02/02/02-C-1-1.mp3"
"semavalran","早安","https://web.klokah.tw/ninew/sound/02/02/02-C-1-2.mp3"
"semavalran, kenamaya ta.","早安，吃早餐了。","https://web.klokah.tw/ninew/sound/02/02/02-B-2.mp3"
"semavalran","早安","https://web.klokah.tw/ninew/sound/02/02/02-C-2-1.mp3"
"kenamaya","吃早餐","https://web.klokah.tw/ninew/sound/02/02/02-C-2-2.mp3"
"ta","我們","https://web.klokah.tw/ninew/sound/02/02/02-C-2-3.mp3"
"tawar ziya, mengangisila ku ziya.","等一下，我要先刷牙。","https://web.klokah.tw/ninew/sound/02/02/02-B-3.mp3"
"tawar","等等","https://web.klokah.tw/ninew/sound/02/02/02-C-3-1.mp3"
"ziya","先","https://web.klokah.tw/ninew/sound/02/02/02-C-3-2.mp3"
"mengangisila","刷牙","https://web.klokah.tw/ninew/sound/02/02/02-C-3-3.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/02/02-C-3-4.mp3"
"ziya","先","https://web.klokah.tw/ninew/sound/02/02/02-C-3-5.mp3"
"inu mu ri’enup lra mu.","你也要洗臉喔！","https://web.klokah.tw/ninew/sound/02/02/02-B-4.mp3"
"inu","你","https://web.klokah.tw/ninew/sound/02/02/02-C-4-1.mp3"
"mu","[主題]","https://web.klokah.tw/ninew/sound/02/02/02-C-4-2.mp3"
"ri’enup","洗臉","https://web.klokah.tw/ninew/sound/02/02/02-C-4-3.mp3"
"lra","了","https://web.klokah.tw/ninew/sound/02/02/02-C-4-4.mp3"
"mu","[助]","https://web.klokah.tw/ninew/sound/02/02/02-C-4-5.mp3"
"ai, mazalram ku.","好的，我知道。","https://web.klokah.tw/ninew/sound/02/02/02-B-5.mp3"
"ai","好的","https://web.klokah.tw/ninew/sound/02/02/02-C-5-1.mp3"
"mazalram","知道","https://web.klokah.tw/ninew/sound/02/02/02-C-5-2.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/02/02-C-5-3.mp3"
"kiumalra ku ziya, pidaya nu ’ami?","請問你幾歲？","https://web.klokah.tw/ninew/sound/02/02/03-B-1.mp3"
"kiumalra","請問","https://web.klokah.tw/ninew/sound/02/02/03-C-1-1.mp3"
"ku","我","https://web.klokah.tw/ninew/sound/02/02/03-C-1-2.mp3"
"ziya","先","https://web.klokah.tw/ninew/sound/02/02/03-C-1-3.mp3"
"pidaya","多少","https://web.klokah.tw/ninew/sound/02/02/03-C-1-4.mp3"
"nu","你","https://web.klokah.tw/ninew/sound/02/02/03-C-1-5.mp3"
"’ami","歲","https://web.klokah.tw/ninew/sound/02/02/03-C-1-6.mp3"
