"autoId","textId","dialectId","sentenceAb","sentenceCh","sentenceOrder"
"284547","15286","1","Mavitelakay tu ku varu, “Lecinuwas satu kita,” mahaen ku suwal nira.","花兒盛開著，「我們分離吧」，他這麼說。","1"
"284548","15286","1","Hakulung han nu anavuh, matiya u ’urad, senek satu i suta’ ku valucu’ aku.","跟隨著塵埃，像雨、一顆心滲入土壤裡。","2"
"284549","15286","1","Sikul hanaku a minengneng, sadihemay sanay a varu, sadadahal sa ku nikacelak.","我轉身回望，柔美的花朵，盛開依舊。","3"
"284550","15286","1","Cacay...tusa…ku varu...","一朵花……兩朵……花。","4"
"284551","15286","1","Materak tu ku papah, “Lecinuwas satu kita.” mahaen ku suwal nira.","樹葉掉落了，「我們分離吧」，他，這麼說。","5"
"284552","15286","1","Hakulung han nu kutem, matiya u vali, valihenaw satu ku valucu’ aku.","跟隨著烏雲，像風、一顆心飄飄盪盪。","6"
"284553","15286","1","Sikul ha naku a mitengil, veriwveriw sa ku lietec nu vali. langdaw hen ku papah, Materak tu!","我回頭聆聽，陣陣冷寒，翠綠的葉片，卻飄落了。","7"
"284554","15286","1","Maruhem tu ku heci. “Lecinuwas satu kita.” mahaen ku suwal nira.","果子成熟，「我們分離吧」他，這麼說。","8"
"284555","15286","1","Mainging nu cidal, satelatelak sa a masuni, mangidngid tu maveruh ku valucu’, mada’at tu!","朝向烈日，發出爆裂的火花，一顆心被啃食灼燒，將止息。","9"
"284556","15286","1","Sikul han naku, “Lecinuwas satu kita.” mahaen ku suwal nira.","我轉身，「我們分離吧」他，這麼說。","10"
"284557","15286","1","Anini satu i, matiya hen ku nika salungan nu varu.","如今，花兒依舊美麗。","11"
"284558","15286","1","Seriwseriw satu ku vali, ira mapaca’it i kakarayan ku cidal.","風一陣陣吹著，太陽在高高的天上。","12"
"284559","15286","1","Sikul han naku a minengneng, matiya hen ka vangcal nu ’urip.","我回頭望，日子依舊是美好。","13"
"284560","15286","1","Cacay... Tusa ... ira hen, tu remi’ami’ad…","一天……兩天……還有，每天每天。","14"
"284561","15286","1","“Lecinuwas satu kita.” mahaen ku suwal nira, nay ’aya’a: yaw hen",,"15"
"284562","15287","1","U misacacakay i kakemaenan ku kadademakan ni Avanti, yu cacay a remi’ad, vangcal ku nisakavian nira a titi,","阿凡提在一家餐館當廚師，一天，他燒了一鍋肉湯。","1"
"284563","15287","1","ira kiya tatuluay a lavang tayra a kemaen, alacacay a kaysing tu kavi nu titi.","三位顧客前來吃飯，每人要了一碗肉湯。","2"
"284564","15287","1","Caay ka tenes, ira ku tanu ngiha’ sanay a miangang ci Avantian. Suwal sa, “Avantiaw, ’sa ave:sa’ saan ku kavi, patungalen naca tu cilah!”","剛吃不久，其中一位便把阿凡提叫出來嚷道：「廚師，湯太淡了，給放點鹽！」","3"
"284565","15287","1","caay hen ka herek ku suwal nira, sipadudu’ay tu kiya cacay a semuwal. “Caay kahacuwa kina kenaw, patungalen kiyari ku nu maku a kenaw satu!”","他還沒說完，另一個便說：「蔥太少了，給我加一點蔥！」","4"
"284566","15287","1","Herek sahen a semuwal cira, temireng tu kiya sakatulu a tamdaw, suwal sa. “Caay kadengay ku aledah, patungalen hen tu adidiaca satu!”","他剛說完，第三個人又站了起來，說：「胡椒太少了，給我放一點胡椒！」","5"
"284567","15287","1","Melaw han ni avanti ku kaysing nu heni, tanam han nira, paca’uv sa tu. “U kavikavi tu, awaay ku titititi aca, tungalen naca ku titi yari.”","阿凡提看了看他們的肉湯，嘗了一口，說道：「肉也太少了，應該再加一點肉」。","6"
"194112","15288","1","Mahekavana’ sahen kaku tu surit nu Valance, malasalikulay tu nu maku a minanam tu suwal nu Valance!","我的最後一堂法語課！……我只是剛剛學會寫字！","1"
"194113","15288","1","Anini satu tahada’uc a awaay tu ku sapinanam tu suwal nu Valance, tangasa anini aca, saterep satu ku suwal nu Valance.","今後永遠也學不到法語！法語就到此為止了！","2"
"194114","15288","1","Wata: ku devit nu maku i takuwan, tu pisaluya’ tu remi’ami’ad anini!","我現在是多麼悔恨自己蹉跎光陰啊！","3"
"194115","15288","1","U ringes i takuwanan itiya hen, mulaci tu a mikuliyul, micudad han tayra mitiwas tu dipung nu ’ayam, tayra i tarawadaw nu sa’el misaselic!","我現在是多麼悔恨自己蹉跎光陰啊！","4"
"194116","15288","1","Ya cudacudad nu maku, ya sapinanam tu surit nu Valance, atu serayan a cudad, wata ka vaeket nira vidang imatini i ’avala.","我的那些書，我的語法課本，我的神聖的歷史書，剛才背在身上還覺得那麼討厭，那麼沉重，","5"
"194117","15288","1","Anini satu matiyatu u malucavayay tu nu maku, caay tu pakaliyas, ira hen ku ni Amay’er singsi.","現在卻像老朋友一樣，讓我難捨難分。還有阿麥爾先生。","6"
"194118","15288","1","Masimsim hen u mamiliyas tu cira, a awa’ay tu a mamelaw, araw caay tu pakasimsim, kapawanan tu nu maku ku nipisayvang atu nipivalval nira itiya hen i takuwanan.","一想到他就要走了，再也見不到了，我就忘記了以前的處懲和挨打。","7"
"284568","15289","1","Anu pikeden ku tarudu’ a misa’usi, melaw han i, muketep tu ku miheca, tuna miliyas tina hekal ci Tiway Sayun u siyaw-cang nu picudadan.","折指算來帝瓦伊•撒耘校長撒手人寰離我們遠去回歸太陽母親懷裡已過將近十九個年頭了。","1"
"284569","15289","1","Maharateng ku nikalacavayan a mikaput tu kalesa’upu tu sakanga’ay, sapaluwad tu serangawan, kalatapelan a maleavang, misahalaka tu kalawkaw atu nananamen nu micudaday a aasipen, caay kanca malimukat ku i kumuday nu valucu’ a masimsim.","每每憶起過去常常聯袂參加的各種活動、研討會、並肩從事的振興族群傳統文化、族語教材編輯和教學工作等的情景時，總是引起腦海的起伏與翻滾。","2"
"284570","15289","1","I Ciwidian nu Rinahem a ’enar, nu Kalingku a kuwan, ku suvuc ni Tiway Sayun, i 1931 a miheca, i 10 a vulad tu 13 a remi’adan.","帝瓦伊•撒耘校長是1931年10月13日出生於花蓮縣壽豐鄉的水璉部落。","3"
"284571","15289","1","I kawili nu kasatepatepadan nu tusaay, a sa’uwac ku paniyaru’an nu Ciwidian. U tatangalan nira sa’uwac, ku kasadakan nu vinawlan, nu Ciwidian a talaliyal. Maliyut nu kilakilangan, cekacekaan atu semusemutan, ku sera i tira, saka adihay ku mala’a’adupen i tira.","水璉位於壽豐鄉東南方，在海岸山脈東邊海岸，四周為水璉、米棧、蕃薯寮坑等，三山所包圍，地形像是一小盆地，聚落建於南北兩溪匯流處之左岸，出海唯一的出口就是該溪的出海口。","4"
"284572","15289","1","Tada ka’ulahan nu makacuwacuwaay, a tamdaw a mi’adup, kirami adihay, ku widi nu lutuk i tila, saka u Ciwidian han nu mi’adupay ku nipangangan turaan a niyaru’, u karawidiay a pala’ u sanay. Yu kasahulaman i, Cuycan han ku pipangangan, caay ka tenes Cuylienvuy han a maliyaw.","相傳昔時該地叢林茂密、水源豐富，聚集了許多各種各樣的野獸，因此，獵人們喜歡到這裡打獵。這裡盛產水蛭，獵人們雖各個身手矯健，每每在此豐收而歸，但對於水蛭的干擾卻總是防不勝防。因此，對此地印象 特別深刻，遂稱此地為「基偉地安」（Ciwidian），即意為「多蛭之地」。《蕃俗六考》譯作水贊，後又稱水璉尾。","5"
"284573","15289","1","I Siyu-Wa 12 miheca, i (1937) Suylieng han nu Ripun a miliyaw ku ngangan ta caay tu kavalic tangasa anini.","昭和十二年（1937），日人改為水璉，沿用至今。","6"
"194111","15290","1","Anu ira kiya remi’ad, i’ ayawen misungila a micudad ku nanu tu’as a caway atu kimad kami, manay pasurit sa itini i lisiki kami.","如果有一天, 我們拒絕在歷史裡流浪, 請先記下我們的神話與傳統,","1"
"284574","15290","1","Anu ira kiya remi’ad, i’ayawen palulul ku sakingudu atu nganga kami, manaay satuku sa a mirakarak itini i suta niyam kami.","如果有一天, 我們要停止在自己的土地上流浪, 請先恢復我們的姓名與尊嚴,","2"
"284575","15290","1","Anu ira kiya remi’ad, malahedaw tu, ku nanu tu’as a venek i, u mamalahedaw tu, tina tatanuran kami.","如果有一天, 我們失去了先祖的智慧, 我們將在地平線上消失,","3"
"284576","15290","1","Anu ira kiya remi’ad, ira tu ku sakingudu atu ngangan niyam i, ta tanektek tu temireng tina serayan kami.","如果有一天, 我們擁有自己的姓名與尊嚴, 我們在宇宙大地上始能立足。","4"
"284577","15291","1","I kacanglahan nu mihecahecaan, lipahak ku pulung nu Yutaya a tamdaw a milikakawa tu saka tayraaw i Yirusalem a pacakat tu lisin nu Pitaelivan a Lisin. Pasayra i Yirusalem ku na icuwacuwa; ay a tamdaw nu Israil. I umaumahan a kemaen atu milavin ku maraayay ku rarakaten a tamdaw.","猶太人每年在春季時，他們從各個地方成群結隊地到耶路撒冷去朝聖，所以朝聖的路上人滿為患。來自遠方的人們因路途遙遠，就在路上就地借宿，過著像似野餐一般的生活，","1"
"284578","15291","1","Yu tusa ku savaw nu mihecaan ni Yis, mihakulung cira tu wama atu ina nira a tayra i Yirusalem a mikihatiya tu ’alumanay a misalisin tunu Pitaelivan a lisin.","耶穌當時十二歲也跟父母夾在人行中，上耶路撒冷朝聖。","2"
"284579","15291","1","I herek nu kalipahakan tu cacay a lipay, keriden nu ina ku wawa a lemuwad a taluma’.","這個慶典前後為一個星期，之後其父母帶孩子們回家，","3"
"284580","15291","1","Tuna u kalavi’an tu, matatala a malalitemuh ku heni. Nikawrira awaay ci Yis a mikaput. Sapalipalita satu ku kaput nu heni. Nikawrira, awaay ku epuc. Saka, patiku sa ku heni a tayra i Yirusalem. Maviyaraw ku valucu’ nu heni a misakilikilim i ci Yisan. Salikulay i, ira ku pasuwalay,","到了傍晚時分在行中卻找不耶穌，發現耶穌沒有跟他們回家，因而心急就在路上邊問邊尋找，因為找不到耶穌，就再回到耶路撒冷聖殿，有人告訴他們說：","4"
"284581","15291","1","“Ma’araw aku ci Yis i lalavu nu pita’ungan a masasuwal atu ’alumanay a singsi saan.”","「耶穌在聖殿裡，聽老師們的教導並且與老師們討論聖經的教導。」","5"
"284582","15291","1","Sisa, tangsul satu ku heni a tayra i pita’ungan. Mipasuvana’ ku singsi nu Yutaya tu suwal nu Kawas i pita’ungan. Mapapalita ku heni tu pakayniay i tatudung nu suwal nu suwal nu vangcalay a cudad. Tangsul a masapinang a mamelaw nu heni, Masarucud cira a mitengil tu suwal nu ma’uvaday a singsi. Tala’a’ayaw cira a pasuwal tu i valucu’ay nira, araw mapaaw amin, ku ’alumanay tu nika sivenek nira.","他們到聖殿時果然如那人所說，耶穌非常專注聽老師們的教導，同時與老師討論其不明白的教訓，許多的人因此對他的智慧感到驚奇。","6"
"284583","15292","1","Nanu tu’as, mikadavu ku vava’inayan tu sakasiramud nu Pangcah, u niyan a lekakawa ku sakarayray nu pakayraay a demak.","自古，阿美族的婚姻制度採取招贅制度，靠此制度維持其母系社會的傳統習俗。","1"
"284584","15292","1","Katangasaan tu ku kasiramdaw a mihecaan nu va’inayan, mipalusiyan tu nika tadava’inayan ku valucu’, madengay tu mikadavu kaku i luma’ nu vavahiyan satu.","男的到適婚年齡時，炫耀其男子漢的氣概，而入贅於軟弱女方家。","2"
"284585","15292","1","U vavahiyan satu i, paca’uv tu ku ina atu wama i, tiya hakulung han a tayra i luma’ niya ka’ulahan a vavainayan a mihulul.","女方形式上在雙方父母的同意下，直接到情投意合的男方家mihulul，","3"
"284586","15292","1","Piliyawan nu remi’ad tayra tu i luma’ nu vavainayan a misakalavi, miasik tu salawacan nu luma’, mitala tu nikataluma’ nu maka’umahay, a malecapu a malavi.","於黃昏時分到男方家做飯掃地等待從田裡工作回來的情人共享晚餐後，","4"
"284587","15292","1","Matatudung tu ku tatukian, teyra hantu, nuya vavainayan a pataluma’.","於適當的時間在男方的護送下回到自己的家。","5"
"284588","15292","1","Madengay tu ku ni kalehulul satu. Namahaen satu masasuwal tu saka raramud, masapinang tu ku parapatan nu pataluma’ay. U vavahiyan satu, tayra tu i luma’ nu va’inayan, nanu davak a tayra, i sangsangdev a mitapi’.","感情進展到正是論婚嫁的時候，在結婚季節期間（約12月至翌年3月）一週至10日每日早上到晚上女方到男方家mitapi’。","6"
"284589","15292","1","I’ayaw nu kararamudan kina pinapinaay hakiy a remi’ad, saka kinatulu ku nika rekuku nu mainayan a lemuwad tu, a tayra i luma’ nu vavainay, a miradum, a mitumes tu caykeng, anu caay i, milaput tu sapakaen tu vavuy, ruma i malecavay tu vavainay a tayra i umah a dademak. Mitungal tu kasasuvana’, tangasa i pihaceng tu ku nikasasu’ulah nu valucu’ a tatusa.","到了成婚前數日女方每日晨雞鳴第三次時就起床，為男方挑水填滿水缸或赴甘藷園採集地瓜葉餵豬。有時與男方一起到田裡工作，一直到彼此之間的認識成熟、情投意合止。","7"
"284590","15292","1","Matini satu, mamelawtu nu vaki ku nika vangcal nu nilehulul tiya misulul, a dengay a pataluma’, u mihayay tu ku matu’asay nu va’inayan satu, ulilien tu nu luma’ ku vaki tayra i luma’ nu vavainay a semuwal tu sapataluma’ a demak, tiya kalamkam satu milaheci tira sakararamud a demak.","此時，女方長輩們看見青年親自送行女兒回家，便認為男方長輩同意這門親事，女方即在短期內派家族長輩（舅叔伯輩）到男方家裡商談結婚事宜，很快順利地完成這門親事。","8"
"284602","15293","1","Caay ka nikaw tu dateng ku Pangcah. Anu i liyalay tu, i umaumahay tu, i lutukay tu, ruma i mavaheray tu makaen a maemin nu Pangcah. tayra i liyalay i, ira ku vuting, kalang, lalacan, ’urang, kanasaw, damay atu masamaamaanay a rengus nu liyal.","阿美族不缺菜。無論海中的、陸上的、上山的或是飛的阿美族都會吃到海中有魚、螃蟹、烏龜、花螺、龍蝦、海膽、青苔、海絲帶以及海中的各色各樣的菜類。","1"
"284603","15293","1","I umaumahanay i, ira ku tatukem, kawpir, apalu, vahuk, tananuman, lumingay, vata’an, rihum, tevi’, vadas, sama’, tayaling, kenaw, vida’ul, tamurak, tali atu masamaamaanay makaenay a pinalengaw.","陸上有、龍葵、蕃薯嫰葉、野鵝菜、麵包果、芋莖乾幹、佛手瓜、長豆、樹豆、紅豆、萊豆、絲瓜、翼豆、山萵苣、苦瓜、蔥蒜、胡瓜、南瓜、芒草心、生薑、芋頭、竹筍、辣椒、莧菜、水耳以及各種可吃的植物。","2"
"284604","15293","1","I lutukay i, ira ku sukuy, adeci, dungec, paheku, lukut, kacumuli, ’alem, lawal, mancel, atu masamaamaanay a titi nu a’adupen.","山上有木虌子、箭荀、山棕心、黃藤心、龍葵、蕨菜、山蘇、蝸牛、腹斑蛙、穿山甲、飛鼠和山羌的小腸以及各種獸肉。","3"
"284605","15293","1","U titi nu mavaheray a ’ayam i, ciluciluk, vanul, pulu’, tikukuway, karnis, ’altipal atu nu masamaamaanay a ’ayam.","飛禽的肉包含燕子、麻雀、野鴿子、鵪鶉、白秧雞、環頸雞、黑頭翁 、藍腹鵲以及各種可吃的飛禽肉。","4"
"284606","15293","1","U kakaenen nu Pangcah i, caay kahati:ni aca, adihay hen caay tu kaw papilien kaw lalasawaden, a matila aca u maan ku ka’ulahan nu misu a dateng saw?","說到阿美族的菜餚不是只有這些而已，還有很多可謂不勝枚舉，那麼 你到底喜歡那一種菜餚呢！","5"
"284648","18746","1","”U ’Amis hananay a tamdaw, u ’Amis hananay a tamdaw, u dademakay tu remi’ami’ad, caayay ka talaw tu cidal atu ’urad, hi yu hu hay yan, micekiw sa i liyal, mikalang i ’alu, lipahak tu remi’ami’ad.” U radiw ni Divuk -Uteng vaki kiniyan.","「阿美族人是天天勤奮工作的民族，不怕日曬雨淋，嘿嚘吼嗨漾，不但能下海撿貝類；而且還上山捉螃蟹，日日是快樂日。」","1"
"284649","18746","1","U kavana’an atu ka’ulahan nu mita kinian a radiw, maanenaca mapu’lac nira a masapinang ku tatudung, nu ma:an a ’urip nu mita u Pangcah. kapah a tengilen kina radiw, tadamatumes nu lahkelay, lipahakay a valucu’ i sasivu’an nira, tadamapatalahekal henay nira, ku micidekay a demak nu mita u Pangcah. Su’linay matiya u wawa nu liyal atu lutuk kita u misaPangcahay. Caay ka cangu’ut kita tu saka ’urip atu kakaenen.","這首歌謠是我們最耳熟能詳，也是最能朗朗上口的歌，因為它的詞意道盡了我們生活文化的真實面，以及阿美文化的特色；在歡樂的曲調中，散發出民族知足常樂的特性。","2"
"284650","18746","1","Anu malaluk a dademak i, adihay i liyal ku dateng, adihay i umaumahan ku sinavel, adihay ku vuting i tarawadaw, manga’ay yaca a talalutuk a mi’adup, mitalakal. Wata: kita u misaPangcahay, dengay tu kita a ma’urip i tini i hekal u tatapalen.","阿美族儼然是個大自然山海的兒女，可以靠山靠海生活，只要勤奮，海裡來山裡去，一點兒也不愁吃喝；所以說，阿美族是可以在天地間安然存活的民族；","3"
"284651","18746","1","Kalumelaaw nu mita ku venek nu rayray nu tatu’asan nu mita, pa’uripaw nu mita ku kapahay a suwal nu mita u Pangcah.","讓我們珍惜祖先們遺留下來的生命智慧，更讓我們傳承獨有美麗的阿美族語。","4"
"284652","18747","1","Ma’urun tu kisu tu vunak nu liyal? Ma’urun naca tu pipakaenan tu rarapa a lutuk? Matenes tu kisu a caay pikalang a patenas tu matu’asay?","想念家鄉的沙灘嗎？想念曾經放牛的山頭嗎？你多久沒去抓螃蟹慰勞老人家了呢？","1"
"284653","18747","1","Matenes tu kisu caay pakatengil tu nikarekuku nu mainayan a ’ayam? Masimsim hen isu, u tada mavana’ay a mipacingay a selal kita?","你多久沒聽到公雞叫的聲音呢？你還記得我們曾經是最會射魚的年齡階層嗎？","2"
"284654","18747","1","Maala aku ku pacaycipin nu i luma’ay ku tanupiras sananay a kanasaw. Katengilan nu maku ci tama tu vavuy nu lutuk ci Vuyan vaki i nacila saan.","收到部落宅急便的海膽很肥，也聽說○○叔叔有獵到山豬呢，","3"
"284655","18747","1","Ira hen ku katengilan nu maku mamihulul isu i’ayaw ci Panay u mamikadavu tayra i Vutud saan. matini taluma’ i tina kalalikidan a rumi’ad, masasu’araw, matatakid hen kita tu epah nu havay.","還有你以前的女朋友要嫁給達悟族的人呢。今年豐年祭要回來唷，我們好好喝幾杯小米酒唷。","4"
"284656","18748","1","Pelek han nu maku ku mata, terep sa makasimsim tu nipiliyas nu misu, wata ku tangu’ur nu valucu’ aku. mavana’ kisu, sa temeked, sa cacay sa, a maru’ i putal, makasimsim tu kaku tu nalikulan nu misu a miliyas.","輕輕的閉上雙眼，默默的想著離去的你，你知道我對你有多不捨，靜靜的讀做庭院，想起你那離去的背影，","1"
"284657","18748","1","Nika, anini satu wata ku nikararaay, atu nika lalaed, anu hacuwa satu a mamelaw ku tireng nu misu, a caay tu pakatengil tiya sa’alesu’ sananay a ngiha nu misu.","但，如今你已離我遠去，不再見到你的身影，再也聽不到你的聲音，","2"
"284658","18748","1","Nika, pasu’elin kaku, masiday kisu itini i kemud nu valucu’ aku, masimsim kisu, mararum ku valucu’, ruhu sa, terep sa kaku, mangalev ku ’urun nu maku i tisuwanan.","但，我相信，你留在我心深處，想起你，心悲悽，我低頭，我沉默，更思念你。","3"
"284659","18749","1","Tiya cacay a remiad, yu macaculi cima ku savana’ay nasaan ku lives atu cidal i, situdung saan, araw ira kiya mita’elivay a tamdaw mamelaw nu heni, mi caluk tu valayvayay a tangsuy.","有一次，北風和太陽正在爭論誰比較有本事。他們正好看到有個人走過，那個人穿著一件斗篷。","1"
"284660","18749","1","Masasuwal tu ku heni, cima kira makawacay tu nicalukan nira satu, u raan ku savana’ay satu.","他們就說了，誰可以讓那個人脫掉那件斗篷，就算誰比較有本事。","2"
"284661","18749","1","Urasaka, kinavalah sa a mi sakilemel a mi’iyup kira lives.","於是，北風就拚命地吹。","3"
"284662","18749","1","Samaamaanen nira, ku nipisakilemel a mi’iyup, mangalengalev ku ni pipenec nira tiya tangsuyan.","怎知，他吹得越厲害，那個人就越是用斗篷包緊自己。","4"
"284663","18749","1","Salikulay satu, awaay tu ku venivenis nira lives, sawad satu.","最後，北風沒辦法，只好放棄。","5"
"284664","18749","1","Liyaw satu, tahekal sa kiya cidal a pawali, araw tangsul satu a mihelung tiya tangsuyan kira tamdaw.","接著，太陽出來曬了一下，那個人就立刻把斗篷脫掉了。","6"
"284665","18749","1","Ura saka, maanen ku vana’, mademecay yaca kaku satu kiya lives, awaay tu ku sasuwasuwalen nira.","於是，北風只好認輸啦。","7"
"284666","18750","1","Iti;ya hen, ira kiya matu’asay, tatulu ku wawa nira, nika u satukaay a mawmah, sahuluhulul sa tu remi’remi’ad caay kangalay a dademak.","從前，有一位老人，他有三個孩子工作都很懶惰，整天玩耍不勞動。","1"
"284667","18750","1","Livut sa kira wama nu heni, maamaanen a semuwal caay tu pitengil.","他們的父親很厭煩，說也不聽。","2"
"284668","18750","1","Tuya cacay a remi’ad, adada kira wama nu heni, mangata tu a mapatay, angang han tu kiya tatuluay a wawa a patayni i a’ayaw nira, suwal satu tira wawaan.","有一天，他們的父親生病，病得快要死了。他把三個孩子召喚到跟前，他對孩子說：","3"
"284669","18750","1","“Mangata tu a mapatay kaku, adihay ku ekim nu maku, malaveng i a’ayaw nu luma’ a umah, anu mapatay tu kaku, katayra mikali kiya ekim, sasisien namu” han kiya wawa nira. maherek a semuwal kiya matu’asay, araw tepek satu ku mata.","「我快要死了，我有很多金子埋在家前面的田裡，我要是死了，你們去把那些金子挖出來，你們分吧！」說完就死了。","4"
"284670","18750","1","Tayra tu kiya wawa i umah, mikali tu ku heni a masaremi’ad masalavi’i, nika awaay ku nikamelawan nu heni tiya ekim.","老父親死後，三個孩子到田地裡去，整天整夜地挖掘，還是找不到金子。","5"
"284671","18750","1","Irevung irevung tu ku nitatak tira lakuan, awaay tu a mamelaw nu heni kira ekim, “nipaluma tu havay ku kapah” satu ku heni a malekaka.","那塊田地讓他們挖的越來越深了，也沒有發現什麼金子。「只好種小米吧！」他們三人說。","6"
"284672","18750","1","Mangata tu ku pisahavayan, awaay ku makaviluay tu nika vangcal niya havay nu heni, itiya a mavana’ ku heni tu suwal nu wama.","收小米的季節到了，他們的小米收成特別的好，誰家也比不上。","7"
"284673","18750","1","U niyan a havay kiya ekim hananay nu wama ita satu a masamata a mavana’, tuna mahaen satu, malaluk tu ku heni a mawmah tu umah.","這時，他們才明白父親的話：「父親說的金子，就是這些金子呀！」從此，三個孩子辛勤的工作了。","8"
"284674","18751","1","Ci yang-cuwang-kuwang i valangaway a masuvuc, u pacidal ku ngangasawan nanu adidik, malalukay atu mitengilay a wawa. Anu ira kuni piculcul nu matu’asay, tangsul sa cira a midemak. U kaka’ulahan nu matu’asay.","楊傳廣出生於馬蘭部落太陽氏家族。小時侯是一位勤奮又乖順的孩子。只要是長老的派遣，他立刻前往執行，也因此深受長老們的喜愛。以前農田寬廣，接近中午時刻，都是由他負責跑回家取午餐，而他總是能及時把餐點送達給長輩。","1"
"284675","18751","1","Itini i cacudadan anu mavekac atu mihatevu awaay ku maka demecay, caay ka alasuwal manuneng cira. U mingataay i ciraan, ma’ulah a misacavay kavana’an nu singsi kuni kasivekac nira, panganganan a misiay tu vekac.","在學校，無論是跑步或是跳遠，他的運動才能無人能及，人人稱羡。他 寡言溫馴的個性，使得人人都喜歡接近他並和他做朋友。後來，老師發現他的跑步才華，推派他前往參加運動競賽，仍然無人能夠追趕上他。縣政府看到他的優異表現非常高興，選派他參加國家運動會，贏得十項金牌。","2"
"284676","18751","1","Maala nira ku kimpay nu Tikaselun i 1954 a mihecaan, tayra i Vilipin a misiay tu “Tikaselun” malawit nira ku kiruku, manay pangangan hantu “Ciyan Aylen”.","後來，1954年稻穗成熟時，在菲律賓參加競賽，打破亞運記錄，成為公認的「亞洲鐵人」。臺灣舉國歡騰熱烈迎接他。","3"
"284677","18751","1","I 1960 a mihecaan, tayra i Luma misiay tunu “Ulinpiku”, maala nira ku kimpay nu “Tikaselun” u saayaway cira nu Asiya a makademec tu padaka a tamdaw.","1960年羅馬奧運會奪下十項銀牌，所有的人都訝異他驚人的表現，是亞洲在奧運會十項全能第一位奪牌的選手，臺灣人都引以為傲。","4"
"284678","18751","1","Uyaantu a miheca, i tila i Amilika mikihatiya a misiay tu “Tikaselun” a undukay nu Sikay. malawit nira ku sapatinsu awaaytu ku sapatungal, Namahaen sumad hantu nu Ulinpiku ku sapatinsu.","次年夏季在美國參加世界運動會，超越世界計分紀錄，因此奧林匹克委員會決定修改計分原則。","5"
