"dialect_id","lesson_no","word_order","word_ab","word_ch"
"1","28","3","mavalud","集中"
"1","28","4","kakitin","手牽手"
"1","28","5","mavuhat","開啟"
"1","28","6","talalikul","後退"
"1","29","1","masuritay","筆錄"
"1","29","2","nisangaan","成品"
"1","29","3","malumanay","舊的"
"1","29","4","nalikulan","過期"
"1","29","5","masakuduay","製作成品（如：蒸籠）"
"1","30","1","kakawasan","古老時期"
"1","30","2","masuvuc","出生"
"1","30","3","kalavian","傍晚"
"1","30","4","valiyus","颱風"
"1","30","5","misumad","修訂"
"1","30","6","matatawa","幽默感"
"2","1","1","masa’opo","集中的、聚集的"
"2","1","2","pisaniyaro’","創設部落"
"2","1","3","faco","輪廓"
"2","1","4","irikor","在後面"
"2","1","5","sa’alomanay","最多的人"
"2","1","6","nowalian","在東邊的"
"2","1","7","marenaf","遍布"
"2","1","8","ropisak","分散"
"2","1","9","itenokay","在中間的"
"2","1","10","nikalatoloay","成為三個的"
"2","2","1","maledef","遍布"
"2","2","2","pasa^etip","西部（指都會區）"
"2","2","3","matiniay to","就這樣了"
"2","2","4","nikalopisak","擴散"
"2","2","5","malaliw","被離開、被溜掉"
"2","2","6","kaliomahan","耕作地"
"2","2","7","diwadiwang","寂靜"
"2","2","8","ciramod to","結婚了"
"2","3","1","kasasiroma","分類差異"
"2","3","2","ngarngar","口音、鄉音"
"2","3","3","masasi’adaay","互相敵對的、有敵意的"
"2","3","4","malecaday","相同的"
"2","3","5","pasapinang","表示、說明"
"2","3","6","tinako","譬如、例子"
"2","3","7","karo&rsquo;","柚子"
"2","3","8","macaco’isay","顛倒、相反"
"2","3","9","kahecid","甜（秀姑巒阿美語）"
"2","3","10","kacedah","鹹（秀姑巒阿美語）"
"2","4","1","no^etipan","西邊的"
"2","4","2","salaloma’ay","在內的"
"2","4","3","miringiay","依靠"
"2","4","4","tapalen","俯看、檢視"
"2","4","5","kakakenis","分割"
"2","4","6","mikingkiway","研究者"
"2","4","7","Siwkolan","秀姑巒"
"2","4","8","nilongocan","所要求的"
"2","4","9","lalengawan","根源"
"2","4","10","paytemek","各自的"
"2","5","1","maliwasak","分布、分散"
"2","5","2","’adipel","圍牆、圍籬"
"2","5","3","kasa’opoan","聚會的埸所"
"2","5","4","kacipinangan","特色"
"2","5","5","facidol","麵包樹（果）"
"2","5","6","sarikec","約束力、法規"
"2","6","1","mingataay","靠近"
"2","6","2","mikitado^","依靠"
"2","6","3","miso’ayaw","面對"
"2","6","4","sa’enaf","火耕領域"
"2","6","5","kalopiholol","當休閒"
"2","6","6","enaray","平地"
"2","6","7","misafonon","開墾種水稻"
"2","6","8","mamalitod","可以收獲"
"2","7","1","lekakawa","打包行囊、工作前所需之備品"
"2","7","2","masakapotay","團隊、工作團隊"
"2","7","3","madado^do^","一個接一個"
"2","7","4","pakarongay","（年齡階級）最年輕的成員"
"2","7","5","rarakaten","要走的路、要完成的計劃"
"2","7","6","pisowac","成年禮訓練"
"2","7","7","misaparod","建立家庭"
"2","8","1","mipolol","自治"
"2","8","2","mipatayay","殺人的"
"2","8","3","mita’ta’ay","砍人的"
"2","8","4","mikoliniway","偷竊"
"2","8","5","nikalapakoyoc","成為乞丐；窮苦"
"2","8","6","ma’odangay","性騷擾者"
"2","8","7","patelac","違規"
"2","8","8","malikolongay","沒入牛隻"
"2","8","9","malifafoyay","沒入豬隻"
"2","8","10","makakenis","互相分割"
"2","9","1","malali’ayay","愛好和平的、促成和平的"
"2","9","2","halilafangay","好客的"
"2","9","3","militemoh","迎接"
"2","9","4","micada^","參加、參與"
"2","9","5","patakos","報訊"
"2","9","6","sapihamham","作為接待用之物"
"2","9","7","masasingodo^","互相尊重"
"2","10","1","pisarafar","旱地"
"2","10","2","pisalopas","種水蜜桃"
"2","10","3","kiseraay","生薑"
"2","10","4","pinaloma","所種植的"
"2","10","5","katepaay","找到的；紅糯米"
"2","10","6","misapayso","外展"
"2","10","7","misiwar","轉變"
"2","10","8","sakakinto’","使致健康"
"2","10","9","tingalaway","清澈"
"2","10","10","misapayso","製造錢、賺錢"
"2","11","1","kakafien","喝（湯）"
"2","11","2","sinafel","菜"
"2","11","3","picacak","煮"
"2","11","4","kakaenen","可吃的"
"2","11","5","naniriyaray","從海裡的"
"2","11","6","mipapacingay","射（魚）"
"2","11","7","malingad","啟程"
"2","11","8","ririden","牽著"
"2","11","9","saka^eso’ay","最好吃的"
"2","11","10","kangalayan","想要的"
"2","12","1","losid","傳統服飾"
"2","12","2","kasasiroma^","差異"
"2","12","3","safinalan","頭飾"
"2","12","4","’eres","配件"
"2","12","5","kipin","短上衣"
"2","12","6","cisiringan","頭目紅色長袍"
"2","12","7","kayap","黑色繡花圍裙"
"2","12","8","inapil","綁腿褲"
"2","13","1","nipatirengan","所蓋的、所設立的"
"2","13","2","pikacawan","瞭望台"
"2","13","3","mipalitaay","詢問者"
"2","13","4","lalosidan","公物、資産"
"2","13","5","miang^ang","呼喊報訊"
"2","13","6","pipahapinangan","彰顯、表示、展現"
"2","13","7","nikarikec","團結一致"
"2","14","1","pakasaw","成年禮"
"2","14","2","sakinotamdawan","為人處事的道理"
"2","14","3","sakatanestes","帥、英俊"
"2","14","4","pinalengaw","植物"
"2","14","5","tariktik","敏捷、敏銳度"
"2","14","6","tatamorongen","要承擔的"
"2","14","7","misongila’","維護、彙整"
"2","14","8","kakitaan","頭目、貴族"
"2","14","9","mi’afatay","第二階級的成員"
"2","15","1","haliradiway","愛好歌唱"
"2","15","2","halikeroay","愛好跳舞"
"2","15","3","rarikorikor","後輩"
"2","15","4","soraratan","聚會所廣場"
"2","15","5","kakeridan","領導者、帶領者"
"2","15","6","miki’eciw","領唱"
"2","15","7","malangohahay","戀愛者；抒情的"
"2","15","8","saseliselic","滑、順"
"2","16","1","tatapangan","根源"
"2","16","2","pisaparod","成為家"
"2","16","3","piterongan","核心"
"2","16","4","kasangasaw","各氏族"
"2","16","5","matatodongay","剛剛好的"
"2","16","6","mikadafoay","入贅的"
"2","16","7","kalodafodafong","所有財產"
"2","16","8","pisakakaenan","料理、煮飯"
"2","16","9","misaringo","取暖、烘烤"
"2","16","10","makakongko","分享故事"
"2","16","11","matonemnemay","像泉水的"
"2","17","1","masasipadang","相互幫忙"
"2","17","2","pipataloma’an","結婚日、帶回家的那一天"
"2","17","3","miterongay","主持人、仲裁者"
"2","17","4","mararamoday","結婚的"
"2","17","5","patosokan","根據"
"2","17","6","madenga","被感染"
"2","17","7","sakacitelocaw","使其有後裔"
"2","17","8","sakacipising","使之有顏面"
"2","17","9","midimata’","掮扛"
"2","18","1","sapalengaw","祭司"
"2","18","2","tadaparanaan","做為基礎"
"2","18","3","kakakelakelac","分割、分別的"
"2","18","4","mamalakakeridananay","成為領袖的"
"2","18","5","mikimad","演說"
"2","18","6","kamaoc","集會"
"2","18","7","sapirayrayaw","使之傳承"
"2","18","8","pisi’ayaw","面對"
"2","18","9","palapalipaliway","成為相互幫助者"
"2","19","1","ni’imeran","所珍惜的"
"2","19","2","mapasaterep","被終止"
"2","19","3","kapaysinan","有禁忌的"
"2","19","4","pakarikecen","從法律的"
"2","19","5","mihecahecaan","每年"
"2","19","6","kalolalosidan","所有器物"
"2","19","7","tatefitefingen","任何碰觸"
"2","20","1","sariri^","樑柱"
"2","20","2","’alecam","芒管"
"2","20","3","tatakel","連床"
"2","20","4","mapa’acefel","被燻"
"2","20","5","’ariri^","穀倉、倉庫"
"2","20","6","pipawalian","曬榖場"
"2","20","7","kamaya^","毛柿"
"2","20","8","masatisil","陳列、排列"
"2","21","1","kasinowayan","安寧的"
"2","21","2","nikamadikmik","律動"
"2","21","3","mikadkaday","挖掘的、查證的"
"2","21","4","marahomer","熔化"
"2","21","5","wakawak","空手的；言行舉止"
"2","21","6","mamakari’ang","被損害"
"2","21","7","kakafaheka&rsquo;an","驚奇的"
"2","21","8","kakararoraroman","難過的事"
"2","21","9","mamalahedaway","將消失的"
"2","22","1","malepelay","被抓的"
"2","22","2","sapipalasawadaw","消除"
"2","22","3","kalolisin","各儀式"
"2","22","4","malasikawasay","成為祭師"
"2","22","5","’aisidan","師父級之祭師"
"2","22","6","kalosalo’afa’afang","所有靈魂"
"2","22","7","mipohpoh","拍打醫病"
"2","22","8","misatahowahoway","全身擺動的"
"2","22","9","mamipaterep","使之停止"
"2","23","1","madaponohay","寡婦；鰥夫"
"2","23","2","lengac","月桃"
"2","23","3","misi^si’","潑水"
"2","23","4","hawopen","圍起來"
"2","23","5","maponengay","寡婦；（不孕的）婦女"
"2","23","6","makedal","亁旱"
"2","23","7","kasini’adaen","憐憫、可憐"
"2","24","1","pifolesak","撒種"
"2","24","2","marengreng","成群結隊"
"2","24","3","tarawadaw","河流"
"2","24","4","licinowas","分支"
"2","24","5","mitafa’","堆製堰閘"
"2","24","6","alekapadapadang","互相協助"
"2","24","7","mamadayom","擔負"
"2","24","8","mafafilofilo","競逐"
"2","24","9","mipafatis","分享（食物）"
"2","24","10","maka^erer","如結繩"
"2","25","1","pitademan","墓園"
"2","25","2","taporo","墓地"
"2","25","3","kariponan","日治時期"
"2","25","4","sarikoran","後方庭園"
"2","25","5","mikarkar","挖掘"
"2","25","6","mapatayay","去世者"
"2","25","7","taterongan","中間"
"2","25","8","pa’olicay","吟唱者"
"2","25","9","pakinali","俱增；過份"
"2","25","10","misaKiristoay","基督徒"
"2","26","1","kerah","（退潮）土地乾旱"
"2","26","2","mania’ay","經歴，經驗"
"2","26","3","sapalimo’ot","叮嚀"
"2","26","4","pariyaray","海邊的"
"2","26","5","sapipalal","提醒"
"2","26","6","lafades","失敗"
"2","26","7","fiyor","（地球運轉的）影響"
"2","26","8","nika’imer","珍惜"
"2","27","1","karomadiw","歌唱法"
"2","27","2","piki’eciw","起唱"
"2","27","3","micaradaw","複合唱"
"2","27","4","kapolongan","共有的"
"2","27","5","mafafalifalic","交換的"
"2","27","6","mamakeroke:ro","必要跳舞"
"2","27","7","mikapotay","共同參與"
"2","27","8","pilekakawaan","農務之地"
"2","27","9","matatootoor","相互跟進"
"2","27","10","alekatatosatosa","兩個一對對"
"2","27","11","matatihefahefa","重疊的"
"2","28","1","kakalimelaan","很重要的"
"2","28","2","malimooday","圓的"
"2","28","3","mihaliyok","繞、繞行"
"2","28","4","’aliwatecen","交叉"
"2","28","5","misatakotakod","蹦蹦跳跳"
"2","28","6","tanestes","正點、漂亮"
"2","28","7","pakaynien","透過、藉由"
"2","29","1","ma’anangay","保存；文獻"
"2","29","2","pisa’atomo","陶藝"
"2","29","3","sakacaloway","方便性"
"2","29","4","nakamayan","手工藝、成品"
"2","29","5","kapowa","陶壺"
"2","29","6","pisafonon","種植水稻"
"2","29","7","pakitangalen","置於頭頂、頂在頭上"
"2","29","8","miradom","取水、挑水"
"2","30","1","fenek","智識"
"2","30","2","madadafitay","連結"
"2","30","3","ngasaw","家屬、親屬"
"2","30","4","midotocay","繼承"
"2","30","5","mico’isay","顛倒、相反"
"2","30","6","cinais","不舒服"
"2","30","7","pakemot","玩樂、玩笑"
"3","1","1","masolinga&rsquo;","有系統的"
"3","1","2","mawasil","分門別類"
"3","1","3","makomod","統治"
"3","1","4","misilsil","有序的安排"
"3","1","5","masadahtalay","空曠的平原"
"3","1","6","taliyok","周圍、四周"
"3","1","7","mararaay","（距離）很遠"
"3","1","8","kicay","經濟"
"3","1","9","siyakay","社會"
"3","1","10","miliyas","離開"
"3","1","11","Tokay","都市"
"3","2","1","maledef","遍布"
"3","2","2","patek","（單位數詞）千"
"3","2","3","so’ot","一百"
"3","2","4","kitakit","國家"
"3","2","5","sakowan","管轄"
"3","2","6","makaala","取得"
"3","2","7","sapiliyas","離開"
"3","2","8","pisahalaka","規劃"
"3","2","9","mikilim","尋找"
"3","2","10","malopisak","分散"
"3","2","11","kaliomahan","耕作地"
"3","2","12","sonisoni","聲音"
"3","2","13","satomesek","根深蒂固"
"3","3","1","ngarngar","語音、語調"
"3","3","2","cifenekay","專家"
"3","3","3","masasi&rsquo;ada","互相敵對"
"3","3","4","pisakilac","劃分"
"3","3","5","mikadkad","研究"
"3","4","1","kalala&rsquo;ed","間距"
"3","4","2","matelengay","拉長"
"3","4","3","tangasa","到達"
"3","4","4","sakowan","管轄"
"3","4","5","mililis","沿線"
"3","4","6","kafolawan","遷徙時期"
"3","4","7","matatapal","相望"
"3","4","8","milongoc","要求"
"3","5","1","Taypinyan","太平洋"
"3","5","2","talatimol","往南"
"3","5","3","matena&rsquo;","阻擋"
"3","5","4","patirengan","成立"
"3","5","5","pilikakawaan","事務中心"
"3","5","6","dademaken","工作要項"
"3","5","7","’amoto","水泥"
"3","5","8","maraod","到期"
"3","5","9","sapitongal","補貼"
"3","5","10","mihalaka","準備"
"3","6","1","mikitado","依靠"
"3","6","2","malacecay","融合"
"3","6","3","mililisay","沿海"
"3","6","4","mapalosiyangay","流傳"
"3","6","5","macahicahiw","貧窮"
"3","6","6","masadahtalay","平原"
"3","6","7","kanikaw","缺乏"
"3","6","8","masolafo","洋房"
"3","6","9","tadamaanay","重大的"
"3","7","1","tadakalimelaan","最重要"
"3","7","2","masakapotay","社會組織"
"3","7","3","masinanotay","嚴謹的"
"3","7","4","midipang","維護"
"3","7","5","lalengawan","命脈"
"3","7","6","kalakapahan","成為青年"
"3","7","7","parengreng","特殊訓練"
"3","7","8","kasasingrad","各層級"
"3","7","9","pilicekahan","初體驗"
"3","7","10","sakaciepoc","功能"
"3","7","11","mamireko","執行"
"3","7","12","kacalohan","緊急事務"
"3","7","13","sapingodo","社會倫理"
"3","7","14","kacipinangan","符號；證據"
"3","8","1","sakinotamdawan","道德"
"3","8","2","mapalatilid","文字化"
"3","8","3","sapisafangcal","維持"
"3","8","4","mipacarcaran","臨時"
"3","8","5","tatinakoan","略舉"
"3","8","6","sakinotireng","自身"
"3","8","7","kacinaherekan","結果"
"3","8","8","malininaay","親族"
"3","8","9","patefoc","賠償"
"3","8","10","makera","發現"
"3","9","1","palafangay","觀光者"
"3","9","2","tadamahapinang","風光明媚"
"3","9","3","mangalef","尤其"
"3","9","4","masakaratay","崎嶇不平"
"3","9","5","masakawalay","梯形狀"
"3","9","6","sakacipinang","目標"
"3","9","7","satomeked","獨立"
"3","9","8","dihkoay","溫暖的"
"3","9","9","masapadiyac","峭壁"
"3","9","10","satelangay","古老的"
"3","10","1","talihoc","自然生態"
"3","10","2","mito&rsquo;eto&rsquo;ay","工藝家"
"3","10","3","maa’ise’ised","競爭力"
"3","10","4","palowad","帶動"
"3","10","5","sayfo","師傅"
"3","10","6","misafaco","設計"
"3","10","7","folis","花紋"
"3","10","8","misafaelohan","創新"
"3","10","9","nikawitan","織品"
"3","11","1","mikaomahan","農作物"
"3","11","2","litakawan","副食"
"3","11","3","mililafang","招待"
"3","11","4","caykaeca","一定"
"3","11","5","pisacacak","烹調法"
"3","11","6","mirokrok","沸騰"
"3","11","7","misasiraw","醃製肉"
"3","11","8","manta&rsquo;ay","生肉"
"3","12","1","kasasiroma","彼此有差別"
"3","12","2","kalamkam","勤快"
"3","12","3","kacifenek","使具有才智"
"3","12","4","&rsquo;a&rsquo;isedan","巫師的首領"
"3","12","5","todongay","意義、含意"
"3","12","6","lilengawan","根源"
"3","12","7","serangawan","文化"
"3","12","8","&rsquo;eres","裝飾"
"3","12","9","limecedan","少女、姑娘"
"3","12","10","ciinapir","繫腰帶"
"3","13","1","mikawit","鈎織"
"3","13","2","miwikwik","編竹籃"
"3","13","3","pakimadan","講述場所"
"3","13","4","macacorok","輪流"
"3","13","5","malopidipangan","守護之處"
"3","13","6","pikacawan","暸望台"
"3","13","7","mafiyol","影響"
"3","13","8","lasawasawad","逐漸的"
"3","13","9","kalikodaan","歌舞場地"
"3","14","1","parengreng / pakasaw","特殊訓練"
"3","14","2","malapakarongay","成為青少年組"
"3","14","3","sakitamdaw","為人處事"
"3","14","4","pinanowang","動物"
"3","14","5","pinalengaw","植物"
"3","14","6","sapilifetaw","特殊考驗"
"3","14","7","tariktik","敏捷"
"3","14","8","tatamorongen","承擔責任"
"3","14","9","patalahekal","公開表明"
"3","14","10","mamiridrid","帶領"
"3","14","11","kakitaan","領袖、議長、酋長"
"3","14","12","mamitolon","主祭、禱告"
"3","14","13","misalongoc","祈求"
"3","14","14","palimo&rsquo;ot","訓勉"
"3","15","1","tomerep","不出聲"
"3","15","2","sapisayal","減輕疲老"
"3","15","3","sapilawalaw","故意忘記"
"3","15","4","kinafalah","自己放棄"
"3","15","5","lahoday","輕鬆的"
"3","15","6","sapikapotan","想參加"
"3","15","7","malangohahay","戀愛的"
"3","15","8","sapihalhal","迎賓用"
"3","16","1","kanatal","國家"
"3","16","2","misaparod","建立爐灶"
"3","16","3","miketon","決定"
"3","16","4","kalomanmaan","任何事物"
"3","16","5","misakawanan","操持家務"
"3","16","6","malopatih","作為側壁"
"3","16","7","pisalamalan","生火處"
"3","16","8","pisangiroan","取暖生火處"
"3","17","1","sakiramod","婚姻制度"
"3","17","2","hakakerem","太陽下山"
"3","17","3","pakalafi","請吃晚餐"
"3","17","4","sawinaay","家長"
"3","17","5","malokayakay","當媒人"
"3","17","6","hinghing","婚禮上為女方親屬特別準備的饋贈"
"3","17","7","’apelad","一大塊之量"
"3","17","8","kawat","大拇指與中指張開的距離"
"3","17","9","piko&rsquo;","一指骨的長度"
"3","17","10","ranap","檳榔的穗包"
"3","18","1","pakainaay","母系"
"3","18","2","finawlan","社會"
"3","18","3","cingangan","聲望、地位"
"3","18","4","sakatanektek","奠定基礎"
"3","18","5","lalamitan","根基"
"3","18","6","mikomoday","治理"
"3","18","7","pinasiday","留存"
"3","18","8","kasangasaw","各氏族"
"3","18","9","pafilongan","過年"
"3","18","10","malinaay","親族"
"3","19","1","saka&rsquo;orip","生活起居"
"3","19","2","milalangay","禁止的"
"3","19","3","sakingodo","禮儀"
"3","19","4","sakalihaday","生活順遂"
"3","19","5","lalomowad","行前"
"3","19","6","kacipades","禍害"
"3","19","7","pato’aya","獻祭"
"3","19","8","mifahfah","禳祓"
"3","20","1","fadahong","屋頂"
"3","20","2","malohecek","作為木樁"
"3","20","3","mareko","辦妥"
"3","20","4","takar","藤編的連床"
"3","20","5","malokafoti&rsquo;an","作為連床"
"3","20","6","payloma&rsquo;","挨家挨戶"
"3","20","7","masacakafao","不長蛀蟲"
"3","20","8","malasakanga’ay","使之完美"
"3","20","9","masasikak","成四方形"
"3","20","10","masa&rsquo;apilis","斜坡"
"3","20","11","pawalian","曬穀場"
"3","20","12","fiyafiyaw","各鄰居"
"3","21","1","palenlenen","使之洪水"
"3","21","2","paco&rsquo;ay","報復"
"3","21","3","sapilaliwaw","為了躲避"
"3","21","4","mikalic","乘"
"3","21","5","kamaro&rsquo;an","居住地"
"3","21","6","kahiceraan","目的地"
"3","21","7","pakayni","經過這邊；從"
"3","21","8","sasiroma","不同"
"3","22","1","citodongay","有責任"
"3","22","2","pafahfah","除邪淨化儀式"
"3","22","3","pakawasan","鬼神作崇"
"3","22","4","tatodong","基本條件"
"3","22","5","mitahidang","邀請"
"3","22","6","papifetir","祼祭"
"3","22","7","misa&rsquo;ir","驅除病魔"
"3","23","1","kakedalan","乾旱季節"
"3","23","2","tefon","水井"
"3","23","3","kerah","退潮"
"3","23","4","pileno","漲潮"
"3","23","5","tepong","洞穴"
"3","23","6","malosapipa&rsquo;orad","作為提供祈雨的工具"
"3","23","7","mikorac","潔淨"
"3","23","8","maponengay","寡婦之尊稱"
"3","23","9","malalesilesi&rsquo;","相互潑水"
"3","23","10","manikaw","欠缺"
"3","23","11","salang","液體"
"3","23","12","kasini&rsquo;adaen","憐憫"
"3","23","13","pisalongoc","懇求"
"3","24","1","mahapinangay","具代表性"
"3","24","2","marengreng","集體行動"
"3","24","3","masacapa’ay","分岔口"
"3","24","4","misedef","堰閘"
"3","24","5","sapitartar","木樁"
"3","24","6","kalamkamen","快速"
"3","24","7","matomesek","落實"
"3","25","1","madepoc","斷氣"
"3","25","2","malato&rsquo;","斷裂"
"3","25","3","talatangingaaw","耳目"
"3","25","4","mi&rsquo;ang&rsquo;ang","招喚"
"3","25","5","pi&rsquo;ocil","哭求"
"3","25","6","milalang","阻止"
"3","25","7","pitooran","宗教信仰"
"3","25","8","micohong","吊唁"
"3","25","9","cipadesay","喪家"
"3","25","10","mirikap","弔慰"
"3","26","1","patosokan","目標"
"3","26","2","niharatengan","想到的"
"3","26","3","&rsquo;ingay","方向"
"3","26","4","malakohaw","變成湯"
"3","26","5","fadas","菜豆"
"3","26","6","pariyaray","靠海維生者"
"3","26","7","kafiyor","受影響"
"3","26","8","pierac","退潮"
"3","26","9","makadofah","豐收"
"3","26","10","wakawak","徒手"
"3","26","11","fenek","知識"
"3","26","12","teleng","拉直"
"3","26","13","pedeng","震耳欲聾"
"3","26","14","canglalan","月圓"
"3","26","15","maapac","遲到"
"3","26","16","sapatinako","舉例"
"3","26","17","mata&rsquo;elif","逾期"
"3","26","18","fafaway","上級"
"3","26","19","malasawad","錯失機會"
"3","26","20","epoc","意義"
"3","27","1","mikafit","依附"
"3","27","2","sapadang","輔助"
"3","27","3","mapatalahekal","發表"
"3","27","4","malasafitay","從軍"
"3","27","5","miwangawang","揮手"
"3","27","6","patonoay","歡送的人"
"3","27","7","ma&rsquo;iwil","孤單"
"3","28","1","sasawad","分開"
"3","28","2","miti&rsquo;eciway","領唱者"
"3","28","3","mitaliyok","繞一圈"
"3","28","4","makakayat","互相牽手"
"3","28","5","masakawanan","向右"
"3","28","6","miperok","跺腳"
"3","28","7","misatakotakod","跳躍"
"3","28","8","maselic","移動"
"3","29","1","mana&rsquo;angay","收藏"
"3","29","2","likisi","歷史"
"3","29","3","pisa&rsquo;atomo","製陶"
"3","29","4","pisanga&rsquo;an","生產地"
"3","29","5","lalosidan","東西"
"3","29","6","nakamayan","手工"
"3","29","7","pisafonon","農耕"
"3","29","8","pakifongohen","頂在頭頂"
"3","30","1","kalalecadan","共同的"
"3","30","2","padotocay","承襲"
"3","30","3","palapatan","季節"
"3","30","4","pilidongan","收割時期"
"3","30","5","palomaan","種植時期"
