"autoId","textId","dialectId","sentenceAb","sentenceCh","sentenceOrder"
"440560","26931","1","Masitudung ku remiad anini, sademsem saan.","B:今天不冷也不熱，很舒服。","8"
"440561","26931","1","Mamaan saw ku remiad nina lavii?","A:今天晚上天氣如何?","9"
"440562","26931","1","Awaay ku kutem, masadak tu ku vuis.","B:天空沒有雲，星星出來了。","10"
"440563","26931","1","Masasaw ku remiad nu hekal?","A:外面天氣如何?","11"
"440564","26931","1","Salaw sahen ku urad, masadak tu ku cidal, tahekal tu ku talakal ni Adek.","B:雨剛剛停，出了太陽，彩虹出來了。","12"
"440565","26931","1","Mamaan saw ku remiad i tamuwan?","A:你那裡的天氣如何?","13"
"440566","26931","1","Tataang ku vali i tamiyanan.","B:我們這裡颳大風。","14"
"440567","26931","1","Kapah haw ku remiad i tamuwan?","A:你那裡的天氣好嗎?","15"
"440568","26931","1","Kapah! Macidaltu itini.","B:很好，出大太陽。","16"
"440569","26931","1","A tara tu kaku a micudad.","A:我要去上學了。","17"
"440570","26931","1","Sienaw ku remiad, saadihayen tu ku nikasivuduy.","B:天氣很冷，要多穿衣服。","18"
"440571","26931","1","A tara tu kaku.","A:我要出門了。","19"
"440572","26931","1","A tataang ku urad anusani, keriden tu ku cacevaren.","B:等一下會下大雨，你要記得帶傘。","20"
"440573","26931","1","A uradan hakiya?","A:會下雨嗎?","21"
"440574","26931","1","Navetili’an nasani, a uradan tu anusani.","B:剛剛打雷了，等一下應該就會下雨。","22"
"440575","26931","1","Uradan tu haw?","A:下雨了嗎?","23"
"440576","26931","1","Nauradan nasani, masalawtu anini.","B:剛剛有下雨，現在雨停了。","24"
"440577","26931","1","Uradan tu haw?","A:下雨了嗎?","25"
"440578","26931","1","Mahaen nauradan, mararemed ku lalan kiyami.","B:好像下過雨了，馬路是濕的。","26"
"440579","26931","1","Nauradan haw? Kiya matupic saw ku tiretirengan nu misu.","A:有下雨嗎?你怎麼全身都濕了?","27"
"440580","26931","1","Uradan i hekal, nacaay kasicacevaren kaku.","B:外面在下雨，我沒有帶雨傘。","28"
"440581","26931","1","Masasaw kisu?","A:你還好嗎?","29"
"440582","26931","1","Tanuvali saan, adada tuaca ku tangal nu maku.","B:風好大，吹得我頭好痛。","30"
"440583","26931","1","Masasaw kisu?","A:你還好嗎?","31"
"440584","26931","1","Tataak ku cidal, adada tuaca ku tangal nu maku a mapa’ing’ing.","B:太陽好大，曬得我頭好暈。","32"
"440585","26932","1","Mapawan kaku tu sapisurit.","A:我忘了帶筆。","1"
"440586","26932","1","Pacaliway nu maku kisu.","B:我借你。","2"
"440587","26932","1","Mapawan kaku a sialapit.","A:我忘了帶筷子。","3"
"440588","26932","1","Mahaen kaku, ta! Micakay kita.","B:我也是，我們去買。","4"
"440589","26932","1","Ta! Micakaya kita tu sapisurit.","A:走吧! 我們去買筆好嗎?","5"
"440590","26932","1","Hayi!, a micakay aca kaku tu savuric.","B:好，我還要買橡皮擦。","6"
"440591","26932","1","Micakaya haw kita tu sakaranam?","A:我們去買早餐好嗎?","7"
"466897","26932","1","Hamanan! Nakemaentu kaku i luma’.","B:不要，我在家吃過了。","8"
"440592","26932","1","Mapawan kaku a pa’ecuy tu tavu nu maku.","A:我忘記蒸便當了。","9"
"440593","26932","1","Sakalamkamen a pa’ecuy.","B:趕快拿去蒸吧!","10"
"440594","26932","1","Mapawan kaku a sitavu.","A:我忘記帶便當了。","11"
"440595","26932","1","Tatuekaw tu nu mita a kemaen tu tavu nu maku.","B:那我們一起吃我的便當吧!","12"
"440596","26932","1","A u maan saw ku sakalahuk nu misu?","A:你中午要吃什麼?","13"
"440597","26932","1","A u niparasur nu cacudadan a tavu ku sakalahuk nu maku.","B:我要吃學校準備的午餐。","14"
"440598","26932","1","A u maan saw ku sakalahuk nu misu?","A:你中午要吃什麼?","15"
"440599","26932","1","Sitavu kaku anini a remiad, matatueka kita a malahuk.","B:我今天有帶便當，我們中午一起吃吧!","16"
"440600","26932","1","Milanciw haw kita?","A:我們去打籃球好嗎?","17"
"440601","26932","1","Hay kati! Taraaw tu kita.","B:好喔!我們走。","18"
"440602","26932","1","Ta! mipangciwa kita","A:走!我們去打棒球.","19"
"440603","26932","1","Naay, simamelawen kaku tu cudad.","B:不要，我有書要看。","20"
"440604","26932","1","Padangi aca kaku a miala tu saasik.","A:請幫我拿掃把。","21"
"440605","26932","1","Hay! rapeten kina saasik.","B:好，這支掃把你拿著。","22"
"440606","26932","1","Padangi aca kaku a miala tu sasisit.","A:幫我拿抹布好嗎?","23"
"440607","26932","1","Miasik kaku, papialaen ci Tumay","B:我在掃地，你叫Tumay幫你拿。","24"
"440608","26932","1","Maherek tu haw kisu a miasik?","A:你掃好了嗎?","25"
"440609","26932","1","Maherek tu kaku a miasik.","B:我掃好了。","26"
"440610","26932","1","Kiya caay saw piasik kisu?","A:你怎麼不打掃?","27"
"440611","26932","1","Maherek tu kaku a miasik.","B:我打掃完了。","28"
"440612","26932","1","Mauning ku tatarukan, sipuen aca.","A:地板很髒，去擦一下。","29"
"440613","26932","1","Hay, alaay tu nu maku ku sasipu.","B:好，我去拿布。","30"
"440614","26932","1","Tanuuning saan kira sasingarang, sipuen aca.","A:那個窗戶很髒，去擦一下。","31"
"440615","26932","1","Akahenay, caay henay kaherek ku nipiasik nu maku.","B:等一下，我還沒掃完這裡。","32"
"440616","26932","1","A u maan saw ku demaken nu misu anusani?","A:你等一下要做什麼?","33"
"440617","26932","1","A mikilim kaku tu pasevana’ay.","B:我要去找老師。","34"
"440618","26932","1","A mimaan saw kisu i naherekan nu nipicudad?","A:你放學要做什麼?","35"
"440619","26932","1","A remadiw kami u malecavayay.","B:我要跟朋友去唱歌。","36"
"440620","26932","1","A mimaan saw cira i naherekan nu nipicudad?","A:他放學要做什麼?","37"
"440621","26932","1","A midanguy cira.","B:他要去游泳。","38"
"440622","26933","1","I luma’ tu haw ci Lisin?","A:請問Lisin在家嗎?","1"
"440623","26933","1","I luma’ tu cira, picumudi.","B:她在家，請進來。","2"
"440624","26933","1","I luma’ tu haw ci Lisin?","A:請問Lisin在家嗎?","3"
"440625","26933","1","Awaay cira, a mimaan saw kisu?","B:她不在，請問你有什麼事?","4"
"470237","26933","1","Cima saw?","A:是誰啊?","5"
"440627","26933","1","Vaki! Ci Panay kaku, vuhaten aca ku panan.","B:爺爺，我是Panay，請開門。","6"
"440628","26933","1","Cima saw kisu?","A:請問哪位?","7"
"440629","26933","1","Kacaw, ci Kilang kaku, tayni a mihulul isaw.","B:Kacaw，我是Kilang，我過來玩啦。","8"
"440630","26933","1","Matenes tu a caay kasasuaraw kiyami.","A:好久不見了呀!。","9"
"440631","26933","1","Halis! Maurun tu i tisuwan hani, Kati, picumudi.","B:是啊!我很想念你。快來聊天吧!","10"
"440632","26933","1","Kamaru’, pinanumi hen tu ucia.","A:請坐，請喝茶。","11"
"440633","26933","1","Hay, nanumay tu nu maku.","B:好的，我喝。","12"
"440634","26933","1","Keda! Pinanumi tu ucia.","A:來!請喝茶。","13"
"440635","26933","1","Ayi! alesu’ saan a nanumen kina ucia.","B:你們的茶真好喝。","14"
"440636","26933","1","Kati, kemana kita tu ciyak.","A:來吧!我們吃西瓜!","15"
"440637","26933","1","Hayi, saalesu’ saan a melawen kina ciyak.","B:好啊!這西瓜看起來很好吃喔。","16"
"440638","26933","1","Alesu’ haw kina ciyak?","A:西瓜好吃嗎?","17"
"440639","26933","1","Hayi! Sulinay alesu’ isaw.","B:是，真的很好吃。","18"
"440640","26933","1","Maherek tu ci ina a misakalavi, kati! Kemana tu kita.","A:媽媽煮好晚餐了，我們快來吃吧!","19"
"440641","26933","1","Hay, mamanaw hen aca kaku.","B: 好，我去洗手。","20"
"440642","26933","1","Dupuh han a kemaen, u tau hanay maan kisu.","A:盡量吃喝，你又不是外人。","21"
"440643","26933","1","Adihay tu ku nikaen nu maku, mave:cul tu kaku.","B:我吃了很多，很飽了。","22"
"440644","26933","1","Pitungali a kemaen, u maan saw ku kanguduan.","A:多吃一點，不要客氣。","23"
"440645","26933","1","Hay saw! saalesu’ saan.","B:好，真好吃。","24"
"440646","26933","1","A taluma’ tu kaku, rumaaw tu a tayni a milisu’ i tisuwan.","A:我要回家了，下次再來看你。","25"
"440647","26933","1","Hayi, naun hantu isaw ku rakat.","B:好的，那就慢走囉!。","26"
"440648","26933","1","I lavii tu! a taluma’ tu kaku.","A:很晚了，我要回家了。","27"
"440649","26933","1","Tayni hantu a mihulul anuruma.","B:下次再來玩喔!","28"
"440650","26933","1","Naun hantu isaw ku rakat.","A:那就小心慢走囉!。","29"
"440651","26933","1","Hayi, anu silawad tayni hantu i luma’ nu maku a mihulul.","B:好的，有空來我家玩。","30"
"440652","26934","1","Initu haw kita! A hakulungen nu maku kamu anini a remiad, tayra kita a milisu’ tu matuasay nu niyaru’.","A:大家好，老師今天要帶大家去部落訪問耆老。","1"
"440653","26934","1","Ayi kapah! A sanuPangcahen nu mita a masasuwal atu matuasay.","B:好喔!我們要跟耆老說阿美語。","2"
"440654","26934","1","A tangasa tu haw kita?","A:我們快到了嗎?","3"
"440655","26934","1","Hay! A tangasa tu kita.","B:是的，我們快到了。","4"
"440656","26934","1","Vakiaw! Tayni kami a milisu’ i tisuwan.","A:爺爺，我們來看你了。","5"
"440657","26934","1","Ihu! Mavana’ haw kamu a misanuPangcah? Piulah’ waru!","B:你們會說阿美語啊!真是太棒了!","6"
"440658","26934","1","Kapah haw kamu! A hakulungen nu maku kamu a tayra i nipalumaan tu havay a mawmah.","A:大家好，老師今天要帶大家去小米田工作。","7"
"440659","26934","1","Hay, pasevana’ay.","B:是的，老師。","8"
"440660","26934","1","Katayni itini a masasilsil, aka kapawan a mikerid tu sakawmah.","A:大家過來排隊，記得帶好工具。","9"
"440661","26934","1","Hay pasevana’ay, iratu ku nirapetan niyam tu sakamaumah.","B:是的，老師，我們都拿好工具了。","10"
"440662","26934","1","Tangasa tu haw kita?","A:我們到了嗎?","11"
"440663","26934","1","Caay hen, maraay henay ku rarakatan.","B:還沒到，還很遠。","12"
"440664","26934","1","Kaisu ku mirisrisay tu rengus.","A:你去鋤草。","13"
"440665","26934","1","Hay! Akuay ku mirisrisay tu rengus.","B:好，我來鋤草。","14"
"440666","26934","1","Pialai kisu tu sapivahuy tu ayam.","A:你去拿趕鳥器。","15"
"440667","26934","1","Hayi, akuay ku mivahuyay tu ayam.","B:好，我去趕鳥。","16"
"440668","26934","1","Kapah tu haw kita, a tayra kita anini a remiad i mamelawen tu niruvuan a aadupen.","A:大家好，我們今天要去動物園。","17"
"440669","26934","1","Sulinay haw? A makamaan saw kita a tayra?","B:真的嗎?我們要怎麼去呢?","18"
"440670","26934","1","A makavasu kita a tayra.","A:我們搭公車去。","19"
"440671","26934","1","Sakapahen ku nipisilsil, a micakay tu kita tu paya.","A:大家排好隊，我們準備買票。","20"
"440672","26934","1","Hayi!","B:是的。","21"
"440673","26934","1","U ayam ku aayaway, u uner ku lalikulay, kaamu hantu ku mimelaway.","A:前面是鳥類，後面是蛇類，大家自己參觀。","22"
"440674","26934","1","Pasevana’ay, matalaw kaku tu uner.","B:老師我會怕蛇。","23"
"440675","26934","1","Asiruma, ka u ayam aca ku melawen nu misu.","A:沒關係，那你去看鳥。","24"
"440676","26934","1","Herek nu cacay a tatukian, itini kita a malecapu.","A:我們一個小時後回來集合。","25"
"440677","26934","1","Hay, aray pasevana’ay.","B:好，謝謝老師。","26"
"440678","26934","1","Na u maan saw ku nikamelawen nu misu?","A:你今天看到了什麼?","27"
"440679","26934","1","Adihay ku nikamelawan nu maku tu uner, adihay aca ku ayam.","B:我看到了好多蛇，還有好多鳥。","28"
"440680","26934","1","Sakalamkamen, a malingad tu kita.","A:快一點，我們要走了。","29"
"440681","26934","1","Akahenay saw! Matimel ku kuku’ nu maku.","B:等我一下，我的腳好累。","30"
"440682","26934","1","Ta! Midanguya haw kita?","A:我們一起去游泳好嗎?","31"
"440683","26934","1","Ta isaw! Tata!","B:好啊!走吧!","32"
"440684","26934","1","Aluman ku midanguyay itini.","A:這裡有好多人在游泳。","33"
"440685","26934","1","Talulung ku itilaay a nanum, itini hanaw tu nu mita a midanguy.","B:那裡水很深，我們在這裡游泳就好。","34"
"440686","26935","1","Namakamaan saw kisu a taini?","A:你怎麼來的?","1"
"440687","26935","1","Rakaten nu maku a taini.","B:我走路來的。","2"
"440688","26935","1","Na u maan saw ku dadakawen nu misu a taini?","A:你搭什麼車來的?","3"
"440689","26935","1","Namakavasu kaku a taini.","B:我搭公車來的。","4"
"440690","26935","1","Maanen saw nu misu a tala cacudadan?","A:你怎麼去學校?","5"
"440691","26935","1","Tupinen ni ama kaku.","B:爸爸開車載我一起去。","6"
"440692","26935","1","Makamaan saw cira a tayra i cacudadan tu kaluremiad?","A:他平常怎麼去學校?","7"
"440693","26935","1","Maka cie-yun a tayra i cacudadan cira.","B:他搭捷運去學校。","8"
"440694","26935","1","Makamaan saw ci vayi nu misu a micakay tu dateng?","A:你的奶奶怎麼去買菜?","9"
"440695","26935","1","Makaotovay cira a micakay tu dateng.","B:她騎摩托車去買菜。","10"
"440696","26935","1","A maanen saw nu misu a tara i Butud?","A:你要怎麼去蘭嶼?","11"
"440697","26935","1","A makalunan kaku a tara i Butud.","B:我要搭船去蘭嶼。","12"
"440698","26935","1","A makamaan saw cira a tara i Butud?","A:他怎麼去蘭嶼?","13"
"440699","26935","1","A makahikuki cira a tara i Butud.","B:他搭飛機去蘭嶼。","14"
"440700","26935","1","A makamaan saw cira a tara i Kausung?.","A:他搭什麼車去高雄?","15"
"440701","26935","1","A maka kau-tie cira a tara i Kausung.","B:他搭高鐵去高雄。","16"
"440702","26935","1","Na u silamalay haw ku dakawen nira a tara i Pusung?","A:他是搭火車去臺東嗎?","17"
"440703","26935","1","Hayi! Na u silamalay ku dakawen nira a tara i Pusung.","B:是，他搭火車去臺東。","18"
"440704","26935","1","Na u silamalay haw ku dakawen nira a tara i Pusung?","A:他是搭火車去臺東嗎?","19"
"440705","26935","1","Caay isaw, na u hikuki ku dakawen nira a tara i Pusung.","B:不是，他搭飛機去臺東。","20"
"440706","26935","1","Sipangiruwan haw nu vasu i ngata?","A:這附近有公車站嗎?","21"
"440707","26935","1","Hay, ira tu! vesuc han kina lalan, a mamelaw tu nu misu ku pangiruwan nu vasu.","B:有，往前走就會看到公車站了。","22"
"440708","26935","1","Icuwa saw ku sakangataay a cie-yun-can itini?","A:離這裡最近的捷運站在哪裡?","23"
"440709","26935","1","Awaay ku cie-yun-can itini, a u takusi a cacay ku dadakawen nu misu.","B:這裡沒有捷運站，你只能坐計程車。","24"
"440710","26935","1","Anu makavasu kaku, a hacuwa saw ku tenes a tangasa i cacudadan?","A:搭公車要多久才會到學校?","25"
"440711","26935","1","Cacay a pulu’ ira ku lima a sasuritan tangasatu.","B:15分鐘會到學校。","26"
"440712","26935","1","Anu maka kaw-tie, a hacuwa saw ku tenes a tangasa i Taychung?","A:搭高鐵要多久時間會到臺中?","27"
"440713","26935","1","Cacay a tatukiyan tangasa tu i Taychung.","B:一個小時會到臺中。","28"
"440714","26935","1","A hacuwa saw ku tenes anu makacidusiya a tara i Ulay?","A:開車去烏來要很久嗎?","29"
"440715","26935","1","Cacay a tatukian kiyaru.","B:大約要一個小時。","30"
"440716","26935","1","A hacuwa saw ku tenes anu maka cie-yun kisu a tayni i luma’ nu maku?","A:你搭捷運來我家要多久?","31"
"440717","26935","1","Tusa a pulu’ a sasuritan tangasatu.","B:要20分鐘就到。","32"
"440718","26935","1","Mavana’ haw kisu a mivatikar?","A:你會騎腳踏車嗎?","33"
"440719","26935","1","Hay! Mavana’ kaku a mivatikar.","B:是的！我會騎腳踏車。","34"
"440720","26935","1","Siotovay haw kisu?","A:你有摩托車嗎?","35"
"440721","26935","1","Hay! Siotovay kaku.","B:我有一台摩托車。","36"
"440722","26935","1","Siotovay haw kisu?","A:你有摩托車嗎?","37"
"440723","26935","1","Caay kasiotovay kaku.","B:我沒有摩托車。","38"
"440724","26936","1","Mangaay hakiya anu tara kaku a milisu’ i tisuwan?","A:我可以拜訪你嗎?","1"
"440725","26936","1","Hay, kapah tu!","B:可以，我很願意。","2"
"440726","26936","1","Mangaay hakiya anu tara kaku a milisu’ i tisuwan?","A:我可以訪問你嗎?","3"
"440727","26936","1","A caay kaku, caay kaadihay ku nikavana’an nu maku isaw.","B:不要，我所知道的不多。","4"
"440728","26936","1","Mangalay isaw kaku a milisu’ i tisuwan, silawad hakiya kisu i herek nu kalahukan?","A:你下午有空嗎?我想去拜訪你可以嗎?","5"
"440729","26936","1","Hayi! Talaay tu nu maku kisu i luma’.","B:好，我會在家等你。","6"
"440730","26936","1","Silawad haw kisu anucila? Ira isaw ku papalitaan nu maku tu rayray nu Pangcah.","A:你明天有空嗎?我想請問你關於阿美族的傳說故事。","7"
"440731","26936","1","A talalutuk kaku anucila, a awaay i luma’ isaw.","B:明天我要去山上，不在家喔。","8"
"440732","26936","1","Matesek ku nikavana’an nu misu tu lekakawa nu Pangcah saan ku nikatengil nu maku. Sisa, mangalay isaw kaku a mipalita i tisuwan.","A:我聽說您對阿美族的傳統習俗非常了解，想要請教您一下。","9"
"440733","26936","1","Caay kahacuwa ku nikavana’ nu maku, nika, sadakadakay hanaw tu nu maku a pacauv.","B:我所了解的不多，但是我會盡量回答。","10"
"440734","26936","1","Kapah tu haw a lu-inen nu maku? Hangay maangaay a duduen a misurit i nalikulan.","A:請問我可以錄影嗎?這樣以後比較容易記錄。","11"
"440735","26936","1","Hayi! Kapah tu!","B:好的，沒問題。","12"
"440736","26936","1","Pinatu saw ku mihcaan nu misu anini?","A:請問您今年幾歲了?","13"
"440737","26936","1","Siwatu a pulu’ ira ku walu ku mihcaan nu maku.","B:我已經98歲了。","14"
"440738","26936","1","I terungay hen a miheca a melawen ku tireng isu haw.","A:您看似中年的歲數唷!","15"
"440739","26936","1","Icuwa saw! Mavakitu kaku ira!","B:沒有啦!我已經老了。","16"
