"moyo ’inay’ino’ ’ima mowa:i’?","你們來自哪裡？","https://klokah.tw/extension/con_data/sound/13/sentence/13c2s6.mp3"
"yami ’inay walo’ ’ima mowa:i’.","我們來自東河部落。","https://klokah.tw/extension/con_data/sound/13/sentence/13c2s7.mp3"
"niSo’ kano’ kapatawawen?","你的工作是什麼？","https://klokah.tw/extension/con_data/sound/13/sentence/13c2s8.mp3"
"ya:o homawan ray taew’an maelaehang ka korkoring, ray minaSangay  rima’ ray kakiSka:atan tomortoroe’ ka ’alnoSaySiyat kapayaka:i’.","我平時在家照顧小孩，假日到學校教賽夏語。","https://klokah.tw/extension/con_data/sound/13/sentence/13c2s9.mp3"
"So’o kin makakreng o!","你真的很認真！","https://klokah.tw/extension/con_data/sound/13/sentence/13c2s10.mp3"
"’ataw, yako kitoya’en ila, ’ita’ tasi’ael ila ay?","’ataw，我的肚子好餓，我們吃東西好嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s1.mp3"
"’a:ay! So’o ’am somi’ael ka kano’?","好！你想吃什麼？","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s2.mp3"
"ya:o ’am somi’ael ka pazay.","我想吃飯。","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s3.mp3"
"’a:ay! ya:o taSatalek ka pazay ki tatimae’. ’am kano’ ka pa:tatimae’en?","好！我去煮飯菜。要配什麼菜呢？","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s4.mp3"
"kaSkoy, por’oe’, ’aelaw, ’ayam, katin, ’oesizo:, ’isa:a’ ’anhi’ pilosnaw.","絲瓜 、青菜、魚、牛肉、煎蛋，還有竹筍湯。","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s5.mp3"
"’obay, ’oka’ ila ka ’oesizo:, Sa’ila So’o bae:iw ay?","’obay，雞蛋沒有了，你去買好嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s6.mp3"
"’a:ay! ya:o taSabae:iw.","好！我去買。","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s7.mp3"
"tinalek kasi’aelen kayzaeh ila, ’ita’ tasi’ael ila!","煮好了，我們來吃飯吧！","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s8.mp3"
"tinalek kin ’akoey, ’ita’ ’am ’okay ’amet.","煮太多了，我們會吃不完。","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s9.mp3"
"’a:ay tabalbalay si’ael.","我們慢慢吃。","https://klokah.tw/extension/con_data/sound/13/sentence/13c3s10.mp3"
"kaysa’an  kawaS kayzaeh ay?","今天天氣好嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s1.mp3"
"kaysa’an kawaS kayzaeh, ’oma:zaw.","今天天氣很好，是晴天。","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s2.mp3"
"’oma:zaw, ’ita’ ta’ila tapanpanra:an?","天氣晴朗，我們去走一走好嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s3.mp3"
"’a:ay! ta’ila tapanpanra:an ray koko:ol.","好！那就去爬山。","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s4.mp3"
"rim’aen kawaS ’am nak’ino’?","明天天氣怎樣呢？","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s5.mp3"
"bazae’en nakhara ba:yoS ’am mowa:i’ ila, rim’aen ’am ’omoral mina.","聽說颱風快要來了，明天可能會下雨。","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s6.mp3"
"So: ba:yoS mowa:i’, ’iya’azem wa’isan ka ba:i’ ki ’a’oral.","如果有颱風，要小心強風豪雨。","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s7.mp3"
"rim’aen ba:yoS  ’am maSangay ay?","明天颱風會放假嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s8.mp3"
"’okik ra:ami naehan?","還不知道耶？","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s9.mp3"
"rim’aen So: ’am rima’ ’ila’ino’ ’izi’ ngowip ’araS ka ra:ma’.","明天出門記得帶傘具。","https://klokah.tw/extension/con_data/sound/13/sentence/13c4s10.mp3"
"kaysa’an ’ima piza’ ila ka Sinangayan?","今天是星期幾呢？","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s1.mp3"
"kaysa’an SayboSi: ka Sinangayan.","今天是星期六。","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s2.mp3"
"’ampowa’? So’o ’okay Sangay?","為什麼？你沒有放假？","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s3.mp3"
"powa’aw! ’okay honasamez ’am matawaw.","沒辦法！工作很忙。","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s4.mp3"
"kaysa’an kaSateran ka kina:at homawaeh ay?","不知道郵局有沒有開？","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s5.mp3"
"hayza’, ririm’aenan nanaw  homawaeh, hila:an maSangay.","有，只有早上開，下午休息。","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s6.mp3"
"’isahini hinpilaz ila?","現在幾點？","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s7.mp3"
"’isahini hinlampez o ’aehae’ kaSepe:an.","現在是11點。","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s8.mp3"
"ya:o ’am ’omam’amoeh rima’ Somater ka kina:at.","我現在要趕去寄信 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s9.mp3"
"’a:ay! ’iyawa’ mina.","好！慢走喔！","https://klokah.tw/extension/con_data/sound/13/sentence/13c5s10.mp3"
"yako tasingozaw katibae:iwan ka kina:at ’am may’ino’ rima’?","請問書店怎麼走？","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s1.mp3"
"payhini ’alreheh panra:an potngor ray siwazay, ray kayi’, hayza’ kita’en ’aehae’ kakiSka:atan, ray kabih ’isa:a’ kabae:iwan ka kina:at.","從這裡一直走到前面的十字路口，然後左轉，會看到一間學校。旁邊就是書店。","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s2.mp3"
"kinbazae’an ka kina:at hayno’ ’inaSkan?","請問故事書放在哪裡？","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s3.mp3"
"Sa’ila kaSna’itol ray minayroSa’ tinaew’an, paray kayi’ ma’ ’am Sahoero: ila.","走到二樓左轉就找的到了。","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s4.mp3"
"ma’alo’! nom homoba:ang kaka:at ki kaka:atan kina:at hayno’ ’inaSkan?","謝謝！還有彩色筆和筆記本放在哪裡？","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s5.mp3"
"hingha’ ray minayroSa’ ka  tinaew’an, ray ’inaSkan ka kinbazae’an kina:at hikor.","也在二樓，就在故事書書架的後面。","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s6.mp3"
"ma’alo’! nom homoba:ang kaka:at piza’ Sinrahoe’?","謝謝！彩色筆有幾種樣式？","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s7.mp3"
"roSa’ Sinrahoe’ ,’aehae’ ’ima’ sobae:oeh, ’aehae’ ’ima ’ol’olae’an.","有兩種，一個是大盒的，一個是小盒的。","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s8.mp3"
"kaka:at hayno’?","筆放在哪裡？","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s9.mp3"
"kaka:at ray ka’nal no kalihokan langi:.","筆放在右邊牆角旁邊。","https://klokah.tw/extension/con_data/sound/13/sentence/13c6s10.mp3"
"ya:o ’iyakina bae:iw ka tatpo’.","我想買一頂帽子。","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s1.mp3"
"So’o Sarara’ ka ’inak’ino’an ka rineme:.","你喜歡什麼顏色呢？","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s2.mp3"
"’ima habiyalan a ’ima ngangilaehan ma’ kayzaeh.","黃色或紅色都可以。","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s3.mp3"
"’a:ay, hini talam tatpo’ani.","好的，試試看這頂。","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s4.mp3"
"hini sobae:oeh sowiti’, hayza’ ay  ka ’ima ’ol’olae’an naehan?","這頂帽子稍微大了一點，是否能給我小一點的尺寸？","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s5.mp3"
"naehan, ya:o taSamari’ ’iniSo’.","等一下，我馬上拿給你。","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s6.mp3"
"’a:ay! hini’ ’aehae’ kayzaeh. koza’ rayhil?","我覺得這頂很適合。請問多少錢呢？","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s7.mp3"
"hini ’aehae’ tatpo’ ’aehae’ siyan rayhil.","這頂帽子一千元。","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s8.mp3"
"kinwa’isan, walae’ sowiti’ ka rayhil kayzah ay?","那麼貴，可以便宜一點嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s9.mp3"
"’a:ay! tawaelae’ ’aehae’ kabohoel ka rahil ’iniSo’.","好啊！那就打九折給你 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c7s10.mp3"
"tasingozaw minay ’aehae’ Sam’iyaeh o maykaSpat kaSa:engan kapapama’an hayno’?","請問1車28號在哪裡？","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s1.mp3"
"ray hikor kapapama’an naehan. ray kayi’ kaSa:angan.","在下個車廂，左邊。","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s2.mp3"
"ma’alo’.","謝謝！","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s3.mp3"
"So’o nakhara maSa:eng ila ma’an kaSa:engan.","你是不是坐到我的位子了？","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s4.mp3"
"kaSikar ila, tasingozaw ya:o ’iyakina maSa:eng ki ’inmana’a kapa’onhaelan, kayzaeh ay somapih ki So’on ka kaSa:engan?","請問，因為我想跟朋友坐在一起，可以跟你換座位嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s5.mp3"
"niSo’ kaSa:engan hayno’?","你的座位在哪裡？","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s6.mp3"
"ma’an kaSa:engan ray haehae’ kapapama’an mato:ol o SayboSi: o  ’aehae’ kaSepe:an.","我的座位在9車37號。","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s7.mp3"
"rawaS a tomal, ma’an ’inaraS kakrangi’an ’akoey a tomalan.","那有點遠，我的行李很多。","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s8.mp3"
"’a:ay! ya:o talobih  ray kaSa:engan ma’an.","好吧！我回去我的位子。","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s9.mp3"
"ma’alo’! kaSikar ila!","謝謝你！不好意思！","https://klokah.tw/extension/con_data/sound/13/sentence/13c8s10.mp3"
"So’o ra:am a tomalan malnoSaySiyat.","你的族語說得很好。","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s1.mp3"
"ma’alo’, ya:o haysiya makakreng ’am tatoroe’ kapayaka:i’.","謝謝，我還在努力學。","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s2.mp3"
"yaba’ ki ’oya’ niSo’ ra:am ay malnoSaySiyat?","你爸爸媽媽會說族語嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s3.mp3"
"yaba’ ki ’oya’ ma’an haSa’ malnoSaySiyat.","我的爸爸媽媽不會說族語。","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s4.mp3"
"So’o ki hiya’ ’am tatoroe’ ka kapayaka:i’?","你都是跟誰學習？","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s5.mp3"
"baki’ ki koko’ ’ima tomotoroe’ ’iyakin.","爺爺奶奶教我的。","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s6.mp3"
"So’o ray rahoeran hayza’ ay katatoroe’an ka ’alnoSaySiyat kapayaka:i’?","那你平常在都市有機會學族語嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s7.mp3"
"ya:o ray rahoeran ’am kiSka:at, ’okay 
’alnoSaySiyat. So: lobih kala baki’ ki koko’ ray taew’an ya:o kil lasiya maehrahrang malnoSaySiyat.","我平常都在都市唸書，沒機會說族語。但是回到阿公阿嬤家都跟他們說族語。","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s8.mp3"
"’iwa’ ay hayza’ hi baki’ ki koko’ kamatortoroe’ ’iSo’on tabin o.","原來是有爺爺和奶奶這麼好的語言老師。","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s9.mp3"
"’ihi’ o, So: lobih kala baki’ ray taew’an, ma’ tatoroe’ sowiti’ ki baki’, koko’, maySoSowaw ma’ ra:am  ila mayaka:i’.","是呀！如果有回到祖父母家時，向他們學習，慢慢也就會說了。","https://klokah.tw/extension/con_data/sound/13/sentence/13c9s10.mp3"
"baki’, koko’, moyo kayzaeh ay?","爺爺奶奶，你們好嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s1.mp3"
"yami kayzaeh.","我們很好。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s2.mp3"
"yako maSriyae’ hi moyo.","我很想念你們。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s3.mp3"
"yami tatini’ ila, basang kayzaeh wa’isan naehan, ’okik ’ayaeh.","我們都老了，但是身體很好，沒有生病。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s4.mp3"
"moyo ’ana tabin ’inowan ma’ ’iyakaliyaeh ka basang pakSiyae’ ka hin’az’azem.","希望你們永遠健康快樂。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s5.mp3"
"’a:ay! ma’alo’.","好！謝謝你。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s6.mp3"
"’izi’ tayhobaz ’am matawaw.","也希望你工作不要太勞累。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s7.mp3"
"’a:ay! ma’alo’.","好！謝謝你。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s8.mp3"
"So’o nonak ma’ pakayzaeh ka basang o!","你自己也要保重喔！","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s9.mp3"
"’a:ay! pil’awan.","好！再見。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s10.mp3"
"pil’awan.","再見。","https://klokah.tw/extension/con_data/sound/13/sentence/13c10s11.mp3"
"’obay, So’o piza’ ’aehael?","’obay，你有幾個兄弟姊妹？","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s1.mp3"
"yako hayza’ ’aehae’ minatini’ ki ’aehae’ minayti’.","我有一個哥哥、一個妹妹。","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s2.mp3"
"lasiya kamapowa’?","他們從事什麼行業？","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s3.mp3"
"minatini’ kamanra:an ma’an kamahomoba:ang, minayti’ minkoringan kamama:tol.","我的哥哥是畫家，妹妹是歌手。","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s4.mp3"
"niSo’ nonak kano’ kapatawawen?","你在做什麼工作？","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s5.mp3"
"yako kamatomortoroe’ ray kakiSka:atan.","我在教書 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s6.mp3"
"’obay, So’o mari’ ila ay ka minkoringan?","’obay，你結婚了嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s7.mp3"
"’ihi’, mari’ ila ka minkoringan to:o’ tinal’oemaeh ila, niya’om ’aehae’ ila ’ima roSa’ tinal’oemaeh ka korkoring.","我結婚三年了，有一個兩歲的孩子。","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s8.mp3"
"moyo kil tatini’ haysiya ay saboeh  somi’ael ay?","你們和父母住在一起嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s9.mp3"
"’ihi’, yami haysiya kil tatini’ saboeh somi’ael. mak’aehae’ ’araS  hila: ’oya’ ki yaba’ niSo’ wa:ila panpanra:an kanman.","是的，我們兄弟姊妹都和父母住在一起。希望你有空帶父母到我家玩。","https://klokah.tw/extension/con_data/sound/13/sentence/13c11s10.mp3"
"yako ’isahini tomihoroe: ila ka ’ima SaSo’ kapatawawen.","我最近找到新的工作。","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s1.mp3"
"’inak’ino’an kapatawawen niSo’?","你的工作是做什麼的？","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s2.mp3"
"kamatalek ray kakiSka:atan.","我在小學煮營養午餐。","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s3.mp3"
"So’o minowa’ ay ka hini kapatawawen?","你喜歡這個工作嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s4.mp3"
"yako minowa’ tomalek, ’isa:a’ yako minowa’ a tomalan  ka hini kapatawawen.","我很喜歡這個工作，因為烹飪是我的興趣。","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s5.mp3"
"Sil’i: ay kapatawawen?","工作壓力很重嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s6.mp3"
"kayzaeh! hil’awan kapatawawen.","還好！工作很輕鬆 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s7.mp3"
"’akoey ay kamari’an?","薪水應該不錯吧？","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s8.mp3"
"tabin o! ’akoey kamari’an.","不錯啊！還蠻多的。","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s9.mp3"
"bazae’ niSo’ ka pinayaka:i’, So’o minowa’ a tamalan kapatawanwen niSo’.","聽你這麼說，你很喜歡你的工作。","https://klokah.tw/extension/con_data/sound/13/sentence/13c12s10.mp3"
"hini kapawhi:ilan ka tatimae’ kina:at, kano’ niSo’ Sarara’en ?","這是我們的菜單，請參考。","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s1.mp3"
"hayza ay ka ’ima nonak ka tatimae’?","有什麼特別的菜嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s2.mp3"
"hayza ka ’aelaew, bibi:, wa:i:, kae’niw ki tata:a’ pinilosnaw. niSo’ ’am kano’ tatimae’?","有紅燒魚、烤鴨、炒麵、香菇雞湯。那！你要點那些菜？","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s3.mp3"
"ma’an ’am ka ’aelaew, bibi:,’ayam noka baboy wa:i: o por’oe’.","我要紅燒魚、烤鴨、豬肉、炒麵、青菜 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s4.mp3"
"’am piza’ powawan ka pazay?","需要幾碗飯？","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s5.mp3"
"yami saboeh maykaSpat mae’iyaeh, ’inSala’ bo:ay So: maykaSpat.","我們有八個人，先來八碗飯。","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s6.mp3"
"’am kano’ karae’oe:en?","需要飲料嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s7.mp3"
"bo:ay ka biro’ ki sayza’.","給我們幾瓶啤酒和汽水。","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s8.mp3"
"’a:ay! ’am kano’ naehan ay?","好。還需要點些什麼嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s9.mp3"
"tatalek ’aehae’ naehan ka kae’niw ki tata:a’ pinilosnaw. takahini naehan, So: ’okik lal’oz taropa: ila.","再煮一個香菇雞湯。先這樣，不夠的話再加點。","https://klokah.tw/extension/con_data/sound/13/sentence/13c13s10.mp3"
"yami ’am papama’ ka kano’ rima’ taypae’? papama’ ka kalihapoyan ay?","我們該怎麼去臺北呢？坐火車好嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s1.mp3"
"papama’ ka kalihapoyan wa’isan, baSe’ hororay kabo:ayan ka rayhil.","坐火車比較貴，客運比較便宜。","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s2.mp3"
"So: ’am ’okik ’alikaeh potngor ’isa:a papama’ ka baSe’.","如果不趕時間就搭客運。","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s3.mp3"
"So: ’am ’alikaeh ’isa:a papama’ ka kalihapoyan.","如果趕時間，就搭火車。","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s4.mp3"
"yako rengreng papama’ ka baSe’ rima’ taypae’, kayzaeh hororay kabo:ayan.","我平常都搭客運到臺北，車票便宜 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s5.mp3"
"yako ki kapa’onhalan pinaehrahrangan ila sasbong ray kapapama’ ka kalihapoyan.","我跟朋友約在火車站見面 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s6.mp3"
"’a:ay! ’ita’ tapapama’ ka kalihapoyan.","好吧！我們就搭火車。","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s7.mp3"
"’a:ay! ’ita’ ta’ila tabae:iw ka nom papama’ ka kina:at.","好！我們去買票吧！","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s8.mp3"
"So’o rima’ taypae’ ’ampowa’?","你去臺北做什麼？","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s9.mp3"
"yako ’am rima’ bae:iw sowiti’ ka kakrangi’an, ’isa:a ’am lobih ila.","我去買一些東西，買完就回來 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c14s10.mp3"
"koko’ niSo’ ’ima ’ayaeh koza’ ’ila kinhonaehnge:?","你的奶奶病了多久了？","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s1.mp3"
"’aehae’ ’ilaS ila, nisiya kak’ayaeh mak’aehae’ kayzaeh, mak’aehae’ ’aewhay.","一個月了，但她的病時好時壞。","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s2.mp3"
"nisiya kano’ kak’ayaeh?","她生什麼病？","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s3.mp3"
"siya rengreng biSbiS ka ta’oeloeh, mak’aehae’ motae’ biSbiS ka tiyal.","她常常頭疼，還會嘔吐、肚子疼。","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s4.mp3"
"hayza’ ay rima’ pakita’ ka sinsangan?","有去醫院檢查嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s5.mp3"
"hayza’.","有。","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s6.mp3"
"sinsangan nak ’ino’ mayaka:i’?","醫生怎麼說？","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s7.mp3"
"sinsangan mayaka:i’ komSa:  ta’alingo’ naehan. ’isahini haysiya ray sinsangan ’am pakita’ ka sinsangan.","醫生說要照X光檢查。現在正在等待檢查。","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s8.mp3"
"’am koza’ kinhonaehnge:  ray sinsangan?","需要住院多久？","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s9.mp3"
"’am ’aehae’ ka Sinangayan. So: ’aehae’ naehan ka Sinangayan ’am lobih ila.","一星期。下星期她就可以出院了。","https://klokah.tw/extension/con_data/sound/13/sentence/13c15s10.mp3"
"wae:ae’, So’o kayzaeh ay? ya:o tiwaS. kawkel ray taew’an ay?","喂，你好！我是tiwaS。kawkel在家嗎？","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s1.mp3"
"siya ’okik ray taew’an, siya’ lobih ila ray ’inkaeholan.","她不在，她回娘家了。","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s2.mp3"
"siya lobih ray ’inkaeholan ’ampowa’?","她回娘家做什麼呢？","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s3.mp3"
"kamanra:an ’am mowa:i’ mantamako’ ka minayti’ nisiya.","她的妹妹要訂婚 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s4.mp3"
"’inowan ’am mantamako’?","什麼時候訂婚？","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s5.mp3"
"rim’aen  ririm’aenan.","明天早上 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s6.mp3"
"siya ’inowan ’am lobih?","她什麼時候可以回來？","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s7.mp3"
"nakhara ’am ray kari’ael ’am lobih.","可能後天才回來。","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s8.mp3"
"So: siya lobih payaka:i’ ila hi siya, nisiya hayza’ ka kakrangi’an kanman. wa:ila mari’, ’oka’ ma’ ya:o taSater, ma’alo’!","她回來的時候請你告訴她，她有一件東西在我這裡，請她過來拿，或是我送過去都可以，謝謝！","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s9.mp3"
"’a:ay! So: siya lobih ya:o tapanabih ila hi siya, ma’alo’.","好！她回來我再告訴她，謝謝你。","https://klokah.tw/extension/con_data/sound/13/sentence/13c16s10.mp3"
"hini Sinpaehpa: kayzaeh a tomal si’aelen, nak ni ’oya’ ma’an tinalek.","這裡的糯米飯很好吃，味道跟我媽媽做的很像。","https://klokah.tw/extension/con_data/sound/13/sentence/13c17s1.mp3"
"sa’iwaz ay? ya:o tatalam tasi’ael.","真的嗎？我吃吃看。","https://klokah.tw/extension/con_data/sound/13/sentence/13c17s2.mp3"
"hini ’inomaS ma’ hingha’ nak ni ’oya’ ma’an pinaskayzaeh, lal’oz kinbangih.","這個醃肉也像我媽媽做的，味道夠鹹。","https://klokah.tw/extension/con_data/sound/13/sentence/13c17s3.mp3"
"mita’ Sapang kasi’aelen kayzaeh a tomalan si’aelen.","我們的傳統料理真的很美味。","https://klokah.tw/extension/con_data/sound/13/sentence/13c17s4.mp3"
"’ihi’ a! hini noka SaySiyat ’ima Sapang kasi’aelen.","是啊 ！這就是我們賽夏族傳統料理 。","https://klokah.tw/extension/con_data/sound/13/sentence/13c17s5.mp3"
